osmid,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes
43681371,SP174var,Via Giovanni Falcone e Paolo Borsellino,tertiary,50,5,False,False,35.309,"LINESTRING (9.1231923 45.6741493, 9.1227661 45.6740391)",
44579707,,Via Papa Giovanni XXIII,residential,50,5,True,False,33.977000000000004,"LINESTRING (9.1231923 45.6741493, 9.1229772 45.6741991, 9.1227804 45.6742517)",
217434417,SP174,Via Giuseppe Garibaldi,residential,50,5,False,False,10.885,"LINESTRING (9.1210316 45.6779811, 9.1208968 45.6779544)",
217434417,SP174,Via Giuseppe Garibaldi,residential,50,5,False,True,64.923,"LINESTRING (9.1184835 45.6773862, 9.119262 45.6775984)",
215126530,,Via Edmondo De Amicis,unclassified,,,True,False,121.343,"LINESTRING (9.1184835 45.6773862, 9.1188025 45.6767191, 9.1182985 45.6765564)",
217434417,SP174,Via Giuseppe Garibaldi,residential,50,5,False,False,217.249,"LINESTRING (9.1184835 45.6773862, 9.1176013 45.677189, 9.1159629 45.6768101, 9.115826 45.6767784)",
42439932,SP174,Via Alessandro Manzoni,tertiary,50,,False,True,144.82600000000002,"LINESTRING (9.115826 45.6767784, 9.115729 45.6767526, 9.1150051 45.6765546, 9.114091 45.6763022)",2
192465209,SP44,Via Nazionale dei Giovi,secondary,IT:urban,,False,False,98.494,"LINESTRING (9.115826 45.6767784, 9.1159045 45.6766684, 9.1161343 45.6763464, 9.1163768 45.6759807)",2
192465215,,Via Nazionale dei Giovi,secondary,50,,False,True,161.50799999999998,"LINESTRING (9.115826 45.6767784, 9.1157817 45.6768391, 9.1153567 45.6774696, 9.1149166 45.6780844)",2
217434417,SP174,Via Giuseppe Garibaldi,residential,50,5,False,True,217.24900000000002,"LINESTRING (9.115826 45.6767784, 9.1159629 45.6768101, 9.1176013 45.677189, 9.1184835 45.6773862)",
50059057,,Via Nazario Sauro,unclassified,50,,True,False,56.268,"LINESTRING (9.1211589 45.6825979, 9.1204667 45.6824489)",
115533414,,Via Armando Diaz,unclassified,50,,False,False,202.586,"LINESTRING (9.1211589 45.6825979, 9.1221941 45.6809257)",
35982045,,Via Giuseppe Parini,unclassified,50,,False,False,39.891999999999996,"LINESTRING (9.1199131 45.6823302, 9.1195888 45.6822086, 9.1194629 45.6821577)",
35982042,,Via Fabio Filzi,unclassified,50,,False,False,129.476,"LINESTRING (9.1200987 45.6823737, 9.1205917 45.6812614)",
50059057,,Via Nazario Sauro,unclassified,50,,True,False,15.208,"LINESTRING (9.1200987 45.6823737, 9.1199131 45.6823302)",
44884554,,Via Mazzola,unclassified,,,False,True,107.901,"LINESTRING (9.1221941 45.6809257, 9.1208562 45.6806651)",
115533414,,Via Armando Diaz,unclassified,50,,False,True,202.586,"LINESTRING (9.1221941 45.6809257, 9.1211589 45.6825979)",
275161190,,Via Camillo Benso Conte di Cavour,residential,50,,False,False,145.728,"LINESTRING (9.1221941 45.6809257, 9.1223693 45.6806491, 9.1227097 45.680269, 9.1227826 45.680141, 9.122845 45.6800332, 9.1228507 45.6799594, 9.1228166 45.6799026, 9.1226704 45.6797665)",
44679533,,Via Roma,unclassified,50,,False,True,23.79,"LINESTRING (9.1214331 45.6793145, 9.1213318 45.6795164)",
275161190,,Via Camillo Benso Conte di Cavour,residential,50,,False,True,145.728,"LINESTRING (9.1226704 45.6797665, 9.1228166 45.6799026, 9.1228507 45.6799594, 9.122845 45.6800332, 9.1227826 45.680141, 9.1227097 45.680269, 9.1223693 45.6806491, 9.1221941 45.6809257)",
43681372,,Via Roma,unclassified,,,True,False,11.267,"LINESTRING (9.1218904 45.6785314, 9.1218431 45.6785497, 9.1218141 45.6785662, 9.1217837 45.678597)",
44684997,,Via Giuseppe Verdi,residential,50,5,False,True,40.322,"LINESTRING (9.1218904 45.6785314, 9.122247 45.6785824, 9.1222825 45.6785875, 9.1223974 45.6786085)",
"[50059053, 44639671]",SP174,"['Via Giuseppe Garibaldi', 'Piazza San Vito']",residential,50,5,True,False,101.03899999999999,"LINESTRING (9.1218904 45.6785314, 9.1219065 45.6784892, 9.1219146 45.6784504, 9.1219133 45.6784098, 9.1218968 45.6783619, 9.1218671 45.6783218, 9.1218385 45.6782872, 9.1217926 45.6782518, 9.1217556 45.6782245, 9.1217009 45.6781931, 9.1215883 45.6781405, 9.1215308 45.6781184, 9.1214592 45.6780926, 9.1213805 45.678067, 9.1212972 45.6780438, 9.1210316 45.6779811)",
217434417,SP174,Via Giuseppe Garibaldi,residential,50,5,False,False,64.923,"LINESTRING (9.119262 45.6775984, 9.1184835 45.6773862)",
35982044,,Via Giacomo Matteotti,unclassified,50,,False,False,156.833,"LINESTRING (9.119262 45.6775984, 9.118942 45.6784043, 9.1188966 45.6785187, 9.1187148 45.678956)",
217434417,SP174,Via Giuseppe Garibaldi,residential,50,5,False,True,133.039,"LINESTRING (9.119262 45.6775984, 9.1202994 45.6778282, 9.1208968 45.6779544)",
35982044,,Via Giacomo Matteotti,unclassified,50,,False,True,72.706,"LINESTRING (9.1184732 45.6795877, 9.1187148 45.678956)",
43681373,,Via Aureggi,unclassified,50,,False,False,100.004,"LINESTRING (9.1184732 45.6795877, 9.1172674 45.6792729)",
44639676,,Via Monte Generoso,unclassified,50,,False,False,54.259,"LINESTRING (9.1184732 45.6795877, 9.1182779 45.6800562)",
43681373,,Via Aureggi,unclassified,50,,False,True,157.108,"LINESTRING (9.1184732 45.6795877, 9.1192529 45.6797928, 9.1203733 45.6800712)",
43681373,,Via Aureggi,unclassified,50,,False,True,55.126,"LINESTRING (9.1203733 45.6800712, 9.1210412 45.6802386)",
43681373,,Via Aureggi,unclassified,50,,False,False,157.108,"LINESTRING (9.1203733 45.6800712, 9.1192529 45.6797928, 9.1184732 45.6795877)",
44632069,,Via Stelvio,unclassified,,,False,False,6.456,"LINESTRING (9.11774 45.682416, 9.1176608 45.6823984)",
44632089,,Via Cesare Cantù,unclassified,50,,True,False,197.601,"LINESTRING (9.11774 45.682416, 9.118164 45.6814366, 9.1183054 45.6811177, 9.1184598 45.6807118)",
"[50059058, 50059059, 35982045]",,"['Via Maestri Comacini', 'Via Giuseppe Parini', 'Via Stelvio']",unclassified,50,,False,True,188.357,"LINESTRING (9.11774 45.682416, 9.1184211 45.6825688, 9.1186451 45.6820121, 9.1186749 45.6819861, 9.1187362 45.6819805, 9.1187902 45.6819824, 9.1194629 45.6821577)",
44632088,,Via Monte Resegone,residential,50,,False,False,34.083,"LINESTRING (9.1184598 45.6807118, 9.1180298 45.680651)",
44884552,,Via Lario,residential,,,True,False,127.202,"LINESTRING (9.1184598 45.6807118, 9.1200731 45.6809072)",
"[50059058, 50059059, 35982045]",,"['Via Maestri Comacini', 'Via Giuseppe Parini', 'Via Stelvio']",unclassified,50,,False,False,188.35700000000003,"LINESTRING (9.1194629 45.6821577, 9.1187902 45.6819824, 9.1187362 45.6819805, 9.1186749 45.6819861, 9.1186451 45.6820121, 9.1184211 45.6825688, 9.11774 45.682416)",
35982045,,Via Giuseppe Parini,unclassified,50,,False,True,39.891999999999996,"LINESTRING (9.1194629 45.6821577, 9.1195888 45.6822086, 9.1199131 45.6823302)",
44639805,,Via Giuseppe Giuliani,unclassified,50,,True,False,148.565,"LINESTRING (9.1194629 45.6821577, 9.11983 45.6817007, 9.1199118 45.6814962, 9.1200731 45.6809072)",
44632088,,Via Monte Resegone,residential,50,,False,False,89.145,"LINESTRING (9.1180298 45.680651, 9.1169541 45.6803719)",
44632088,,Via Monte Resegone,residential,50,,False,True,34.083,"LINESTRING (9.1180298 45.680651, 9.1184598 45.6807118)",
44639676,,Via Monte Generoso,unclassified,50,,False,True,68.89,"LINESTRING (9.1180298 45.680651, 9.1182779 45.6800562)",
215124473,,Via Monte Generoso,unclassified,50,,False,False,193.918,"LINESTRING (9.1180298 45.680651, 9.1172513 45.6822158, 9.1172108 45.6822984)",
43681373,,Via Aureggi,unclassified,50,,False,False,113.505,"LINESTRING (9.115917 45.678942, 9.1145245 45.6786331)",
43681373,,Via Aureggi,unclassified,50,,False,True,52.125,"LINESTRING (9.115917 45.678942, 9.1165506 45.6790962)",
"[44632088, 275161191]",,"['Via Conte Porro', 'Via Monte Resegone']",residential,50,,False,True,177.066,"LINESTRING (9.115917 45.678942, 9.1156614 45.6794403, 9.115375 45.679972, 9.1160432 45.6801364)",
43681373,,Via Aureggi,unclassified,50,,False,False,59.052,"LINESTRING (9.1172674 45.6792729, 9.1165506 45.6790962)",
43681373,,Via Aureggi,unclassified,50,,False,True,100.004,"LINESTRING (9.1172674 45.6792729, 9.1184732 45.6795877)",
44632085,,Via Galileo Galilei,residential,50,,False,False,122.629,"LINESTRING (9.1172674 45.6792729, 9.11682 45.6803305)",
44632085,,Via Galileo Galilei,residential,50,,False,True,122.629,"LINESTRING (9.11682 45.6803305, 9.1172674 45.6792729)",
