osmid,oneway,name,highway,reversed,length,ref,geometry,junction,tunnel,lanes
46694584,True,Via Paolo Tesio,tertiary,False,49.248,,"LINESTRING (7.63335 45.2165259, 7.6336613 45.2169107)",,,
86100748,True,Piazza San Rocco,unclassified,False,6.269,,"LINESTRING (7.63335 45.2165259, 7.6332748 45.2165066)",,,
86100725,True,Via Giuseppe Mazzini,unclassified,False,44.309,,"LINESTRING (7.6295582 45.2175117, 7.6297329 45.2178907)",,,
547236635,False,,residential,False,37.422,,"LINESTRING (7.6295582 45.2175117, 7.6294018 45.2171937)",,,
1258413333,False,Corso Mameli,unclassified,True,53.413,,"LINESTRING (7.6295582 45.2175117, 7.6301938 45.2173377)",,,
678131856,False,Via Giacomo Matteotti,tertiary,True,55.686,SP16,"LINESTRING (7.6302142 45.2188032, 7.6305279 45.2187192, 7.6308825 45.2186325)",,,
753663307,True,Via Carlo Angela,unclassified,False,63.213,,"LINESTRING (7.6302142 45.2188032, 7.6303116 45.2189825, 7.630383 45.2191205, 7.6304956 45.219336)",,,
753663308,False,Via Giacomo Matteotti,tertiary,False,42.036,SP16,"LINESTRING (7.6302142 45.2188032, 7.6297657 45.2189179, 7.6297145 45.2189393)",,,
314534484,False,Via Rita Levi-Montalcini,residential,False,51.801,,"LINESTRING (7.6280241 45.2206231, 7.627874 45.2201694)",,,
753663305,True,Via Ciriè,unclassified,False,27.559,,"LINESTRING (7.6280241 45.2206231, 7.6277031 45.2207246)",,,
753663306,True,Via Domenico Valle,unclassified,False,67.923,,"LINESTRING (7.6290866 45.2199294, 7.6288158 45.2193491)",,,
753663306,True,Via Domenico Valle,unclassified,False,171.70999999999998,,"LINESTRING (7.6288158 45.2193491, 7.628718 45.2191455, 7.6286166 45.2189352, 7.6285126 45.2187323, 7.6284335 45.2185936, 7.6283713 45.2184844, 7.6282646 45.2182308, 7.6281436 45.2178812)",,,
753663308,False,Via Giacomo Matteotti,tertiary,False,156.71699999999998,SP16,"LINESTRING (7.6288158 45.2193491, 7.6275174 45.2197209, 7.6269592 45.2198745)",,,
753663308,False,Via Giacomo Matteotti,tertiary,True,60.963,SP16,"LINESTRING (7.6288158 45.2193491, 7.6291866 45.2192323, 7.6294806 45.2190716)",,,
753663308,False,Via Giacomo Matteotti,tertiary,True,5.466,SP16,"LINESTRING (7.6294806 45.2190716, 7.6295318 45.2190382)",,,
43658109,True,Via Gramsci,residential,False,151.257,,"LINESTRING (7.6294806 45.2190716, 7.630073 45.2201287, 7.6302251 45.2203252)",,,
753663308,False,Via Giacomo Matteotti,tertiary,False,60.963,SP16,"LINESTRING (7.6294806 45.2190716, 7.6291866 45.2192323, 7.6288158 45.2193491)",,,
314534484,False,Via Rita Levi-Montalcini,residential,True,51.801,,"LINESTRING (7.627874 45.2201694, 7.6280241 45.2206231)",,,
729861364,True,Via Lodovico Bo,residential,False,98.849,,"LINESTRING (7.627874 45.2201694, 7.6284012 45.2200362, 7.6290866 45.2199294)",,,
547236644,True,,unclassified,False,9.934999999999999,,"LINESTRING (7.6299975 45.2205014, 7.6299555 45.2204978, 7.6299176 45.2204846, 7.6298881 45.2204633)",roundabout,,
547520846,False,Via Edmondo De Amicis,unclassified,True,11.043,,"LINESTRING (7.6302251 45.2203252, 7.6300937 45.2203612)",,,
547520846,False,Via Edmondo De Amicis,unclassified,False,57.071,,"LINESTRING (7.6302251 45.2203252, 7.6308242 45.2201438, 7.6308976 45.2201285)",,,
515111302,True,,secondary,False,13.965,,"LINESTRING (7.6356133 45.2196671, 7.6355595 45.2196426, 7.6355162 45.2196093, 7.6354922 45.2195783)",roundabout,,
46694578,True,Via Remmert,secondary,False,48.131,SP13,"LINESTRING (7.6358446 45.2196614, 7.6358442 45.2197791, 7.6358468 45.219793, 7.6359032 45.2200915)",,,
515111302,True,,secondary,False,18.764,,"LINESTRING (7.6358446 45.2196614, 7.6357697 45.219681, 7.6356899 45.2196829, 7.6356133 45.2196671)",roundabout,,
