osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,tunnel,bridge,junction,access
421680786,2,NSA411,NSA 411 Tunnel di Olbia,primary,False,False,26.879,,"LINESTRING (9.5021933 40.920969, 9.5023981 40.9211547)",,,,
38506501,1,SP14M,,primary_link,True,False,84.27499999999999,30,"LINESTRING (9.5021933 40.920969, 9.5023996 40.921092, 9.5025019 40.9211603, 9.5026751 40.9212584, 9.5028194 40.9213338, 9.5030109 40.9214022)",,,,
"[434956081, 38506873, 24359963, 978761261]",1,NSA411,NSA 411 Tunnel di Olbia,primary,True,False,308.93600000000004,50,"LINESTRING (9.5068312 40.9245036, 9.5070272 40.9247491, 9.5071185 40.9249059, 9.5071841 40.9250578, 9.5072581 40.9252262, 9.5073105 40.9254441, 9.5073718 40.92583, 9.5074377 40.9262451, 9.5075612 40.9269317, 9.507582 40.9271932)",yes,yes,,
23939206,2,NSA411,NSA 411 Tunnel di Olbia,primary,True,False,105.186,,"LINESTRING (9.507582 40.9271932, 9.5074366 40.9269509, 9.5073505 40.9267815, 9.5072633 40.9265675, 9.5071749 40.9263012)",,yes,,
"[38505275, 38505779, 38505659]",,SP4M,SP4M,tertiary,False,True,284.19100000000003,,"LINESTRING (9.507582 40.9271932, 9.5074546 40.9268131, 9.5073602 40.9265018, 9.5072957 40.9261386, 9.5072442 40.9258209, 9.5072237 40.9256333, 9.5072207 40.9254707, 9.5072413 40.9253747, 9.5072855 40.9252847, 9.5073827 40.9251918, 9.5074776 40.9251193, 9.5075937 40.9250566, 9.5077645 40.9250029, 9.5079521 40.9249692)",,yes,,
"[23939216, 134420769, 134420763]",1,,,tertiary_link,True,False,173.729,,"LINESTRING (9.5077247 40.9264071, 9.5076359 40.9264108, 9.5075709 40.9264029, 9.5074886 40.9263735, 9.5074156 40.9263113, 9.5073682 40.9262478, 9.5073431 40.9261739, 9.5073066 40.9259173, 9.5072765 40.9257168, 9.5072358 40.9255327, 9.5071812 40.9253922, 9.5071085 40.9252231, 9.5070213 40.9250625)",yes,,,
"[1022333705, 1043412115]",1,,,tertiary_link,True,False,95.371,,"LINESTRING (9.5077247 40.9264071, 9.5076091 40.9264369, 9.5071392 40.9265398, 9.5069953 40.9265398, 9.5068802 40.9265194, 9.5067651 40.9264686, 9.5066837 40.9263936)",,,,
38505283,,,,tertiary,True,False,29.977000000000004,,"LINESTRING (9.5074339 40.9245609, 9.5073027 40.9246271, 9.5071667 40.9247369)",,,,
38506802,,,,tertiary,True,False,59.326,,"LINESTRING (9.5080394 40.9256587, 9.5081908 40.9258304, 9.5082838 40.9259588, 9.5082967 40.9260557, 9.5082671 40.9261361)",,,,
"[1022333706, 1068128555]",1,,,tertiary,True,False,206.795,,"LINESTRING (9.5080394 40.9256587, 9.5081711 40.9257265, 9.5082749 40.9257609, 9.5084105 40.9257727, 9.5085189 40.9257522, 9.5086203 40.9257175, 9.5087082 40.9256464, 9.5087915 40.9255715, 9.5088546 40.9254795, 9.508889 40.9253877, 9.5088948 40.9253215, 9.5088897 40.9252398, 9.5088522 40.9251539, 9.5087759 40.9250667, 9.5086528 40.9250039, 9.5084434 40.9249726, 9.5079521 40.9249692)",,,,
"[38505779, 38505275, 38505659]",,SP4M,SP4M,tertiary,False,False,284.19100000000003,,"LINESTRING (9.5079521 40.9249692, 9.5077645 40.9250029, 9.5075937 40.9250566, 9.5074776 40.9251193, 9.5073827 40.9251918, 9.5072855 40.9252847, 9.5072413 40.9253747, 9.5072207 40.9254707, 9.5072237 40.9256333, 9.5072442 40.9258209, 9.5072957 40.9261386, 9.5073602 40.9265018, 9.5074546 40.9268131, 9.507582 40.9271932)",,yes,,
23927391,,,,tertiary,True,False,138.111,,"LINESTRING (9.5066837 40.9263936, 9.5066345 40.9263085, 9.5066258 40.926229, 9.5066384 40.9261572, 9.5067217 40.9260089, 9.5068469 40.925756, 9.5068967 40.9255744, 9.506931 40.925341, 9.5069243 40.9251955)",,,,
23927391,,,,tertiary,True,False,17.272,,"LINESTRING (9.5069166 40.9251511, 9.5068668 40.9250004)",,,,
23927477,,,Via Alessandro Nanni,tertiary,True,False,14.735,50,"LINESTRING (9.5069166 40.9251511, 9.5068775 40.9251306, 9.5068401 40.9251247, 9.5067508 40.9251302)",,,,
23927391,,,,tertiary,True,False,10.259,,"LINESTRING (9.5068668 40.9250004, 9.5068405 40.9249103)",,,,
23927416,,,Viale Principe Umberto,tertiary,False,False,64.381,30,"LINESTRING (9.5049449 40.9228039, 9.5049068 40.9227673, 9.5045292 40.9223686, 9.504502 40.9223318)",,,,
"[23927416, 38505284, 955453526]",2,,Viale Principe Umberto,tertiary,False,True,205.45600000000002,"['50', '30']","LINESTRING (9.5049449 40.9228039, 9.5053696 40.923271, 9.5060971 40.9240628, 9.5061328 40.9241017, 9.5063364 40.9243233)",,,,
24360047,,,Via Garibaldi,residential,True,False,136.74099999999999,50,"LINESTRING (9.5049449 40.9228039, 9.5047788 40.9228265, 9.5046583 40.9228429, 9.5042834 40.9228784, 9.5040947 40.9228989, 9.5033347 40.9229816)",,,,
23927416,,,Viale Principe Umberto,tertiary,False,True,64.381,30,"LINESTRING (9.504502 40.9223318, 9.5045292 40.9223686, 9.5049068 40.9227673, 9.5049449 40.9228039)",,,,
38506499,,,Viale Principe Umberto,tertiary,True,False,30.464,30,"LINESTRING (9.504502 40.9223318, 9.5044157 40.9222579, 9.5043402 40.9222113, 9.504213 40.9221779)",,,,
380653684,,,Rotonda Su Mulinu,tertiary,True,False,10.702,30,"LINESTRING (9.504213 40.9221779, 9.50418 40.9221752, 9.5041451 40.9221678, 9.5040942 40.9221469)",,,roundabout,
165244112,,SP14M,,primary_link,True,False,74.986,,"LINESTRING (9.502584 40.9215657, 9.5025694 40.9214684, 9.5025068 40.9213722, 9.5023338 40.921187, 9.5022476 40.9210603, 9.5021933 40.920969)",,,,
"[1052969687, 843840007]",1,,Via Genova,tertiary,True,False,188.46999999999997,30,"LINESTRING (9.502584 40.9215657, 9.5024858 40.9215127, 9.5023673 40.9214484, 9.5023108 40.9214004, 9.502243 40.9213428, 9.5019441 40.9210072, 9.5016883 40.9206335, 9.5015596 40.9204244, 9.5014426 40.9202146, 9.501429 40.9201824, 9.5014231 40.9201478)",,,,
23927468,,,Via Porto Romano,residential,True,False,18.869,50,"LINESTRING (9.5006061 40.9246176, 9.500687 40.9247759)",,,,
151092404,,,,residential,False,False,39.118,50,"LINESTRING (9.5006061 40.9246176, 9.5010223 40.9244599)",,,,
23927473,2,,Via Alessandro Nanni,tertiary,False,False,138.478,50,"LINESTRING (9.5010645 40.9261654, 9.5010909 40.9261551, 9.5012464 40.9260946, 9.5013954 40.9260787, 9.5015774 40.9260935, 9.5016567 40.9261126, 9.5018886 40.926166, 9.5020752 40.9262136, 9.5022588 40.9262392, 9.5023204 40.9262371, 9.5026582 40.9262143)",,,,
23939240,,,,tertiary,False,False,43.78,,"LINESTRING (9.5010645 40.9261654, 9.5009806 40.9262359, 9.50095 40.9262661, 9.5009299 40.9262836, 9.5007382 40.9264721)",,,,
380653688,2,,Rotonda del Sacro Cuore,tertiary,True,False,16.517,,"LINESTRING (9.5068405 40.9249103, 9.5067953 40.9248744, 9.506767 40.9248298, 9.5067584 40.9247807)",,,roundabout,
23927473,2,,Via Alessandro Nanni,tertiary,False,True,178.86199999999997,50,"LINESTRING (9.5067508 40.9251302, 9.5065286 40.9252299, 9.5060372 40.9254642, 9.505901 40.9255741, 9.505672 40.9257864, 9.5053936 40.9260154, 9.5052898 40.9260664, 9.5051771 40.9260934, 9.5051031 40.9260964)",,,,
38505280,,,Via Alessandro Nanni,tertiary,True,False,17.529,50,"LINESTRING (9.5067508 40.9251302, 9.506822 40.9250665, 9.5068668 40.9250004)",,,,
23939209,,,,tertiary_link,True,False,125.21099999999998,,"LINESTRING (9.5071749 40.9263012, 9.5070715 40.9260683, 9.5070125 40.925826, 9.506983 40.9256306, 9.5069582 40.9254461, 9.5069243 40.9251955)",,,,
"[38506874, 978761262]",2,NSA411,NSA 411 Tunnel di Olbia,primary,True,False,138.382,50,"LINESTRING (9.5071749 40.9263012, 9.5071343 40.9258961, 9.5070936 40.925491, 9.5070213 40.9250625)",,,,
"[24359960, 978761263, 24359967]",2,NSA411,NSA 411 Tunnel di Olbia,primary,True,False,596.659,50,"LINESTRING (9.5070213 40.9250625, 9.506948 40.9249135, 9.5068725 40.9247711, 9.5067104 40.9245612, 9.5058139 40.9235146, 9.5053261 40.9229565, 9.5048034 40.9224343, 9.5046512 40.9223055, 9.5044446 40.9221665, 9.5039412 40.9219617, 9.5036325 40.9218381, 9.5030439 40.9215766, 9.5028194 40.9214517, 9.5026405 40.9213413, 9.5023981 40.9211547)",yes,,,
421680786,2,NSA411,NSA 411 Tunnel di Olbia,primary,False,True,26.879,,"LINESTRING (9.5023981 40.9211547, 9.5021933 40.920969)",,,,
"[978761264, 24359961, 38506231]",2,NSA411,NSA 411 Tunnel di Olbia,primary,True,False,540.0250000000001,50,"LINESTRING (9.5023981 40.9211547, 9.5026967 40.9213433, 9.5028443 40.9214146, 9.5029456 40.9214635, 9.5032975 40.9215988, 9.503695 40.9217437, 9.504519 40.9220762, 9.5047407 40.9222145, 9.5049123 40.9223524, 9.5054413 40.9229035, 9.5059536 40.9234608, 9.5068312 40.9245036)",yes,,,
23927391,,,,tertiary,True,False,4.979,,"LINESTRING (9.5069243 40.9251955, 9.5069166 40.9251511)",,,,
23939240,,,,tertiary,False,True,43.78,,"LINESTRING (9.5007382 40.9264721, 9.5009299 40.9262836, 9.50095 40.9262661, 9.5009806 40.9262359, 9.5010645 40.9261654)",,,,
23939250,,,Via Gabriele D'Annunzio,secondary,False,True,38.95,50,"LINESTRING (9.5007382 40.9264721, 9.5006787 40.9264401, 9.5003772 40.9262525)",,,,
24360178,,,Via Michele Moro,residential,False,False,48.757,50,"LINESTRING (9.5007382 40.9264721, 9.500701 40.9265095, 9.5003731 40.9268129)",,,,
237089425,,,Via Regina Elena,residential,True,False,21.579,50,"LINESTRING (9.5000719 40.9232336, 9.5001415 40.9234204)",,,,
237089424,,,Via Cavour,residential,True,False,93.276,50,"LINESTRING (9.5000719 40.9232336, 9.5004135 40.9231884, 9.500627 40.9231637, 9.5011703 40.9231131)",,,,
136908402,,,Via Fausania,residential,True,False,36.062,50,"LINESTRING (9.5001415 40.9234204, 9.4997208 40.9234847)",,,,
380495913,,,Piazza Regina Margherita,residential,True,False,59.469,50,"LINESTRING (9.5001415 40.9234204, 9.5003123 40.9237373, 9.5003746 40.9239241)",,,,
165244108,1,,Via Poltu Ezzu,tertiary,True,False,115.35300000000001,30,"LINESTRING (9.5030109 40.9214022, 9.5031752 40.9214644, 9.5033797 40.9215349, 9.5035795 40.9216023, 9.5037793 40.921672, 9.5038261 40.9216893, 9.5040202 40.921763, 9.5041173 40.9218016, 9.5041801 40.9218293, 9.5042414 40.9218603)",,,,
24359727,,,Via Roma,secondary,False,False,30.953,30,"LINESTRING (9.4968783 40.9191665, 9.4969058 40.9192145, 9.4970233 40.9194224)",,,,
127794575,,,Via Carbonia,residential,True,False,76.137,30,"LINESTRING (9.4968783 40.9191665, 9.4973983 40.9190266, 9.4975916 40.9189746, 9.4977295 40.918932)",,,,
23940367,,,Via Goffredo Mameli,secondary,False,False,42.449,50,"LINESTRING (9.4971881 40.9198349, 9.4971165 40.9202128)",,,,
23940380,,,Via Roma,residential,True,False,33.589,30,"LINESTRING (9.4971881 40.9198349, 9.4973136 40.9201217)",,,,
24359727,,,Via Roma,secondary,False,True,17.016,30,"LINESTRING (9.4971881 40.9198349, 9.4971337 40.9196875)",,,,
24359747,,,Via Nazario Sauro,residential,False,True,32.018,50,"LINESTRING (9.4980985 40.9206533, 9.4980921 40.9203654)",,,,
23940380,,,Via Roma,residential,True,False,60.523,30,"LINESTRING (9.4980985 40.9206533, 9.4984464 40.9206606, 9.4987548 40.920643, 9.4988175 40.9206382)",,,,
