osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,access
190895931,False,Via Federico II di Svevia,secondary,50,False,18.28,"LINESTRING (16.9292129 40.7977117, 16.9292193 40.7977799, 16.9292218 40.7978759)",,
208275985,True,Via Federico II di Svevia,secondary,,False,38.399,"LINESTRING (16.9292129 40.7977117, 16.9291893 40.7976437, 16.9291553 40.7975382, 16.9291204 40.7974262, 16.9290981 40.7973777)",,
609294927,True,,secondary,30,False,17.569,"LINESTRING (16.9264358 40.794257, 16.9266167 40.7943358)",,
122906992,False,,secondary,,True,27.776,"LINESTRING (16.9288378 40.7969946, 16.9287661 40.796921, 16.9286463 40.7967912)",,
190895926,True,,secondary,,False,29.075,"LINESTRING (16.9288378 40.7969946, 16.9289872 40.7970283, 16.9291655 40.7970769)",,
190895940,True,Via della Fiera,unclassified,50,False,25.768,"LINESTRING (16.9288378 40.7969946, 16.9288826 40.7969298, 16.9290249 40.7968134)",,
55652638,False,Piazza Umberto I,unclassified,,False,16.036,"LINESTRING (16.920734 40.7979026, 16.9205525 40.7978588)",,
191547335,True,Via Giosuè Carducci,unclassified,,False,12.995,"LINESTRING (16.920734 40.7979026, 16.9207236 40.797786)",,
55652638,False,Piazza Umberto I,unclassified,,True,31.108,"LINESTRING (16.920734 40.7979026, 16.9208236 40.7979775, 16.9209752 40.7981145)",,
122906990,False,Via Papa Giovanni XXIII,unclassified,,False,47.527,"LINESTRING (16.9177144 40.7925187, 16.918209 40.7927248)",,
73242943,True,,unclassified,,False,84.568,"LINESTRING (16.9282119 40.7975895, 16.9288378 40.7969946)",,
190895934,True,Via Giuseppe Mazzini,secondary,,False,65.38,"LINESTRING (16.9282119 40.7975895, 16.9274702 40.797764)",,
190895934,True,Via Giuseppe Mazzini,secondary,,False,28.357,"LINESTRING (16.9274702 40.797764, 16.9271479 40.7978382)",,
55652661,True,Via Caputo,unclassified,,False,28.065,"LINESTRING (16.9252374 40.7979416, 16.9255533 40.7978609)",,
139640656,True,Via Fratelli Cairoli,unclassified,,False,38.264,"LINESTRING (16.9252374 40.7979416, 16.9252687 40.7982849)",,
55652661,True,Via Caputo,unclassified,,False,21.584,"LINESTRING (16.9249913 40.7979961, 16.9252374 40.7979416)",,
190778397,False,Via I. Caputo,unclassified,,False,15.944,"LINESTRING (16.9249913 40.7979961, 16.9249728 40.7978534)",,
190778397,False,Via I. Caputo,unclassified,,False,21.273,"LINESTRING (16.9249728 40.7978534, 16.9249481 40.797663)",,
190778397,False,Via I. Caputo,unclassified,,True,15.944,"LINESTRING (16.9249728 40.7978534, 16.9249913 40.7979961)",,
190874183,False,Via Savonarola,unclassified,,False,59.059,"LINESTRING (16.9249728 40.7978534, 16.9242714 40.7978662)",,
190778421,True,Via Montecitorio,unclassified,,False,44.038,"LINESTRING (16.9235052 40.7978796, 16.923343 40.7978816, 16.9229821 40.797886)",,
141273063,True,Via Marte,unclassified,,False,21.819,"LINESTRING (16.9228838 40.7980356, 16.9226246 40.798034)",,
804402215,False,Via Orsini,unclassified,,False,16.761,"LINESTRING (16.9228838 40.7980356, 16.9229172 40.797887)",,
191549013,False,Piazza Umberto I,unclassified,,True,11.458,"LINESTRING (16.9209752 40.7981145, 16.9208734 40.7981829)",,
55652638,False,Piazza Umberto I,unclassified,,False,31.108,"LINESTRING (16.9209752 40.7981145, 16.9208236 40.7979775, 16.920734 40.7979026)",,
