osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed,tunnel,junction
"[22765865, 225847290]",2,"['Piazzale Libertà', 'Via Antonio Locatelli']",primary,False,False,102.55499999999999,"LINESTRING (9.1979227 45.5920041, 9.1976347 45.5920549, 9.1973885 45.5920979, 9.1968173 45.5921973, 9.1966439 45.5922274)",,,,,
225847294,2,Piazzale Libertà,secondary,False,True,40.483999999999995,"LINESTRING (9.1979227 45.5920041, 9.1978516 45.5917941, 9.1978029 45.5916498)",SS527,,,,
"[1031413666, 165753311]",2,"['Via Vittorio Veneto', 'Piazzale Libertà']",primary,False,True,121.424,"LINESTRING (9.1979227 45.5920041, 9.1980035 45.5919889, 9.1981861 45.5919568, 9.1982473 45.5919456, 9.1992186 45.5917646, 9.1994309 45.5917238)",,,,,
225847290,2,Via Antonio Locatelli,primary,False,False,44.771,"LINESTRING (9.1952984 45.5924596, 9.1947413 45.5925603)",,,,,
22766166,,Via Venticinque Aprile,residential,True,False,69.75,"LINESTRING (9.1952984 45.5924596, 9.1953251 45.5923599, 9.1954442 45.5919151, 9.1954653 45.5918433)",,,,,
225847290,2,Via Antonio Locatelli,primary,False,True,107.832,"LINESTRING (9.1952984 45.5924596, 9.1960964 45.592319, 9.1966439 45.5922274)",,,,,
45703361,2,Via Giuseppe Garibaldi,secondary,False,True,52.037,"LINESTRING (9.1968341 45.58891, 9.1967002 45.5884515)",,,,,
191938744,2,Via Venti Settembre,tertiary,False,True,38.586999999999996,"LINESTRING (9.1968341 45.58891, 9.1967449 45.5889047, 9.196341 45.5888734)",SP119,,,,
191938751,2,Via Giuseppe Garibaldi,secondary,False,False,177.238,"LINESTRING (9.1968341 45.58891, 9.1968538 45.588968, 9.197106 45.5896926, 9.1973764 45.5904581)",,,,,
22766246,2,Via Luigi Cadorna,residential,False,True,30.04,"LINESTRING (9.1973764 45.5904581, 9.1969926 45.5904289)",,,,,
191938751,2,Via Giuseppe Garibaldi,secondary,False,False,136.615,"LINESTRING (9.1973764 45.5904581, 9.197583 45.5910031, 9.1978029 45.5916498)",,,,,
191938751,2,Via Giuseppe Garibaldi,secondary,False,True,177.238,"LINESTRING (9.1973764 45.5904581, 9.197106 45.5896926, 9.1968538 45.588968, 9.1968341 45.58891)",,,,,
385447007,,Via Achille Grandi,residential,True,False,84.852,"LINESTRING (9.1954653 45.5918433, 9.1947928 45.5917235, 9.1944912 45.5916698, 9.1944089 45.591654)",,,,,
22766246,2,Via Luigi Cadorna,residential,False,False,2.089,"LINESTRING (9.1958546 45.5903422, 9.1958813 45.5903442)",,,,,
625282314,,Via Venticinque Aprile,residential,True,False,169.641,"LINESTRING (9.1958546 45.5903422, 9.1954653 45.5918433)",,,,,
22766246,2,Via Luigi Cadorna,residential,False,True,51.709,"LINESTRING (9.1958546 45.5903422, 9.1957956 45.5903366, 9.1951962 45.5902792)",,,,,
22766246,2,Via Luigi Cadorna,residential,False,False,57.159,"LINESTRING (9.1941133 45.5901714, 9.1941966 45.5901798, 9.1948399 45.5902469)",,,,,
22766258,,Via Fratelli Vigorelli,residential,True,False,164.05800000000002,"LINESTRING (9.1945425 45.5887269, 9.1942404 45.5897272, 9.1941276 45.5901213, 9.1941133 45.5901714)",,,,,
191938744,2,Via Venti Settembre,tertiary,False,False,88.262,"LINESTRING (9.1945425 45.5887269, 9.1952698 45.5887887, 9.1956692 45.5888182)",SP119,,,,
22766246,2,Via Luigi Cadorna,residential,False,False,51.709,"LINESTRING (9.1951962 45.5902792, 9.1957956 45.5903366, 9.1958546 45.5903422)",,,,,
22766246,2,Via Luigi Cadorna,residential,False,True,27.96,"LINESTRING (9.1951962 45.5902792, 9.1950283 45.5902618, 9.1948399 45.5902469)",,,,,
22766259,,Via Andrea Costa,residential,False,False,166.575,"LINESTRING (9.1951962 45.5902792, 9.1952305 45.5901728, 9.1952611 45.5900779, 9.195343 45.5898239, 9.1954397 45.589524, 9.1955203 45.5892739, 9.1956511 45.5888684, 9.1956692 45.5888182)",,,,,
191938744,2,Via Venti Settembre,tertiary,False,False,52.635,"LINESTRING (9.1956692 45.5888182, 9.196341 45.5888734)",SP119,,,,
22766259,,Via Andrea Costa,residential,False,True,166.575,"LINESTRING (9.1956692 45.5888182, 9.1956511 45.5888684, 9.1955203 45.5892739, 9.1954397 45.589524, 9.195343 45.5898239, 9.1952611 45.5900779, 9.1952305 45.5901728, 9.1951962 45.5902792)",,,,,
191938744,2,Via Venti Settembre,tertiary,False,True,88.262,"LINESTRING (9.1956692 45.5888182, 9.1952698 45.5887887, 9.1945425 45.5887269)",SP119,,,,
22991336,,Via San Michele al Carso,residential,True,False,140.56300000000002,"LINESTRING (9.2041522 45.5908816, 9.2041886 45.5908269, 9.2042072 45.590762, 9.2041006 45.5897309, 9.2040957 45.5896631, 9.204101 45.5896274)",,,,,
106412165,,Via Fiume,residential,True,False,68.584,"LINESTRING (9.2041522 45.5908816, 9.2041263 45.5909557, 9.2040114 45.5914902)",,,,,
1035164282,2,Via Vittorio Veneto,primary,False,False,74.427,"LINESTRING (9.2041522 45.5908816, 9.2040295 45.5909042, 9.2032248 45.5910454)",,,,,
1035164282,2,Via Vittorio Veneto,primary,False,True,49.249,"LINESTRING (9.2041522 45.5908816, 9.204301 45.5908533, 9.2046917 45.5907791, 9.204763 45.5907655)",,,,,
"[78652818, 1082122590, 78652863]",2,Via Giorgio Biondi,residential,False,True,282.333,"LINESTRING (9.2031851 45.5894931, 9.2031594 45.5894532, 9.2031554 45.5894043, 9.2033129 45.5884499, 9.2033892 45.5879877, 9.2034453 45.5876709, 9.2034695 45.5875455, 9.2035354 45.5872037, 9.2035449 45.5871623, 9.203559 45.5870606, 9.2035622 45.5870408, 9.2035761 45.5869759)",,yes,,,
106467998,,Via Madonnina,residential,False,True,61.461000000000006,"LINESTRING (9.2031851 45.5894931, 9.2031532 45.5895142, 9.203125 45.589529, 9.2030945 45.5895367, 9.2029998 45.5895463, 9.2027932 45.5895583, 9.2026699 45.5895564, 9.2025702 45.5895415, 9.2025069 45.5895236, 9.2024364 45.5894947)",,,,,
131703599,,Via Maurizio Macciantelli,residential,False,False,73.37299999999999,"LINESTRING (9.2031851 45.5894931, 9.2032331 45.5895189, 9.2032729 45.5895294, 9.2039675 45.5896106, 9.204101 45.5896274)",,,,,
131703599,,Via Maurizio Macciantelli,residential,False,True,119.745,"LINESTRING (9.2066049 45.5899898, 9.2058998 45.5898846, 9.205098 45.5897715)",,,,,
55717579,,Via Pace,residential,True,False,35.301,"LINESTRING (9.203761 45.5859423, 9.2037421 45.5857784, 9.2037542 45.5856256)",,,,,
156231889,2,Via per Cinisello,unclassified,False,False,115.83700000000002,"LINESTRING (9.203761 45.5859423, 9.2037507 45.5860232, 9.2037139 45.5862094, 9.2035881 45.5868977, 9.2035761 45.5869759)",,,,,
156231889,2,Via per Cinisello,unclassified,False,True,34.708,"LINESTRING (9.203761 45.5859423, 9.2038091 45.5857629, 9.2038563 45.5856837, 9.2038959 45.5856498)",,,,,
48661024,2,Via Dalmazia,unclassified,False,True,84.812,"LINESTRING (9.205383 45.5856063, 9.2057541 45.5856952, 9.20641 45.5858615)",,,,,
156231889,2,Via per Cinisello,unclassified,False,False,16.963,"LINESTRING (9.205383 45.5856063, 9.2053333 45.5855983, 9.2051727 45.5855663)",,,,,
28123665,,Via Giacomo Matteotti,residential,True,False,160.017,"LINESTRING (9.1944089 45.591654, 9.1944269 45.5915976, 9.1948231 45.5903029, 9.1948399 45.5902469)",,,,,
154120580,,Via Giacomo Matteotti,residential,True,False,118.54199999999999,"LINESTRING (9.1944089 45.591654, 9.1943906 45.5917144, 9.1941645 45.5924725, 9.1941825 45.592515, 9.1942201 45.5925491, 9.1942533 45.5925734, 9.1942998 45.5926047, 9.1943894 45.5926162)",,,,,
22766246,2,Via Luigi Cadorna,residential,False,False,27.96,"LINESTRING (9.1948399 45.5902469, 9.1950283 45.5902618, 9.1951962 45.5902792)",,,,,
22766246,2,Via Luigi Cadorna,residential,False,True,57.159,"LINESTRING (9.1948399 45.5902469, 9.1941966 45.5901798, 9.1941133 45.5901714)",,,,,
45737247,2,Via Giuseppe Garibaldi,secondary,False,True,78.727,"LINESTRING (9.1957672 45.5856589, 9.1959976 45.5863483)",,,,,
45736095,1,Via Gaetano Salvemini,residential,True,False,75.745,"LINESTRING (9.1957672 45.5856589, 9.1958278 45.5856505, 9.1958607 45.5856461, 9.1960946 45.585637, 9.1966736 45.5857143, 9.1966882 45.5857162, 9.1967268 45.5857221)",,,,,
194139324,,Via Palmiro Togliatti,residential,False,False,71.476,"LINESTRING (9.1967268 45.5857221, 9.1966203 45.5863086, 9.1966113 45.5863598)",,,,,
194139324,,Via Palmiro Togliatti,residential,False,True,56.531,"LINESTRING (9.1967268 45.5857221, 9.1967785 45.5853823, 9.1968028 45.5852165)",,,,,
45737247,2,Via Giuseppe Garibaldi,secondary,False,False,78.727,"LINESTRING (9.1959976 45.5863483, 9.1957672 45.5856589)",,,,,
22766007,2,Via Giuseppe Garibaldi,secondary,False,True,44.746,"LINESTRING (9.1959976 45.5863483, 9.1961305 45.5867219, 9.1961365 45.5867388)",,,,,
45736476,2,Via Eugenio Villoresi,unclassified,False,False,48.606,"LINESTRING (9.1959976 45.5863483, 9.1960629 45.5863368, 9.1962094 45.586314, 9.1966113 45.5863598)",,,,,
45736476,2,Via Eugenio Villoresi,unclassified,False,True,50.327,"LINESTRING (9.1987837 45.5866782, 9.1981503 45.5865868)",,,,,
55717577,,Via Gioachino Rossini,residential,False,True,138.75400000000002,"LINESTRING (9.1987837 45.5866782, 9.1987947 45.5866286, 9.1988809 45.5862405, 9.1990375 45.5854431)",,,,,
