osmid,oneway,lanes,name,highway,reversed,length,junction,geometry,maxspeed,tunnel
894603803,False,2,Via Armando Diaz,tertiary,True,13.758,,"LINESTRING (12.125471 44.1864742, 12.1254263 44.1863547)",,
557237372,True,1,,secondary,False,11.738,roundabout,"LINESTRING (12.125471 44.1864742, 12.125506 44.1864824, 12.1255352 44.1864985, 12.1255552 44.1865207, 12.1255637 44.1865463)",,
58418846,False,,Via Duca d'Aosta,tertiary,True,21.659,,"LINESTRING (12.1286083 44.1877733, 12.1285352 44.1875857)",,
26620492,True,,,tertiary,False,12.217,roundabout,"LINESTRING (12.1286083 44.1877733, 12.1286259 44.1877679, 12.128645 44.1877666, 12.1286637 44.1877697, 12.1286801 44.1877768, 12.1286927 44.1877871, 12.1287002 44.1877997, 12.1287018 44.1878134, 12.1286975 44.1878268)",,
26620563,False,,Via Papa Giovanni XIII,tertiary,False,31.973,,"LINESTRING (12.1286975 44.1878268, 12.1290984 44.1878206)",,
26620492,True,,,tertiary,False,7.131,roundabout,"LINESTRING (12.1286975 44.1878268, 12.1286885 44.1878379, 12.1286753 44.1878466, 12.1286593 44.1878522, 12.1286416 44.1878542, 12.1286239 44.1878525)",,
26620492,True,,,tertiary,False,7.965,roundabout,"LINESTRING (12.1285915 44.1878363, 12.1285825 44.1878235, 12.1285797 44.1878093, 12.1285835 44.1877952, 12.1285934 44.1877828, 12.1286083 44.1877733)",,
58561832,False,,Sobborgo Porta Rossana,unclassified,False,16.774,,"LINESTRING (12.1285915 44.1878363, 12.1285341 44.187859, 12.1284731 44.1878768, 12.1284 44.1878982)",,
26620563,False,,Via Papa Giovanni XIII,tertiary,False,18.251,,"LINESTRING (12.1290984 44.1878206, 12.1293273 44.1878197)",,
26620563,False,,Via Papa Giovanni XIII,tertiary,True,31.973,,"LINESTRING (12.1290984 44.1878206, 12.1286975 44.1878268)",,
59750000,False,,Via Tobia Aldini,residential,False,106.732,,"LINESTRING (12.1290984 44.1878206, 12.1291405 44.1884858, 12.1294969 44.1886311)",,
26620492,True,,,tertiary,False,3.192,roundabout,"LINESTRING (12.1286239 44.1878525, 12.1286058 44.1878463, 12.1285915 44.1878363)",,
27085736,False,,Via Duca d'Aosta,tertiary,False,118.52099999999999,,"LINESTRING (12.1286239 44.1878525, 12.1286125 44.1879198, 12.1285998 44.1880116, 12.128569 44.1886997, 12.1285616 44.1888076, 12.1285545 44.1888644, 12.1285441 44.1889162)",,
27085736,False,,Via Duca d'Aosta,tertiary,True,2.685,,"LINESTRING (12.1285393 44.1889401, 12.1285441 44.1889162)",,
27085736,False,,Via Duca d'Aosta,tertiary,False,175.64399999999998,,"LINESTRING (12.1285393 44.1889401, 12.1284979 44.1890276, 12.128349 44.1893305, 12.1282424 44.1895435, 12.1282075 44.1896012, 12.1281566 44.1896517, 12.1280966 44.1896922, 12.1280124 44.1897306, 12.1279246 44.1897594, 12.1278434 44.1897738, 12.1277133 44.1897758, 12.1271935 44.1897603, 12.1270704 44.1897645)",,
27085793,False,,Via della Repubblica,unclassified,True,201.10700000000003,,"LINESTRING (12.1285393 44.1889401, 12.1287086 44.1893347, 12.1288624 44.1896974, 12.1288823 44.1898612, 12.1289856 44.1907102)",,
27085800,False,,Via Alcide De Gasperi,tertiary,False,88.723,,"LINESTRING (12.1254198 44.1903066, 12.1243183 44.19042)",,
27085758,False,,Via Roma,residential,False,205.135,,"LINESTRING (12.1254198 44.1903066, 12.1254475 44.1904354, 12.1254891 44.1905941, 12.1255602 44.1908816, 12.1255716 44.1909119, 12.1256011 44.1909374, 12.125634 44.1909518, 12.1256742 44.1909629, 12.1257258 44.1909633, 12.1257707 44.190959, 12.1272379 44.190772)",,
27085800,False,,Via Alcide De Gasperi,tertiary,True,134.534,,"LINESTRING (12.1254198 44.1903066, 12.1254998 44.190295, 12.1255709 44.1902811, 12.1256561 44.1902614, 12.1257278 44.1902364, 12.1257882 44.1902032, 12.1258479 44.1901628, 12.1259364 44.1900993, 12.126039 44.1900181, 12.1261067 44.1899753, 12.1261717 44.1899402, 12.1262489 44.1899041, 12.1263407 44.1898681, 12.1264037 44.1898493, 12.1264601 44.1898378, 12.1265338 44.1898258, 12.1266029 44.1898137, 12.1267618 44.1897897, 12.1268805 44.1897689)",,
27085800,False,,Via Alcide De Gasperi,tertiary,False,55.004,,"LINESTRING (12.1229933 44.1904258, 12.1226844 44.1899835)",,
56226367,False,,Via Don Minzoni,residential,True,147.706,,"LINESTRING (12.1229933 44.1904258, 12.1236867 44.1916576)",,
27085800,False,,Via Alcide De Gasperi,tertiary,True,110.344,,"LINESTRING (12.1229933 44.1904258, 12.1230664 44.1904753, 12.123118 44.1905013, 12.1231643 44.1905191, 12.123222 44.1905297, 12.1233138 44.1905311, 12.1234741 44.1905162, 12.1243183 44.19042)",,
27085758,False,,Via Roma,residential,True,205.135,,"LINESTRING (12.1272379 44.190772, 12.1257707 44.190959, 12.1257258 44.1909633, 12.1256742 44.1909629, 12.125634 44.1909518, 12.1256011 44.1909374, 12.1255716 44.1909119, 12.1255602 44.1908816, 12.1254891 44.1905941, 12.1254475 44.1904354, 12.1254198 44.1903066)",,
27085790,False,,Via Roma,unclassified,True,106.96700000000001,,"LINESTRING (12.1272379 44.190772, 12.1271476 44.1904517, 12.1270468 44.1900943, 12.1270009 44.1898825, 12.1269868 44.1898272)",,
27085793,False,,Via della Repubblica,unclassified,True,38.463,,"LINESTRING (12.1289856 44.1907102, 12.1290387 44.191054)",,
27085793,False,,Via della Repubblica,unclassified,False,201.10700000000003,,"LINESTRING (12.1289856 44.1907102, 12.1288823 44.1898612, 12.1288624 44.1896974, 12.1287086 44.1893347, 12.1285393 44.1889401)",,
27085850,False,,Via Giorgio Amendola,unclassified,False,63.74100000000001,,"LINESTRING (12.1229216 44.1916841, 12.1232307 44.1917341, 12.1233165 44.1917408, 12.1233983 44.1917446, 12.1234426 44.1917393, 12.1234962 44.191723, 12.1236867 44.1916576)",,
