osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,access
539377643,False,2,SR266/a,Via Piave,secondary,False,94.18100000000001,"LINESTRING (14.695667 40.7796942, 14.6950713 40.7796612, 14.6945508 40.7796401)",,
147177643,False,,SR266/a,Via Tenente Bruno Lombardi,secondary,False,80.638,"LINESTRING (14.7010143 40.7801619, 14.7000589 40.7802122)",,
147177643,False,,SR266/a,Via Tenente Bruno Lombardi,secondary,True,8.675,"LINESTRING (14.7010143 40.7801619, 14.7011162 40.7801504)",,
539375368,False,,,Traversa Via Europa,residential,False,91.332,"LINESTRING (14.6985888 40.7796372, 14.6996703 40.7795741)",,
185597310,True,,SP207,Via Europa,secondary,False,76.125,"LINESTRING (14.6985888 40.7796372, 14.6987057 40.7797839, 14.6988485 40.7799692, 14.6989561 40.7802566)",,
539375368,False,,,Traversa Via Europa,residential,True,91.332,"LINESTRING (14.6996703 40.7795741, 14.6985888 40.7796372)",,
539178193,True,1,,Via Francesco Conforti,residential,False,57.154,"LINESTRING (14.6984354 40.7809536, 14.6991103 40.7808986)",,
81841256,True,,SP22,Via Cerreto,residential,False,102.89399999999999,"LINESTRING (14.6984354 40.7809536, 14.6980961 40.7802588, 14.6979946 40.780091)",,
81841276,True,,,Via Mercato,residential,False,78.851,"LINESTRING (14.700304 40.7808134, 14.7002455 40.7805693, 14.7001 40.7805614, 14.7000589 40.7802122)",,
147177643,False,,SR266/a,Via Tenente Bruno Lombardi,secondary,False,8.675,"LINESTRING (14.7011162 40.7801504, 14.7010143 40.7801619)",,
147177643,False,,SR266/a,Via Tenente Bruno Lombardi,secondary,True,128.905,"LINESTRING (14.7011162 40.7801504, 14.7019378 40.7801045, 14.702643 40.7800651)",,
369560739,True,,SP435,Via Aniello Capuano,residential,False,68.479,"LINESTRING (14.7011162 40.7801504, 14.7011585 40.7804461, 14.7012444 40.7807578)",,
536826935,True,,,Traversa Antonio Della Monica,residential,False,44.108,"LINESTRING (14.6997402 40.7818305, 14.7002607 40.7817856)",,
81841210,False,1,,Traversa Antonio Della Monica,residential,False,20.628,"LINESTRING (14.6997402 40.7818305, 14.6996565 40.7818374, 14.6994982 40.7818588)",,
81841262,False,,,Corso Claudio,residential,False,39.669,"LINESTRING (14.6997402 40.7818305, 14.6997712 40.7820031, 14.6998077 40.7820623, 14.6999119 40.7821176, 14.6999361 40.7821276)",,
81841256,True,,SP22,Via Cerreto,residential,False,39.547,"LINESTRING (14.6985975 40.7812874, 14.6984354 40.7809536)",,
81841276,True,,,Via Mercato,residential,False,30.546,"LINESTRING (14.7002607 40.7817856, 14.7002203 40.7815126)",,
81841255,False,,,,residential,True,14.192,"LINESTRING (14.6999321 40.7822552, 14.6999361 40.7821276)",,
84331743,False,,SP22,Corso Claudio,residential,True,37.035,"LINESTRING (14.7003292 40.7867517, 14.7003659 40.7870836)",,
81841285,True,,SP22,Corso Claudio,residential,False,40.738,"LINESTRING (14.7003292 40.7867517, 14.7002979 40.7865572, 14.7002787 40.7864722, 14.7002694 40.7863883)",,
81841210,False,1,,Traversa Antonio Della Monica,residential,False,32.69,"LINESTRING (14.6994982 40.7818588, 14.6991222 40.7819321)",,
81841210,False,1,,Traversa Antonio Della Monica,residential,True,20.628,"LINESTRING (14.6994982 40.7818588, 14.6996565 40.7818374, 14.6997402 40.7818305)",,
