osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,access,tunnel
25493425,True,Piazza Insurrezione,tertiary,False,10.22,"LINESTRING (9.5903114 45.5191054, 9.590353 45.5190506, 9.5903878 45.5190334)",,,,,
1245604128,False,Viale Filagno,tertiary,True,17.318,"LINESTRING (9.5903114 45.5191054, 9.5902506 45.5191334, 9.5901981 45.5191688, 9.5901745 45.5191899, 9.5901539 45.5192126)",2,,,,
25492530,False,Via Giuseppe Mazzini,residential,False,47.81,"LINESTRING (9.588819 45.5216779, 9.58821 45.5217309)",,,,,
25492530,False,Via Giuseppe Mazzini,residential,True,38.199,"LINESTRING (9.588819 45.5216779, 9.5888543 45.5216566, 9.588908 45.521618, 9.5889459 45.521563, 9.5889837 45.5215128, 9.5890195 45.5214635, 9.5891166 45.5214145)",,,,,
30618199,False,Via Francesco Cilea,unclassified,False,56.974000000000004,"LINESTRING (9.588819 45.5216779, 9.588748 45.5221152, 9.5887848 45.5221827)",,,,,
143691774,True,Via Camillo Terni,tertiary,False,80.55699999999999,"LINESTRING (9.5962258 45.5244184, 9.5961398 45.5244217, 9.5960195 45.5244036, 9.5953284 45.5242785, 9.595236 45.5242353)",1,,,,
332103075,False,Viale Cesare Battisti,tertiary,False,36.096,"LINESTRING (9.595236 45.5242353, 9.5951538 45.5242458, 9.5949075 45.5242166, 9.5947792 45.524202)",2,50,,,
332120972,False,Viale Cesare Battisti,tertiary,True,91.024,"LINESTRING (9.595236 45.5242353, 9.5953081 45.5242023, 9.5954928 45.5240227, 9.5955502 45.5239446, 9.5957185 45.5235113)",,,,,
223135364,True,Via Camillo Terni,tertiary,False,12.832,"LINESTRING (9.5988636 45.5247175, 9.5989471 45.52468, 9.5990039 45.5246571)",1,,,,
578173174,False,,tertiary,False,36.46,"LINESTRING (9.5988636 45.5247175, 9.5988942 45.5247137, 9.5989254 45.5247122, 9.5989563 45.5247129, 9.5989883 45.5247161, 9.59902 45.5247217, 9.5990465 45.5247286, 9.5990783 45.5247396, 9.599107 45.5247527, 9.5991254 45.524763, 9.5991472 45.5247776, 9.5991676 45.5247946, 9.5991853 45.5248127, 9.5992006 45.524833, 9.599212 45.5248528, 9.5992244 45.5248733)",1,,circular,,
578173174,False,,tertiary,True,18.29,"LINESTRING (9.5988636 45.5247175, 9.5988319 45.5247239, 9.598801 45.5247329, 9.598772 45.5247442, 9.5987447 45.5247578, 9.5987216 45.5247721, 9.5986979 45.5247905, 9.5986775 45.5248108)",1,,circular,,
