osmid,oneway,name,highway,reversed,length,geometry,junction,ref,lanes,access
193041625,True,Via Casalvetere,residential,False,41.843,"LINESTRING (17.5858771 40.5265323, 17.5857883 40.5261621)",,,,
594086031,False,Via San Francesco d'Assisi,tertiary,False,103.449,"LINESTRING (17.5858771 40.5265323, 17.5847091 40.5268104)",,,,
594086031,False,Via San Francesco d'Assisi,tertiary,True,94.201,"LINESTRING (17.5858771 40.5265323, 17.5869459 40.5262921)",,,,
165307062,True,Via G. di Summa,residential,False,143.979,"LINESTRING (17.5787628 40.528199, 17.5787503 40.5269042)",,,,
226690282,False,Via San Francesco d'Assisi,tertiary,False,31.771,"LINESTRING (17.5787628 40.528199, 17.5784035 40.528283)",,,,
226690282,False,Via San Francesco d'Assisi,tertiary,True,57.754,"LINESTRING (17.5787628 40.528199, 17.5794159 40.5280462)",,,,
993759335,False,Via San Francesco d'Assisi,tertiary,True,18.237,"LINESTRING (17.5767687 40.5286563, 17.576978 40.5286164)",,,,
39575150,True,Via Capitano Di Castri,tertiary,False,109.949,"LINESTRING (17.5865398 40.5285546, 17.586616 40.5284742, 17.5873135 40.5277597)",,,,
1144882918,True,,tertiary,False,19.157,"LINESTRING (17.5865398 40.5285546, 17.5865934 40.5285279, 17.5866428 40.5285338, 17.5866856 40.5285507, 17.5867258 40.5285889)",roundabout,,,
39575174,True,Via Baracca,residential,False,50.775,"LINESTRING (17.5867069 40.531109, 17.5867737 40.5315628)",,,,
193041646,True,Via Nazario Sauro,residential,False,104.585,"LINESTRING (17.5867069 40.531109, 17.5879418 40.5310482)",,,,
228185943,True,Via San Lorenzo,residential,False,24.737,"LINESTRING (17.5869038 40.5324473, 17.5866123 40.5324674)",,,,
1009331225,False,Via San Lorenzo,tertiary,True,11.891,"LINESTRING (17.5860014 40.532512, 17.5858609 40.5325178)",,,,
39575181,True,Via San Vito,tertiary,False,53.361999999999995,"LINESTRING (17.5860014 40.532512, 17.5860788 40.5328158, 17.5861561 40.5329758)",,,,
94063670,True,Via Confalonieri,tertiary,False,27.882,"LINESTRING (17.5861561 40.5329758, 17.5858264 40.5329849)",,SP50,,
227757781,False,Via San Vito,tertiary,False,56.805,"LINESTRING (17.5861561 40.5329758, 17.5865005 40.5334145)",,,,
994028038,False,,residential,True,100.59899999999999,"LINESTRING (17.5861561 40.5329758, 17.5861059 40.5330857, 17.5860979 40.5337278, 17.5861275 40.5338723)",,,,
227757781,False,Via San Vito,tertiary,True,125.466,"LINESTRING (17.5875186 40.5344443, 17.5866089 40.5335526)",,,,
994028040,True,Via Notar Luca di Castri,unclassified,False,78.519,"LINESTRING (17.5875186 40.5344443, 17.5882479 40.5340068)",,,,
193041648,True,Via F. Flora,residential,False,61.647,"LINESTRING (17.5882479 40.5340068, 17.5884645 40.5345362)",,,,
226690282,False,Via San Francesco d'Assisi,tertiary,False,18.649,"LINESTRING (17.5780762 40.5283596, 17.5778653 40.5284089)",,,,
226690282,False,Via San Francesco d'Assisi,tertiary,True,28.944,"LINESTRING (17.5780762 40.5283596, 17.5784035 40.528283)",,,,
309261013,True,Via G. di Vagno,tertiary,False,42.749,"LINESTRING (17.5776341 40.5319706, 17.5776823 40.5315879)",,SP26,,
227756419,True,Via Lupo,residential,False,90.452,"LINESTRING (17.5780318 40.5327529, 17.5791017 40.5327748)",,,1,
309261013,True,Via G. di Vagno,tertiary,False,37.25,"LINESTRING (17.5780318 40.5327529, 17.577837 40.5324524)",,SP26,,
227756420,False,Via B. Forleo,tertiary,True,107.778,"LINESTRING (17.5787728 40.5339113, 17.5789069 40.5338946, 17.5793756 40.5339312, 17.579616 40.5339617, 17.5798266 40.5339813, 17.5798634 40.533982, 17.5800389 40.5339854)",,SP50,,
309261013,True,Via G. di Vagno,tertiary,False,67.816,"LINESTRING (17.5787728 40.5339113, 17.5785721 40.5336209, 17.578413 40.5333663)",,SP26,,
330893548,False,Via Ceglie,secondary,True,69.642,"LINESTRING (17.5787728 40.5339113, 17.5787306 40.5340638, 17.5785244 40.5345074)",,SP26,2,
437752133,False,Via Suor Antonietta Zullino,secondary,False,55.048,"LINESTRING (17.5787728 40.5339113, 17.5785562 40.5339935, 17.5782241 40.5341753)",,SP50,2,
330893548,False,Via Ceglie,secondary,False,69.642,"LINESTRING (17.5785244 40.5345074, 17.5787306 40.5340638, 17.5787728 40.5339113)",,SP26,2,
227757781,False,Via San Vito,tertiary,False,125.466,"LINESTRING (17.5866089 40.5335526, 17.5875186 40.5344443)",,,,
227757781,False,Via San Vito,tertiary,True,2.915,"LINESTRING (17.5866089 40.5335526, 17.5865912 40.5335301)",,,,
51863478,True,Via Raffaele Caroli,residential,False,119.75,"LINESTRING (17.5866089 40.5335526, 17.5868425 40.5334445, 17.5879773 40.5333376)",,,,
226690266,True,Corso Giuseppe Garibaldi,tertiary,False,114.49300000000001,"LINESTRING (17.5818893 40.5303517, 17.5817616 40.5304521, 17.5811955 40.5312312)",,,,
94063693,True,Via San Lorenzo,tertiary,False,26.224000000000004,"LINESTRING (17.5845799 40.5325539, 17.584821 40.5325725, 17.5848889 40.5325705)",,,,
193038908,True,Corso Umberto primo,tertiary,False,20.791999999999998,"LINESTRING (17.5845799 40.5325539, 17.5844823 40.5324304, 17.5844669 40.5323891)",,,,
226690250,True,Via IV Novembre,residential,False,85.301,"LINESTRING (17.583723 40.5309086, 17.5846304 40.5305727)",,,,
"[174079465, 193038908]",True,"['Corso Umberto primo', 'Via Regina Elena']",tertiary,False,191.968,"LINESTRING (17.583723 40.5309086, 17.5835566 40.5308251, 17.5832417 40.5306726, 17.5831219 40.5306145, 17.5828907 40.5305118, 17.5829399 40.5303811, 17.5833623 40.5300841, 17.5835865 40.5299193, 17.5837448 40.5298004)",,,,
226690283,True,Via Roma,tertiary,False,16.053,"LINESTRING (17.5834592 40.5271006, 17.5834009 40.527238)",,,,no
226690282,False,Via San Francesco d'Assisi,tertiary,False,86.767,"LINESTRING (17.5834592 40.5271006, 17.5830592 40.5271942, 17.582478 40.5273301)",,,,
594086031,False,Via San Francesco d'Assisi,tertiary,True,110.46000000000001,"LINESTRING (17.5834592 40.5271006, 17.5836512 40.5270571, 17.5847091 40.5268104)",,,,
227756420,False,Via B. Forleo,tertiary,False,55.779,"LINESTRING (17.5816218 40.5336873, 17.58102 40.5338933)",,SP50,,
227756420,False,Via B. Forleo,tertiary,True,25.476,"LINESTRING (17.5816218 40.5336873, 17.5818993 40.5335978)",,SP50,,
193038908,True,Corso Umberto primo,tertiary,False,28.808,"LINESTRING (17.5846631 40.5330172, 17.584617 40.5327605)",,,,
227756420,False,Via B. Forleo,tertiary,False,38.934,"LINESTRING (17.5846631 40.5330172, 17.5842141 40.5330956)",,SP50,,
94063686,False,Via Carlo Pisacane,residential,False,40.889,"LINESTRING (17.5813799 40.5282599, 17.5809193 40.5283724)",,,,
94063686,False,Via Carlo Pisacane,residential,True,3.569,"LINESTRING (17.5813799 40.5282599, 17.5814168 40.5282443)",,,,
226690251,True,Via Marrucci,residential,False,7.963,"LINESTRING (17.5813799 40.5282599, 17.581411 40.5283275)",,,,
226690282,False,Via San Francesco d'Assisi,tertiary,True,78.462,"LINESTRING (17.576978 40.5286164, 17.5778653 40.5284089)",,,,
993759335,False,Via San Francesco d'Assisi,tertiary,False,18.237,"LINESTRING (17.576978 40.5286164, 17.5767687 40.5286563)",,,,
94063686,False,Via Carlo Pisacane,residential,True,31.934,"LINESTRING (17.5780243 40.5288706, 17.5783986 40.5288314)",,,,
227756408,True,Via Carlo Pisacane,residential,False,110.225,"LINESTRING (17.5780243 40.5288706, 17.5767868 40.5291835)",,,,
309261013,True,Via G. di Vagno,tertiary,False,56.99,"LINESTRING (17.5780243 40.5288706, 17.5780762 40.5283596)",,SP26,,
226690283,True,Via Roma,tertiary,False,97.809,"LINESTRING (17.5834009 40.527238, 17.5831132 40.52809)",,,,no
94063686,False,Via Carlo Pisacane,residential,False,144.74099999999999,"LINESTRING (17.5834009 40.527238, 17.5829316 40.5275193, 17.5820836 40.5279756, 17.5820209 40.5280081)",,,,
165307073,True,Via U. Giordano,residential,False,43.103,"LINESTRING (17.5816047 40.5257347, 17.5810974 40.5257743)",,,,
165307071,True,Via Vincenzo Bellini,residential,False,104.498,"LINESTRING (17.5810974 40.5257743, 17.5810216 40.5267123)",,,,
227756410,True,Via U. Giordano,residential,False,31.775,"LINESTRING (17.5810974 40.5257743, 17.5807249 40.5258129)",,,,
165307064,False,Via L. Perosi,residential,True,57.113,"LINESTRING (17.5807249 40.5258129, 17.5806972 40.5263261)",,,,
227756410,True,Via U. Giordano,residential,False,15.755,"LINESTRING (17.5807249 40.5258129, 17.5805402 40.525832)",,,,
227756410,True,Via U. Giordano,residential,False,39.564,"LINESTRING (17.5805402 40.525832, 17.5800773 40.5258849)",,,,
227756410,True,Via U. Giordano,residential,False,37.119,"LINESTRING (17.5799096 40.5259041, 17.5794727 40.525938)",,,,
227756410,True,Via U. Giordano,residential,False,61.62,"LINESTRING (17.5794727 40.525938, 17.5787479 40.5259978)",,,,
165307072,True,Via Simeana,residential,False,107.827,"LINESTRING (17.5794727 40.525938, 17.5794368 40.526877, 17.5794356 40.5269073)",,,,
227756410,True,Via U. Giordano,residential,False,69.094,"LINESTRING (17.5787479 40.5259978, 17.5779371 40.5260771)",,,,
227756410,True,Via U. Giordano,residential,False,63.018,"LINESTRING (17.5779371 40.5260771, 17.5771967 40.5261439)",,,,
39575133,False,Via L. Refice,unclassified,False,86.22,"LINESTRING (17.5771967 40.5261439, 17.5770108 40.5266549, 17.5769369 40.5268936)",,,,
165307064,False,Via L. Perosi,residential,False,57.113,"LINESTRING (17.5806972 40.5263261, 17.5807249 40.5258129)",,,,
165307064,False,Via L. Perosi,residential,True,76.031,"LINESTRING (17.5806972 40.5263261, 17.5806714 40.5267416, 17.5810216 40.5267123)",,,,
165307061,True,Via A. Boito,residential,False,36.063,"LINESTRING (17.5779323 40.5264014, 17.5779371 40.5260771)",,,,
227756414,False,Via Mercadante,residential,False,69.063,"LINESTRING (17.5779323 40.5264014, 17.578749 40.5264214)",,,,
165307053,True,Via Toscanini,residential,False,67.513,"LINESTRING (17.5799072 40.5264159, 17.5806972 40.5263261)",,,,
165307067,True,Via Casisto,residential,False,56.91,"LINESTRING (17.5799072 40.5264159, 17.5799096 40.5259041)",,,,
165307071,True,Via Vincenzo Bellini,residential,False,25.02,"LINESTRING (17.5810216 40.5267123, 17.5810187 40.5269373)",,,,
165307064,False,Via L. Perosi,residential,False,76.031,"LINESTRING (17.5810216 40.5267123, 17.5806714 40.5267416, 17.5806972 40.5263261)",,,,
165307069,True,Via Bonifacio,residential,False,82.95,"LINESTRING (17.5769369 40.5268936, 17.5779181 40.5269096)",,,,
39575133,False,Via L. Refice,unclassified,True,86.22,"LINESTRING (17.5769369 40.5268936, 17.5770108 40.5266549, 17.5771967 40.5261439)",,,,
165307062,True,Via G. di Summa,residential,False,53.685,"LINESTRING (17.5787503 40.5269042, 17.578749 40.5264214)",,,,
165307069,True,Via Bonifacio,residential,False,57.922,"LINESTRING (17.5787503 40.5269042, 17.5794356 40.5269073)",,,,
165307069,True,Via Bonifacio,residential,False,38.889,"LINESTRING (17.5794356 40.5269073, 17.5798954 40.5269204)",,,,
165307072,True,Via Simeana,residential,False,126.651,"LINESTRING (17.5794356 40.5269073, 17.5794171 40.5279769, 17.5794159 40.5280462)",,,,
165307061,True,Via A. Boito,residential,False,56.522,"LINESTRING (17.5779181 40.5269096, 17.5779323 40.5264014)",,,,
165307069,True,Via Bonifacio,residential,False,39.734,"LINESTRING (17.5779181 40.5269096, 17.5783882 40.5269065)",,,,
165307067,True,Via Casisto,residential,False,56.107,"LINESTRING (17.5798954 40.5269204, 17.5799072 40.5264159)",,,,
165307069,True,Via Bonifacio,residential,False,64.533,"LINESTRING (17.5798954 40.5269204, 17.5806588 40.5269312)",,,,
165307051,False,Via Gioacchino Rossini,residential,True,39.499,"LINESTRING (17.5806588 40.5269312, 17.5806422 40.5272862)",,,,
165307069,True,Via Bonifacio,residential,False,30.426000000000002,"LINESTRING (17.5806588 40.5269312, 17.5809688 40.5269364, 17.5810187 40.5269373)",,,,
165307071,True,Via Vincenzo Bellini,residential,False,83.207,"LINESTRING (17.5810187 40.5269373, 17.5809631 40.5276844)",,,,
165307051,False,Via Gioacchino Rossini,residential,False,39.499,"LINESTRING (17.5806422 40.5272862, 17.5806588 40.5269312)",,,,
165307052,False,,residential,True,34.114,"LINESTRING (17.5806445 40.5274556, 17.5806302 40.5277622)",,,,
226690282,False,Via San Francesco d'Assisi,tertiary,False,5.677,"LINESTRING (17.5818786 40.5274703, 17.5818144 40.5274853)",,,,
226690282,False,Via San Francesco d'Assisi,tertiary,True,53.005,"LINESTRING (17.5818786 40.5274703, 17.582478 40.5273301)",,,,
