osmid,oneway,name,highway,reversed,length,geometry,ref,junction,maxspeed,access,tunnel
775680929,False,Via Gonzaga,residential,True,42.556,"LINESTRING (10.6542719 44.9235147, 10.6542772 44.923132)",,,,,
57840740,False,Largo Antonio Gramsci,residential,True,27.086,"LINESTRING (10.6542719 44.9235147, 10.6542712 44.9235754, 10.6542596 44.9237581)",,,,,
184718815,True,Via Garibaldi,residential,False,152.14,"LINESTRING (10.6542719 44.9235147, 10.6536204 44.9234886, 10.6535153 44.9233826, 10.6531036 44.9226627)",,,,,
188324928,False,Via Secchi Ronchi,residential,True,48.007,"LINESTRING (10.6542719 44.9235147, 10.654755 44.923497, 10.6548755 44.9234709)",,,,,
184718811,True,Via Prampolini,residential,False,36.904,"LINESTRING (10.6525397 44.9213272, 10.6530084 44.9213251)",,,,,
188318886,True,Piazza Garibaldi,residential,False,39.241,"LINESTRING (10.6525397 44.9213272, 10.6520414 44.9213342)",,,,,
188324944,False,Via Garibaldi,residential,False,46.22,"LINESTRING (10.6525397 44.9213272, 10.6524619 44.9209152)",,,,,
188318889,True,Via Giovanni Zibordi,residential,False,113.195,"LINESTRING (10.6525187 44.9177611, 10.6526022 44.9177762, 10.6529737 44.9178655, 10.653302 44.9179199, 10.6534933 44.9179209, 10.6537073 44.9179, 10.6539175 44.9178694)",,,,,
549505460,False,Via Giovanni Zibordi,residential,False,27.070999999999998,"LINESTRING (10.6525187 44.9177611, 10.6523236 44.9177174, 10.6521925 44.9176843)",,,,,
57840741,True,,tertiary,False,23.843999999999998,"LINESTRING (10.6540358 44.9244323, 10.6540665 44.9243833, 10.6541158 44.9243426, 10.6541794 44.9243135, 10.6542521 44.9242986)",SP62R,roundabout,,,
"[577534803, 57846604]",False,Via Ugo Foscolo,residential,False,77.528,"LINESTRING (10.6540358 44.9244323, 10.653815 44.924378, 10.653747 44.9243574, 10.6532353 44.9242024, 10.6531245 44.9241689)",,,,,
577534805,True,,tertiary,False,21.012,"LINESTRING (10.6544586 44.9243415, 10.6545033 44.9243766, 10.654534 44.9244185, 10.6545488 44.9244646, 10.6545467 44.9245118)",SP62R,roundabout,,,
577534809,False,Via Circonvallazione,tertiary,True,93.666,"LINESTRING (10.6544586 44.9243415, 10.654547 44.92428, 10.6546482 44.9242499, 10.6548965 44.9241662, 10.6555277 44.9239852)",SP62R,,50,,
188318893,False,Via Pieve,residential,True,78.773,"LINESTRING (10.6559309 44.9168948, 10.6552555 44.916924, 10.6551858 44.9169299, 10.6551093 44.9169316, 10.65494 44.9169682)",,,,,
58000958,False,Via Cisa,residential,False,44.891,"LINESTRING (10.6540915 44.9184617, 10.6541408 44.9188639)",,,,,
549505462,False,Via Cisa,residential,True,67.271,"LINESTRING (10.6540915 44.9184617, 10.6539175 44.9178694)",,,,,
187807937,True,Piazza Martiri Patrioti,residential,False,70.348,"LINESTRING (10.6540915 44.9184617, 10.6541907 44.9184592, 10.6546343 44.9184522, 10.6549846 44.9184445)",,,,,
"[184721271, 549505463]",False,Piazza Guglielmo Marconi,residential,True,106.006,"LINESTRING (10.6564286 44.9185242, 10.6568236 44.9186129, 10.6568901 44.9186383, 10.657237 44.9188156, 10.6569357 44.9190314)",,,,,
577534809,False,Via Circonvallazione,tertiary,False,69.27,"LINESTRING (10.6564286 44.9185242, 10.65663 44.918763, 10.6569357 44.9190314)",SP62R,,50,,
577534809,False,Via Circonvallazione,tertiary,True,211.61,"LINESTRING (10.6564286 44.9185242, 10.656333 44.9183305, 10.6562319 44.918173, 10.6558237 44.9177006, 10.6557616 44.9176287, 10.6553267 44.9172491, 10.6552255 44.9171608, 10.6550676 44.9170191, 10.6550535 44.9170135, 10.65494 44.9169682)",SP62R,,50,,
577534809,False,Via Circonvallazione,tertiary,False,239.56300000000002,"LINESTRING (10.6583929 44.9233067, 10.6583068 44.9233756, 10.6581664 44.9234108, 10.6560942 44.9238202, 10.6555277 44.9239852)",SP62R,,50,,
577534809,False,Via Circonvallazione,tertiary,True,146.97299999999998,"LINESTRING (10.6583929 44.9233067, 10.6583967 44.9232073, 10.6580253 44.9220136)",SP62R,,50,,
184718434,True,Via Quattro Novembre,residential,False,40.566,"LINESTRING (10.6536958 44.9213251, 10.6536904 44.9216899)",,,,,
184718812,True,Via Prampolini,residential,False,47.541,"LINESTRING (10.6536958 44.9213251, 10.6542995 44.9213334)",,,,,
184718814,True,Via Quattro Novembre,residential,False,51.395,"LINESTRING (10.6536958 44.9213251, 10.6536988 44.9208629)",,,,,
189138601,True,Via Lazzaro Spallanzani,residential,False,69.648,"LINESTRING (10.6536793 44.9196826, 10.652885 44.919675, 10.6527948 44.9196755)",,,,,
57846543,True,Via Piave,residential,False,42.448,"LINESTRING (10.6524665 44.9188776, 10.6524745 44.9184959)",,,,,
188318884,False,Via Piave,residential,True,41.914,"LINESTRING (10.6524665 44.9188776, 10.6525329 44.9192516)",,,,,
188318880,True,Via della Fabbrica,residential,False,85.876,"LINESTRING (10.6524665 44.9188776, 10.6518038 44.9188696, 10.6518487 44.9191709)",,,,,
89548276,False,Via Filippo Turati,residential,False,49.008,"LINESTRING (10.6518487 44.9191709, 10.6512299 44.9192184)",,,,,
188318880,True,Via della Fabbrica,residential,False,57.24,"LINESTRING (10.6518487 44.9191709, 10.6520779 44.9192726, 10.6523556 44.9192674, 10.6525329 44.9192516)",,,,,
57846546,True,Piazza Giuseppe Mazzini,residential,False,53.687,"LINESTRING (10.6529951 44.9224837, 10.6536769 44.9224911)",,,,,
184718815,True,Via Garibaldi,residential,False,39.223,"LINESTRING (10.6529951 44.9224837, 10.6527949 44.9221607)",,,,,
184718815,True,Via Garibaldi,residential,False,21.66,"LINESTRING (10.6531036 44.9226627, 10.6529951 44.9224837)",,,,,
57846584,True,Via San Ferdinando,residential,False,44.469,"LINESTRING (10.6558468 44.919894, 10.6560438 44.9202688)",,,,,
188324925,True,Viale Ruggeri,residential,False,23.923,"LINESTRING (10.6558468 44.919894, 10.6556294 44.9200443)",,,,,
57846573,True,Piazza Martiri Patrioti,residential,False,53.675,"LINESTRING (10.6549846 44.9184445, 10.6550103 44.9185219, 10.6550292 44.9187882, 10.6550894 44.918877, 10.6551141 44.9189108)",,,,,
188324919,True,Via Don Minzoni,residential,False,115.497,"LINESTRING (10.6549846 44.9184445, 10.6556723 44.9184245, 10.656283 44.91847, 10.6564286 44.9185242)",,,,,
188324933,True,Via San Ferdinando,residential,False,59.69,"LINESTRING (10.6555965 44.9193873, 10.6558468 44.919894)",,,,,
184720300,False,Via Passerini,residential,False,52.991,"LINESTRING (10.6556294 44.9200443, 10.6555509 44.9201008, 10.6554731 44.9201312, 10.655402 44.9201352, 10.6552384 44.9201391, 10.6550361 44.9201381, 10.6550012 44.9201379)",,,,,
188324920,True,Via Santa Cesarea,residential,False,71.25399999999999,"LINESTRING (10.6556294 44.9200443, 10.6554833 44.9197389, 10.655327 44.9194404)",,,,,
"[57846579, 188324932]",False,Piazza Primo Maggio,residential,True,17.474,"LINESTRING (10.6568129 44.9223485, 10.656793 44.922298, 10.6567428 44.9221995)",,,,,
188324928,False,Via Secchi Ronchi,residential,False,136.398,"LINESTRING (10.6568129 44.9223485, 10.656943 44.9225906, 10.6567438 44.9226784, 10.6557737 44.9230914)",,,,,
57846587,False,Via Giovanni Zibordi,residential,True,57.525,"LINESTRING (10.6514954 44.9175295, 10.6521925 44.9176843)",,,,,
57846587,False,Via Giovanni Zibordi,residential,False,97.946,"LINESTRING (10.6514954 44.9175295, 10.651022 44.917445, 10.650665 44.917442, 10.650532 44.917522, 10.6504398 44.9176667)",,,,,
67614622,False,Viale Cappuccini,residential,True,88.173,"LINESTRING (10.6599464 44.9239573, 10.6588377 44.9240693)",,,,,
462864324,False,Via Giuseppe Di Vittorio,residential,False,132.154,"LINESTRING (10.6599464 44.9239573, 10.6597497 44.922777)",,,,,
188324943,True,Via Pegolotti,residential,False,41.81,"LINESTRING (10.6555797 44.9222007, 10.6555775 44.9218247)",,,,,
184720298,True,Via San Francesco,residential,False,43.89,"LINESTRING (10.6552929 44.9213314, 10.6552879 44.9209367)",,,,,
89548259,True,Via Mentana,residential,False,62.725,"LINESTRING (10.6552879 44.9209367, 10.6560845 44.9209303)",,,,,
188324941,False,Via Mentana,residential,True,80.188,"LINESTRING (10.6582922 44.9209567, 10.6580524 44.9209535, 10.6575811 44.9209554, 10.6572739 44.9209496)",,,,,
577534809,False,Via Circonvallazione,tertiary,False,75.678,"LINESTRING (10.6582922 44.9209567, 10.6579911 44.9213988, 10.6579321 44.9215236, 10.6579244 44.9215815)",SP62R,,50,,
577534809,False,Via Circonvallazione,tertiary,True,305.765,"LINESTRING (10.6582922 44.9209567, 10.6587413 44.9203054, 10.6588309 44.9201594, 10.6588637 44.9200404, 10.658845 44.919958, 10.6587617 44.9198918, 10.6585994 44.9198311, 10.6582498 44.9197037, 10.6577315 44.9195148, 10.6574631 44.919417, 10.657327 44.919335, 10.6569357 44.9190314)",SP62R,,50,,
"[89548256, 188324940]",True,"['Via Andrea Costa', 'Via Don Milani']",residential,False,165.71699999999998,"LINESTRING (10.6498173 44.922097, 10.6499787 44.921997, 10.6502522 44.9219261, 10.6505258 44.9218654, 10.6505517 44.9218344, 10.650585 44.9217946, 10.6505503 44.9216833, 10.6500977 44.9210241)",,,,,
187807945,False,Via Foscolo,residential,False,385.349,"LINESTRING (10.6498173 44.922097, 10.649778 44.9219419, 10.6497514 44.9218582, 10.649698 44.9217889, 10.6482651 44.920656, 10.6482001 44.9205769, 10.6481997 44.9204909, 10.648238 44.9204318, 10.6491096 44.919933, 10.6495108 44.9197036, 10.6495773 44.9196015, 10.6496386 44.9195018)",,,,,
187807945,False,Via Foscolo,residential,True,81.294,"LINESTRING (10.6498173 44.922097, 10.6498421 44.9223178, 10.6498991 44.9228258)",,,,,
89548267,False,Via Spalti,residential,False,89.764,"LINESTRING (10.6496386 44.9195018, 10.6498138 44.9195511, 10.6506116 44.9199183)",,,,,
187807945,False,Via Foscolo,residential,True,385.349,"LINESTRING (10.6496386 44.9195018, 10.6495773 44.9196015, 10.6495108 44.9197036, 10.6491096 44.919933, 10.648238 44.9204318, 10.6481997 44.9204909, 10.6482001 44.9205769, 10.6482651 44.920656, 10.649698 44.9217889, 10.6497514 44.9218582, 10.649778 44.9219419, 10.6498173 44.922097)",,,,,
549590339,False,Via Giovanni Zibordi,residential,True,30.161,"LINESTRING (10.6496386 44.9195018, 10.6495088 44.9193407, 10.6494698 44.9192595)",,,,,
57846587,False,Via Giovanni Zibordi,residential,True,78.809,"LINESTRING (10.6500503 44.9188328, 10.650271 44.9181415)",,,,,
57846587,False,Via Giovanni Zibordi,residential,False,69.891,"LINESTRING (10.6500503 44.9188328, 10.6500227 44.9188756, 10.6499251 44.9190274, 10.6497121 44.9191548, 10.649492 44.91921, 10.6494698 44.9192595)",,,,,
187807940,False,Via Giacomo Leopardi,residential,True,192.394,"LINESTRING (10.6500503 44.9188328, 10.6484172 44.9185647, 10.6485977 44.9180368)",,,,,
57846587,False,Via Giovanni Zibordi,residential,False,54.443,"LINESTRING (10.6504398 44.9176667, 10.650271 44.9181415)",,,,,
57846587,False,Via Giovanni Zibordi,residential,True,97.946,"LINESTRING (10.6504398 44.9176667, 10.650532 44.917522, 10.650665 44.917442, 10.651022 44.917445, 10.6514954 44.9175295)",,,,,
89548271,False,Via Zaffanelle,residential,False,132.666,"LINESTRING (10.6504398 44.9176667, 10.6496768 44.917653, 10.6487586 44.9175968)",,,,,
57846587,False,Via Giovanni Zibordi,residential,False,57.525,"LINESTRING (10.6521925 44.9176843, 10.6514954 44.9175295)",,,,,
549505460,False,Via Giovanni Zibordi,residential,True,27.070999999999998,"LINESTRING (10.6521925 44.9176843, 10.6523236 44.9177174, 10.6525187 44.9177611)",,,,,
188324934,False,Via Gonzaga,residential,False,50.486,"LINESTRING (10.6543048 44.9196843, 10.6543359 44.9201378)",,,,,
189138601,True,Via Lazzaro Spallanzani,residential,False,49.25,"LINESTRING (10.6543048 44.9196843, 10.6536793 44.9196826)",,,,,
188324912,False,Largo dei Mille,residential,True,32.52,"LINESTRING (10.6543048 44.9196843, 10.654192 44.9196167, 10.6541792 44.9194291)",,,,permissive,
62041260,True,Via Verdi,residential,False,42.759,"LINESTRING (10.6530033 44.920885, 10.6524619 44.9209152)",,,,,
188324934,False,Via Gonzaga,residential,True,45.323,"LINESTRING (10.6542995 44.9213334, 10.6543119 44.9209259)",,,,,
184718812,True,Via Prampolini,residential,False,78.215,"LINESTRING (10.6542995 44.9213334, 10.6547998 44.9213324, 10.6552929 44.9213314)",,,,,
188324934,False,Via Gonzaga,residential,False,96.418,"LINESTRING (10.6542995 44.9213334, 10.654291 44.9216128, 10.6542799 44.9219769, 10.6542731 44.9222003)",,,,,
188318879,True,Piazza Garibaldi,residential,False,34.598,"LINESTRING (10.6524619 44.9209152, 10.6520233 44.9209342)",,,,,
188324944,False,Via Garibaldi,residential,True,46.22,"LINESTRING (10.6524619 44.9209152, 10.6525397 44.9213272)",,,,,
62041255,True,Via Caracci,residential,False,48.939,"LINESTRING (10.6530084 44.9213251, 10.6530033 44.920885)",,,,permissive,
184718811,True,Via Prampolini,residential,False,54.122,"LINESTRING (10.6530084 44.9213251, 10.6536958 44.9213251)",,,,,
184720370,True,Via Cesarea,residential,False,150.346,"LINESTRING (10.6567428 44.9221995, 10.6560845 44.9209303)",,,,,
"[188324929, 184720297]",True,"['Piazza Primo Maggio', 'Via Beccaria']",residential,False,91.57499999999999,"LINESTRING (10.6567428 44.9221995, 10.6562377 44.9222, 10.6558071 44.9222005, 10.6555797 44.9222007)",,,,,
"[57846579, 188324932]",False,Piazza Primo Maggio,residential,False,17.474,"LINESTRING (10.6567428 44.9221995, 10.656793 44.922298, 10.6568129 44.9223485)",,,,,
57846603,True,Viale Sichel,residential,False,20.825000000000003,"LINESTRING (10.6569967 44.922149, 10.656895 44.922162, 10.6567428 44.9221995)",,,,,
89548259,True,Via Mentana,residential,False,76.855,"LINESTRING (10.6543119 44.9209259, 10.6552879 44.9209367)",,,,,
188324934,False,Via Gonzaga,residential,False,45.323,"LINESTRING (10.6543119 44.9209259, 10.6542995 44.9213334)",,,,,
188324934,False,Via Gonzaga,residential,True,8.132,"LINESTRING (10.6543119 44.9209259, 10.654309 44.9208528)",,,,,
184718815,True,Via Garibaldi,residential,False,95.918,"LINESTRING (10.6527949 44.9221607, 10.6525686 44.9217259, 10.6525397 44.9213272)",,,,,
62041262,True,Via Carducci,residential,False,22.558,"LINESTRING (10.6530446 44.9201263, 10.6533311 44.9201277)",,,,,
188318885,True,Via Catelani,residential,False,84.426,"LINESTRING (10.6530446 44.9201263, 10.6530033 44.920885)",,,,permissive,
62041265,True,Via E. Curiel,residential,False,70.69,"LINESTRING (10.6536846 44.9220753, 10.6527949 44.9221607)",,,,,
"[969861728, 184718434, 969861726]",True,Via Quattro Novembre,residential,False,46.239000000000004,"LINESTRING (10.6536846 44.9220753, 10.6536796 44.9223454, 10.6536773 44.9224395, 10.6536769 44.9224911)",,,,,building_passage
62041271,True,Via Giovanni Pascoli,residential,False,34.036,"LINESTRING (10.6560438 44.9202688, 10.6564429 44.9201512)",,,,,
"[57846584, 62041258]",True,Via San Ferdinando,residential,False,77.822,"LINESTRING (10.6560438 44.9202688, 10.6560557 44.9203219, 10.6560942 44.9204151, 10.6563651 44.9209295)",,,,,
62041260,True,Via Verdi,residential,False,30.415,"LINESTRING (10.6536988 44.9208629, 10.6533129 44.9208752)",,,,,
184718814,True,Via Quattro Novembre,residential,False,81.586,"LINESTRING (10.6536988 44.9208629, 10.6536972 44.9208003, 10.6536816 44.9203256, 10.6536893 44.9201294)",,,,,
62041262,True,Via Carducci,residential,False,28.763,"LINESTRING (10.6524295 44.920128, 10.6527948 44.920127)",,,,,
188318894,False,Piazza Matteotti,residential,False,54.61,"LINESTRING (10.6524295 44.920128, 10.6525686 44.9200261, 10.6525685 44.9199807, 10.6525678 44.9196767)",,,,,
188324911,True,Via Volturno,residential,False,87.583,"LINESTRING (10.6524295 44.920128, 10.6524307 44.9203661, 10.6524619 44.9209152)",,,,,
62041260,True,Via Verdi,residential,False,48.057,"LINESTRING (10.654309 44.9208528, 10.6536988 44.9208629)",,,,,
188324934,False,Via Gonzaga,residential,False,8.132,"LINESTRING (10.654309 44.9208528, 10.6543119 44.9209259)",,,,,
188324934,False,Via Gonzaga,residential,True,36.658,"LINESTRING (10.654309 44.9208528, 10.6543241 44.9205233)",,,,,
188324915,False,Via Cantoni,residential,False,123.079,"LINESTRING (10.6543241 44.9205233, 10.6558871 44.9205404)",,,,permissive,
