osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,junction,width
947366126,Via San Martino,unclassified,False,True,29.234,"LINESTRING (9.3525788 45.8432082, 9.3529199 45.8430957)",,,,,
176057972,,unclassified,False,True,92.969,"LINESTRING (9.3627284 45.8452721, 9.3629036 45.8456738, 9.3629441 45.8460891)",,,,,
176057972,,unclassified,False,False,58.72,"LINESTRING (9.3629969 45.8466159, 9.3629441 45.8460891)",,,,,
176057972,,unclassified,False,True,8.898,"LINESTRING (9.3629969 45.8466159, 9.3630055 45.8466957)",,,,,
288462042,Via San Giuseppe,residential,False,False,129.72400000000002,"LINESTRING (9.3629969 45.8466159, 9.3629439 45.846614, 9.3618074 45.8465395, 9.3613316 45.8464943)",,,,,
"[222052680, 222052690, 410437154]",,"['residential', 'unclassified']",False,True,274.457,"LINESTRING (9.3629268 45.8434029, 9.3629256 45.8434567, 9.362955 45.8435054, 9.3630024 45.8435234, 9.363096 45.8435477, 9.363178 45.8435656, 9.3632703 45.8435772, 9.3633869 45.8435926, 9.363556 45.8436605, 9.3637226 45.8437438, 9.3638623 45.8438104, 9.3639187 45.8438514, 9.3639238 45.8438924, 9.3639225 45.8439309, 9.3638969 45.8439629, 9.3638418 45.8439936, 9.3637982 45.8440129, 9.3637597 45.8440171, 9.3637313 45.8440137, 9.3636846 45.8439875, 9.3636322 45.8439385, 9.3635615 45.8438667, 9.3634875 45.8438052, 9.3633941 45.8437608, 9.3632119 45.8437232, 9.3629602 45.8437084, 9.3628326 45.8436982, 9.3627255 45.843713, 9.362639 45.8437483, 9.3625626 45.843795, 9.3625171 45.8438405, 9.3623656 45.8440524, 9.3623004 45.8441286)",yes,2,,,
410437158,,primary_link,True,False,48.495999999999995,"LINESTRING (9.3629268 45.8434029, 9.362932 45.8433542, 9.3629358 45.8432825, 9.3629127 45.8432312, 9.362864 45.843194, 9.3627782 45.8431428, 9.3626678 45.8430346)",,,,,
222052694,,primary_link,True,False,42.268,"LINESTRING (9.3634198 45.8434225, 9.3632818 45.8433837, 9.3631716 45.8433516, 9.3630985 45.8433414, 9.3630153 45.8433478, 9.3629717 45.8433798, 9.3629268 45.8434029)",,,,,
432118510,,primary,True,False,72.541,"LINESTRING (9.3634198 45.8434225, 9.3631173 45.8432825, 9.3626678 45.8430346)",,2,SP639,,
288237661,Viale Promessi Sposi,secondary,False,False,28.461,"LINESTRING (9.3627043 45.8493369, 9.3625148 45.8491176)",,2,,,
288237661,Viale Promessi Sposi,secondary,False,True,15.612,"LINESTRING (9.3627043 45.8493369, 9.3627674 45.8494107, 9.3628068 45.8494578)",,2,,,
288237664,Viale Promessi Sposi,residential,False,False,74.661,"LINESTRING (9.3627043 45.8493369, 9.3627538 45.8493174, 9.3635351 45.8489964)",,2,,,
288237400,Via Venti Settembre,residential,False,False,31.745,"LINESTRING (9.3608075 45.8493424, 9.3607733 45.8493562, 9.3604762 45.8495102)",,,,,
288237484,Via Don Rodrigo,residential,False,True,176.30600000000004,"LINESTRING (9.3608075 45.8493424, 9.360839 45.8493624, 9.3608737 45.8493843, 9.3608989 45.84941, 9.3609165 45.8494289, 9.3609416 45.8494546, 9.3609592 45.8494735, 9.3609821 45.8494972, 9.361015 45.8495373, 9.3610298 45.8495612, 9.3610438 45.8495775, 9.3611659 45.8497032, 9.3612086 45.8497356, 9.3612419 45.8497209, 9.3612761 45.8497044, 9.3613098 45.8496893, 9.361344 45.8496728, 9.3613777 45.8496577, 9.3614119 45.8496412, 9.3614456 45.849626, 9.3614743 45.8496103, 9.361508 45.8495951, 9.3615382 45.8495809, 9.3615614 45.8495681, 9.3616044 45.8495492, 9.361636 45.8495333, 9.3616697 45.8495175, 9.3617014 45.8495016, 9.3617716 45.8494683, 9.3617916 45.849456, 9.3618281 45.8494385, 9.3618507 45.8494286, 9.3619706 45.8493709, 9.3620015 45.8493565, 9.3620883 45.8493158, 9.3621551 45.8492848, 9.362191 45.8492682, 9.3622283 45.849249, 9.3622575 45.8492348, 9.362292 45.8492166, 9.3623207 45.8492034, 9.3623499 45.8491892, 9.3624512 45.849143, 9.3625148 45.8491176)",,,,,
288237669,Via Venti Settembre,residential,False,True,128.173,"LINESTRING (9.3608075 45.8493424, 9.3614458 45.8490471, 9.3620849 45.8487515, 9.3621903 45.8487095)",,2,,,
288237636,Via San Valerio,residential,False,False,140.879,"LINESTRING (9.3599098 45.8476021, 9.3616973 45.8478363)",,,,,
298751148,Via Fatebenefratelli,residential,False,False,83.261,"LINESTRING (9.3599098 45.8476021, 9.3598512 45.8478082, 9.3598316 45.8478819, 9.3597083 45.8483376)",,,,,
288237442,Via san Carlo Borromeo,residential,False,False,160.28300000000002,"LINESTRING (9.3529107 45.8463753, 9.3529374 45.8464393, 9.3530873 45.8469139, 9.3533102 45.8474993, 9.3533536 45.8476417, 9.3533629 45.8477792)",,,,,
288237496,Via Giacomo Leopardi,residential,False,False,79.64200000000001,"LINESTRING (9.3529107 45.8463753, 9.3527951 45.8463798, 9.3525235 45.8463299, 9.3522776 45.8462678, 9.3520144 45.8461719, 9.3519423 45.8461642)",,,,,
288237496,Via Giacomo Leopardi,residential,False,True,272.31800000000004,"LINESTRING (9.3529107 45.8463753, 9.3537237 45.8460466, 9.353754 45.8460343, 9.353959 45.8460273, 9.3541379 45.8460658, 9.3542629 45.846134, 9.3544378 45.8462875, 9.354717 45.8465856, 9.3548717 45.8467249, 9.355059 45.8467955, 9.3551978 45.8468111, 9.3553073 45.8468026, 9.3557138 45.8467262, 9.3557625 45.8467024)",,,,,
432118490,Via Alessandro Manzoni,residential,False,False,70.122,"LINESTRING (9.3557625 45.8467024, 9.3553704 45.846134)",,,,,
432118490,Via Alessandro Manzoni,residential,False,True,44.281,"LINESTRING (9.3557625 45.8467024, 9.3560827 45.8470323)",,,,,
288237496,Via Giacomo Leopardi,residential,False,False,272.31800000000004,"LINESTRING (9.3557625 45.8467024, 9.3557138 45.8467262, 9.3553073 45.8468026, 9.3551978 45.8468111, 9.355059 45.8467955, 9.3548717 45.8467249, 9.354717 45.8465856, 9.3544378 45.8462875, 9.3542629 45.846134, 9.3541379 45.8460658, 9.353959 45.8460273, 9.353754 45.8460343, 9.3537237 45.8460466, 9.3529107 45.8463753)",,,,,
288237391,Via Asilo,residential,False,True,105.103,"LINESTRING (9.3575756 45.8467102, 9.3588595 45.8464043)",,,,,
288237391,Via Asilo,residential,False,False,121.93299999999999,"LINESTRING (9.3575756 45.8467102, 9.3575426 45.8467198, 9.3574289 45.8467468, 9.3566912 45.8468407, 9.3564773 45.8468975, 9.3560827 45.8470323)",,,,,
288237392,Via Alessandro Manzoni,residential,False,True,135.74200000000002,"LINESTRING (9.3575756 45.8467102, 9.3576084 45.8468868, 9.3575985 45.8470484, 9.3575596 45.8471801, 9.3577312 45.8476617, 9.3577853 45.847761, 9.357767 45.8478618, 9.3577523 45.847903)",,,,,
288462708,Via de Magistris,residential,False,False,115.845,"LINESTRING (9.3575756 45.8467102, 9.3575543 45.8466771, 9.3572862 45.8461091, 9.3578329 45.8459637)",,,,,
288237674,Viale Promessi Sposi,secondary,False,True,123.464,"LINESTRING (9.3613088 45.8467762, 9.3612945 45.8468298, 9.3612911 45.8469589, 9.3613054 45.8470886, 9.3613732 45.8472562, 9.3614173 45.8473391, 9.3614665 45.8474277, 9.3615159 45.8475155, 9.3615488 45.8475743, 9.3615817 45.8476331, 9.3616973 45.8478363)",,2,,,
288462720,Viale Venticinque Aprile,secondary,False,True,31.396,"LINESTRING (9.3613088 45.8467762, 9.3613158 45.8467052, 9.3613316 45.8464943)",,,,,
288633001,Via Roma,unclassified,False,True,131.737,"LINESTRING (9.3613088 45.8467762, 9.3614249 45.8467664, 9.3621522 45.8467334, 9.3630055 45.8466957)",,,,,
298751147,Via Roma,residential,True,False,96.982,"LINESTRING (9.3613088 45.8467762, 9.3612198 45.8467769, 9.3611262 45.8467807, 9.3610808 45.8467824, 9.3608696 45.8467909, 9.3607051 45.8467964, 9.360518 45.8468043, 9.3604699 45.8468066, 9.3604245 45.8468082, 9.3603764 45.8468106, 9.3602857 45.8468138, 9.3602344 45.8468165, 9.3601944 45.8468211, 9.360118 45.8468379, 9.3600653 45.8468497)",,,,,
432118513,,residential,True,False,4.808999999999999,"LINESTRING (9.3524878 45.842244, 9.3524784 45.8422646, 9.3524628 45.8422833)",,,,roundabout,
289975105,Via San Rocco,residential,True,False,20.528,"LINESTRING (9.3524628 45.8422833, 9.352491 45.8423773, 9.3525164 45.8424641)",,,,,
432118530,,residential,True,False,8.522,"LINESTRING (9.3524628 45.8422833, 9.3524418 45.8422992, 9.3524163 45.8423115, 9.3523886 45.8423195, 9.3523709 45.8423217)",,,,roundabout,
288237635,,residential,True,False,15.033,"LINESTRING (9.3522131 45.842254, 9.3522071 45.8422318, 9.3522084 45.8422093, 9.352217 45.8421876, 9.3522324 45.8421678, 9.3522538 45.8421509, 9.3522802 45.8421379)",,,,roundabout,
322896480,Via Salvo D'Acquisto,residential,True,False,27.715,"LINESTRING (9.3519215 45.8423973, 9.3520056 45.8423467, 9.3520611 45.8423241, 9.3521024 45.8423069, 9.3521751 45.8422715, 9.3522131 45.842254)",,,,,
432118513,,residential,True,False,5.031000000000001,"LINESTRING (9.3524056 45.842134, 9.3524337 45.8421454, 9.3524573 45.8421609)",,,,roundabout,
432118518,,residential,True,False,10.05,"LINESTRING (9.3522802 45.8421379, 9.3523101 45.8421294, 9.352342 45.8421258, 9.3523745 45.8421273, 9.3524056 45.842134)",,,,roundabout,
432118534,Via Quattro Novembre,unclassified,True,False,35.007,"LINESTRING (9.3522802 45.8421379, 9.3522893 45.8420817, 9.3522954 45.8420277, 9.3522969 45.8418236)",,,,,
432118486,Via Casnedi,unclassified,True,False,30.380000000000003,"LINESTRING (9.3524573 45.8421609, 9.3525851 45.8421361, 9.3528201 45.8420594)",,,,,
432118513,,residential,True,False,9.844999999999999,"LINESTRING (9.3524573 45.8421609, 9.3524752 45.8421798, 9.3524865 45.8422011, 9.3524906 45.8422225, 9.3524878 45.842244)",,,,roundabout,
947366126,Via San Martino,unclassified,False,False,29.234,"LINESTRING (9.3529199 45.8430957, 9.3525788 45.8432082)",,,,,
288462697,Via San Rocco,residential,False,False,40.286,"LINESTRING (9.3529199 45.8430957, 9.352881 45.8430272, 9.3527106 45.8427641)",,,,,
