osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,tunnel
722933360,False,,Via San Pio X,residential,,True,68.005,"LINESTRING (11.7637621 45.7256198, 11.7638159 45.7256264, 11.7639231 45.7256396, 11.7639387 45.7256415, 11.7639543 45.7256434, 11.7642516 45.7256957, 11.7646138 45.7257617)",,2,
198152346,False,,Via Monsignor Luigi Filippi,residential,,True,66.543,"LINESTRING (11.7602929 45.7271335, 11.7604538 45.7265457)",,,
27912744,False,,Via Monsignor Luigi Filippi,residential,,True,30.585,"LINESTRING (11.7602929 45.7271335, 11.760277 45.7271889, 11.7602666 45.727225, 11.7602156 45.7274032)",,,
722863659,False,SS47,Via Capitano Alessio,primary,50,False,12.987,"LINESTRING (11.7619508 45.7274755, 11.7619808 45.7273606)",,2,
722863660,False,SS47,Via Capitano Alessio,primary,50,True,130.376,"LINESTRING (11.7619508 45.7274755, 11.761915 45.7276038, 11.7616427 45.7286281)",,2,
722863658,False,,Via dei Fanti,tertiary,,False,124.208,"LINESTRING (11.7581906 45.7288832, 11.7582562 45.7285838, 11.758329 45.7283091, 11.7584592 45.7277821)",,,
28359213,False,,Via Padre Odone Nicolini,tertiary,,False,65.523,"LINESTRING (11.7576236 45.7276985, 11.7583876 45.7277749, 11.7584592 45.7277821)",,,
28359213,False,,Via Padre Odone Nicolini,tertiary,,True,65.523,"LINESTRING (11.7584592 45.7277821, 11.7583876 45.7277749, 11.7576236 45.7276985)",,,
551307002,False,,Via dei Fanti,tertiary,,False,36.43000000000001,"LINESTRING (11.7584592 45.7277821, 11.7585185 45.7276182, 11.758571 45.7275528, 11.7586449 45.727487)",,,
722863658,False,,Via dei Fanti,tertiary,,True,124.208,"LINESTRING (11.7584592 45.7277821, 11.758329 45.7283091, 11.7582562 45.7285838, 11.7581906 45.7288832)",,,
27895711,False,,Via Giobatta Cavallini,tertiary,,True,18.386,"LINESTRING (11.7585996 45.7273247, 11.7586449 45.727487)",,,
28359222,False,,Via Pietro Nenni,residential,,False,111.634,"LINESTRING (11.7585996 45.7273247, 11.7571794 45.7271665)",,,
722586520,True,,Via Giobatta Cavallini,tertiary,,False,97.83000000000001,"LINESTRING (11.7585996 45.7273247, 11.7585763 45.7272414, 11.7586013 45.72709, 11.7586137 45.7270153, 11.7586328 45.7268996, 11.7586535 45.726774, 11.7587551 45.7264574)",,,
28359222,False,,Via Pietro Nenni,residential,,True,111.634,"LINESTRING (11.7571794 45.7271665, 11.7585996 45.7273247)",,,
28359229,False,,Via Pietro Nenni,residential,,True,16.414,"LINESTRING (11.7571794 45.7271665, 11.7571398 45.7273115)",,,
28359229,False,,Via Pietro Nenni,residential,,False,99.7,"LINESTRING (11.7571794 45.7271665, 11.7572998 45.7267257, 11.7573989 45.7262832)",,,
28359229,False,,Via Pietro Nenni,residential,,False,16.414,"LINESTRING (11.7571398 45.7273115, 11.7571794 45.7271665)",,,
28359229,False,,Via Pietro Nenni,residential,,False,15.954,"LINESTRING (11.7573989 45.7262832, 11.7574536 45.7261449)",,,
28359233,False,,Via Pietro Nenni,residential,,False,107.04,"LINESTRING (11.7573989 45.7262832, 11.7587551 45.7264574)",,,
28359229,False,,Via Pietro Nenni,residential,,True,99.7,"LINESTRING (11.7573989 45.7262832, 11.7572998 45.7267257, 11.7571794 45.7271665)",,,
28359229,False,,Via Pietro Nenni,residential,,True,15.954,"LINESTRING (11.7574536 45.7261449, 11.7573989 45.7262832)",,,
28359233,False,,Via Pietro Nenni,residential,,True,107.04,"LINESTRING (11.7587551 45.7264574, 11.7573989 45.7262832)",,,
722586520,True,,Via Giobatta Cavallini,tertiary,,False,117.453,"LINESTRING (11.7587551 45.7264574, 11.7588938 45.7260251, 11.758913 45.7259835, 11.7590399 45.7257188, 11.759172 45.7254434)",,,
170772681,False,,Via Trasaghis,residential,,False,33.822,"LINESTRING (11.7629251 45.7287906, 11.7624941 45.7287459)",,,
27912942,False,,Via Nicodemo Bertorelle,residential,,False,128.724,"LINESTRING (11.7629251 45.7287906, 11.7631241 45.7280223, 11.7632258 45.7276936, 11.7632304 45.7276736, 11.763235 45.7276535)",,,
170772681,False,,Via Trasaghis,residential,,True,33.822,"LINESTRING (11.7624941 45.7287459, 11.7629251 45.7287906)",,,
170772681,False,,Via Trasaghis,residential,,False,29.158,"LINESTRING (11.7624941 45.7287459, 11.7621899 45.7287044, 11.7621257 45.7286947)",,,
28359275,False,,Via Albano Rigoni,residential,,False,64.389,"LINESTRING (11.7606379 45.7237602, 11.7599185 45.7236771, 11.7598191 45.7236678)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,False,31.497,"LINESTRING (11.7598191 45.7236678, 11.7598916 45.7233891)",,,
28359275,False,,Via Albano Rigoni,residential,,True,64.389,"LINESTRING (11.7598191 45.7236678, 11.7599185 45.7236771, 11.7606379 45.7237602)",,,
"[322190737, 27895719]",False,,Via Albano Rigoni,unclassified,30,True,57.410000000000004,"LINESTRING (11.7598191 45.7236678, 11.759774 45.7238721, 11.7597144 45.7241386, 11.7597067 45.7241781)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,False,28.773,"LINESTRING (11.7602892 45.7221006, 11.7603746 45.7218488)",,,
28359281,True,,Via Schallstadt,residential,,False,75.021,"LINESTRING (11.7602892 45.7221006, 11.760425 45.7221191, 11.7612387 45.7222262)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,True,67.976,"LINESTRING (11.7602892 45.7221006, 11.7601238 45.7226161, 11.7600989 45.7226973)",,,
28359280,False,,Via Schallstadt,residential,,True,13.08,"LINESTRING (11.7626079 45.7223908, 11.7624412 45.7223737)",,,
28359280,False,,Via Schallstadt,residential,,False,57.253,"LINESTRING (11.7626079 45.7223908, 11.7627735 45.7224042, 11.7628142 45.7224081, 11.7631889 45.7224383, 11.7633052 45.7224464, 11.7633408 45.722448)",,,
28359285,False,,Via Shallstadt,residential,,True,64.523,"LINESTRING (11.7626079 45.7223908, 11.7625983 45.7224566, 11.7625911 45.7224909, 11.7625581 45.72265, 11.7624926 45.7229654)",,,
28359280,False,,Via Schallstadt,residential,,True,57.253,"LINESTRING (11.7633408 45.722448, 11.7633052 45.7224464, 11.7631889 45.7224383, 11.7628142 45.7224081, 11.7627735 45.7224042, 11.7626079 45.7223908)",,,
722930487,True,,Via Schallstadt,residential,,False,12.681000000000001,"LINESTRING (11.7633408 45.722448, 11.7634193 45.7224381, 11.7634919 45.7224092)",,,
28360166,False,SS47,Via Giuseppe Mazzini,primary,50,True,227.06699999999998,"LINESTRING (11.7634919 45.7224092, 11.7634455 45.722594, 11.7632834 45.7230675, 11.7630996 45.7235476, 11.763056 45.7236853, 11.7630331 45.7237925, 11.762996 45.7238973, 11.7629657 45.7239603, 11.7629067 45.7240544, 11.7628723 45.7241095, 11.7628362 45.7242014, 11.7627858 45.7243868)",,2,
250631636,False,SS47,Via Giuseppe Mazzini,primary,50,False,42.662,"LINESTRING (11.7634919 45.7224092, 11.7635555 45.722168, 11.76359 45.7220317)",,2,
28359324,True,,Via Schallstadt,residential,,False,67.207,"LINESTRING (11.7612387 45.7222262, 11.7620881 45.7223431)",,,
28359301,False,,Via Schallstadt,residential,,True,82.072,"LINESTRING (11.7612387 45.7222262, 11.7610996 45.7227667, 11.7610413 45.7229512)",,,
28359280,False,,Via Schallstadt,residential,,False,27.621,"LINESTRING (11.7620881 45.7223431, 11.7624412 45.7223737)",,,
28359289,False,,Via Schallstadt,residential,,False,84.23700000000001,"LINESTRING (11.7620881 45.7223431, 11.7619333 45.7229119, 11.7618867 45.7230875)",,,
250631627,False,,Piazza Monsignor Ciffo,residential,,True,66.368,"LINESTRING (11.7625616 45.7217828, 11.7625549 45.7218165, 11.7625031 45.7220771, 11.7624668 45.7222594, 11.7624412 45.7223737)",,,
28359284,True,,Piazza Monsignor Ciffo,residential,,False,93.346,"LINESTRING (11.76359 45.7220317, 11.7631785 45.7219925, 11.7631298 45.7219729, 11.763102 45.7219424, 11.763054 45.7218442, 11.7630328 45.7218196, 11.762996 45.7218006, 11.7626987 45.7217682, 11.7626273 45.7217639, 11.7625616 45.7217828)",,,
250631636,False,SS47,Via Giuseppe Mazzini,primary,50,False,53.415,"LINESTRING (11.76359 45.7220317, 11.7637081 45.7215868, 11.763717 45.7215596)",,2,
250631636,False,SS47,Via Giuseppe Mazzini,primary,50,True,42.662,"LINESTRING (11.76359 45.7220317, 11.7635555 45.722168, 11.7634919 45.7224092)",,2,
28359285,False,,Via Shallstadt,residential,,False,64.52300000000001,"LINESTRING (11.7624926 45.7229654, 11.7625581 45.72265, 11.7625911 45.7224909, 11.7625983 45.7224566, 11.7626079 45.7223908)",,,
28359300,False,,Via Schallstadt,residential,,True,38.388,"LINESTRING (11.7618867 45.7230875, 11.7623728 45.7231509)",,,
665553932,True,,Via Schallstadt,residential,,False,67.354,"LINESTRING (11.7618867 45.7230875, 11.7610413 45.7229512)",,,
28359289,False,,Via Schallstadt,residential,,True,84.23700000000001,"LINESTRING (11.7618867 45.7230875, 11.7619333 45.7229119, 11.7620881 45.7223431)",,,
665553931,False,,Via Schallstadt,residential,,False,82.096,"LINESTRING (11.7618867 45.7230875, 11.7618025 45.7234182, 11.761787 45.7234789, 11.7618078 45.7235163, 11.7618579 45.723527, 11.7622237 45.7235942)",,,
665553931,False,,Via Schallstadt,residential,,True,82.096,"LINESTRING (11.7622237 45.7235942, 11.7618579 45.723527, 11.7618078 45.7235163, 11.761787 45.7234789, 11.7618025 45.7234182, 11.7618867 45.7230875)",,,
28359301,False,,Via Schallstadt,residential,,True,30.584,"LINESTRING (11.7610413 45.7229512, 11.760964 45.7232209)",,,
28359299,True,,Via Schallstadt,residential,,False,77.139,"LINESTRING (11.7610413 45.7229512, 11.760157 45.722842, 11.7600635 45.7228279)",,,
28359301,False,,Via Schallstadt,residential,,False,82.072,"LINESTRING (11.7610413 45.7229512, 11.7610996 45.7227667, 11.7612387 45.7222262)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,False,14.78,"LINESTRING (11.7600635 45.7228279, 11.7600989 45.7226973)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,True,63.814,"LINESTRING (11.7600635 45.7228279, 11.7598916 45.7233891)",,,
28359300,False,,Via Schallstadt,residential,,False,38.388,"LINESTRING (11.7623728 45.7231509, 11.7618867 45.7230875)",,,
28359301,False,,Via Schallstadt,residential,,False,30.584,"LINESTRING (11.760964 45.7232209, 11.7610413 45.7229512)",,,
27895734,False,,Via Monte Grappa,unclassified,,False,44.677,"LINESTRING (11.7615918 45.7212808, 11.7621582 45.721352)",,,
27895734,False,,Via Monte Grappa,unclassified,,True,43.216,"LINESTRING (11.7615918 45.7212808, 11.7610468 45.7212016)",,,
28359342,False,,Via Monte Grappa,residential,,True,56.976,"LINESTRING (11.7615918 45.7212808, 11.7614447 45.7217828)",,,
27895734,False,,Via Monte Grappa,unclassified,,True,44.677,"LINESTRING (11.7621582 45.721352, 11.7615918 45.7212808)",,,
28359344,False,,Via Monte Grappa,residential,,False,50.913,"LINESTRING (11.7621582 45.721352, 11.7620283 45.7218008)",,,
27895734,False,,Via Monte Grappa,unclassified,,False,123.201,"LINESTRING (11.7621582 45.721352, 11.762854 45.7214388, 11.7630041 45.7214596, 11.7636405 45.7215478, 11.763717 45.7215596)",,,
28359344,False,,Via Monte Grappa,residential,,True,153.23100000000002,"LINESTRING (11.7621582 45.721352, 11.7624148 45.7203724, 11.7624755 45.7201489, 11.7625168 45.7199969)",,,
250631636,False,SS47,Via Giuseppe Mazzini,primary,50,False,54.185,"LINESTRING (11.763717 45.7215596, 11.7638437 45.7210804)",,2,
27895734,False,,Via Monte Grappa,unclassified,,True,123.201,"LINESTRING (11.763717 45.7215596, 11.7636405 45.7215478, 11.7630041 45.7214596, 11.762854 45.7214388, 11.7621582 45.721352)",,,
28360465,False,,Via Alcide De Gasperi,residential,,False,80.858,"LINESTRING (11.763717 45.7215596, 11.7638121 45.7215705, 11.7642697 45.7216271, 11.764663 45.7216762, 11.7647427 45.7216861)",,,
250631636,False,SS47,Via Giuseppe Mazzini,primary,50,True,53.415,"LINESTRING (11.763717 45.7215596, 11.7637081 45.7215868, 11.76359 45.7220317)",,2,
28359342,False,,Via Monte Grappa,residential,,False,56.976,"LINESTRING (11.7614447 45.7217828, 11.7615918 45.7212808)",,,
28359344,False,,Via Monte Grappa,residential,,True,50.913,"LINESTRING (11.7620283 45.7218008, 11.7621582 45.721352)",,,
28359354,False,,Via Mocenigo,residential,,False,122.963,"LINESTRING (11.7606955 45.7208161, 11.7606338 45.7208052, 11.7605822 45.7207961, 11.7591505 45.7205726)",,,
"[28359352, 28379410]",False,,"['Via Albano Rigoni', 'Via Sebastiano Venier']",residential,,False,148.504,"LINESTRING (11.7606955 45.7208161, 11.760754 45.7206288, 11.7607418 45.7205722, 11.7606626 45.7205254, 11.7592385 45.7203255)",,,
28379410,False,,Via Albano Rigoni,residential,,True,27.995,"LINESTRING (11.7606955 45.7208161, 11.7606397 45.7209883, 11.7606132 45.7210612)",,,
28379410,False,,Via Albano Rigoni,residential,,True,8.894,"LINESTRING (11.7606132 45.7210612, 11.7605912 45.7211397)",,,
28359355,False,,Via Marcantonio Bragadin,residential,,False,122.66,"LINESTRING (11.7606132 45.7210612, 11.7605623 45.7210532, 11.7605099 45.721045, 11.7590664 45.7208362)",,,
28379410,False,,Via Albano Rigoni,residential,,False,27.995,"LINESTRING (11.7606132 45.7210612, 11.7606397 45.7209883, 11.7606955 45.7208161)",,,
322190736,False,,Via Albano Rigoni,unclassified,,False,18.915,"LINESTRING (11.7605337 45.721305, 11.7605912 45.7211397)",,,
322190736,False,,Via Albano Rigoni,unclassified,,True,29.656,"LINESTRING (11.7605337 45.721305, 11.7604615 45.7215669)",,,
28359356,False,,Via Nicolò Tommaseo,residential,,False,122.134,"LINESTRING (11.7605337 45.721305, 11.7604834 45.721295, 11.7604365 45.7212856, 11.7589935 45.721082)",,,
28359356,False,,Via Nicolò Tommaseo,residential,,True,122.134,"LINESTRING (11.7589935 45.721082, 11.7604365 45.7212856, 11.7604834 45.721295, 11.7605337 45.721305)",,,
322190736,False,,Via Albano Rigoni,unclassified,,False,29.656,"LINESTRING (11.7604615 45.7215669, 11.7605337 45.721305)",,,
322190736,False,,Via Albano Rigoni,unclassified,,True,32.064,"LINESTRING (11.7604615 45.7215669, 11.7603746 45.7218488)",,,
28359358,False,,Via Daniele Manin,residential,,False,124.205,"LINESTRING (11.7604615 45.7215669, 11.760401 45.7215576, 11.7603461 45.7215492, 11.7588968 45.7213337)",,,
28359358,False,,Via Daniele Manin,residential,,True,124.205,"LINESTRING (11.7588968 45.7213337, 11.7603461 45.7215492, 11.760401 45.7215576, 11.7604615 45.7215669)",,,
28359361,False,,Via Massaccio,residential,,False,77.85000000000001,"LINESTRING (11.7580286 45.7232508, 11.7580372 45.7232928, 11.7589788 45.7232717)",,,
28359361,False,,Via Massaccio,residential,,True,77.85000000000001,"LINESTRING (11.7589788 45.7232717, 11.7580372 45.7232928, 11.7580286 45.7232508)",,,
"[28359364, 722930485]",False,,Via Lepanto,residential,,False,77.501,"LINESTRING (11.7589788 45.7232717, 11.7590372 45.7230663, 11.7590653 45.7229691, 11.7591484 45.7226845, 11.7591561 45.7226481, 11.7591732 45.7225881)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,False,63.814,"LINESTRING (11.7598916 45.7233891, 11.7600635 45.7228279)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,True,31.497,"LINESTRING (11.7598916 45.7233891, 11.7598191 45.7236678)",,,
722930486,True,,Via Massaccio,residential,,False,72.05499999999999,"LINESTRING (11.7598916 45.7233891, 11.7598139 45.7233772, 11.7589788 45.7232717)",,,
28379314,False,,Via Lepanto,residential,,False,187.16800000000003,"LINESTRING (11.7591732 45.7225881, 11.7590576 45.7225718, 11.7581865 45.722449, 11.7581234 45.7224402, 11.7580081 45.7224299, 11.7579514 45.7224299, 11.7578226 45.7224539, 11.757711 45.7224958, 11.7576252 45.7225378, 11.7575051 45.7225498, 11.7573248 45.7225318, 11.7571507 45.7225146, 11.7569503 45.7224947, 11.7568764 45.7224844, 11.756832 45.7224783)",,,
28379314,False,,Via Lepanto,residential,,True,72.882,"LINESTRING (11.7591732 45.7225881, 11.7593038 45.7226033, 11.7593789 45.722612, 11.7594077 45.7226154, 11.7599084 45.7226737, 11.7599964 45.7226839, 11.7600471 45.7226905, 11.7600989 45.7226973)",,,
"[28359364, 722930485]",False,,Via Lepanto,residential,,True,77.50099999999999,"LINESTRING (11.7591732 45.7225881, 11.7591561 45.7226481, 11.7591484 45.7226845, 11.7590653 45.7229691, 11.7590372 45.7230663, 11.7589788 45.7232717)",,,
"[722930484, 28359366]",False,,Via Calvisano,residential,,False,213.03700000000003,"LINESTRING (11.7573419 45.7244117, 11.757342 45.724375, 11.7573422 45.7237446, 11.7573546 45.7234803, 11.7573563 45.7233219, 11.7573937 45.7231104, 11.7573512 45.7230403, 11.7572476 45.7229932, 11.7571278 45.722977, 11.7570748 45.7229709, 11.7569557 45.7229572, 11.7567783 45.7229383, 11.756716 45.7229249, 11.7566597 45.7228891, 11.7566514 45.7228705)",,,
194451468,False,SP58,Via Roma,secondary,50,False,161.067,"LINESTRING (11.7573419 45.7244117, 11.7581848 45.7244028, 11.7583859 45.7244003, 11.759324 45.724388, 11.7594165 45.7243874)",,,
28359371,False,,Via Calvisano,residential,,False,116.48100000000001,"LINESTRING (11.7570007 45.7213673, 11.7568681 45.7218927, 11.7568409 45.7220058, 11.7567676 45.7223342, 11.7567605 45.7223747, 11.7567559 45.7224007)",,,
"[722930480, 722930481]",False,,Via dei Dogi,residential,,False,267.353,"LINESTRING (11.7570007 45.7213673, 11.7574621 45.7214292, 11.7582776 45.721551, 11.7587124 45.7216092, 11.7596569 45.7217421, 11.7601897 45.7218201, 11.7602516 45.7218275, 11.7603166 45.7218381, 11.7603746 45.7218488)",,,
28359371,False,,Via Calvisano,residential,,True,116.481,"LINESTRING (11.7567559 45.7224007, 11.7567605 45.7223747, 11.7567676 45.7223342, 11.7568409 45.7220058, 11.7568681 45.7218927, 11.7570007 45.7213673)",,,
28359415,True,,,residential,,False,11.263,"LINESTRING (11.7567559 45.7224007, 11.7567823 45.7224092, 11.7568045 45.7224222, 11.7568209 45.7224389, 11.7568303 45.7224581, 11.756832 45.7224783)",roundabout,,
28359415,True,,,residential,,False,13.064999999999998,"LINESTRING (11.756832 45.7224783, 11.7568245 45.7225005, 11.7568078 45.7225202, 11.7567834 45.7225354, 11.7567535 45.7225448, 11.7567165 45.7225483)",roundabout,,
28379314,False,,Via Lepanto,residential,,True,187.168,"LINESTRING (11.756832 45.7224783, 11.7568764 45.7224844, 11.7569503 45.7224947, 11.7571507 45.7225146, 11.7573248 45.7225318, 11.7575051 45.7225498, 11.7576252 45.7225378, 11.757711 45.7224958, 11.7578226 45.7224539, 11.7579514 45.7224299, 11.7580081 45.7224299, 11.7581234 45.7224402, 11.7581865 45.722449, 11.7590576 45.7225718, 11.7591732 45.7225881)",,,
28359415,True,,,residential,,False,13.624999999999998,"LINESTRING (11.7567165 45.7225483, 11.7566858 45.7225424, 11.756655 45.7225295, 11.756632 45.7225103, 11.7566194 45.7224868, 11.7566186 45.7224617)",roundabout,,
722930484,False,,Via Calvisano,residential,,True,36.59,"LINESTRING (11.7567165 45.7225483, 11.7567078 45.72258, 11.7566866 45.7226576, 11.7566443 45.7227809, 11.7566392 45.7228431, 11.7566514 45.7228705)",,,
28359415,True,,,residential,,False,14.277999999999999,"LINESTRING (11.7566186 45.7224617, 11.7566273 45.7224412, 11.756644 45.7224232, 11.7566672 45.7224093, 11.7566952 45.7224005, 11.7567256 45.7223976, 11.7567559 45.7224007)",roundabout,,
322190736,False,,Via Albano Rigoni,unclassified,,False,32.064,"LINESTRING (11.7603746 45.7218488, 11.7604615 45.7215669)",,,
322190737,False,,Via Albano Rigoni,unclassified,30,True,28.773,"LINESTRING (11.7603746 45.7218488, 11.7602892 45.7221006)",,,
"[722930480, 722930481]",False,,Via dei Dogi,residential,,True,267.353,"LINESTRING (11.7603746 45.7218488, 11.7603166 45.7218381, 11.7602516 45.7218275, 11.7601897 45.7218201, 11.7596569 45.7217421, 11.7587124 45.7216092, 11.7582776 45.721551, 11.7574621 45.7214292, 11.7570007 45.7213673)",,,
27895766,False,,Via Dante Alighieri,residential,,False,80.396,"LINESTRING (11.7638437 45.7210804, 11.7648605 45.7212176)",,,
250631636,False,SS47,Via Giuseppe Mazzini,primary,50,False,48.986,"LINESTRING (11.7638437 45.7210804, 11.7639584 45.7206472)",,2,
250631636,False,SS47,Via Giuseppe Mazzini,primary,50,True,54.185,"LINESTRING (11.7638437 45.7210804, 11.763717 45.7215596)",,2,
