osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,width
30608326,Via Roma,tertiary,roundabout,True,False,23.169,"LINESTRING (11.9541028 45.4159759, 11.9541009 45.4160175, 11.9540773 45.4160558, 11.9540353 45.4160852, 11.9539807 45.4161017, 11.9539214 45.4161029)",,,
1229095691,Via Guglielmo Marconi,tertiary,,False,False,105.80600000000001,"LINESTRING (11.9541028 45.4159759, 11.9543034 45.4159288, 11.9546329 45.4157924, 11.9552926 45.4155254)",2,,
30608326,Via Roma,tertiary,roundabout,True,False,28.541,"LINESTRING (11.9538218 45.415925, 11.9538603 45.4159002, 11.9539082 45.4158856, 11.9539602 45.4158827, 11.9540108 45.4158918, 11.9540544 45.415912, 11.9540862 45.4159411, 11.9541028 45.4159759)",,,
1085918986,Via Roma,tertiary,,False,False,183.307,"LINESTRING (11.9538218 45.415925, 11.953698 45.4158819, 11.9534382 45.4158044, 11.9532412 45.4157365, 11.9530905 45.4156869, 11.9530016 45.4156562, 11.9522663 45.4154017, 11.9522395 45.4153893, 11.9519714 45.4152655, 11.9517642 45.4151438)",2,,
1085918986,Via Roma,tertiary,,False,True,5.521,"LINESTRING (11.95171 45.4151119, 11.9517642 45.4151438)",2,,
31141705,Via Martiri della Libertà,residential,,False,False,172.54999999999998,"LINESTRING (11.95171 45.4151119, 11.9517774 45.4150717, 11.9518045 45.4150561, 11.9520694 45.4149035, 11.9525818 45.414638, 11.9532239 45.4144225, 11.953581 45.4143026)",,,
"[1230735489, 1085918986, 1230735490]",Via Roma,tertiary,,False,False,126.11899999999999,"LINESTRING (11.95171 45.4151119, 11.9514936 45.4149765, 11.9512954 45.4148359, 11.9512826 45.414825, 11.9512567 45.414803, 11.9512181 45.414766, 11.951147 45.4146978, 11.9511123 45.4146644, 11.9509531 45.4144818, 11.9509419 45.4144681, 11.9507819 45.4142716, 11.9507412 45.4142162)",2,,
"[1212705880, 684548692]",Via Roma,residential,,False,False,76.022,"LINESTRING (11.9507412 45.4142162, 11.9509169 45.4141734, 11.9514161 45.414042, 11.9514184 45.4140264, 11.9514089 45.4140042, 11.9514157 45.4139945, 11.9515868 45.4139469)",,,
"[1229189936, 1230735489, 1229189935]",Via Roma,tertiary,,False,False,175.185,"LINESTRING (11.9507412 45.4142162, 11.950568 45.4139659, 11.9505189 45.4138949, 11.9504809 45.4138296, 11.9499668 45.412945, 11.9498543 45.4127696)",2,,
"[1230735489, 1230735490, 1085918986]",Via Roma,tertiary,,False,True,126.11900000000001,"LINESTRING (11.9507412 45.4142162, 11.9507819 45.4142716, 11.9509419 45.4144681, 11.9509531 45.4144818, 11.9511123 45.4146644, 11.951147 45.4146978, 11.9512181 45.414766, 11.9512567 45.414803, 11.9512826 45.414825, 11.9512954 45.4148359, 11.9514936 45.4149765, 11.95171 45.4151119)",2,,
30608226,Via Roma,tertiary,,False,False,31.974,"LINESTRING (11.9488588 45.4107142, 11.9488055 45.4104291)",2,,
30608186,Via Dante Alighieri,residential,,False,True,112.22,"LINESTRING (11.9488588 45.4107142, 11.948795 45.410719, 11.9474613 45.4109492)",,,
30608226,Via Roma,tertiary,,False,True,45.214,"LINESTRING (11.9488588 45.4107142, 11.9489505 45.4110722, 11.9489613 45.4111144)",2,,
