osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed
234424599,Via Salita Dagne,residential,False,False,37.634,"LINESTRING (13.0582754 46.429821, 13.0587416 46.4297147)",,,
"[114947433, 234424599]","['Via Salita Dagne', 'Via Damarie']",residential,False,True,94.75,"LINESTRING (13.0582754 46.429821, 13.0581381 46.4298416, 13.0580024 46.4298245, 13.0575832 46.429601, 13.0573697 46.4295123, 13.0573944 46.4293904)",,,
"[62379210, 788026610, 62379212]",Via Carso,unclassified,False,False,167.178,"LINESTRING (13.0582754 46.429821, 13.0581467 46.4296149, 13.0579119 46.429248, 13.0578532 46.4291661, 13.0577693 46.4290686, 13.0576731 46.4289892, 13.0573965 46.4288679, 13.0572952 46.4288098, 13.0570433 46.4286256)",yes,,
788026610,Via Carso,unclassified,False,True,107.7,"LINESTRING (13.0582754 46.429821, 13.0584477 46.4300466, 13.0585247 46.4301046, 13.0591406 46.4304385, 13.0592201 46.430516)",,,
234424601,Via San Marco,residential,False,True,22.169,"LINESTRING (13.0573944 46.4293904, 13.0571202 46.4294539)",,,
"[114947433, 234424599]","['Via Salita Dagne', 'Via Damarie']",residential,False,False,94.75,"LINESTRING (13.0573944 46.4293904, 13.0573697 46.4295123, 13.0575832 46.429601, 13.0580024 46.4298245, 13.0581381 46.4298416, 13.0582754 46.429821)",,,
114947433,Via Damarie,residential,False,True,116.436,"LINESTRING (13.0573944 46.4293904, 13.0574726 46.4293452, 13.0574948 46.4292948, 13.0574755 46.4292361, 13.0573798 46.4291516, 13.0572352 46.4290384, 13.0570293 46.4288991, 13.0569452 46.4287573, 13.0568819 46.4285778, 13.0569117 46.4285118)",,,
234424597,Via Lovea,unclassified,False,False,61.485,"LINESTRING (13.0572906 46.4298001, 13.0570702 46.4298086, 13.0569965 46.4298416, 13.0568633 46.4298856, 13.0565271 46.4299417)",,2,30
234424597,Via Lovea,unclassified,False,True,52.565,"LINESTRING (13.0572906 46.4298001, 13.0574001 46.4298007, 13.0575084 46.4298148, 13.0577054 46.4298451, 13.0579235 46.429948)",,2,30
234424602,Via Superiore,residential,False,False,37.762,"LINESTRING (13.0572906 46.4298001, 13.0573319 46.4299767, 13.0574372 46.4301201)",,,
234424602,Via Superiore,residential,False,True,41.857,"LINESTRING (13.0572906 46.4298001, 13.0571983 46.4297319, 13.0571202 46.4294539)",,,
62379217,Via Cristoforo Colombo,unclassified,False,False,338.706,"LINESTRING (13.0546216 46.4283548, 13.053704 46.427527, 13.0534723 46.4272891, 13.0529916 46.4266078, 13.0528176 46.4263497, 13.0527344 46.4261724, 13.052689 46.4259898, 13.0526814 46.4258151, 13.0527075 46.4256872)",,2,30
"[62379217, 913174562, 788026612]",Via Cristoforo Colombo,unclassified,False,"[False, True]",86.666,"LINESTRING (13.0546216 46.4283548, 13.0546309 46.4283736, 13.0547027 46.428439, 13.0552958 46.4289793)",yes,2,30
234424605,,unclassified,False,True,184.86999999999998,"LINESTRING (13.0546216 46.4283548, 13.0543052 46.4284676, 13.0540799 46.4285143, 13.0539476 46.428591, 13.0538101 46.4286599, 13.0536277 46.4286887, 13.0532197 46.4287116, 13.0530209 46.428713, 13.0527854 46.4287009, 13.0523543 46.4286212)",,,
"[62379216, 62379212, 62379215]",Via Carso,unclassified,False,True,465.305,"LINESTRING (13.0527075 46.4256872, 13.0528433 46.4259313, 13.0531029 46.4264398, 13.0532626 46.4266265, 13.0542377 46.4272827, 13.0544106 46.4273759, 13.0552037 46.4276797, 13.0552787 46.4277079, 13.0562313 46.4280829, 13.0564049 46.428176, 13.0568518 46.4284668, 13.0569117 46.4285118)",yes,,
62379217,Via Cristoforo Colombo,unclassified,False,True,338.70599999999996,"LINESTRING (13.0527075 46.4256872, 13.0526814 46.4258151, 13.052689 46.4259898, 13.0527344 46.4261724, 13.0528176 46.4263497, 13.0529916 46.4266078, 13.0534723 46.4272891, 13.053704 46.427527, 13.0546216 46.4283548)",,2,30
62379212,Via Carso,unclassified,False,False,16.182,"LINESTRING (13.0570433 46.4286256, 13.0569117 46.4285118)",,,
"[788026610, 62379210, 62379212]",Via Carso,unclassified,False,True,167.178,"LINESTRING (13.0570433 46.4286256, 13.0572952 46.4288098, 13.0573965 46.4288679, 13.0576731 46.4289892, 13.0577693 46.4290686, 13.0578532 46.4291661, 13.0579119 46.429248, 13.0581467 46.4296149, 13.0582754 46.429821)",yes,,
114959260,,unclassified,False,True,71.675,"LINESTRING (13.0570433 46.4286256, 13.0570441 46.4285472, 13.0569438 46.4283878, 13.0567524 46.4280182)",,,
234424601,Via San Marco,residential,False,False,51.329,"LINESTRING (13.055581 46.4294706, 13.0562506 46.4294613)",,,
"[913174562, 788026611]",Via Cristoforo Colombo,"['residential', 'unclassified']",False,False,59.737,"LINESTRING (13.055581 46.4294706, 13.055547 46.4294023, 13.0553946 46.4292367, 13.0553577 46.4290954, 13.0553226 46.4290123, 13.0553108 46.4290056, 13.0552958 46.4289793)",,2,30
788026611,Via Cristoforo Colombo,residential,False,True,106.214,"LINESTRING (13.055581 46.4294706, 13.0556293 46.4296612, 13.0556617 46.4297329, 13.0557585 46.4298355, 13.0557983 46.4298627, 13.0558857 46.4298942, 13.0561308 46.4299589, 13.056282 46.4299722, 13.0565271 46.4299417)",,2,30
