osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,junction,maxspeed,tunnel
43784838,True,Via Quattro Novembre,residential,False,46.388,"LINESTRING (18.0273662 40.1737997, 18.027709 40.1741244)",,,,,
82938007,False,Via Luigi Einaudi,residential,True,54.05,"LINESTRING (18.0273662 40.1737997, 18.0268717 40.1741055)",,,,,
82938007,False,Via Luigi Einaudi,residential,False,132.866,"LINESTRING (18.0273662 40.1737997, 18.0285055 40.1731075, 18.0285904 40.1730562)",,,,,
160170140,False,Via Napoli,secondary,False,41.868,"LINESTRING (18.0251025 40.1764849, 18.0254003 40.1767849)",,,,,
160170140,False,Via Napoli,secondary,True,46.917,"LINESTRING (18.0251025 40.1764849, 18.0247532 40.1761581)",,,,,
82718941,True,Via Felice Cavallotti,residential,False,58.157,"LINESTRING (18.0261456 40.1774404, 18.0265471 40.1770168)",,,,,
160170140,False,Via Napoli,secondary,False,40.293,"LINESTRING (18.0261456 40.1774404, 18.0264526 40.1777166)",,,,,
160170140,False,Via Napoli,secondary,True,37.974,"LINESTRING (18.0261456 40.1774404, 18.0258517 40.1771831)",,,,,
82718818,False,Via Don Giovanni Minzoni,residential,False,29.968,"LINESTRING (18.0270571 40.1782839, 18.0273864 40.1783805)",,,,,
160170140,False,Via Napoli,secondary,True,41.083,"LINESTRING (18.0270571 40.1782839, 18.026755 40.1779954)",,,,,
162153149,False,Via Roma,primary,False,87.726,"LINESTRING (18.0270571 40.1782839, 18.0264542 40.1789244)",2,SP359,,,
1229097724,False,Via Roma,primary,True,93.603,"LINESTRING (18.0270571 40.1782839, 18.0276661 40.1775824)",2,SP359,,,
82718814,True,Via Regina Elena,residential,False,12.254,"LINESTRING (18.026106 40.1797155, 18.0262075 40.1797938)",,,,,
82718976,True,Via Ettore Fieramosca,residential,False,90.915,"LINESTRING (18.026106 40.1797155, 18.0253499 40.1791369)",,,,,
1150989005,False,Via Madonna di Costantinopoli,primary,False,23.815,"LINESTRING (18.026106 40.1797155, 18.0259201 40.1798758)",2,SP359,,,
162153149,False,Via Roma,primary,True,94.333,"LINESTRING (18.026106 40.1797155, 18.0262433 40.1791965, 18.0263046 40.1790781, 18.0264542 40.1789244)",2,SP359,,,
1150989005,False,Via Madonna di Costantinopoli,primary,True,23.815,"LINESTRING (18.0259201 40.1798758, 18.026106 40.1797155)",2,SP359,,,
1150989006,True,,primary,False,16.304000000000002,"LINESTRING (18.0259201 40.1798758, 18.0259362 40.1798969, 18.025943 40.1799208, 18.0259397 40.1799451, 18.0259268 40.1799675, 18.0259055 40.1799857, 18.0258779 40.179998)",,,roundabout,,
1150989006,True,,primary,False,7.463,"LINESTRING (18.0258779 40.179998, 18.0258493 40.180003, 18.0258201 40.1800016, 18.0257926 40.179994)",,,roundabout,,
69307175,False,Via Enrico Ferri,tertiary,False,126.059,"LINESTRING (18.0277826 40.1722399, 18.027676 40.1722727, 18.0268601 40.1726347, 18.0264898 40.1727945)",,,,,
82762397,False,Via Ugo Betti,tertiary,True,79.967,"LINESTRING (18.0277826 40.1722399, 18.0278544 40.1722178, 18.0285464 40.1718228)",2,,,,
447365540,True,Via Roma,primary,False,19.637999999999998,"LINESTRING (18.0315691 40.1755905, 18.0315116 40.1755884, 18.0314678 40.1755935, 18.0314086 40.1756099, 18.0313485 40.1756313)",2,SP359,,50,
447365544,False,Via Roma,primary,True,14.219999999999999,"LINESTRING (18.0315691 40.1755905, 18.0315841 40.1755953, 18.0317203 40.1756453)",2,SP359,,,
69307177,False,Via Roma,primary,False,43.765,"LINESTRING (18.0307997 40.1758329, 18.0303406 40.1760114)",2,SP359,,,
82718809,True,Via Benedetto Vetere,tertiary,False,18.18,"LINESTRING (18.0307997 40.1758329, 18.0308374 40.1757825, 18.030851 40.1757549, 18.030864 40.1757243, 18.0308802 40.1756823)",,,,,
482279517,True,Via Venticinque Luglio,primary,False,65.099,"LINESTRING (18.0339178 40.1727479, 18.0341083 40.1726675, 18.0344829 40.1725219, 18.0346084 40.1725016)",1,SP359,,,
482279519,True,Piazzale Antonio Ammassari,primary,False,6.508,"LINESTRING (18.0339178 40.1727479, 18.0339376 40.1727602, 18.0339515 40.1727766, 18.0339582 40.1727954)",,,roundabout,,
82718963,True,Via Venezia,residential,False,72.159,"LINESTRING (18.0323698 40.1748816, 18.0331244 40.1751794)",,,,,
482279518,False,Via Venticinque Luglio,primary,False,43.31,"LINESTRING (18.0323698 40.1748816, 18.0326049 40.174536)",2,SP359,,,
482279518,False,Via Venticinque Luglio,primary,True,44.779,"LINESTRING (18.0323698 40.1748816, 18.0321389 40.1752436)",2,SP359,,,
82718852,True,Via Giuseppe Verdi,residential,False,73.63600000000001,"LINESTRING (18.0323698 40.1748816, 18.0323266 40.1748679, 18.0315899 40.1745929)",,,,,
82800616,False,Via Flavio Gioia,residential,False,68.621,"LINESTRING (18.0347426 40.1771734, 18.035201 40.1766653)",,,,,
82800616,False,Via Flavio Gioia,residential,True,42.374,"LINESTRING (18.0347426 40.1771734, 18.0343619 40.1774196)",,,,,
82895226,False,Via Buccari,residential,True,48.803,"LINESTRING (18.0347426 40.1771734, 18.0352775 40.1773334)",,,,,
74228589,True,Via Cavour,residential,False,9.73,"LINESTRING (18.0357924 40.1769034, 18.0357937 40.1768159)",,,,,
74228598,False,Via Gabriele D'Annunzio,residential,True,43.718,"LINESTRING (18.0357924 40.1769034, 18.0361889 40.177154)",,,,,
74228592,False,Via Francesco de Pinedo,residential,False,108.93,"LINESTRING (18.0360222 40.1775681, 18.0358347 40.1780555, 18.0354112 40.1783986)",,,,,
74228592,False,Via Francesco de Pinedo,residential,True,48.175,"LINESTRING (18.0360222 40.1775681, 18.0360548 40.1774857, 18.0361889 40.177154)",,,,,
82762416,False,Via Santo Romano,residential,False,36.14,"LINESTRING (18.0360222 40.1775681, 18.0359142 40.177515, 18.0356352 40.1774373)",,,,,
82718767,False,Via Conte di Torino,residential,False,98.66,"LINESTRING (18.0340131 40.1796035, 18.0342696 40.1797854, 18.0348466 40.1802212)",,,,,
82718957,False,Via Giuseppe Grassi,tertiary,False,67.697,"LINESTRING (18.0340131 40.1796035, 18.0345301 40.1794161, 18.034733 40.1793425)",2,,,,
82718957,False,Via Giuseppe Grassi,tertiary,True,27.536,"LINESTRING (18.0340131 40.1796035, 18.0338833 40.179652, 18.0337208 40.1797105)",2,,,,
82800599,False,Via Giovanni Boccaccio,residential,False,31.644,"LINESTRING (18.0358602 40.1764109, 18.035513 40.1763079)",,,,,
74228589,True,Via Cavour,residential,False,41.959,"LINESTRING (18.0358602 40.1764109, 18.0358634 40.1763917, 18.035966 40.1760424)",,,,,
74228589,True,Via Cavour,residential,False,60.851,"LINESTRING (18.0356352 40.1774373, 18.0357924 40.1769034)",,,,,
82895226,False,Via Buccari,residential,False,32.512,"LINESTRING (18.0356352 40.1774373, 18.0352775 40.1773334)",,,,,
82762416,False,Via Santo Romano,residential,True,36.14,"LINESTRING (18.0356352 40.1774373, 18.0359142 40.177515, 18.0360222 40.1775681)",,,,,
74228598,False,Via Gabriele D'Annunzio,residential,False,43.718,"LINESTRING (18.0361889 40.177154, 18.0357924 40.1769034)",,,,,
74228592,False,Via Francesco de Pinedo,residential,False,48.175,"LINESTRING (18.0361889 40.177154, 18.0360548 40.1774857, 18.0360222 40.1775681)",,,,,
43784837,False,Corso Giuseppe Galliano,tertiary,False,20.896,"LINESTRING (18.0352588 40.1782511, 18.0354112 40.1783986)",2,,,,
43784837,False,Corso Giuseppe Galliano,tertiary,True,65.752,"LINESTRING (18.0352588 40.1782511, 18.0351845 40.1781839, 18.0349092 40.1779348, 18.0347595 40.1777993)",2,,,,
74228589,True,Via Cavour,residential,False,96.02199999999999,"LINESTRING (18.0352588 40.1782511, 18.0353083 40.1781569, 18.0354112 40.1779609, 18.0356352 40.1774373)",,,,,
1195260772,True,Via Cavour,residential,False,23.967,"LINESTRING (18.0361517 40.1755289, 18.0362189 40.1754063, 18.0362607 40.1753301)",,,,,
1195260777,True,Via Fiume,residential,False,17.039,"LINESTRING (18.0361517 40.1755289, 18.0360859 40.1754756, 18.0360087 40.1754216)",,,,,
75096222,True,Via Contardo Ferrini,residential,False,21.834,"LINESTRING (18.0249689 40.1776316, 18.0248764 40.1774484)",,,,,
82718839,True,Via Enrico De Nicola,residential,False,10.287,"LINESTRING (18.0249689 40.1776316, 18.0250473 40.1777021)",,,,,
74228589,True,Via Cavour,residential,False,3.001,"LINESTRING (18.035966 40.1760424, 18.035975 40.1760163)",,,,,
82938007,False,Via Luigi Einaudi,residential,True,132.866,"LINESTRING (18.0285904 40.1730562, 18.0285055 40.1731075, 18.0273662 40.1737997)",,,,,
378174673,True,Via Alessandro Volta,tertiary,False,113.79599999999999,"LINESTRING (18.0285904 40.1730562, 18.0278453 40.1723033, 18.0277826 40.1722399)",,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,False,16.731,"LINESTRING (18.0325143 40.1803881, 18.0323632 40.1804846)",2,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,True,24.721,"LINESTRING (18.0325143 40.1803881, 18.0327319 40.1802405)",2,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,False,22.694,"LINESTRING (18.032216 40.1805837, 18.0320104 40.180714)",2,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,True,16.668,"LINESTRING (18.032216 40.1805837, 18.0323632 40.1804846)",2,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,False,40.648,"LINESTRING (18.0330897 40.1799978, 18.0327319 40.1802405)",2,,,,
82549525,False,Via Principe Amedeo,residential,False,25.421,"LINESTRING (18.0330897 40.1799978, 18.0333172 40.1801463)",,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,True,31.471999999999998,"LINESTRING (18.0330897 40.1799978, 18.0332368 40.179901, 18.0333704 40.1798131)",2,,,,
82718957,False,Via Giuseppe Grassi,tertiary,False,31.88,"LINESTRING (18.0333704 40.1798131, 18.0337208 40.1797105)",2,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,False,31.471999999999998,"LINESTRING (18.0333704 40.1798131, 18.0332368 40.179901, 18.0330897 40.1799978)",2,,,,
1228447860,True,Piazza della Repubblica,residential,False,13.533000000000001,"LINESTRING (18.0333704 40.1798131, 18.0332701 40.1797676, 18.0332334 40.179751)",,,,,
82549525,False,Via Principe Amedeo,residential,False,62.072,"LINESTRING (18.0333172 40.1801463, 18.0338506 40.1805278)",,,,,
82549525,False,Via Principe Amedeo,residential,True,25.421,"LINESTRING (18.0333172 40.1801463, 18.0330897 40.1799978)",,,,,
82549531,False,Via Carlo Poerio,residential,False,78.403,"LINESTRING (18.0333172 40.1801463, 18.033167 40.1802524, 18.0336309 40.1806714)",,,,,
82549521,True,Via Simon Gentile,residential,False,26.184,"LINESTRING (18.034086 40.1803758, 18.0338506 40.1805278)",,,,50,
43785924,True,Via XX Settembre,tertiary,False,87.263,"LINESTRING (18.034086 40.1803758, 18.0335708 40.1799594, 18.0333704 40.1798131)",,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,False,24.721,"LINESTRING (18.0327319 40.1802405, 18.0325143 40.1803881)",2,,,,
82549511,False,Via Duca degli Abruzzi,tertiary,True,40.648,"LINESTRING (18.0327319 40.1802405, 18.0330897 40.1799978)",2,,,,
82549531,False,Via Carlo Poerio,residential,True,78.403,"LINESTRING (18.0336309 40.1806714, 18.033167 40.1802524, 18.0333172 40.1801463)",,,,,
82549521,True,Via Simon Gentile,residential,False,24.563,"LINESTRING (18.0338506 40.1805278, 18.0336309 40.1806714)",,,,50,
82549525,False,Via Principe Amedeo,residential,True,62.072,"LINESTRING (18.0338506 40.1805278, 18.0333172 40.1801463)",,,,,
82718866,False,Corso Giuseppe Garibaldi,tertiary,False,32.251,"LINESTRING (18.0279052 40.1806799, 18.0281727 40.1804741)",,,,,
82718783,True,Corso Vittorio Emanuele II,residential,False,15.27,"LINESTRING (18.0327415 40.1795379, 18.0325778 40.1794812)",,,,,
"[1228447867, 1228447866, 83056691]",False,Via Pellettieri,residential,True,95.59700000000001,"LINESTRING (18.0327415 40.1795379, 18.032648 40.179656, 18.0325168 40.1798005, 18.0323551 40.1799777, 18.0322887 40.1800102, 18.0320419 40.1801779, 18.0320256 40.1801898)",,,,,
1229097731,False,Piazza San Nicola,residential,False,7.795,"LINESTRING (18.0283477 40.177792, 18.0284272 40.177757)",,,,,
82800579,False,Piazza San Nicola,residential,True,34.747,"LINESTRING (18.0283477 40.177792, 18.0282175 40.1777489, 18.0279938 40.1776374)",,,,,
"[82718873, 1229097730]",False,"['Piazza San Nicola', 'Via Santa Maria Cantone']",residential,True,94.20599999999999,"LINESTRING (18.0283477 40.177792, 18.0283366 40.1778139, 18.0283043 40.1778779, 18.0283216 40.1780046, 18.0283504 40.1780905, 18.028359 40.1781928, 18.0283264 40.1782754, 18.028103 40.1785813)",,,,,
446840377,True,Via Benedetto Vetere,residential,False,45.085,"LINESTRING (18.0318271 40.1742302, 18.0315899 40.1745929)",,,,,
82718808,True,Via Vincenzo Bellini,residential,False,74.321,"LINESTRING (18.0318271 40.1742302, 18.0325517 40.174514, 18.0326049 40.174536)",,,,,
43784837,False,Corso Giuseppe Galliano,tertiary,False,32.072,"LINESTRING (18.034122 40.1771969, 18.0343619 40.1774196)",2,,,,
43784837,False,Corso Giuseppe Galliano,tertiary,True,59.79900000000001,"LINESTRING (18.034122 40.1771969, 18.0338462 40.1769422, 18.0336734 40.1767825)",2,,,,
82979356,True,Via Don Luigi Sturzo,residential,False,90.149,"LINESTRING (18.0253405 40.1779685, 18.0261456 40.1774404)",,,,,
82718839,True,Via Enrico De Nicola,residential,False,39.016999999999996,"LINESTRING (18.0253405 40.1779685, 18.0256189 40.1782029, 18.0256486 40.1782287)",,,,,
82718808,True,Via Vincenzo Bellini,residential,False,17.632,"LINESTRING (18.0294807 40.1725135, 18.0296053 40.1726403)",,,,,
378174672,True,Via Domenico Cirillo,residential,False,48.769,"LINESTRING (18.0294807 40.1725135, 18.0290299 40.172785)",,,,,
482279518,False,Via Venticinque Luglio,primary,False,44.754,"LINESTRING (18.0326049 40.174536, 18.0328456 40.174178)",2,SP359,,,
482279518,False,Via Venticinque Luglio,primary,True,43.31,"LINESTRING (18.0326049 40.174536, 18.0323698 40.1748816)",2,SP359,,,
1002686881,True,Piazza Giuseppe Mazzini,tertiary,False,11.065,"LINESTRING (18.0357531 40.1787436, 18.0357779 40.1787597, 18.0357949 40.1787809, 18.0358026 40.1788051, 18.0358001 40.1788299)",1,,roundabout,,
82895205,True,Via Nicola Ingusci,residential,False,21.465,"LINESTRING (18.026598 40.1797116, 18.0268415 40.1796601)",,,,,
82718850,False,Via Giovanni Lopez,residential,False,127.19800000000001,"LINESTRING (18.026598 40.1797116, 18.0267719 40.1799474, 18.0269032 40.180081, 18.027038 40.1801772, 18.0273119 40.1802784, 18.0277176 40.1803996)",,,,,
43784848,True,Via Pietro Bonfante,residential,False,42.752,"LINESTRING (18.0311885 40.1720707, 18.0314425 40.1724026)",,,,,
82718833,True,Via Brindisi,residential,False,46.032,"LINESTRING (18.0299307 40.1753497, 18.0297012 40.1749747)",,,,,
82718872,True,Via Montegrappa,residential,False,50.378,"LINESTRING (18.0299307 40.1753497, 18.0303814 40.1750553)",,,,,
82938004,False,Via John Fitzgerald Kennedy,residential,False,68.849,"LINESTRING (18.0347757 40.1732535, 18.0348825 40.1731748, 18.0348959 40.1731697, 18.0350868 40.1730971, 18.0352729 40.1730263, 18.0353892 40.1729821, 18.0354751 40.1729494)",,,,,
287204828,False,Via John Fitzgerald Kennedy,residential,False,20.618000000000002,"LINESTRING (18.0347757 40.1732535, 18.0348503 40.1733105, 18.0349473 40.1733846)",,,,,
287204828,False,Via John Fitzgerald Kennedy,residential,True,59.96300000000001,"LINESTRING (18.0347757 40.1732535, 18.034265 40.173005, 18.0342368 40.1729865, 18.0342039 40.1729733, 18.0341809 40.1729641)",,,,,
79312264,False,Via Madonna di Costantinopoli,primary,True,6.747,"LINESTRING (18.0259124 40.1804569, 18.0258928 40.1803981)",2,SP359,,,
82718769,False,Via Madonna di Costantinopoli,residential,False,33.39,"LINESTRING (18.0259124 40.1804569, 18.0261965 40.1802494)",,,,,
79312264,False,Via Madonna di Costantinopoli,primary,False,6.747,"LINESTRING (18.0258928 40.1803981, 18.0259124 40.1804569)",2,SP359,,,
79312264,False,Via Madonna di Costantinopoli,primary,True,45.97,"LINESTRING (18.0258928 40.1803981, 18.025802 40.180112, 18.0257876 40.1800435, 18.0257926 40.179994)",2,SP359,,,
82718857,True,Via Taranto,residential,False,47.097,"LINESTRING (18.0308035 40.1742782, 18.031208 40.1739886)",,,,,
82718852,True,Via Giuseppe Verdi,residential,False,72.872,"LINESTRING (18.0308035 40.1742782, 18.0300776 40.1740024, 18.0300367 40.1739847)",,,,,
82718892,True,Via Torquato Tasso,residential,False,39.613,"LINESTRING (18.0336377 40.1753801, 18.0334984 40.1755704, 18.0334134 40.1756924)",,,,,
82937990,True,Via Venezia,residential,False,101.993,"LINESTRING (18.0336377 40.1753801, 18.0346673 40.175779, 18.0347084 40.1757949)",,,,,
82718908,True,Via Bertrand Russel,residential,False,131.379,"LINESTRING (18.0289326 40.173402, 18.027709 40.1741244)",,,,,
378174673,True,Via Alessandro Volta,tertiary,False,48.206,"LINESTRING (18.0289326 40.173402, 18.028652 40.1731185, 18.0285904 40.1730562)",,,,,
1194853804,True,Via Firenze,residential,False,71.481,"LINESTRING (18.0333587 40.1748215, 18.0326049 40.174536)",,,,,
82718808,True,Via Vincenzo Bellini,residential,False,55.356,"LINESTRING (18.0301571 40.1732334, 18.0305829 40.1736102)",,,,,
82718968,True,Via Aulo Cornelio Celso,residential,False,78.62,"LINESTRING (18.0301571 40.1732334, 18.0308636 40.1727768)",,,,,
82895204,True,Via Giovanni Zuccaro,residential,False,30.616,"LINESTRING (18.0331451 40.1767261, 18.0334232 40.176551)",,,,,
82762428,False,Via Santa Lucia,residential,True,75.099,"LINESTRING (18.0331451 40.1767261, 18.0334695 40.1769935, 18.03374 40.1772256)",,,,,
82895205,True,Via Nicola Ingusci,residential,False,2.723,"LINESTRING (18.0265671 40.1797181, 18.026598 40.1797116)",,,,,
82718806,False,Via Le Mura,residential,False,119.376,"LINESTRING (18.0265671 40.1797181, 18.0265423 40.179541, 18.0265567 40.1793316, 18.0266498 40.1791525, 18.0267274 40.1790241, 18.0267987 40.1789516, 18.0268596 40.1789249, 18.0269256 40.1788342, 18.0270487 40.1787909)",,,,,
82718889,True,Via Umberto Maddalena,residential,False,16.189,"LINESTRING (18.028253 40.1754401, 18.0283996 40.1753471)",,,,,
