osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,area
87375362,Via Taddeide,residential,False,True,30.528,,,"LINESTRING (12.5047896 42.0998454, 12.5051043 42.0999898)",,
87352946,Viale Parigi,tertiary,False,False,86.994,2,50,"LINESTRING (12.5047896 42.0998454, 12.5048504 42.0997921, 12.5049012 42.0997475, 12.504921 42.0997293, 12.5049387 42.0997106, 12.5049544 42.0996925, 12.5049722 42.0996692, 12.5049881 42.0996465, 12.5050022 42.0996202, 12.505129 42.0993434, 12.5052072 42.0991381)",,
697687334,Via Rianese,secondary,False,False,77.52300000000001,2,50,"LINESTRING (12.5047896 42.0998454, 12.5046893 42.099908, 12.5046535 42.0999303, 12.5046076 42.0999604, 12.5045083 42.1000302, 12.5044318 42.1000891, 12.5044022 42.1001141, 12.5043348 42.100176, 12.5043162 42.1001943, 12.5042948 42.1002176, 12.5042737 42.1002418, 12.5042542 42.1002679, 12.5042393 42.100289, 12.5042253 42.1003111, 12.5041907 42.1003715)",SP16A,
697687334,Via Rianese,secondary,False,True,461.83599999999996,2,50,"LINESTRING (12.5047896 42.0998454, 12.5050058 42.0997606, 12.5050339 42.099751, 12.5050643 42.0997421, 12.505102 42.0997323, 12.5051404 42.0997236, 12.5051804 42.0997174, 12.5052211 42.0997122, 12.5052578 42.099709, 12.5052906 42.099708, 12.5054068 42.0997094, 12.5054792 42.0997118, 12.5055596 42.0997152, 12.5056459 42.0997209, 12.5057403 42.0997276, 12.5059545 42.0997471, 12.5062316 42.0997674, 12.5063977 42.0997796, 12.506437 42.0997822, 12.5065004 42.0997855, 12.5065625 42.0997878, 12.506627 42.0997893, 12.5066902 42.0997898, 12.5067305 42.0997894, 12.5067733 42.0997878, 12.5068016 42.0997863, 12.5068508 42.0997826, 12.5068972 42.0997788, 12.5069533 42.0997715, 12.5070067 42.0997642, 12.507042 42.0997585, 12.5070811 42.0997514, 12.5071891 42.0997273, 12.5072795 42.0997058, 12.5073753 42.0996814, 12.5074632 42.0996571, 12.5075564 42.0996299, 12.5076087 42.0996136, 12.5076572 42.0995965, 12.5077054 42.0995784, 12.5077654 42.0995544, 12.5078187 42.0995314, 12.5078784 42.0995021, 12.5079315 42.0994739, 12.507983 42.0994442, 12.5080236 42.0994192, 12.5080638 42.0993973, 12.508108 42.0993765, 12.5081508 42.0993576, 12.5081977 42.0993397, 12.5083417 42.0992975, 12.5084183 42.0992773, 12.508503 42.0992572, 12.5085908 42.0992384, 12.5086866 42.0992197, 12.5087303 42.099212, 12.5087907 42.0992001, 12.5088477 42.0991879, 12.5089074 42.0991747, 12.5089717 42.0991582, 12.5090387 42.0991407, 12.5091167 42.0991195, 12.5093828 42.0990416, 12.5096814 42.0989441, 12.509791 42.0989048, 12.5098939 42.0988654, 12.5099773 42.0988317, 12.5100269 42.0988099, 12.510054 42.098798)",SP16A,
697687334,Via Rianese,secondary,False,False,22.397,2,50,"LINESTRING (12.5102897 42.0986981, 12.5101797 42.0987435, 12.510054 42.098798)",SP16A,
697687334,Via Rianese,secondary,False,True,92.08,2,50,"LINESTRING (12.5102897 42.0986981, 12.5105849 42.0985762, 12.5109348 42.098432, 12.5109562 42.0984242, 12.5109857 42.098414, 12.5110059 42.0984075, 12.511073 42.0983879, 12.5111516 42.0983677, 12.5111915 42.0983584, 12.5112307 42.0983497, 12.5112897 42.0983368)",SP16A,
87352946,Viale Parigi,tertiary,False,False,10.801,2,50,"LINESTRING (12.5057939 42.0975763, 12.5058317 42.0974833)",,
87352946,Viale Parigi,tertiary,False,True,180.292,2,50,"LINESTRING (12.5057939 42.0975763, 12.5057643 42.0976492, 12.5056262 42.0980386, 12.5055164 42.0983267, 12.5052072 42.0991381)",,
697687334,Via Rianese,secondary,False,False,92.08,2,50,"LINESTRING (12.5112897 42.0983368, 12.5112307 42.0983497, 12.5111915 42.0983584, 12.5111516 42.0983677, 12.511073 42.0983879, 12.5110059 42.0984075, 12.5109857 42.098414, 12.5109562 42.0984242, 12.5109348 42.098432, 12.5105849 42.0985762, 12.5102897 42.0986981)",SP16A,
87375362,Via Taddeide,residential,False,True,183.841,,,"LINESTRING (12.5054793 42.1001619, 12.5073743 42.1010317)",,
87375359,Via 25 Aprile,residential,True,False,112.85100000000001,,,"LINESTRING (12.5054793 42.1001619, 12.505444 42.100215, 12.5049125 42.1010155, 12.5048748 42.1010723)",La Rosta,
87375362,Via Taddeide,residential,False,False,36.379,,,"LINESTRING (12.5054793 42.1001619, 12.505452 42.1001494, 12.5051043 42.0999898)",,
88863262,Piazza degli Eroi,residential,False,False,30.656,,,"LINESTRING (12.5037907 42.1019803, 12.5039629 42.101736)",,no
87378124,Via Giovanni Pascoli,residential,True,False,11.036999999999999,,,"LINESTRING (12.5037907 42.1019803, 12.5037634 42.1020256, 12.5037349 42.1020705)",,
87375362,Via Taddeide,residential,False,False,183.841,,,"LINESTRING (12.5073743 42.1010317, 12.5054793 42.1001619)",,
87375354,Piazza degli Eroi,residential,True,False,34.88,,,"LINESTRING (12.5039629 42.101736, 12.5043444 42.1018712)",,no
87378121,Via Giacomo Matteotti,residential,True,False,97.761,,,"LINESTRING (12.5039629 42.101736, 12.5044502 42.1009346)",La Rosta,
88863262,Piazza degli Eroi,residential,False,True,30.656,,,"LINESTRING (12.5039629 42.101736, 12.5037907 42.1019803)",,no
87375354,Piazza degli Eroi,residential,True,False,34.847,,,"LINESTRING (12.5041711 42.1021165, 12.5037907 42.1019803)",,no
87375354,Piazza degli Eroi,residential,True,False,30.796,,,"LINESTRING (12.5043444 42.1018712, 12.5041711 42.1021165)",,no
87378120,Via della Libertà,residential,False,True,38.231,,,"LINESTRING (12.5044502 42.1009346, 12.5048748 42.1010723)",,
87378121,Via Giacomo Matteotti,residential,True,False,118.272,,,"LINESTRING (12.5044502 42.1009346, 12.5047326 42.1004702, 12.5047966 42.1003781, 12.5048658 42.1002831, 12.5051043 42.0999898)",La Rosta,
697687334,Via Rianese,secondary,False,False,32.074999999999996,2,50,"LINESTRING (12.502053 42.1024795, 12.502039 42.1024875, 12.5018632 42.1025882, 12.5018085 42.1026176, 12.5017405 42.1026509)",SP16A,
697687334,Via Rianese,secondary,False,True,68.278,2,50,"LINESTRING (12.502053 42.1024795, 12.5021848 42.102404, 12.5024798 42.1022197, 12.5025625 42.1021665, 12.502641 42.1021091, 12.5026801 42.1020796)",SP16A,
87378122,Via Ugo Foscolo,residential,True,False,33.553,,,"LINESTRING (12.5023814 42.1026575, 12.502053 42.1024795)",,
87378454,Via Giacono Leopardi,residential,True,False,68.823,,,"LINESTRING (12.5023814 42.1026575, 12.5026801 42.1020796)",,
87378117,Via Francesco Petrarca,residential,True,False,37.612,,,"LINESTRING (12.5035259 42.1024038, 12.5031209 42.1022485)",,
87378124,Via Giovanni Pascoli,residential,True,False,7.418,,,"LINESTRING (12.5035259 42.1024038, 12.503488 42.1024643)",,
87375359,Via 25 Aprile,residential,True,False,99.027,,,"LINESTRING (12.5048748 42.1010723, 12.5043444 42.1018712)",La Rosta,
87378120,Via della Libertà,residential,False,False,38.231,,,"LINESTRING (12.5048748 42.1010723, 12.5044502 42.1009346)",,
87378123,Via Vincenzo Bellini,residential,False,True,66.296,,,"LINESTRING (12.5028107 42.1027985, 12.5031209 42.1022485)",,
87378122,Via Ugo Foscolo,residential,True,False,38.733000000000004,,,"LINESTRING (12.5028107 42.1027985, 12.5026248 42.1027375, 12.5023814 42.1026575)",,
87378122,Via Ugo Foscolo,residential,True,False,35.029,,,"LINESTRING (12.5031989 42.1029261, 12.5028107 42.1027985)",,
87378165,Via Ugo Foscolo,residential,True,False,54.024,,,"LINESTRING (12.5031989 42.1029261, 12.5037856 42.1031419)",,
697687334,Via Rianese,secondary,False,True,3.165,2,50,"LINESTRING (12.5041757 42.1003977, 12.5041907 42.1003715)",SP16A,
87378119,Via della Repubblica,residential,True,False,150.293,,,"LINESTRING (12.5041757 42.1003977, 12.5041615 42.1005749, 12.5041398 42.1007056, 12.5039725 42.1013927, 12.5039629 42.1014461, 12.5039572 42.1015015, 12.5039534 42.1015508, 12.5039536 42.1016021, 12.5039629 42.101736)",,
697687334,Via Rianese,secondary,False,False,186.55599999999998,2,50,"LINESTRING (12.5041757 42.1003977, 12.5041534 42.1004366, 12.5041344 42.1004777, 12.5040342 42.1006946, 12.5039806 42.1007894, 12.5039065 42.1009026, 12.5037718 42.1010874, 12.5036415 42.1012495, 12.5036084 42.1012894, 12.5035635 42.1013418, 12.5035187 42.1013846, 12.5034831 42.1014168, 12.5032294 42.1016389, 12.5031739 42.1016854, 12.5030156 42.1018181)",SP16A,
697687334,Via Rianese,secondary,False,True,9.458,2,50,"LINESTRING (12.5026801 42.1020796, 12.5027604 42.1020189)",SP16A,
697687334,Via Rianese,secondary,False,False,68.27799999999999,2,50,"LINESTRING (12.5026801 42.1020796, 12.502641 42.1021091, 12.5025625 42.1021665, 12.5024798 42.1022197, 12.5021848 42.102404, 12.502053 42.1024795)",SP16A,
87375362,Via Taddeide,residential,False,False,30.528,,,"LINESTRING (12.5051043 42.0999898, 12.5047896 42.0998454)",,
87375362,Via Taddeide,residential,False,True,36.379,,,"LINESTRING (12.5051043 42.0999898, 12.505452 42.1001494, 12.5054793 42.1001619)",,
87378117,Via Francesco Petrarca,residential,True,False,40.93,,,"LINESTRING (12.5031209 42.1022485, 12.5026801 42.1020796)",,
87378123,Via Vincenzo Bellini,residential,False,False,66.296,,,"LINESTRING (12.5031209 42.1022485, 12.5028107 42.1027985)",,
88405741,Via Giosuè Carducci,residential,True,False,21.447,,,"LINESTRING (12.5037856 42.1031419, 12.5038514 42.1029553)",,
87378448,Via Giosuè Carducci,residential,False,True,30.154,,,"LINESTRING (12.5037856 42.1031419, 12.5037781 42.1031965, 12.5037691 42.1032302, 12.5037613 42.1032539, 12.5037525 42.1032721, 12.5037423 42.1032898, 12.5036652 42.1033941)",,
87378448,Via Giosuè Carducci,residential,False,False,30.154000000000003,,,"LINESTRING (12.5036652 42.1033941, 12.5037423 42.1032898, 12.5037525 42.1032721, 12.5037613 42.1032539, 12.5037691 42.1032302, 12.5037781 42.1031965, 12.5037856 42.1031419)",,
87378452,Via Torquato Tasso,residential,False,False,40.595,,,"LINESTRING (12.5040433 42.1024439, 12.503599 42.102287)",,
88405741,Via Giosuè Carducci,residential,True,False,37.901,,,"LINESTRING (12.5040433 42.1024439, 12.5041711 42.1021165)",,
87378116,Via Ugo Foscolo,residential,True,False,93.125,,,"LINESTRING (12.5017405 42.1026509, 12.5021795 42.1029916, 12.5023814 42.1026575)",,
697687334,Via Rianese,secondary,False,False,74.48499999999999,2,50,"LINESTRING (12.5017405 42.1026509, 12.5017064 42.1026656, 12.501666 42.1026817, 12.5016161 42.1026995, 12.5015724 42.1027132, 12.5015232 42.1027249, 12.5014675 42.1027365, 12.5014446 42.1027401, 12.5014228 42.1027425, 12.5013988 42.102744, 12.5013813 42.1027443, 12.5013492 42.1027428, 12.5013115 42.1027403, 12.5012755 42.1027366, 12.5012394 42.1027318, 12.5012032 42.1027261, 12.5011671 42.1027193, 12.501139 42.1027133, 12.5011034 42.1027046, 12.5010381 42.1026859, 12.5010034 42.1026751, 12.5009674 42.1026643, 12.5009286 42.1026502, 12.5008884 42.102636)",SP16A,
697687334,Via Rianese,secondary,False,True,32.075,2,50,"LINESTRING (12.5017405 42.1026509, 12.5018085 42.1026176, 12.5018632 42.1025882, 12.502039 42.1024875, 12.502053 42.1024795)",SP16A,
87378124,Via Giovanni Pascoli,residential,True,False,14.32,,,"LINESTRING (12.503599 42.102287, 12.5035259 42.1024038)",,
87378452,Via Torquato Tasso,residential,False,True,40.595,,,"LINESTRING (12.503599 42.102287, 12.5040433 42.1024439)",,
87381894,Via Trento,residential,False,False,263.408,,,"LINESTRING (12.5017954 42.1017502, 12.5023628 42.0997943, 12.5023888 42.0997049, 12.5023961 42.0996697, 12.5024013 42.0996311, 12.5024054 42.0995793, 12.5024068 42.0995392, 12.5024042 42.0994289)",,
87381894,Via Trento,residential,False,True,60.123999999999995,,,"LINESTRING (12.5017954 42.1017502, 12.5017904 42.1017675, 12.501642 42.1022788)",,
87381895,Via Trieste,residential,False,True,53.940999999999995,,,"LINESTRING (12.5017954 42.1017502, 12.5018202 42.1017556, 12.5024312 42.1018632)",,
87381898,Via Napoli,residential,False,True,63.285,,,"LINESTRING (12.5029544 42.101447, 12.5024312 42.1018632)",,
87381898,Via Napoli,residential,False,False,179.99099999999996,,,"LINESTRING (12.5029544 42.101447, 12.5032352 42.1012021, 12.5032652 42.1011739, 12.5032926 42.1011462, 12.5033185 42.1011147, 12.5033418 42.1010837, 12.5036236 42.1006514, 12.5036514 42.1006015, 12.503679 42.1005339, 12.5037411 42.1003474, 12.5037511 42.100329, 12.5037692 42.1003166, 12.5037919 42.1003122, 12.5038227 42.1003137, 12.5041907 42.1003715)",,
88866557,Via Bari,residential,False,False,196.801,,,"LINESTRING (12.5029544 42.101447, 12.5030508 42.1010498, 12.5030676 42.1009625, 12.503083 42.1008615, 12.5031302 42.1004012, 12.5031383 42.0996864)",,
87381894,Via Trento,residential,False,True,263.408,,,"LINESTRING (12.5024042 42.0994289, 12.5024068 42.0995392, 12.5024054 42.0995793, 12.5024013 42.0996311, 12.5023961 42.0996697, 12.5023888 42.0997049, 12.5023628 42.0997943, 12.5017954 42.1017502)",,
697687334,Via Rianese,secondary,False,False,3.165,2,50,"LINESTRING (12.5041907 42.1003715, 12.5041757 42.1003977)",SP16A,
87381898,Via Napoli,residential,False,True,179.99100000000004,,,"LINESTRING (12.5041907 42.1003715, 12.5038227 42.1003137, 12.5037919 42.1003122, 12.5037692 42.1003166, 12.5037511 42.100329, 12.5037411 42.1003474, 12.503679 42.1005339, 12.5036514 42.1006015, 12.5036236 42.1006514, 12.5033418 42.1010837, 12.5033185 42.1011147, 12.5032926 42.1011462, 12.5032652 42.1011739, 12.5032352 42.1012021, 12.5029544 42.101447)",,
697687334,Via Rianese,secondary,False,True,77.52300000000001,2,50,"LINESTRING (12.5041907 42.1003715, 12.5042253 42.1003111, 12.5042393 42.100289, 12.5042542 42.1002679, 12.5042737 42.1002418, 12.5042948 42.1002176, 12.5043162 42.1001943, 12.5043348 42.100176, 12.5044022 42.1001141, 12.5044318 42.1000891, 12.5045083 42.1000302, 12.5046076 42.0999604, 12.5046535 42.0999303, 12.5046893 42.099908, 12.5047896 42.0998454)",SP16A,
87381895,Via Trieste,residential,False,False,32.208,,,"LINESTRING (12.5027604 42.1020189, 12.5024312 42.1018632)",,
697687334,Via Rianese,secondary,False,False,9.458,2,50,"LINESTRING (12.5027604 42.1020189, 12.5026801 42.1020796)",SP16A,
697687334,Via Rianese,secondary,False,True,30.699,2,50,"LINESTRING (12.5027604 42.1020189, 12.5029147 42.1019022, 12.5030129 42.1018201, 12.5030156 42.1018181)",SP16A,
87381894,Via Trento,residential,False,False,60.123999999999995,,,"LINESTRING (12.501642 42.1022788, 12.5017904 42.1017675, 12.5017954 42.1017502)",,
87381898,Via Napoli,residential,False,False,79.909,,,"LINESTRING (12.501642 42.1022788, 12.5017842 42.1022075, 12.5018498 42.1021759, 12.5019059 42.1021493, 12.5019298 42.1021385, 12.5019593 42.1021247, 12.5019858 42.1021122, 12.5020201 42.1020952, 12.5020729 42.1020676, 12.5021613 42.1020199, 12.5022471 42.1019721, 12.5024312 42.1018632)",,
87381898,Via Napoli,residential,False,True,60.891999999999996,,,"LINESTRING (12.501642 42.1022788, 12.5013622 42.1024179, 12.5013414 42.102428, 12.5013162 42.1024361, 12.5012961 42.1024405, 12.5012728 42.1024441, 12.5012536 42.1024446, 12.5012339 42.1024443, 12.5012199 42.1024423, 12.5012025 42.1024381, 12.5009866 42.1023737)",,
87381895,Via Trieste,residential,False,True,32.208,,,"LINESTRING (12.5024312 42.1018632, 12.5027604 42.1020189)",,
87381898,Via Napoli,residential,False,False,63.285,,,"LINESTRING (12.5024312 42.1018632, 12.5029544 42.101447)",,
87381895,Via Trieste,residential,False,False,53.940999999999995,,,"LINESTRING (12.5024312 42.1018632, 12.5018202 42.1017556, 12.5017954 42.1017502)",,
87381898,Via Napoli,residential,False,True,79.909,,,"LINESTRING (12.5024312 42.1018632, 12.5022471 42.1019721, 12.5021613 42.1020199, 12.5020729 42.1020676, 12.5020201 42.1020952, 12.5019858 42.1021122, 12.5019593 42.1021247, 12.5019298 42.1021385, 12.5019059 42.1021493, 12.5018498 42.1021759, 12.5017842 42.1022075, 12.501642 42.1022788)",,
87378118,Via Giuseppe Mazzini,residential,True,False,65.645,,,"LINESTRING (12.5030156 42.1018181, 12.5037349 42.1020705)",,
697687334,Via Rianese,secondary,False,False,30.698999999999998,2,50,"LINESTRING (12.5030156 42.1018181, 12.5030129 42.1018201, 12.5029147 42.1019022, 12.5027604 42.1020189)",SP16A,
697687334,Via Rianese,secondary,False,True,186.55599999999998,2,50,"LINESTRING (12.5030156 42.1018181, 12.5031739 42.1016854, 12.5032294 42.1016389, 12.5034831 42.1014168, 12.5035187 42.1013846, 12.5035635 42.1013418, 12.5036084 42.1012894, 12.5036415 42.1012495, 12.5037718 42.1010874, 12.5039065 42.1009026, 12.5039806 42.1007894, 12.5040342 42.1006946, 12.5041344 42.1004777, 12.5041534 42.1004366, 12.5041757 42.1003977)",SP16A,
87378124,Via Giovanni Pascoli,residential,True,False,26.557,,,"LINESTRING (12.5037349 42.1020705, 12.503599 42.102287)",,
87352946,Viale Parigi,tertiary,False,True,10.801,2,50,"LINESTRING (12.5058317 42.0974833, 12.5057939 42.0975763)",,
88696023,Via Carlo Alberto Dalla Chiesa,residential,False,True,94.117,,,"LINESTRING (12.5058317 42.0974833, 12.5047298 42.0972644)",,
88696023,Via Carlo Alberto Dalla Chiesa,residential,False,False,94.117,,,"LINESTRING (12.5047298 42.0972644, 12.5058317 42.0974833)",,
87381898,Via Napoli,residential,False,False,309.202,,,"LINESTRING (12.5000521 42.1012099, 12.49953 42.1014093, 12.4993514 42.101474, 12.4992018 42.1015233, 12.4990202 42.1015794, 12.4989482 42.1016029, 12.4988722 42.1016304, 12.4988087 42.1016551, 12.4987412 42.1016837, 12.4986335 42.1017324, 12.4986109 42.1017486, 12.4985954 42.1017658, 12.4985839 42.1017844, 12.4985782 42.1018021, 12.4985785 42.1018217, 12.4985825 42.1018384, 12.4987014 42.1020505, 12.4987155 42.1020689, 12.4987316 42.1020868, 12.4987481 42.1021013, 12.4987668 42.1021154, 12.498812 42.1021445, 12.4988315 42.1021531, 12.4988563 42.1021599, 12.4988804 42.1021652, 12.4989107 42.1021668, 12.4989404 42.102167, 12.4989705 42.1021647, 12.4989991 42.1021602, 12.4995294 42.1020644, 12.4995827 42.1020555, 12.4996347 42.1020494, 12.4996738 42.1020452, 12.499713 42.1020427, 12.4997493 42.1020426, 12.4997853 42.1020439, 12.4998172 42.1020456, 12.4998525 42.1020489, 12.4998838 42.1020527, 12.4999424 42.1020622, 12.5000047 42.1020747, 12.500063 42.1020892, 12.5001196 42.1021057, 12.5002806 42.102163)",,
88866557,Via Bari,residential,False,True,196.80100000000002,,,"LINESTRING (12.5031383 42.0996864, 12.5031302 42.1004012, 12.503083 42.1008615, 12.5030676 42.1009625, 12.5030508 42.1010498, 12.5029544 42.101447)",,
87378124,Via Giovanni Pascoli,residential,True,False,19.146,,,"LINESTRING (12.5033973 42.1026051, 12.5033017 42.102762)",,
209561763,Via Giuseppe Verdi,residential,False,False,47.392,,,"LINESTRING (12.5033973 42.1026051, 12.5036459 42.1026953, 12.503743 42.1027313, 12.5039142 42.102791)",,
88405741,Via Giosuè Carducci,residential,True,False,15.393,,,"LINESTRING (12.5039142 42.102791, 12.503965 42.1026578)",,
209561763,Via Giuseppe Verdi,residential,False,True,47.391999999999996,,,"LINESTRING (12.5039142 42.102791, 12.503743 42.1027313, 12.5036459 42.1026953, 12.5033973 42.1026051)",,
87378124,Via Giovanni Pascoli,residential,True,False,17.353,,,"LINESTRING (12.503488 42.1024643, 12.5033973 42.1026051)",,
209562109,Via Ludovico Ariosto,residential,False,False,44.853,,,"LINESTRING (12.503488 42.1024643, 12.5037305 42.1025605, 12.503965 42.1026578)",,
88405741,Via Giosuè Carducci,residential,True,False,24.647,,,"LINESTRING (12.503965 42.1026578, 12.5040313 42.1024787, 12.5040433 42.1024439)",,
209562109,Via Ludovico Ariosto,residential,False,True,44.853,,,"LINESTRING (12.503965 42.1026578, 12.5037305 42.1025605, 12.503488 42.1024643)",,
87378124,Via Giovanni Pascoli,residential,True,False,20.122,,,"LINESTRING (12.5033017 42.102762, 12.5031989 42.1029261)",,
209562108,Via Antonio Vivaldi,residential,False,False,50.211,,,"LINESTRING (12.5033017 42.102762, 12.5034728 42.1028279, 12.5035757 42.102866, 12.5036593 42.1028939, 12.5038514 42.1029553)",,
88405741,Via Giosuè Carducci,residential,True,False,18.99,,,"LINESTRING (12.5038514 42.1029553, 12.5039142 42.102791)",,
209562108,Via Antonio Vivaldi,residential,False,True,50.211,,,"LINESTRING (12.5038514 42.1029553, 12.5036593 42.1028939, 12.5035757 42.102866, 12.5034728 42.1028279, 12.5033017 42.102762)",,
87381898,Via Napoli,residential,False,False,62.781,,,"LINESTRING (12.5002806 42.102163, 12.5009866 42.1023737)",,
209563092,Via Firenze,residential,False,True,25.459,,,"LINESTRING (12.5002806 42.102163, 12.5002062 42.1023852)",,
