osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,width,maxspeed,junction
331106611,residential,False,True,56.644999999999996,"LINESTRING (15.0108165 41.8695589, 15.0106002 41.8695004, 15.0103332 41.8695641, 15.010161 41.8695805)",,,,,,
1204126098,secondary,False,True,307.421,"LINESTRING (15.0108165 41.8695589, 15.010881 41.8695378, 15.0117822 41.8693988, 15.0118345 41.8693907, 15.0118868 41.8693826, 15.0119914 41.8693665, 15.013002 41.8691893, 15.0131913 41.8691561, 15.0137944 41.8690503, 15.0142246 41.8689724, 15.0144268 41.8689221)",2,SP40,Piazza Umberto Primo,,,
1204126099,secondary,False,False,27.083000000000002,"LINESTRING (15.0108165 41.8695589, 15.0108111 41.8696108, 15.0108718 41.8697969)",2,SP40,,,,
23680895,secondary,False,False,10.483,"LINESTRING (15.0110856 41.8704266, 15.0111334 41.8705139)",2,SP40,Via Marina,,,
1204126099,secondary,False,True,8.28,"LINESTRING (15.0110856 41.8704266, 15.0110606 41.8703545)",2,SP40,,,,
749288539,residential,False,False,48.238,"LINESTRING (15.0110856 41.8704266, 15.0108004 41.8704536, 15.0105648 41.8705859)",,,,,,
130427057,secondary,False,True,69.02699999999999,"LINESTRING (15.0144268 41.8689221, 15.0145402 41.8689816, 15.0148249 41.8690452, 15.0152134 41.8691084)",2,,Via Archimede,,,
1204126098,secondary,False,False,307.42100000000005,"LINESTRING (15.0144268 41.8689221, 15.0142246 41.8689724, 15.0137944 41.8690503, 15.0131913 41.8691561, 15.013002 41.8691893, 15.0119914 41.8693665, 15.0118868 41.8693826, 15.0118345 41.8693907, 15.0117822 41.8693988, 15.010881 41.8695378, 15.0108165 41.8695589)",2,SP40,Piazza Umberto Primo,,,
130427050,residential,False,False,41.099000000000004,"LINESTRING (15.0153182 41.8692992, 15.015391 41.869434, 15.0155481 41.8696254)",,,Via Galileo Galilei,6,,
130427050,residential,False,True,23.168,"LINESTRING (15.0153182 41.8692992, 15.0152655 41.8691656, 15.0152134 41.8691084)",,,Via Galileo Galilei,6,,
438557280,residential,False,False,153.416,"LINESTRING (15.0153182 41.8692992, 15.0146073 41.8693387, 15.0134826 41.8694768)",,,Via Roma,,,
130427050,residential,False,False,28.776,"LINESTRING (15.0157424 41.8698397, 15.015939 41.8700531)",,,Via Galileo Galilei,6,,
130427050,residential,False,True,28.752,"LINESTRING (15.0157424 41.8698397, 15.0155481 41.8696254)",,,Via Galileo Galilei,6,,
438557282,residential,False,True,89.686,"LINESTRING (15.0157424 41.8698397, 15.0146749 41.8699762)",,,,,,
135156436,residential,False,False,18.199,"LINESTRING (15.0162871 41.8706042, 15.0165041 41.8705782)",,,via Po,,,
