osmid,name,highway,oneway,reversed,length,lanes,geometry,junction,maxspeed,ref
39530574,Via della Libertà,residential,False,False,29.893,,"LINESTRING (18.2185931 40.3007734, 18.2188285 40.3009735)",,,
"[39391213, 39391207]",Via Circonvallazione,tertiary,False,False,60.226,2,"LINESTRING (18.2185931 40.3007734, 18.2184501 40.3010225, 18.2183224 40.301274)",,,
39391207,Via Circonvallazione,tertiary,False,True,79.95,2,"LINESTRING (18.2185931 40.3007734, 18.2186664 40.3006274, 18.2187859 40.300459, 18.2190631 40.3001539)",,,
39391201,,secondary,True,False,4.148,1,"LINESTRING (18.2192302 40.2997828, 18.2192777 40.2997917)",roundabout,,
39391201,,secondary,True,False,3.95,1,"LINESTRING (18.2191206 40.2999104, 18.2191095 40.2998759)",roundabout,,
39391199,Via Circonvallazione,tertiary,True,False,28.023999999999997,1,"LINESTRING (18.2190631 40.3001539, 18.2191029 40.3000697, 18.2191245 40.3000145, 18.2191311 40.2999678, 18.2191206 40.2999104)",,,
39391207,Via Circonvallazione,tertiary,False,False,79.95,2,"LINESTRING (18.2190631 40.3001539, 18.2187859 40.300459, 18.2186664 40.3006274, 18.2185931 40.3007734)",,,
39391205,Via Circonvallazione,secondary,True,False,17.887,1,"LINESTRING (18.2195862 40.2997525, 18.2194211 40.2998526)",,,
39391209,Via Pietro Toselli,residential,False,True,63.579,,"LINESTRING (18.2177088 40.3024975, 18.2181386 40.302966)",,50,
39391213,Via Circonvallazione,tertiary,False,True,145.659,2,"LINESTRING (18.2177088 40.3024975, 18.2183224 40.301274)",,,
39530571,,tertiary,False,False,161.913,2,"LINESTRING (18.2177088 40.3024975, 18.2170117 40.3038531)",,,
39391208,Via Papa Giovanni XXIII,residential,False,True,72.584,,"LINESTRING (18.2233252 40.3002577, 18.2226421 40.2998644)",,,
39391211,Via XX Settembre,residential,False,False,38.735,,"LINESTRING (18.2233252 40.3002577, 18.2234352 40.2999196)",,,
39391211,Via XX Settembre,residential,False,True,37.039,,"LINESTRING (18.2233252 40.3002577, 18.2232413 40.3005846)",,,
39391209,Via Pietro Toselli,residential,False,True,44.285,,"LINESTRING (18.2195326 40.3045304, 18.2197724 40.3048842)",,50,
39391212,Via Chiurlia,residential,False,True,50.137,,"LINESTRING (18.2195326 40.3045304, 18.2189952 40.3047184)",,50,
39391209,Via Pietro Toselli,residential,False,False,137.10000000000002,,"LINESTRING (18.2195326 40.3045304, 18.2194473 40.3044775, 18.2190673 40.3040041, 18.2186368 40.303509)",,50,
39391212,Via Chiurlia,residential,False,False,116.92599999999999,,"LINESTRING (18.2195326 40.3045304, 18.2201109 40.3043265, 18.2202501 40.3042953, 18.2208413 40.3042339)",,50,
39391211,Via XX Settembre,residential,False,False,37.039,,"LINESTRING (18.2232413 40.3005846, 18.2233252 40.3002577)",,,
39391211,Via XX Settembre,residential,False,True,40.948,,"LINESTRING (18.2232413 40.3005846, 18.2231415 40.3009449)",,,
288474334,Via San Michele,residential,False,False,170.40200000000002,,"LINESTRING (18.2232413 40.3005846, 18.22389 40.3006964, 18.2240856 40.3007466, 18.2241627 40.300827, 18.2242098 40.3009001, 18.2242041 40.3009489, 18.2238938 40.301205, 18.2235909 40.3013788)",,,
