osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,tunnel
106089234,2,Corso Molise,tertiary,False,False,83.331,,,"LINESTRING (14.0507951 41.4857715, 14.0497952 41.4857949)",,
183196190,2,Via Colonia Giulia,primary,False,True,127.79,SS85,50,"LINESTRING (14.0507951 41.4857715, 14.0505512 41.4856541, 14.0495483 41.4851819, 14.0494978 41.4851581)",,
30446561,2,Via Campania,primary,False,False,143.109,SS85,50,"LINESTRING (14.0447858 41.4829781, 14.0448439 41.4828983, 14.0456081 41.4818481)",,
"[94410712, 94410715, 183275532]",2,Via Colonia Giulia,primary,False,True,250.49599999999998,,50,"LINESTRING (14.0447858 41.4829781, 14.0447214 41.4829439, 14.0440102 41.482589, 14.0434375 41.4822283, 14.0431666 41.4820545, 14.0429212 41.4818943, 14.0424349 41.4815789)",yes,
128206916,,Corso Campano,residential,False,True,78.029,,,"LINESTRING (14.0447858 41.4829781, 14.0447401 41.4830501, 14.0445733 41.4833132, 14.044369 41.4836064)",,
183196190,2,Via Colonia Giulia,primary,False,False,31.632,SS85,50,"LINESTRING (14.0447858 41.4829781, 14.0449042 41.4830333, 14.0451082 41.4831284)",,
30446561,2,Via Campania,primary,False,False,13.26,SS85,50,"LINESTRING (14.0461909 41.4810513, 14.0462598 41.4809438)",,
30446561,2,Via Campania,primary,False,True,15.52,SS85,50,"LINESTRING (14.0461909 41.4810513, 14.0461016 41.4811738)",,
183204792,,,residential,False,True,137.904,,,"LINESTRING (14.0461909 41.4810513, 14.0457986 41.4809115, 14.0456672 41.4809216, 14.0451006 41.4806861, 14.0453516 41.4804145)",,
30446561,2,Via Campania,primary,False,True,72.609,SS85,50,"LINESTRING (14.0474605 41.4789907, 14.0471044 41.4795867)",,
183173232,,Via Giotto di Bondone,residential,True,False,68.839,,,"LINESTRING (14.0474605 41.4789907, 14.0478814 41.4791357, 14.0482148 41.4792434)",,
183196190,2,Via Colonia Giulia,primary,False,False,12.54,SS85,50,"LINESTRING (14.045335 41.4832342, 14.0454652 41.4832908)",,
183196190,2,Via Colonia Giulia,primary,False,True,22.256,SS85,50,"LINESTRING (14.045335 41.4832342, 14.0452003 41.4831714, 14.0451082 41.4831284)",,
183292249,,,unclassified,False,False,56.1,,,"LINESTRING (14.045335 41.4832342, 14.0454252 41.4831959, 14.045849 41.4829106)",,
145581701,,Via Michelangelo Caravaggio,residential,False,False,26.27,,,"LINESTRING (14.0484104 41.4826157, 14.0485582 41.482407)",,
94405171,2,Via Maria Pia di Savoia,unclassified,False,False,185.091,,,"LINESTRING (14.0484104 41.4826157, 14.0486108 41.4826422, 14.0488649 41.4826757, 14.0495503 41.4828284, 14.0497911 41.4828422, 14.050526 41.4825982)",,
"[145581713, 94404876, 145581701]",,Via Michelangelo Caravaggio,residential,False,True,73.491,,,"LINESTRING (14.0484104 41.4826157, 14.0483956 41.4826383, 14.0482412 41.4828651, 14.0480628 41.4830776, 14.0479735 41.4831892)",,
94405171,2,Via Maria Pia di Savoia,unclassified,False,False,50.122,,,"LINESTRING (14.050526 41.4825982, 14.0510693 41.4824045)",,
94405171,2,Via Maria Pia di Savoia,unclassified,False,True,185.09099999999998,,,"LINESTRING (14.050526 41.4825982, 14.0497911 41.4828422, 14.0495503 41.4828284, 14.0488649 41.4826757, 14.0486108 41.4826422, 14.0484104 41.4826157)",,
128206888,,Via Gioviano Pontano,residential,True,False,74.173,,,"LINESTRING (14.050526 41.4825982, 14.0503747 41.4823464, 14.0501494 41.4819938)",,
106089234,2,Corso Molise,tertiary,False,True,19.725,,,"LINESTRING (14.0477038 41.4858451, 14.047772 41.4858319, 14.0479383 41.4858349)",,
183191037,,Corso Campano,residential,False,True,37.09,,,"LINESTRING (14.0477038 41.4858451, 14.0474847 41.4857718, 14.0473045 41.4856981)",,
183208618,,Via Roma,residential,True,False,137.18,,,"LINESTRING (14.0477038 41.4858451, 14.0475171 41.4858617, 14.0470544 41.485862, 14.0461909 41.4858819, 14.0461252 41.4858829, 14.0460587 41.485884)",,
113973806,2,Via Pedemontana,unclassified,False,True,125.804,SP9,,"LINESTRING (14.0395404 41.4798398, 14.0397383 41.4802125, 14.0402726 41.4808233)",,
183275532,2,Via Colonia Giulia,primary,False,True,69.424,,50,"LINESTRING (14.0402726 41.4808233, 14.0394636 41.4806734)",,
113973806,2,Via Pedemontana,unclassified,False,False,125.804,SP9,,"LINESTRING (14.0402726 41.4808233, 14.0397383 41.4802125, 14.0395404 41.4798398)",,
183184392,,Via Falca,residential,False,False,145.32000000000002,,,"LINESTRING (14.0402726 41.4808233, 14.0404149 41.4809453, 14.0405705 41.4811904, 14.0406917 41.481438, 14.0408151 41.4816992, 14.0409117 41.4819524, 14.0409231 41.4820212)",,
183275532,2,Via Colonia Giulia,primary,False,False,152.062,,50,"LINESTRING (14.0402726 41.4808233, 14.0405346 41.4808741, 14.0406658 41.4808995, 14.0413128 41.4810312, 14.0417405 41.4811858, 14.0419618 41.4813067)",,
30446561,2,Via Campania,primary,False,False,55.776,SS85,50,"LINESTRING (14.0457789 41.4816133, 14.0461016 41.4811738)",,
30446561,2,Via Campania,primary,False,True,29.734,SS85,50,"LINESTRING (14.0457789 41.4816133, 14.0456081 41.4818481)",,
128206895,,Via Plinio il Vecchio,residential,False,True,324.91099999999994,,,"LINESTRING (14.0457789 41.4816133, 14.0448619 41.4811583, 14.0446044 41.4810337, 14.0444971 41.4809453, 14.0444193 41.4807685, 14.0443529 41.4806282, 14.0442716 41.4805715, 14.0437992 41.480371, 14.0432899 41.4801462, 14.042967 41.4799247, 14.0428481 41.4798003)",,
128206892,,Via Giosuè Carducci,residential,False,True,60.282,,,"LINESTRING (14.0454839 41.4801744, 14.0449579 41.4798021)",,
183184391,,Via Giovanni Boccaccio,residential,False,False,9.258,,,"LINESTRING (14.0454839 41.4801744, 14.0455649 41.4801174)",,
183204792,,,residential,False,False,31.887,,,"LINESTRING (14.0454839 41.4801744, 14.0455055 41.4801938, 14.0455082 41.4802661, 14.0453516 41.4804145)",,
128206881,,Via Caserta,residential,True,False,38.227,,,"LINESTRING (14.0439376 41.4844261, 14.0435159 41.4842905)",,
939402580,,Corso Campano,residential,False,False,19.308,,,"LINESTRING (14.0439376 41.4844261, 14.0438577 41.4842631)",,
128206921,,Corso Campano,residential,True,False,229.17699999999996,,,"LINESTRING (14.0439376 41.4844261, 14.0447376 41.4844919, 14.0456938 41.4849306, 14.0463837 41.4852697)",,
30446561,2,Via Campania,primary,False,False,35.744,SS85,50,"LINESTRING (14.0469393 41.4798834, 14.0471044 41.4795867)",,
30446561,2,Via Campania,primary,False,True,64.479,SS85,50,"LINESTRING (14.0469393 41.4798834, 14.0466053 41.4804065)",,
220099292,,Via Quinto Orazio Flacco,residential,False,True,59.355999999999995,,,"LINESTRING (14.0469393 41.4798834, 14.0466789 41.4797127, 14.0464221 41.4795168)",,
128206888,,Via Gioviano Pontano,residential,True,False,100.538,,,"LINESTRING (14.0497329 41.4812904, 14.0496757 41.4812008, 14.049212 41.4804748)",,
145581701,,Via Michelangelo Caravaggio,residential,False,True,57.599000000000004,,,"LINESTRING (14.0497329 41.4812904, 14.0495244 41.4813559, 14.0492583 41.4816419)",,
