osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,access,lanes,tunnel
"[245292288, 108652913, 77616743]",,Viale Venezia,residential,,False,False,94.505,"LINESTRING (11.9373772 45.5697723, 11.9373939 45.5698005, 11.9374702 45.569929, 11.9377648 45.5705772)",yes,,,,
"[132914664, 381364867]",,Via Tiso da Camposampiero,unclassified,,True,False,143.21300000000002,"LINESTRING (11.9373772 45.5697723, 11.9372826 45.5698052, 11.9367598 45.5699871, 11.9362274 45.5701705, 11.9358974 45.5702511, 11.9356958 45.5702855)",,,,,
77616750,,Via Tito Livio,residential,,False,False,103.81299999999999,"LINESTRING (11.9349032 45.5702153, 11.9348536 45.5693689, 11.9348477 45.5692825)",,,,,
245292287,,Via Tiso da Camposampiero,unclassified,,True,False,71.772,"LINESTRING (11.9349032 45.5702153, 11.9343932 45.5701526, 11.9341347 45.5701476, 11.9340541 45.5701663, 11.9340084 45.5701943)",,,,,
108523011,,Via Contrà Madonna delle Grazie,residential,,False,False,26.585,"LINESTRING (11.9315976 45.5714286, 11.9315643 45.5714055, 11.9315147 45.571374, 11.9314804 45.5713051, 11.9314502 45.5712213)",,,,,
108523051,,Piazza Castello,residential,,False,True,72.15299999999999,"LINESTRING (11.9315976 45.5714286, 11.9316391 45.5714076, 11.9317917 45.5713817, 11.9318729 45.5713688, 11.9324252 45.5712546, 11.9324831 45.5712448)",,,,,
132914667,,Piazza Castello,residential,,False,False,69.035,"LINESTRING (11.9315976 45.5714286, 11.9316096 45.5714933, 11.9316308 45.5715924, 11.9316435 45.5716729, 11.9316289 45.5717196, 11.9315752 45.5717575, 11.9315164 45.5717722, 11.931194 45.5718139)",,,,,
"[132914659, 373910853, 141401741, 141401742]",,Via Giorgione,residential,,False,False,80.489,"LINESTRING (11.9356958 45.5702855, 11.9356973 45.570322, 11.9357089 45.5704592, 11.9357141 45.5705357, 11.9357452 45.570998, 11.9357452 45.5710085)",yes,,,,
245292287,,Via Tiso da Camposampiero,unclassified,,True,False,62.276999999999994,"LINESTRING (11.9356958 45.5702855, 11.9354535 45.5702779, 11.9350841 45.5702359, 11.9349032 45.5702153)",,,,,
143645161,SR307,Contrà Rialto,tertiary,50,False,False,44.609,"LINESTRING (11.932164 45.5695082, 11.9323611 45.5698849)",,,,,
143645161,SR307,Contrà Rialto,tertiary,50,False,True,7.899,"LINESTRING (11.932164 45.5695082, 11.9321287 45.5694416)",,,,,
"[108516009, 108516019, 108515995]",,Via Sant'Anna,residential,,True,False,100.35900000000001,"LINESTRING (11.932164 45.5695082, 11.9320845 45.5695152, 11.9320465 45.5695186, 11.9319358 45.5695277, 11.9308839 45.5696157)",yes,,,,
108516015,,Vicolo Francesco Petrarca,residential,,False,True,87.58399999999999,"LINESTRING (11.9271922 45.5732279, 11.9269599 45.5725269, 11.926947 45.5724828, 11.9269393 45.5724604)",,,,,
"[108515994, 108523031]",,"['Via Guglielmo Marconi', 'Via Vito Filipetto']","['residential', 'unclassified']",,False,False,112.38499999999999,"LINESTRING (11.9292101 45.5698027, 11.9291417 45.5696696, 11.9290568 45.5694649, 11.9290334 45.5693414, 11.9290483 45.5692314, 11.9291174 45.5689399, 11.9291428 45.5689023, 11.9291885 45.5688247)",,,,,
108523031,,Via Guglielmo Marconi,residential,,False,True,111.782,"LINESTRING (11.9292101 45.5698027, 11.929234 45.5698536, 11.929668 45.5707555)",,,,,
"[187007769, 108515996, 108516013]",,Via Vito Filipetto,"['residential', 'unclassified']",,False,True,20.355,"LINESTRING (11.9316287 45.5681947, 11.9315589 45.5682093, 11.9314195 45.5682385, 11.9313782 45.5682472)",yes,,,,
"[297350856, 108547438, 297350855]",,Via Piave,residential,,False,False,176.49699999999999,"LINESTRING (11.9316287 45.5681947, 11.9316997 45.5681798, 11.9318073 45.5681572, 11.9335931 45.5677682, 11.9336498 45.5679102)",yes,,,,
143645161,SR307,Contrà Rialto,tertiary,50,False,False,72.175,"LINESTRING (11.9316287 45.5681947, 11.9318118 45.5686918, 11.9318609 45.5688231)",,,,,
187007769,,Via Vito Filipetto,unclassified,,False,False,75.689,"LINESTRING (11.9304529 45.5684563, 11.9310104 45.5683324, 11.9313782 45.5682472)",,,,,
187007769,,Via Vito Filipetto,unclassified,,False,True,107.70200000000001,"LINESTRING (11.9304529 45.5684563, 11.9300969 45.5685345, 11.9296574 45.5686321, 11.9294208 45.5687002, 11.9292697 45.5687707, 11.9291885 45.5688247)",,,,,
108515998,,Via Giuseppe Verdi,residential,,True,False,133.319,"LINESTRING (11.9308839 45.5696157, 11.9308196 45.5693885, 11.9307757 45.5693081, 11.9304849 45.5685436, 11.9304529 45.5684563)",,,,,
108516028,,Via Sant'Anna,residential,,True,False,132.082,"LINESTRING (11.9308839 45.5696157, 11.9302806 45.569664, 11.9300794 45.5696837, 11.9297614 45.56972, 11.9294915 45.5697555, 11.9292963 45.5697844, 11.9292101 45.5698027)",,,,,
"[193956379, 193956382, 108652911]",,Via Palladio,residential,,False,False,119.605,"LINESTRING (11.9344216 45.5723722, 11.9345729 45.572323, 11.9346917 45.5722819, 11.9348431 45.5721932, 11.9349732 45.5720934, 11.9351693 45.5719877, 11.9354887 45.5718259, 11.9356262 45.5717911, 11.935685 45.5717928)",yes,,,,
171378092,,Via Cordenons,residential,,False,False,81.14699999999999,"LINESTRING (11.9344216 45.5723722, 11.9342095 45.5724818, 11.9340333 45.5725617, 11.9337054 45.572685, 11.9335295 45.5727467)",,,,,
108523043,,Via Benedetto Magno,residential,,False,False,133.546,"LINESTRING (11.9354867 45.5686824, 11.9354942 45.5686292, 11.9354942 45.5685953, 11.9354476 45.5684281, 11.9352419 45.5676904, 11.9351915 45.567502)",,,,,
108523043,,Via Benedetto Magno,residential,,False,True,57.269999999999996,"LINESTRING (11.9354867 45.5686824, 11.9354496 45.5687032, 11.9354041 45.5687216, 11.9351825 45.5687853, 11.9348109 45.5688813)",,,,,
143645161,SR307,Contrà Rialto,tertiary,50,False,False,7.899,"LINESTRING (11.9321287 45.5694416, 11.932164 45.5695082)",,,,,
108523054,,Via Tentori,residential,,True,False,117.77199999999999,"LINESTRING (11.9321287 45.5694416, 11.9334873 45.5691517, 11.9335755 45.5691318)",,,,,
143645161,SR307,Contrà Rialto,tertiary,50,False,True,71.864,"LINESTRING (11.9321287 45.5694416, 11.9321205 45.569423, 11.9318609 45.5688231)",,,,,
108523016,,Via Contrà San Giacomo,residential,,False,False,16.239,"LINESTRING (11.9312349 45.5705275, 11.931028 45.5705462)",,,,,
"[108523011, 108523052, 108523038]",,Via Contrà Madonna delle Grazie,residential,,False,True,51.001999999999995,"LINESTRING (11.9312349 45.5705275, 11.9312426 45.570571, 11.9312566 45.5706316, 11.9313624 45.5709772)",yes,,,,
108523011,,Via Contrà Madonna delle Grazie,residential,,False,True,27.99,"LINESTRING (11.9313624 45.5709772, 11.9314502 45.5712213)",,,,,
1080372191,,,residential,,False,True,62.861,"LINESTRING (11.9313624 45.5709772, 11.9305737 45.5710987)",,,,,
"[108523011, 108523052, 108523038]",,Via Contrà Madonna delle Grazie,residential,,False,False,51.002,"LINESTRING (11.9313624 45.5709772, 11.9312566 45.5706316, 11.9312426 45.570571, 11.9312349 45.5705275)",yes,,,,
77616742,,Via Antonio Vivaldi,residential,,False,False,67.097,"LINESTRING (11.9360193 45.5673339, 11.9355789 45.567422, 11.9353755 45.567464, 11.9351915 45.567502)",,,,,
108523020,,Via Vincenzo Bellini,residential,,True,False,196.09500000000003,"LINESTRING (11.9360193 45.5673339, 11.9361039 45.5675742, 11.9362274 45.5680056, 11.9363335 45.5683763, 11.9363283 45.568422, 11.9362787 45.5684676, 11.9361978 45.568495, 11.9354867 45.5686824)",,,,,
132914661,,Piazza Vittoria,residential,,False,False,24.281,"LINESTRING (11.9323459 45.5708483, 11.9326515 45.5708045)",,,,,
108523057,,Via Contrà Madonna delle Grazie,residential,,True,False,77.888,"LINESTRING (11.9323459 45.5708483, 11.9314282 45.5709699, 11.9313624 45.5709772)",,,,,
108523019,SR307,Via Monte Grappa,tertiary,50,False,True,11.749,"LINESTRING (11.9333426 45.5725218, 11.9332707 45.5724289)",,,,,
108652987,,Via Sant'Antonio,tertiary,,True,False,23.072,"LINESTRING (11.9333426 45.5725218, 11.9330492 45.5725513)",,,,,
"[132914649, 185488100, 132914665]",SR307,Via Monte Grappa,tertiary,50,False,False,28.954,"LINESTRING (11.9333426 45.5725218, 11.9334537 45.5726452, 11.9334927 45.5726974, 11.9335295 45.5727467)",yes,,,,
108523015,,Via Contrà San Giacomo,residential,,True,False,103.382,"LINESTRING (11.9325434 45.5703719, 11.9324721 45.5703853, 11.9322802 45.5704168, 11.9312349 45.5705275)",,,destination,,
143645160,SR307,Contrà Nodari,tertiary,50,False,False,48.839,"LINESTRING (11.9325434 45.5703719, 11.9325515 45.5704163, 11.9326515 45.5708045)",,,,,
143645161,SR307,Contrà Rialto,tertiary,50,False,True,33.877,"LINESTRING (11.9325434 45.5703719, 11.9325238 45.5702191, 11.9324638 45.5700738)",,,,,
132914661,,Piazza Vittoria,residential,,False,True,24.281,"LINESTRING (11.9326515 45.5708045, 11.9323459 45.5708483)",,,,,
143645160,SR307,Contrà Nodari,tertiary,50,False,False,33.618,"LINESTRING (11.9326515 45.5708045, 11.932653 45.5708215, 11.9327227 45.5711026)",,,,,
143645160,SR307,Contrà Nodari,tertiary,50,False,True,48.839,"LINESTRING (11.9326515 45.5708045, 11.9325515 45.5704163, 11.9325434 45.5703719)",,,,,
77616750,,Via Tito Livio,residential,,False,True,44.708,"LINESTRING (11.9348109 45.5688813, 11.9348272 45.5691076, 11.9348477 45.5692825)",,,,,
108523043,,Via Benedetto Magno,residential,,False,False,57.269999999999996,"LINESTRING (11.9348109 45.5688813, 11.9351825 45.5687853, 11.9354041 45.5687216, 11.9354496 45.5687032, 11.9354867 45.5686824)",,,,,
77616742,,Via Antonio Vivaldi,residential,,False,True,67.09700000000001,"LINESTRING (11.9351915 45.567502, 11.9353755 45.567464, 11.9355789 45.567422, 11.9360193 45.5673339)",,,,,
108523043,,Via Benedetto Magno,residential,,False,True,133.546,"LINESTRING (11.9351915 45.567502, 11.9352419 45.5676904, 11.9354476 45.5684281, 11.9354942 45.5685953, 11.9354942 45.5686292, 11.9354867 45.5686824)",,,,,
108547416,,Via Mogno,residential,,False,False,83.982,"LINESTRING (11.9351915 45.567502, 11.9350313 45.5675545, 11.9348502 45.5676053, 11.9341984 45.5677968)",,,,,
108523054,,Via Tentori,residential,,True,False,100.12599999999999,"LINESTRING (11.9335755 45.5691318, 11.9340602 45.569032, 11.9346654 45.5689138, 11.9348109 45.5688813)",,,,,
108547450,,Via Tentori,residential,,False,False,52.925,"LINESTRING (11.9335755 45.5691318, 11.9336921 45.5694427, 11.933712 45.5695127, 11.9337047 45.5695957)",,,,,
108547400,,Via Enrico Fermi,residential,,False,False,48.951,"LINESTRING (11.9280018 45.5707247, 11.9279354 45.5707218, 11.9273862 45.5708064)",,,,2,
108547400,,Via Enrico Fermi,residential,,False,True,134.961,"LINESTRING (11.9280018 45.5707247, 11.9280347 45.570757, 11.9282613 45.5712857, 11.9282832 45.5713164, 11.9283381 45.5713395, 11.9283931 45.5713318, 11.9285835 45.5712908, 11.9286237 45.5712908, 11.9286567 45.5713087, 11.928852 45.5715834)",,,,2,
108587120,,Via Enrico Fermi,residential,,False,False,72.91799999999999,"LINESTRING (11.9280018 45.5707247, 11.9280142 45.5706933, 11.92794 45.5705339, 11.9278425 45.5703383, 11.9278542 45.5703213, 11.9281478 45.5702543, 11.928166 45.5702504)",,,,,
108547424,,Via Cesare Pavese,residential,,False,False,95.542,"LINESTRING (11.9271312 45.5692192, 11.9271493 45.5692656, 11.9273917 45.5698402, 11.9271042 45.5699068)",,,destination,,
108547444,,Via Cesare Pavese,residential,,False,False,100.476,"LINESTRING (11.9271312 45.5692192, 11.926854 45.5692775, 11.9259681 45.5694633, 11.9258948 45.5694787)",,,,,
108547444,,Via Cesare Pavese,residential,,False,True,12.704,"LINESTRING (11.9271312 45.5692192, 11.9272216 45.5692085, 11.9272927 45.5692031)",,,,,
108547457,,Via Tito Livio,residential,,False,True,137.82299999999998,"LINESTRING (11.9356426 45.5697179, 11.9356939 45.5691566, 11.9356865 45.5691181, 11.9356609 45.5690925, 11.9356243 45.5690823, 11.934984 45.5692489, 11.9348477 45.5692825)",,,,,
35011897,SP39dir,,secondary,,True,False,17.875999999999998,"LINESTRING (11.9265869 45.5712075, 11.9266215 45.5712318, 11.9266464 45.5712751, 11.9266428 45.5713173, 11.9266193 45.571351)",,roundabout,,,
108547400,,Via Enrico Fermi,residential,,False,False,134.961,"LINESTRING (11.928852 45.5715834, 11.9286567 45.5713087, 11.9286237 45.5712908, 11.9285835 45.5712908, 11.9283931 45.5713318, 11.9283381 45.5713395, 11.9282832 45.5713164, 11.9282613 45.5712857, 11.9280347 45.570757, 11.9280018 45.5707247)",,,,2,
"[297350856, 108547438, 297350855]",,Via Piave,residential,,False,True,176.497,"LINESTRING (11.9336498 45.5679102, 11.9335931 45.5677682, 11.9318073 45.5681572, 11.9316997 45.5681798, 11.9316287 45.5681947)",yes,,,,
108547458,SP39dir,,secondary,,True,False,17.601,"LINESTRING (11.9266193 45.571351, 11.9266809 45.5715033)",,,,,
35011897,SP39dir,,secondary,,True,False,10.501999999999999,"LINESTRING (11.9266193 45.571351, 11.9265866 45.5713734, 11.9265466 45.5713873, 11.9265026 45.571392)",,roundabout,,,
116342218,SP39dir,Via Pasubio,secondary,,False,True,5.935,"LINESTRING (11.9265152 45.5709813, 11.9265264 45.5710341)",,,,,
108547400,,Via Enrico Fermi,residential,,False,True,70.54299999999999,"LINESTRING (11.9265152 45.5709813, 11.9265895 45.5709696, 11.9273862 45.5708064)",,,,2,
116342218,SP39dir,Via Pasubio,secondary,,False,False,173.926,"LINESTRING (11.9265152 45.5709813, 11.9264746 45.5708774, 11.9263916 45.5706649, 11.9262203 45.570256, 11.9258948 45.5694787)",,,,,
116342193,SP39dir,,secondary,,True,False,19.848,"LINESTRING (11.9265264 45.5710341, 11.9265869 45.5712075)",,,,,
116342218,SP39dir,Via Pasubio,secondary,,False,False,5.935,"LINESTRING (11.9265264 45.5710341, 11.9265152 45.5709813)",,,,,
108547416,,Via Mogno,residential,,False,True,15.509,"LINESTRING (11.9340147 45.5678508, 11.9341984 45.5677968)",,,,,
108547395,SP39dir,,secondary,,True,False,18.595,"LINESTRING (11.9266809 45.5715033, 11.9265026 45.571392)",,,,,
108603694,SP39dir,,secondary,,False,True,86.912,"LINESTRING (11.9266809 45.5715033, 11.9267897 45.5716405, 11.9268367 45.571741, 11.9269442 45.5720665, 11.9269304 45.5722511)",,,,,
"[108515994, 108523031]",,"['Via Guglielmo Marconi', 'Via Vito Filipetto']","['unclassified', 'residential']",,False,True,112.38499999999999,"LINESTRING (11.9291885 45.5688247, 11.9291428 45.5689023, 11.9291174 45.5689399, 11.9290483 45.5692314, 11.9290334 45.5693414, 11.9290568 45.5694649, 11.9291417 45.5696696, 11.9292101 45.5698027)",,,,,
108547449,,Via Europa,residential,,False,True,57.962999999999994,"LINESTRING (11.9291885 45.5688247, 11.9290657 45.5685479, 11.9290394 45.5684741, 11.9289977 45.5683215)",,,,,
187007769,,Via Vito Filipetto,unclassified,,False,False,107.70200000000001,"LINESTRING (11.9291885 45.5688247, 11.9292697 45.5687707, 11.9294208 45.5687002, 11.9296574 45.5686321, 11.9300969 45.5685345, 11.9304529 45.5684563)",,,,,
108547406,,Via Enrico Fermi,residential,,False,False,47.543,"LINESTRING (11.9275273 45.5712224, 11.9273862 45.5708064)",,,,,
108547424,,Via Cesare Pavese,residential,,False,True,95.54199999999999,"LINESTRING (11.9271042 45.5699068, 11.9273917 45.5698402, 11.9271493 45.5692656, 11.9271312 45.5692192)",,,destination,,
35011897,SP39dir,,secondary,,True,False,8.625,"LINESTRING (11.9263653 45.5712576, 11.9263866 45.5712294, 11.9264364 45.5711999)",,roundabout,,,
"[187007769, 108515996, 108516013]",,Via Vito Filipetto,"['unclassified', 'residential']",,False,False,20.355,"LINESTRING (11.9313782 45.5682472, 11.9314195 45.5682385, 11.9315589 45.5682093, 11.9316287 45.5681947)",yes,,,,
187007769,,Via Vito Filipetto,unclassified,,False,True,75.689,"LINESTRING (11.9313782 45.5682472, 11.9310104 45.5683324, 11.9304529 45.5684563)",,,,,
108547406,,Via Enrico Fermi,residential,,False,False,32.624,"LINESTRING (11.9273862 45.5708064, 11.9272676 45.570525)",,,,,
108547406,,Via Enrico Fermi,residential,,False,True,47.543,"LINESTRING (11.9273862 45.5708064, 11.9275273 45.5712224)",,,,,
108547400,,Via Enrico Fermi,residential,,False,False,70.54299999999999,"LINESTRING (11.9273862 45.5708064, 11.9265895 45.5709696, 11.9265152 45.5709813)",,,,2,
108547400,,Via Enrico Fermi,residential,,False,True,48.951,"LINESTRING (11.9273862 45.5708064, 11.9279354 45.5707218, 11.9280018 45.5707247)",,,,2,
35011897,SP39dir,,secondary,,True,False,8.369,"LINESTRING (11.9265026 45.571392, 11.9264669 45.5713889, 11.9264041 45.5713649)",,roundabout,,,
108547406,,Via Enrico Fermi,residential,,False,True,32.624,"LINESTRING (11.9272676 45.570525, 11.9273862 45.5708064)",,,,,
116342188,SP39dir,,secondary,,True,False,19.722,"LINESTRING (11.9264364 45.5711999, 11.9265264 45.5710341)",,,,,
35011897,SP39dir,,secondary,,True,False,12.19,"LINESTRING (11.9264364 45.5711999, 11.9265042 45.5711887, 11.9265869 45.5712075)",,roundabout,,,
108547444,,Via Cesare Pavese,residential,,False,True,100.476,"LINESTRING (11.9258948 45.5694787, 11.9259681 45.5694633, 11.926854 45.5692775, 11.9271312 45.5692192)",,,,,
116342218,SP39dir,Via Pasubio,secondary,,False,False,81.866,"LINESTRING (11.9258948 45.5694787, 11.9256916 45.5689933, 11.9255875 45.5687747)",,,,,
116342218,SP39dir,Via Pasubio,secondary,,False,True,173.92600000000002,"LINESTRING (11.9258948 45.5694787, 11.9262203 45.570256, 11.9263916 45.5706649, 11.9264746 45.5708774, 11.9265152 45.5709813)",,,,,
108547450,,Via Tentori,residential,,False,True,52.925,"LINESTRING (11.9337047 45.5695957, 11.933712 45.5695127, 11.9336921 45.5694427, 11.9335755 45.5691318)",,,,,
77616750,,Via Tito Livio,residential,,False,False,44.708,"LINESTRING (11.9348477 45.5692825, 11.9348272 45.5691076, 11.9348109 45.5688813)",,,,,
77616750,,Via Tito Livio,residential,,False,True,103.81299999999999,"LINESTRING (11.9348477 45.5692825, 11.9348536 45.5693689, 11.9349032 45.5702153)",,,,,
108547457,,Via Tito Livio,residential,,False,False,137.823,"LINESTRING (11.9348477 45.5692825, 11.934984 45.5692489, 11.9356243 45.5690823, 11.9356609 45.5690925, 11.9356865 45.5691181, 11.9356939 45.5691566, 11.9356426 45.5697179)",,,,,
108547447,,Via Diego Valeri,residential,,True,False,14.743,"LINESTRING (11.9264041 45.5713649, 11.9262168 45.5713452)",,,,,
35011897,SP39dir,,secondary,,True,False,12.931000000000001,"LINESTRING (11.9264041 45.5713649, 11.9263697 45.571331, 11.9263581 45.5712987, 11.9263653 45.5712576)",,roundabout,,,
108547431,,Via Corso,residential,,False,True,78.529,"LINESTRING (11.9280379 45.5730313, 11.9278622 45.5723834, 11.9278481 45.5723377)",,,,,
108587120,,Via Enrico Fermi,residential,,False,True,72.91799999999999,"LINESTRING (11.928166 45.5702504, 11.9281478 45.5702543, 11.9278542 45.5703213, 11.9278425 45.5703383, 11.92794 45.5705339, 11.9280142 45.5706933, 11.9280018 45.5707247)",,,,,
108603712,,Via Corso,secondary,,True,False,13.619,"LINESTRING (11.9270614 45.5723828, 11.9270398 45.5724168, 11.9270014 45.5724441, 11.9269655 45.5724572, 11.9269393 45.5724604)",,roundabout,,,
141401739,,Via Corso,tertiary,,False,True,62.493,"LINESTRING (11.9270614 45.5723828, 11.9271239 45.5723966, 11.927161 45.5724022, 11.9272847 45.5724148, 11.9274106 45.5724031, 11.9278481 45.5723377)",,,,,
108603712,,Via Corso,secondary,,True,False,27.601,"LINESTRING (11.9267961 45.5724238, 11.9267687 45.572387, 11.9267656 45.5723367, 11.926787 45.5722997, 11.9268277 45.5722702, 11.9268707 45.5722557, 11.9269304 45.5722511)",,roundabout,,,
108652984,,Via Giorgione,residential,,False,False,66.694,"LINESTRING (11.9362634 45.5726843, 11.9366039 45.5732347)",,,,,
