osmid,name,highway,oneway,reversed,length,geometry,maxspeed,width,lanes,tunnel,access
276517277,Via Evangelista Torricelli,residential,False,True,82.546,"LINESTRING (11.8844995 44.2839251, 11.8842664 44.2840823, 11.883841 44.2842522, 11.8836497 44.2843431)",30,3,,,
847569729,Via Ponte Romano,tertiary,True,False,433.22999999999996,"LINESTRING (11.8877179 44.2842183, 11.8880449 44.284631, 11.8884768 44.2852482, 11.8890585 44.2861491, 11.8890865 44.2862724, 11.8891099 44.2864613, 11.8891947 44.2868238, 11.8892366 44.2870736, 11.889287 44.2873983, 11.8892841 44.2874389, 11.8892601 44.2875523, 11.8891617 44.2876174, 11.8890251 44.2876554, 11.8888557 44.2876714)",,,,,
28620403,Via Mura Benedetto Mittarelli,tertiary,False,False,10.007,"LINESTRING (11.8888557 44.2876714, 11.8888982 44.2875867)",,,,,
28620402,Via Mura Benedetto Mittarelli,tertiary,False,False,64.06,"LINESTRING (11.8888557 44.2876714, 11.8887896 44.2879095, 11.8887557 44.2879695, 11.8887009 44.288097, 11.8886519 44.2882276)",,,,,
28620402,Via Mura Benedetto Mittarelli,tertiary,False,True,64.06,"LINESTRING (11.8886519 44.2882276, 11.8887009 44.288097, 11.8887557 44.2879695, 11.8887896 44.2879095, 11.8888557 44.2876714)",,,,,
44034659,Via Domenico Lama,residential,False,False,44.771,"LINESTRING (11.8886519 44.2882276, 11.888734 44.2882751, 11.8887753 44.2882898, 11.8888235 44.2882918, 11.8888902 44.2882871, 11.8890083 44.2882726, 11.8891734 44.2882297)",,,,,
"[1213261105, 1215337379, 1205936657]",Viale delle Ceramiche,secondary,False,False,208.29000000000002,"LINESTRING (11.8886519 44.2882276, 11.8877737 44.2887226, 11.8872415 44.2890797, 11.8869916 44.2892189, 11.8866341 44.289418)",,,,,
205175835,Via Mura Benedetto Mittarelli,residential,True,False,17.153,"LINESTRING (11.8875675 44.2842789, 11.8873889 44.2841926)",,,,,
755059691,Via Mura Benedetto Mittarelli,tertiary,True,False,16.375,"LINESTRING (11.8875675 44.2842789, 11.8875324 44.2841338)",,6.4,1,,
755059694,,tertiary_link,True,False,13.738,"LINESTRING (11.8875675 44.2842789, 11.8877179 44.2842183)",,,,,
28620404,Via Dogana,residential,True,False,46.292,"LINESTRING (11.8856743 44.2848165, 11.8857226 44.2849607, 11.885711 44.2852286)",30,3.7,,,
847569730,Corso Aurelio Saffi,residential,False,True,60.649,"LINESTRING (11.8856743 44.2848165, 11.8858823 44.2847475, 11.8862045 44.2846407, 11.8863572 44.2845758)",30,,,,
"[28620408, 1151271911]","['Via Manfredi', 'Corso Aurelio Saffi']",residential,False,False,152.517,"LINESTRING (11.8856743 44.2848165, 11.8854253 44.2848953, 11.8851348 44.2846251, 11.8850937 44.2845831, 11.8849965 44.2844641, 11.884947 44.2843973, 11.8849077 44.2843442, 11.8844995 44.2839251)",30,5.5,,,
"[666777355, 666777356, 28620405, 205499994, 205499995]","['Via Monsignor Giuseppe Battaglia', 'Piazza Undici Febbraio']",residential,True,False,141.803,"LINESTRING (11.885711 44.2852286, 11.8854481 44.28543, 11.8855346 44.2855368, 11.8855975 44.285611, 11.8856145 44.2856315, 11.8856364 44.2856579, 11.8856553 44.2856784, 11.8861148 44.2863079)",30,"['4.8', '4.1', '4', '4.5']",,yes,
28620406,Via Giuseppe Sarti,residential,True,False,79.905,"LINESTRING (11.8861148 44.2863079, 11.8864872 44.2861073, 11.8868738 44.2858397)",30,2.8,,,
28620407,Via Sant'Ippolito,residential,True,False,41.366,"LINESTRING (11.8873678 44.2854955, 11.8876583 44.2857076, 11.8877367 44.2857573)",30,,,,
28620403,Via Mura Benedetto Mittarelli,tertiary,False,True,10.007,"LINESTRING (11.8888982 44.2875867, 11.8888557 44.2876714)",,,,,
43190534,Via Sant'Ippolito,residential,False,True,151.51,"LINESTRING (11.8888982 44.2875867, 11.8888344 44.287525, 11.8887187 44.2874403, 11.8884708 44.2873093, 11.8883406 44.2872294, 11.8882448 44.2871332, 11.888198 44.2869679, 11.8881165 44.2864339)",,,,,
43231843,Via Mura Benedetto Mittarelli,tertiary,True,False,172.148,"LINESTRING (11.8888982 44.2875867, 11.8889154 44.2875005, 11.8890002 44.2870764, 11.8890081 44.2869946, 11.8888762 44.286225, 11.888853 44.2861383, 11.8888096 44.286057)",30,,,,
30755725,Via Marescalchi,residential,True,False,75.41199999999999,"LINESTRING (11.8835172 44.2844133, 11.8837987 44.2847932, 11.8838537 44.2848774, 11.8839464 44.2850177)",30,5.2,,,
276517277,Via Evangelista Torricelli,residential,False,False,13.126000000000001,"LINESTRING (11.8835172 44.2844133, 11.8836281 44.2843559, 11.8836497 44.2843431)",30,3,,,
43190538,Via Camillo Benso Conte di Cavour,residential,False,False,77.415,"LINESTRING (11.877684 44.285418, 11.8771589 44.284832)",30,10,,,
43190538,Via Camillo Benso Conte di Cavour,residential,False,True,30.77,"LINESTRING (11.877684 44.285418, 11.8777851 44.2855369, 11.8778764 44.2856579)",30,10,,,
1055471235,Via Giulio Cesare Tonducci,residential,False,False,49.832,"LINESTRING (11.877684 44.285418, 11.8779632 44.2852878, 11.8782052 44.2851698)",30,6.2,,,
31068399,Via Giulio Castellani,residential,True,False,5.743,"LINESTRING (11.8795748 44.2846134, 11.8796137 44.2846569)",30,2.5,,,
48617177,Corso Giacomo Matteotti,residential,True,False,48.663,"LINESTRING (11.8812906 44.284137, 11.8807719 44.2839054)",30,5.4,,,
31068400,Via Sant'Agostino,residential,True,False,21.656,"LINESTRING (11.8802432 44.2836446, 11.8803983 44.2834846)",30,2.5,,,
48617177,Corso Giacomo Matteotti,residential,True,False,12.738,"LINESTRING (11.8802432 44.2836446, 11.8801134 44.2835776)",30,5.4,,,
43190538,Via Camillo Benso Conte di Cavour,residential,False,False,30.77,"LINESTRING (11.8778764 44.2856579, 11.8777851 44.2855369, 11.877684 44.285418)",30,10,,,
41529009,Via Venti Settembre,residential,True,False,58.972,"LINESTRING (11.8821818 44.2869932, 11.8827394 44.2867719, 11.8828297 44.286736)",,,,,
43190533,Via Venti Settembre,residential,True,False,17.133,"LINESTRING (11.8821818 44.2869932, 11.882017 44.2870681, 11.882 44.2870757)",30,,,,
43231860,Corso Domenico Baccarini,residential,True,False,115.327,"LINESTRING (11.8802004 44.2889807, 11.8795456 44.2880555)",30,,,,
"[975322277, 32495311]",Via Giovanni Battista Campidori,residential,True,False,90.623,"LINESTRING (11.8802004 44.2889807, 11.8802564 44.2889689, 11.8807696 44.2888802, 11.8813064 44.2887875)",,,,,
43231858,Via Naviglio,residential,True,False,53.571,"LINESTRING (11.8833924 44.2884735, 11.8833611 44.2884336, 11.8830459 44.2880605)",,,,,
43231858,Via Naviglio,residential,True,False,88.509,"LINESTRING (11.8830459 44.2880605, 11.8824772 44.2873765)",,,,,
32495310,Via Pietro Tomba,residential,True,False,169.47,"LINESTRING (11.8830459 44.2880605, 11.8835549 44.2879075, 11.883937 44.2878424, 11.8843041 44.2877887, 11.8846885 44.2877005, 11.8850472 44.2875645)",30,6.4,,,
32495312,Corso Giuseppe Garibaldi,residential,True,False,56.201,"LINESTRING (11.8850472 44.2875645, 11.8854022 44.2880014)",30,6.1,,,
32495312,Corso Giuseppe Garibaldi,residential,True,False,1.29,"LINESTRING (11.8854022 44.2880014, 11.8854091 44.2880119)",30,6.1,,,
32495314,Via Baldassarre Manara,residential,True,False,169.98700000000002,"LINESTRING (11.8854022 44.2880014, 11.8844377 44.2883387, 11.8835045 44.2884582, 11.8833924 44.2884735)",30,3.4,,,
"[32495312, 1213265109]",Corso Giuseppe Garibaldi,residential,True,False,59.437,"LINESTRING (11.8861737 44.2889972, 11.8864393 44.2892352, 11.8866341 44.289418)",30,6.1,,,
27803542,Corso Giuseppe Mazzini,residential,False,False,75.858,"LINESTRING (11.8774589 44.2881637, 11.8782814 44.2878191)",,,,,
27803542,Corso Giuseppe Mazzini,residential,False,True,13.943,"LINESTRING (11.8774589 44.2881637, 11.8773091 44.2882287)",,,,,
146609850,Piazza due Giugno,residential,True,False,54.943,"LINESTRING (11.8774589 44.2881637, 11.8778152 44.2885869)",,,,,
204641836,Via Martiri Ungheresi,residential,False,True,20.405,"LINESTRING (11.8778051 44.2890128, 11.8780251 44.2889186)",,,,,
204641836,Via Martiri Ungheresi,residential,False,False,126.792,"LINESTRING (11.8778051 44.2890128, 11.8774458 44.2891554, 11.8773282 44.2892021, 11.8772535 44.2893055, 11.8771977 44.2894142, 11.8770627 44.2899228)",,,,,
204641836,Via Martiri Ungheresi,residential,False,True,126.792,"LINESTRING (11.8770627 44.2899228, 11.8771977 44.2894142, 11.8772535 44.2893055, 11.8773282 44.2892021, 11.8774458 44.2891554, 11.8778051 44.2890128)",,,,,
22779886,Via Camillo Benso Conte di Cavour,residential,True,False,102.47900000000001,"LINESTRING (11.8784813 44.2864714, 11.8783172 44.2862424, 11.8779289 44.2857276, 11.8778764 44.2856579)",30,3.3,,,
41529001,Via Santa Maria dell'Angelo,residential,True,False,90.612,"LINESTRING (11.8784813 44.2864714, 11.8789335 44.2862902, 11.8794315 44.2861012, 11.8794814 44.2860823)",30,3,,,
41529003,Via Scipione Zanelli,residential,True,False,64.649,"LINESTRING (11.8804845 44.2857013, 11.880878 44.2862099)",30,,,,
"[48617178, 684388107]",Via Severoli,residential,True,False,125.20899999999999,"LINESTRING (11.8804845 44.2857013, 11.8805317 44.2856571, 11.8814377 44.2852867, 11.8817427 44.2851413, 11.8818129 44.2851064)",30,"['3.4', '4']",,,
43143165,Via San Bernardo,residential,True,False,36.143,"LINESTRING (11.8865833 44.284508, 11.8867372 44.2848138)",30,3.9,,,
847569730,Corso Aurelio Saffi,residential,False,False,19.513,"LINESTRING (11.8865833 44.284508, 11.8863572 44.2845758)",30,,,,
847569730,Corso Aurelio Saffi,residential,False,True,51.82,"LINESTRING (11.8865833 44.284508, 11.8871562 44.2842867)",30,,,,
43143161,Via Montalto,residential,True,False,65.183,"LINESTRING (11.8884601 44.2854826, 11.8877367 44.2857573)",,,,,
43231843,Via Mura Benedetto Mittarelli,tertiary,True,False,151.857,"LINESTRING (11.8884601 44.2854826, 11.8883521 44.2853129, 11.8880347 44.2848145, 11.8875675 44.2842789)",30,,,,
28620407,Via Sant'Ippolito,residential,True,False,17.828,"LINESTRING (11.8877367 44.2857573, 11.8878476 44.2858966)",30,,,,
43143162,Via della Croce,residential,True,False,69.284,"LINESTRING (11.8881165 44.2864339, 11.8888096 44.286057)",,,,,
41529005,Via della Croce,residential,True,False,195.202,"LINESTRING (11.8881165 44.2864339, 11.8871015 44.287253, 11.8863465 44.2876328)",30,,,,
43190534,Via Sant'Ippolito,residential,False,False,151.51,"LINESTRING (11.8881165 44.2864339, 11.888198 44.2869679, 11.8882448 44.2871332, 11.8883406 44.2872294, 11.8884708 44.2873093, 11.8887187 44.2874403, 11.8888344 44.287525, 11.8888982 44.2875867)",,,,,
43231843,Via Mura Benedetto Mittarelli,tertiary,True,False,69.666,"LINESTRING (11.8888096 44.286057, 11.8884601 44.2854826)",30,,,,
27803542,Corso Giuseppe Mazzini,residential,False,False,5.597,"LINESTRING (11.8782814 44.2878191, 11.8783421 44.2877937)",,,,,
27803542,Corso Giuseppe Mazzini,residential,False,True,75.858,"LINESTRING (11.8782814 44.2878191, 11.8774589 44.2881637)",,,,,
43190510,Via Frà Domenico Paganelli,residential,True,False,79.093,"LINESTRING (11.8782814 44.2878191, 11.8787357 44.2884517)",,,,,
43190512,Via Giovanni Ghinassi,residential,True,False,19.527,"LINESTRING (11.8787357 44.2884517, 11.8788456 44.2886087)",,,,,
43190529,Via Carlo Zucchini,residential,True,False,78.082,"LINESTRING (11.8795456 44.2880555, 11.8787357 44.2884517)",,,,,
43231860,Corso Domenico Baccarini,residential,True,False,73.815,"LINESTRING (11.8795456 44.2880555, 11.8792094 44.2875433, 11.8791512 44.2874547)",30,,,,
43190511,Piazza San Domenico,residential,True,False,71.097,"LINESTRING (11.8779562 44.2887639, 11.8787357 44.2884517)",,,,,
43315207,Piazza 2 Giugno,residential,False,False,22.657,"LINESTRING (11.8779562 44.2887639, 11.8778152 44.2885869)",,,,,
48617399,Largo Toki,residential,False,False,18.055,"LINESTRING (11.8779562 44.2887639, 11.8780251 44.2889186)",,,,,
48617399,Largo Toki,residential,False,True,18.055,"LINESTRING (11.8780251 44.2889186, 11.8779562 44.2887639)",,,,,
204641836,Via Martiri Ungheresi,residential,False,False,20.405,"LINESTRING (11.8780251 44.2889186, 11.8778051 44.2890128)",,,,,
43231844,Via Giovanni Ghinassi,residential,False,False,81.169,"LINESTRING (11.8788456 44.2886087, 11.8793025 44.2892613)",,,,,
"[43190530, 206274783]","['Piazza San Domenico', 'Via Martiri Ungheresi']",residential,True,False,73.843,"LINESTRING (11.8788456 44.2886087, 11.8783432 44.2887984, 11.8780251 44.2889186)",,,,,
43190528,Via Giuseppe Ugonia,residential,True,False,71.787,"LINESTRING (11.8793025 44.2892613, 11.8801282 44.2890016)",,,,,
43231844,Via Giovanni Ghinassi,residential,False,True,81.169,"LINESTRING (11.8793025 44.2892613, 11.8788456 44.2886087)",,,,,
32495312,Corso Giuseppe Garibaldi,residential,True,False,104.87899999999999,"LINESTRING (11.8840224 44.2862164, 11.8841767 44.2864147, 11.884247 44.2865052, 11.8846505 44.2870455)",30,6.1,,,
32495311,Via Giovanni Battista Campidori,residential,True,False,121.483,"LINESTRING (11.8818962 44.2886823, 11.8822654 44.2886263, 11.883029 44.2885014, 11.8833336 44.2884763, 11.8833924 44.2884735)",,,,,
"[43190514, 306291581]",Via Naviglio,residential,False,"[False, True]",45.138000000000005,"LINESTRING (11.884363 44.2896058, 11.8842979 44.2895281, 11.8842231 44.2894389, 11.8840741 44.2892565)",,,,,
43190515,Via Dionigi Strocchi,residential,True,False,159.222,"LINESTRING (11.884363 44.2896058, 11.8852958 44.2892914, 11.8861737 44.2889972)",30,4.7,,,
43315207,Piazza 2 Giugno,residential,False,True,22.657,"LINESTRING (11.8778152 44.2885869, 11.8779562 44.2887639)",,,,,
43315206,Piazza due Giugno,residential,True,False,65.968,"LINESTRING (11.8778152 44.2885869, 11.8776432 44.2886263, 11.8773091 44.2882287)",,,,,
27803542,Corso Giuseppe Mazzini,residential,False,False,13.943,"LINESTRING (11.8773091 44.2882287, 11.8774589 44.2881637)",,,,,
"[43315216, 568943288, 568943287]",Via Maioliche,residential,True,False,91.31400000000001,"LINESTRING (11.8769536 44.2891629, 11.8772132 44.289056, 11.8773375 44.2890079, 11.8774467 44.2889634, 11.8774953 44.288943, 11.8779562 44.2887639)",,,,yes,
1055471222,Via San Giovanni Bosco,residential,True,False,79.76599999999999,"LINESTRING (11.8850454 44.2833792, 11.8855559 44.283552, 11.8859892 44.2835095)",30,4.5,,,
44034653,Via Mura Torelli,residential,True,False,67.81,"LINESTRING (11.8859892 44.2835095, 11.8853078 44.2831784, 11.8852844 44.283167)",,,,,
175884955,Via Pietro Orzolari,residential,False,True,102.959,"LINESTRING (11.8854099 44.2825563, 11.886034 44.2817453)",,,,,
24928406,Via Angelo Lapi,tertiary,False,False,52.313,"LINESTRING (11.8854099 44.2825563, 11.8851179 44.282505, 11.8847717 44.2824441)",,10,,,
24928406,Via Angelo Lapi,tertiary,False,True,120.80099999999999,"LINESTRING (11.8854099 44.2825563, 11.8863096 44.2827147, 11.8863772 44.2827266, 11.8868835 44.2828157)",,10,,,
44034650,Via Pietro Orzolari,residential,False,True,72.244,"LINESTRING (11.8854099 44.2825563, 11.8853251 44.2826959, 11.8853335 44.2827594, 11.8854011 44.282847, 11.8854011 44.2829136, 11.8853532 44.2830341, 11.8852844 44.283167)",30,5,,,
24928416,Via Mura Torelli,residential,True,False,47.291,"LINESTRING (11.8850708 44.2830614, 11.8845457 44.2828625)",,,,,
44034651,Via Torricino,residential,True,False,33.958,"LINESTRING (11.8850708 44.2830614, 11.8848605 44.2833271)",,,,,
1055471222,Via San Giovanni Bosco,residential,True,False,15.818,"LINESTRING (11.8848605 44.2833271, 11.8850454 44.2833792)",30,4.5,,,
242733620,Corso Giacomo Matteotti,residential,False,True,48.681,"LINESTRING (11.8780762 44.282884, 11.8774821 44.2827802)",30,,,,
454892772,Corso Giacomo Matteotti,residential,False,True,4.295,"LINESTRING (11.8780762 44.282884, 11.8781278 44.2828953)",30,7,,,
24928412,Via Tommaso Minardi,residential,False,False,118.65800000000002,"LINESTRING (11.8780762 44.282884, 11.8780682 44.2823469, 11.8781465 44.2820981, 11.8783017 44.2818466)",30,,,,
756104766,Via Angelo Lapi,tertiary,False,True,106.934,"LINESTRING (11.882434 44.2817073, 11.8836392 44.282132)",,,,,
756401594,Via Angelo Lapi,tertiary,False,False,97.271,"LINESTRING (11.882434 44.2817073, 11.8820456 44.2815771, 11.8814266 44.2813697, 11.8813275 44.2813362)",,,,,
756104766,Via Angelo Lapi,tertiary,False,False,42.496,"LINESTRING (11.8841195 44.2822988, 11.8836392 44.282132)",,,,,
756104766,Via Angelo Lapi,tertiary,False,True,54.374,"LINESTRING (11.8841195 44.2822988, 11.8847717 44.2824441)",,,,,
56151688,Via Filippo Comerio,residential,False,True,174.439,"LINESTRING (11.8841195 44.2822988, 11.8848507 44.2812351, 11.8843715 44.2810643)",,,,,
43491533,Via San Giovanni Bosco,residential,True,False,107.694,"LINESTRING (11.883008 44.2837478, 11.8831287 44.2837231, 11.8832676 44.2836946, 11.8837428 44.2835978, 11.8839514 44.2835268, 11.8839867 44.2835083, 11.8842393 44.2833747)",30,3.2,,,
148325317,Via Zuffe,residential,True,False,84.258,"LINESTRING (11.883008 44.2837478, 11.8831371 44.283829, 11.8833006 44.2839573, 11.8834267 44.2840692, 11.883522 44.2841814, 11.8835865 44.284254, 11.8836497 44.2843431)",30,3.5,,,
146611709,Via Giulio Cesare Tonducci,residential,False,False,67.895,"LINESTRING (11.8782052 44.2851698, 11.8789373 44.2848565)",30,5.5,,,
61331560,Vicolo Montini,residential,True,False,148.24099999999999,"LINESTRING (11.8782052 44.2851698, 11.8780084 44.2849138, 11.8780081 44.2847966, 11.8780375 44.2846956, 11.8779805 44.2845631, 11.8779778 44.2844603, 11.8781078 44.284312, 11.8781334 44.2842828, 11.878574 44.2840902)",30,3,,,
1055471235,Via Giulio Cesare Tonducci,residential,False,True,49.832,"LINESTRING (11.8782052 44.2851698, 11.8779632 44.2852878, 11.877684 44.285418)",30,6.2,,,
61331560,Vicolo Montini,residential,True,False,54.717,"LINESTRING (11.878574 44.2840902, 11.8784879 44.2839994, 11.8789599 44.2838205)",30,3,,,
1055471234,Via Giulio Castellani,residential,True,False,59.027,"LINESTRING (11.8789599 44.2838205, 11.8793231 44.2842833)",30,4.5,,,
61331562,Via Contradino,residential,True,False,36.067,"LINESTRING (11.8789599 44.2838205, 11.8790427 44.2837972, 11.8793192 44.2836276)",30,2.5,,,
48617177,Corso Giacomo Matteotti,residential,True,False,108.731,"LINESTRING (11.8794921 44.2833112, 11.8792767 44.2832242, 11.8787411 44.2830259, 11.8782466 44.2829214)",30,5.4,,,
137120860,Via Santa Maria dell'Angelo,residential,True,False,87.607,"LINESTRING (11.8774845 44.2868054, 11.8784813 44.2864714)",30,,,,
146611710,Via Pascoli,residential,True,False,129.371,"LINESTRING (11.8774845 44.2868054, 11.8782962 44.2877408, 11.8783421 44.2877937)",30,,,,
756401594,Via Angelo Lapi,tertiary,False,True,35.289,"LINESTRING (11.8809294 44.2811966, 11.8813275 44.2813362)",,,,,
756401594,Via Angelo Lapi,tertiary,False,False,35.289,"LINESTRING (11.8813275 44.2813362, 11.8809294 44.2811966)",,,,,
756401594,Via Angelo Lapi,tertiary,False,True,97.27099999999999,"LINESTRING (11.8813275 44.2813362, 11.8814266 44.2813697, 11.8820456 44.2815771, 11.882434 44.2817073)",,,,,
242733620,Corso Giacomo Matteotti,residential,False,False,7.627,"LINESTRING (11.8771967 44.2827173, 11.8772886 44.2827367)",30,,,,
755059692,Corso Aurelio Saffi,residential,False,True,21.275,"LINESTRING (11.8871562 44.2842867, 11.8873889 44.2841926)",30,11.5,,,
847569730,Corso Aurelio Saffi,residential,False,False,51.82,"LINESTRING (11.8871562 44.2842867, 11.8865833 44.284508)",30,,,,
"[146605520, 146605525, 666726895]","['Via Anconetano', 'Via Giangrandi']",residential,True,False,110.001,"LINESTRING (11.8871562 44.2842867, 11.8873928 44.2845223, 11.8875959 44.2846894, 11.8877554 44.2848309, 11.887826 44.2848935, 11.8876921 44.2850863)",30,"['3.5', '2.8', '2.5']",,,
146605530,Via Domenico Zauli,residential,False,True,42.699,"LINESTRING (11.8869348 44.2851818, 11.8865478 44.2854477)",30,4.5,,,
43143165,Via San Bernardo,residential,True,False,49.17,"LINESTRING (11.8869348 44.2851818, 11.8873087 44.2854673, 11.8873678 44.2854955)",30,3.9,,,
146605530,Via Domenico Zauli,residential,False,False,42.699,"LINESTRING (11.8865478 44.2854477, 11.8869348 44.2851818)",30,4.5,,,
146605522,Via Dogana,residential,True,False,90.961,"LINESTRING (11.8865478 44.2854477, 11.8865326 44.2853761, 11.8861738 44.2850884, 11.8858323 44.2851973, 11.885711 44.2852286)",30,3.5,,,
666774422,Via Dogana,residential,False,False,50.735,"LINESTRING (11.8865478 44.2854477, 11.8867912 44.2857464, 11.8868738 44.2858397)",30,3.7,,,
28620406,Via Giuseppe Sarti,residential,True,False,54.874,"LINESTRING (11.8868738 44.2858397, 11.8873678 44.2854955)",30,2.8,,,
666774422,Via Dogana,residential,False,True,50.735,"LINESTRING (11.8868738 44.2858397, 11.8867912 44.2857464, 11.8865478 44.2854477)",30,3.7,,,
28620407,Via Sant'Ippolito,residential,True,False,63.464999999999996,"LINESTRING (11.8878476 44.2858966, 11.887898 44.2860009, 11.8881165 44.2864339)",30,,,,
146605524,Via Fadina,residential,True,False,199.123,"LINESTRING (11.8878476 44.2858966, 11.8869347 44.2863966, 11.8862984 44.2867131, 11.8858123 44.286936)",30,3.5,,,
146605521,Via Bertucci,residential,True,False,34.366,"LINESTRING (11.8848288 44.285917, 11.8847302 44.2859542, 11.8844468 44.286061)",30,2.6,,,
146605521,Via Bertucci,residential,True,False,37.96,"LINESTRING (11.8844468 44.286061, 11.8841757 44.2861551, 11.8840224 44.2862164)",30,2.6,,,
"[146605528, 205639809, 1055386682, 1055386685]","['Via Pezzi', 'Via Paolo Costa']",residential,False,"[False, True]",110.51599999999999,"LINESTRING (11.8844468 44.286061, 11.8845666 44.2862012, 11.8846851 44.2863399, 11.8850872 44.286623, 11.885405 44.2864906)",30,"['3.4', '3', '2.9', '2.5']",,,
146605529,Piazzetta Carlo Zauli,residential,False,True,22.023,"LINESTRING (11.885405 44.2864906, 11.8855079 44.2864425, 11.8855734 44.2865421)",30,7,,,
146605531,Via Seminario,residential,True,False,78.561,"LINESTRING (11.885405 44.2864906, 11.8852819 44.286368, 11.8848288 44.285917)",30,2.9,,,
"[146605528, 205639809, 1055386682, 1055386685]","['Via Pezzi', 'Via Paolo Costa']",residential,False,"[False, True]",110.51600000000002,"LINESTRING (11.885405 44.2864906, 11.8850872 44.286623, 11.8846851 44.2863399, 11.8845666 44.2862012, 11.8844468 44.286061)",30,"['3.4', '3', '2.9', '2.5']",,,
146605526,Via Giuseppe Sarti,residential,True,False,50.353,"LINESTRING (11.8855734 44.2865421, 11.8861148 44.2863079)",30,3.4,,,
146605529,Piazzetta Carlo Zauli,residential,False,False,22.023,"LINESTRING (11.8855734 44.2865421, 11.8855079 44.2864425, 11.885405 44.2864906)",30,7,,,
146605533,Via Giuseppe Maria Emiliani,residential,True,False,24.707,"LINESTRING (11.8857024 44.2867442, 11.8855734 44.2865421)",30,2.3,,,
146605523,Via Fadina,residential,True,False,6.778,"LINESTRING (11.8858123 44.286936, 11.88576 44.2869841)",30,3.4,,,
