osmid,ref,name,highway,oneway,reversed,length,geometry,junction,lanes,access
687825602,SS93,Via Michele Rigillo,secondary,False,False,58.457,"LINESTRING (15.6722838 40.9287015, 15.6721447 40.9281864)",,,
306418448,,,residential,False,True,89.37600000000002,"LINESTRING (15.6722838 40.9287015, 15.6714498 40.9288001, 15.6713908 40.9288184, 15.6713492 40.9288477, 15.671364 40.9289217)",,,
687825602,SS93,Via Michele Rigillo,secondary,False,True,73.976,"LINESTRING (15.6722838 40.9287015, 15.6724029 40.9292595, 15.6724194 40.9293588)",,,
687825602,SS93,Via Michele Rigillo,secondary,False,False,5.91,"LINESTRING (15.6719362 40.9277596, 15.6718916 40.9277185)",,,
687825602,SS93,Via Michele Rigillo,secondary,False,True,21.47,"LINESTRING (15.6719362 40.9277596, 15.6720624 40.9279275)",,,
375640975,,Via Maria Luigia Tancredi,residential,False,True,20.929000000000002,"LINESTRING (15.6719362 40.9277596, 15.6720752 40.9276924, 15.6721585 40.9276837)",,,
375639507,,Via Monticchio,secondary,True,False,41.067,"LINESTRING (15.6699848 40.9263661, 15.6695081 40.9262844)",,,
687825602,SS93,Via Michele Rigillo,secondary,False,True,23.364,"LINESTRING (15.6699848 40.9263661, 15.6700988 40.9264226, 15.6701181 40.9264321, 15.6702134 40.9264856)",,,
27104123,,Via Monticchio,secondary,True,False,10.582999999999998,"LINESTRING (15.6694525 40.926091, 15.6695129 40.9261043, 15.669559 40.9261368)",roundabout,,
41676270,,Via Monticchio,secondary,True,False,19.651,"LINESTRING (15.669559 40.9261368, 15.6697523 40.9262363)",,,
27104123,,Via Monticchio,secondary,True,False,18.987000000000002,"LINESTRING (15.669559 40.9261368, 15.6695797 40.9261765, 15.6695771 40.9262191, 15.6695518 40.9262573, 15.6695081 40.9262844)",roundabout,,
41523817,,Via Monticchio,secondary,True,False,10.552,"LINESTRING (15.6694304 40.9262952, 15.6693052 40.9263028)",,,
27104123,,Via Monticchio,secondary,True,False,15.373999999999999,"LINESTRING (15.6694304 40.9262952, 15.6693729 40.9262798, 15.6693302 40.9262469, 15.6693108 40.9262032)",roundabout,,
27104123,,Via Monticchio,secondary,True,False,7.334,"LINESTRING (15.6693108 40.9262032, 15.6693308 40.926139)",roundabout,,
27104123,,Via Monticchio,secondary,True,False,12.061999999999998,"LINESTRING (15.6693308 40.926139, 15.6693536 40.9261181, 15.669383 40.9261025, 15.6694167 40.9260932, 15.6694525 40.926091)",roundabout,,
27104148,,Via Giorgio Amendola,secondary,True,False,19.506,"LINESTRING (15.6693308 40.926139, 15.669316 40.9261052, 15.6692751 40.9260427, 15.6692236 40.9259844)",,,
375639506,,Via Giorgio Amendola,secondary,True,False,22.59,"LINESTRING (15.6692236 40.9259844, 15.6694525 40.926091)",,,
41523815,SS93,Via Giorgio Amendola,secondary,False,False,141.01600000000002,"LINESTRING (15.6692236 40.9259844, 15.6691378 40.9259325, 15.6690241 40.9258691, 15.6689404 40.9258223, 15.6688031 40.9257444, 15.6685971 40.9255888, 15.6683825 40.9254007, 15.6683156 40.9253249, 15.6682108 40.9252062, 15.6681336 40.9251154, 15.6681006 40.925061)",,,
