osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction
422154325,2,SS10,Via Emilia Pavese,primary,False,False,12.997,"LINESTRING (9.6080811 45.0560993, 9.6082462 45.0560916)",,
38939424,,SP7;SP11,Via Agazzano,secondary,False,False,89.484,"LINESTRING (9.6080811 45.0560993, 9.6080395 45.055825, 9.607937 45.0553011)",,
422154325,2,SS10,Via Emilia Pavese,primary,False,True,136.276,"LINESTRING (9.6080811 45.0560993, 9.6079034 45.0561077, 9.607641 45.0561149, 9.6063468 45.0561143)",,
939249814,,,Via Case Chiesa,residential,True,False,38.822,"LINESTRING (9.6119047 45.0559688, 9.611875 45.0556203)",,
386253878,2,SS10,Via Emilia Pavese,primary,False,False,83.563,"LINESTRING (9.6119047 45.0559688, 9.6122243 45.0559601, 9.6122564 45.0559589, 9.6129672 45.0559318)",,
422154325,2,SS10,Via Emilia Pavese,primary,False,True,101.61099999999999,"LINESTRING (9.6119047 45.0559688, 9.6116651 45.0559777, 9.6106118 45.0559969)",,
24605226,,,Via Case Chiesa,residential,False,True,74.826,"LINESTRING (9.6118413 45.0549478, 9.611875 45.0556203)",,
24605228,,,Via Giuseppe Garibaldi,residential,False,False,113.686,"LINESTRING (9.6118413 45.0549478, 9.6105486 45.0550813, 9.6104092 45.0550955)",,
76841307,,,Via Case Chiesa,residential,True,False,144.911,"LINESTRING (9.6118413 45.0549478, 9.6118216 45.0545399, 9.612365 45.0544937, 9.6126323 45.0544402, 9.6128396 45.0543903, 9.6130221 45.0542999)",,
24605227,,,Via Eugenio Curiel,residential,False,False,172.047,"LINESTRING (9.6104092 45.0550955, 9.6103967 45.0549918, 9.6103308 45.0544428, 9.6102375 45.0536128, 9.6102306 45.0535534)",,
24605227,,,Via Eugenio Curiel,residential,False,True,101.168,"LINESTRING (9.6104092 45.0550955, 9.6104227 45.0551751, 9.6105358 45.0560009)",,
