osmid,highway,oneway,reversed,length,name,ref,maxspeed,geometry,lanes,tunnel
232381717,unclassified,False,False,65.013,Via Sant'Angelo,,,"LINESTRING (18.0028316 40.2869051, 18.003584 40.2867936)",,
232381717,unclassified,False,True,59.298,Via Sant'Angelo,,,"LINESTRING (18.0028316 40.2869051, 18.0021485 40.2870185)",,
998224871,residential,True,False,62.617,Via Ofanto,,,"LINESTRING (18.0028316 40.2869051, 18.0028783 40.2874671)",,
74228581,residential,False,True,118.592,Via Ofanto,,,"LINESTRING (18.0028316 40.2869051, 18.002829 40.2868622, 18.0027673 40.2858397)",,
286639990,tertiary,False,False,14.941,Via della Libertà,,,"LINESTRING (18.0023084 40.2896587, 18.0021421 40.289703)",,
286639990,tertiary,False,True,127.019,Via della Libertà,,,"LINESTRING (18.0023084 40.2896587, 18.0037266 40.2892918)",,
258643254,residential,True,False,58.723,Via Amerigo Vespucci,,,"LINESTRING (18.0019741 40.2908652, 18.0012833 40.2908298)",,
74228686,residential,True,False,157.304,Via P. Cazzella,,,"LINESTRING (18.0019741 40.2908652, 18.0017889 40.292235, 18.0017838 40.2922724)",,
74228569,unclassified,False,False,50.786,Via fratelli Bandiera,,,"LINESTRING (18.0035936 40.2905176, 18.0034622 40.2909632)",,
74228569,unclassified,False,True,58.309,Via fratelli Bandiera,,,"LINESTRING (18.0035936 40.2905176, 18.0037445 40.290006)",,
74228686,residential,True,False,57.635,Via P. Cazzella,,,"LINESTRING (18.0017122 40.2927914, 18.001632 40.2933061)",,
784242358,unclassified,False,True,101.018,Via F. Ferrucci,,,"LINESTRING (18.0017122 40.2927914, 18.0028312 40.2931026)",,
998240651,unclassified,True,False,26.27,Via F. Ferrucci,,,"LINESTRING (18.0017122 40.2927914, 18.0014066 40.2927529)",,
998823293,residential,True,False,57.708,Via Giuseppe Garibaldi,,,"LINESTRING (17.9992112 40.2931329, 17.9989487 40.2936117)",,
286639990,tertiary,False,False,127.019,Via della Libertà,,,"LINESTRING (18.0037266 40.2892918, 18.0023084 40.2896587)",,
286639990,tertiary,False,True,29.904,Via della Libertà,,,"LINESTRING (18.0037266 40.2892918, 18.0040607 40.2892059)",,
74228605,residential,False,True,131.78300000000002,Via Alessandro Manzoni,,,"LINESTRING (18.0037266 40.2892918, 18.003684 40.2885185, 18.0036533 40.288108)",,
74228653,residential,True,False,76.608,Via Capilupo,,,"LINESTRING (18.0020459 40.2903802, 18.0029438 40.2904548)",,
74228686,residential,True,False,54.272,Via P. Cazzella,,,"LINESTRING (18.0020459 40.2903802, 18.0019741 40.2908652)",,
182700295,residential,False,True,138.96,,,,"LINESTRING (18.0021485 40.2870185, 18.0024559 40.285791)",,
232381717,unclassified,False,False,59.298,Via Sant'Angelo,,,"LINESTRING (18.0021485 40.2870185, 18.0028316 40.2869051)",,
232381717,unclassified,False,True,93.006,Via Sant'Angelo,,,"LINESTRING (18.0021485 40.2870185, 18.0018477 40.2870847, 18.0016926 40.2871794, 18.001611 40.2872831, 18.0015261 40.2876017)",,
74753401,residential,False,True,79.416,,,,"LINESTRING (18.0012725 40.2882718, 18.0016897 40.2882961, 18.0022042 40.2882511)",,
232381717,unclassified,False,False,77.90899999999999,Via Sant'Angelo,,,"LINESTRING (18.0012725 40.2882718, 18.0014303 40.2879748, 18.0015261 40.2876017)",,
232381717,unclassified,False,True,54.040000000000006,Via Sant'Angelo,,,"LINESTRING (18.0012725 40.2882718, 18.001173 40.2884624, 18.000841 40.2885838)",,
74228569,unclassified,False,False,63.962,Via fratelli Bandiera,,,"LINESTRING (18.003133 40.2920792, 18.0029675 40.2926404)",,
74228569,unclassified,False,True,127.196,Via fratelli Bandiera,,,"LINESTRING (18.003133 40.2920792, 18.0034622 40.2909632)",,
74228636,residential,False,False,77.727,,,,"LINESTRING (18.003133 40.2920792, 18.0039994 40.292307)",,
74228636,residential,False,True,180.801,,,,"LINESTRING (18.003133 40.2920792, 18.0023577 40.2918555, 18.0027602 40.2909104)",,
998157265,residential,False,False,151.346,Via San Martino,,,"LINESTRING (17.9992803 40.2856121, 18.0009826 40.2856291, 18.0010644 40.2856299)",,
74228605,residential,False,False,104.573,Via Alessandro Manzoni,,,"LINESTRING (18.0036632 40.2850023, 18.0034641 40.2859304)",,
258662205,unclassified,False,False,59.038,Via Antonio De Curtis,,,"LINESTRING (18.0036632 40.2850023, 18.00435 40.2850884)",,
74228569,unclassified,False,False,52.678,Via fratelli Bandiera,,,"LINESTRING (18.0029675 40.2926404, 18.0028312 40.2931026)",,
74228569,unclassified,False,True,63.962,Via fratelli Bandiera,,,"LINESTRING (18.0029675 40.2926404, 18.003133 40.2920792)",,
258643243,residential,True,False,81.695,Via Umberto primo,,,"LINESTRING (18.0029675 40.2926404, 18.0038524 40.2929306)",,
873564474,residential,False,False,84.629,Via Cesare Pavese,,,"LINESTRING (17.9939573 40.2883689, 17.9942512 40.2876993, 17.9942741 40.2876472)",,
873564474,residential,False,True,109.696,Via Cesare Pavese,,,"LINESTRING (17.9939573 40.2883689, 17.9936046 40.2892099, 17.9935632 40.2893085)",,
258643246,residential,True,False,127.659,Via Gioacchino Rossini,,,"LINESTRING (18.0015903 40.2935735, 18.0000854 40.2935955)",,
74228605,residential,False,False,72.465,Via Alessandro Manzoni,,,"LINESTRING (18.003584 40.2867936, 18.0036135 40.2874449)",,
74228605,residential,False,True,96.521,Via Alessandro Manzoni,,,"LINESTRING (18.003584 40.2867936, 18.0034641 40.2859304)",,
232381717,unclassified,False,False,55.243,Via Sant'Angelo,,,"LINESTRING (18.003584 40.2867936, 18.0041727 40.2865811)",,
232381717,unclassified,False,True,65.013,Via Sant'Angelo,,,"LINESTRING (18.003584 40.2867936, 18.0028316 40.2869051)",,
74228686,residential,True,False,58.029,Via P. Cazzella,,,"LINESTRING (18.0017838 40.2922724, 18.0017122 40.2927914)",,
258643243,residential,True,False,108.414,Via Umberto primo,,,"LINESTRING (18.0017838 40.2922724, 18.0029675 40.2926404)",,
74228629,tertiary,False,False,64.855,Via della Consolazione,,,"LINESTRING (17.9966695 40.2938938, 17.9967148 40.2938163, 17.996854 40.293626, 17.9969104 40.2935585, 17.997065 40.2933964)",,
74228661,residential,False,True,44.101,Via Circonvallazione Salentina,,,"LINESTRING (17.9966695 40.2938938, 17.9965998 40.2938733, 17.9961843 40.2937512)",,
74228623,residential,False,False,61.866,,,,"LINESTRING (18.0029095 40.2881093, 18.0022042 40.2882511)",,
74228623,residential,False,True,63.089,,,,"LINESTRING (18.0029095 40.2881093, 18.0036533 40.288108)",,
853339055,residential,False,True,158.20999999999998,,,,"LINESTRING (18.0029095 40.2881093, 18.0029305 40.2888623, 18.002099 40.2890771)",,
74750877,unclassified,True,False,35.984,Via Cutura,,,"LINESTRING (17.994007 40.2897546, 17.9941347 40.289446)",,
873564475,unclassified,False,False,12.205,Via Cesarea,,,"LINESTRING (17.994007 40.2897546, 17.9941448 40.2897862)",,
74228629,tertiary,False,False,106.469,Via della Consolazione,,,"LINESTRING (17.9981465 40.2924889, 17.9989116 40.2917298)",,
74228629,tertiary,False,True,11.031,Via della Consolazione,,,"LINESTRING (17.9981465 40.2924889, 17.9980645 40.2925659)",,
161692530,residential,True,False,52.553,Via Nino Bixio,,,"LINESTRING (17.9981465 40.2924889, 17.998633 40.2927816)",,
74228630,residential,False,False,69.693,,,,"LINESTRING (18.0021421 40.289703, 18.002099 40.2890771)",,
74228630,residential,False,True,14.534,,,,"LINESTRING (18.0021421 40.289703, 18.0021304 40.2898334)",,
286639990,tertiary,False,False,30.101,Via della Libertà,,,"LINESTRING (18.0021421 40.289703, 18.0018021 40.2897806)",,
286639990,tertiary,False,True,14.941,Via della Libertà,,,"LINESTRING (18.0021421 40.289703, 18.0023084 40.2896587)",,
74228680,residential,False,False,40.912,Via Silvio Pellico,,,"LINESTRING (17.9985122 40.2934551, 17.9989487 40.2936117)",,
74228680,residential,False,True,53.186,Via Silvio Pellico,,,"LINESTRING (17.9985122 40.2934551, 17.9981728 40.2938573)",,
161692535,residential,False,False,22.592,,,,"LINESTRING (17.9985122 40.2934551, 17.9982749 40.2933628)",,
74228630,residential,False,False,12.525,,,,"LINESTRING (18.002099 40.2890771, 18.0021135 40.288965)",,
74228630,residential,False,True,69.693,,,,"LINESTRING (18.002099 40.2890771, 18.0021421 40.289703)",,
853339055,residential,False,False,158.20999999999998,,,,"LINESTRING (18.002099 40.2890771, 18.0029305 40.2888623, 18.0029095 40.2881093)",,
258643243,residential,True,False,86.828,Via Umberto primo,,,"LINESTRING (18.0004025 40.2918484, 18.0013527 40.292139)",,
784242360,residential,True,False,86.693,Via Luigi Cadorna,,,"LINESTRING (18.0004025 40.2918484, 18.0000126 40.2925691)",,
403874142,residential,True,False,33.35,Via U. Giordano,,,"LINESTRING (18.0041184 40.2900988, 18.0037445 40.290006)",,
74228605,residential,False,False,73.811,Via Alessandro Manzoni,,,"LINESTRING (18.0036135 40.2874449, 18.0036533 40.288108)",,
74228605,residential,False,True,72.465,Via Alessandro Manzoni,,,"LINESTRING (18.0036135 40.2874449, 18.003584 40.2867936)",,
74228659,residential,False,False,62.409,Via Tevere,,,"LINESTRING (18.0036135 40.2874449, 18.0028783 40.2874671)",,
74228659,residential,False,True,51.516,Via Tevere,,,"LINESTRING (18.0036135 40.2874449, 18.0042201 40.2874218)",,
74228580,tertiary,False,False,64.351,Via Leuca,,,"LINESTRING (18.0007672 40.28679, 18.0006172 40.2873573)",,
74228580,tertiary,False,True,131.438,Via Leuca,,,"LINESTRING (18.0007672 40.28679, 18.0010644 40.2856299)",,
74753390,residential,False,True,92.75,Via Solferino,,,"LINESTRING (18.0007672 40.28679, 17.9996862 40.2866644)",,
74228653,residential,True,False,75.583,Via Capilupo,,,"LINESTRING (18.00116 40.2903067, 18.0020459 40.2903802)",,
161693411,residential,True,False,66.424,Via XX settembre,,,"LINESTRING (18.00116 40.2903067, 18.0012512 40.2897134)",,
74228569,unclassified,False,False,127.196,Via fratelli Bandiera,,,"LINESTRING (18.0034622 40.2909632, 18.003133 40.2920792)",,
74228569,unclassified,False,True,50.786,Via fratelli Bandiera,,,"LINESTRING (18.0034622 40.2909632, 18.0035936 40.2905176)",,
258643254,residential,True,False,59.83,Via Amerigo Vespucci,,,"LINESTRING (18.0034622 40.2909632, 18.0027602 40.2909104)",,
784242359,residential,False,True,73.956,Via Giovanni Gentile,,,"LINESTRING (18.0034622 40.2909632, 18.0042708 40.2912121)",,
784242360,residential,True,False,20.543,Via Luigi Cadorna,,,"LINESTRING (18.0000126 40.2925691, 17.9998607 40.292713)",,
998240651,unclassified,True,False,23.479,Via F. Ferrucci,,,"LINESTRING (18.0000126 40.2925691, 17.9997392 40.292536)",,
74228580,tertiary,False,False,131.438,Via Leuca,,,"LINESTRING (18.0010644 40.2856299, 18.0007672 40.28679)",,
74228580,tertiary,False,True,12.376,Via Leuca,,,"LINESTRING (18.0010644 40.2856299, 18.0010866 40.2855199)",,
998157265,residential,False,True,151.346,Via San Martino,,,"LINESTRING (18.0010644 40.2856299, 18.0009826 40.2856291, 17.9992803 40.2856121)",,
74228661,residential,False,False,46.173,Via Circonvallazione Salentina,,,"LINESTRING (17.9956763 40.2936019, 17.9961843 40.2937512)",,
74228661,residential,False,True,88.515,Via Circonvallazione Salentina,,,"LINESTRING (17.9956763 40.2936019, 17.9947431 40.2932455)",,
258643218,residential,False,False,62.432,Via Nicolò Machiavelli,,,"LINESTRING (17.9956763 40.2936019, 17.9961532 40.2931742)",,
74228623,residential,False,True,61.866,,,,"LINESTRING (18.0022042 40.2882511, 18.0029095 40.2881093)",,
74228630,residential,False,True,79.754,,,,"LINESTRING (18.0022042 40.2882511, 18.0021135 40.288965)",,
74753401,residential,False,False,79.416,,,,"LINESTRING (18.0022042 40.2882511, 18.0016897 40.2882961, 18.0012725 40.2882718)",,
74228580,tertiary,False,True,32.596,Via Leuca,,,"LINESTRING (18.0002978 40.2887823, 18.0003331 40.2884904)",,
232381717,unclassified,False,False,51.088,Via Sant'Angelo,,,"LINESTRING (18.0002978 40.2887823, 18.000841 40.2885838)",,
402750023,tertiary,True,False,4.697,,,,"LINESTRING (18.0002978 40.2887823, 18.0003048 40.2888242)",,
74228605,residential,False,False,96.521,Via Alessandro Manzoni,,,"LINESTRING (18.0034641 40.2859304, 18.003584 40.2867936)",,
74228605,residential,False,True,104.573,Via Alessandro Manzoni,,,"LINESTRING (18.0034641 40.2859304, 18.0036632 40.2850023)",,
853339054,residential,False,False,59.959,Via Anna Magnani,,,"LINESTRING (18.0034641 40.2859304, 18.0027673 40.2858397)",,
853339054,residential,False,True,58.202,Via Anna Magnani,,,"LINESTRING (18.0034641 40.2859304, 18.0041386 40.2860265)",,
873564474,residential,False,True,84.629,Via Cesare Pavese,,,"LINESTRING (17.9942741 40.2876472, 17.9942512 40.2876993, 17.9939573 40.2883689)",,
74228619,residential,True,False,49.515,Via San Martino,,,"LINESTRING (17.9981403 40.2855937, 17.998724 40.2855989)",,
161693410,residential,False,True,121.827,,,,"LINESTRING (17.9981403 40.2855937, 17.9978187 40.2866615)",,
74228636,residential,False,False,47.402,,,,"LINESTRING (18.0039994 40.292307, 18.0045215 40.2924591)",,
74228636,residential,False,True,77.727,,,,"LINESTRING (18.0039994 40.292307, 18.003133 40.2920792)",,
998157273,residential,False,False,123.904,,,,"LINESTRING (18.0039994 40.292307, 18.0042708 40.2912121)",,
998157273,residential,False,True,70.453,,,,"LINESTRING (18.0039994 40.292307, 18.0038524 40.2929306)",,
74228659,residential,False,True,62.409,Via Tevere,,,"LINESTRING (18.0028783 40.2874671, 18.0036135 40.2874449)",,
998224871,residential,True,False,71.459,Via Ofanto,,,"LINESTRING (18.0028783 40.2874671, 18.0029095 40.2881093)",,
161692532,tertiary,False,False,47.32,Via della Libertà,,,"LINESTRING (18.0018021 40.2897806, 18.0012512 40.2897134)",,
286639990,tertiary,False,True,30.101,Via della Libertà,,,"LINESTRING (18.0018021 40.2897806, 18.0021421 40.289703)",,
998240652,residential,False,True,28.458,,,,"LINESTRING (18.0018021 40.2897806, 18.0021304 40.2898334)",,
286639990,tertiary,False,False,36.814,Via della Libertà,,,"LINESTRING (18.0052302 40.2889131, 18.0048149 40.2890093)",,
74228680,residential,False,True,40.912,Via Silvio Pellico,,,"LINESTRING (17.9989487 40.2936117, 17.9985122 40.2934551)",,
74228670,residential,False,True,93.568,Via Nazario Sauro,,,"LINESTRING (18.0041727 40.2865811, 18.0042201 40.2874218)",,
232381717,unclassified,False,True,55.243,Via Sant'Angelo,,,"LINESTRING (18.0041727 40.2865811, 18.003584 40.2867936)",,
258662213,unclassified,False,True,61.737,,,,"LINESTRING (18.0041727 40.2865811, 18.0041386 40.2860265)",,
232381717,unclassified,False,False,74.122,Via Sant'Angelo,,,"LINESTRING (18.0041727 40.2865811, 18.0047324 40.2862007, 18.0048252 40.2861377)",,
74228636,residential,False,False,53.0,,,,"LINESTRING (18.0029438 40.2904548, 18.0027602 40.2909104)",,
74228636,residential,False,True,69.049,,,,"LINESTRING (18.0029438 40.2904548, 18.0031953 40.2898642)",,
74228653,residential,True,False,55.555,Via Capilupo,,,"LINESTRING (18.0029438 40.2904548, 18.0035936 40.2905176)",,
74228623,residential,False,True,50.856,,,,"LINESTRING (18.0042688 40.2881799, 18.0048427 40.2883123)",,
74228670,residential,False,False,84.398,Via Nazario Sauro,,,"LINESTRING (18.0042688 40.2881799, 18.0042201 40.2874218)",,
74228623,residential,False,False,53.137,,,,"LINESTRING (18.0042688 40.2881799, 18.0038681 40.2881079, 18.0036533 40.288108)",,
237886979,tertiary,False,False,22.216,Via Carmiano,,,"LINESTRING (17.9997392 40.292536, 17.9998607 40.292713)",2,
237886979,tertiary,False,True,17.806,Via Carmiano,,,"LINESTRING (17.9997392 40.292536, 17.9995953 40.2924194)",2,
74753399,residential,False,False,35.192,,,,"LINESTRING (18.0015261 40.2876017, 18.0011228 40.2875274)",,
232381717,unclassified,False,False,93.006,Via Sant'Angelo,,,"LINESTRING (18.0015261 40.2876017, 18.001611 40.2872831, 18.0016926 40.2871794, 18.0018477 40.2870847, 18.0021485 40.2870185)",,
232381717,unclassified,False,True,77.90899999999999,Via Sant'Angelo,,,"LINESTRING (18.0015261 40.2876017, 18.0014303 40.2879748, 18.0012725 40.2882718)",,
74228629,tertiary,False,False,34.621,Via della Consolazione,,,"LINESTRING (17.9989116 40.2917298, 17.9991128 40.2914589)",,
74228629,tertiary,False,True,106.469,Via della Consolazione,,,"LINESTRING (17.9989116 40.2917298, 17.9981465 40.2924889)",,
161692505,tertiary,False,True,22.315,,,,"LINESTRING (17.9989116 40.2917298, 17.998941 40.2917432, 17.9991374 40.2918328)",,
74228630,residential,False,False,14.534,,,,"LINESTRING (18.0021304 40.2898334, 18.0021421 40.289703)",,
74228686,residential,True,False,61.222,Via P. Cazzella,,,"LINESTRING (18.0021304 40.2898334, 18.0020459 40.2903802)",,
998240652,residential,False,False,28.458,,,,"LINESTRING (18.0021304 40.2898334, 18.0018021 40.2897806)",,
74228623,residential,False,False,50.856,,,,"LINESTRING (18.0048427 40.2883123, 18.0042688 40.2881799)",,
74228623,residential,False,True,9.536,,,,"LINESTRING (18.0048427 40.2883123, 18.0049517 40.2883333)",,
74228645,residential,False,False,77.539,Via Montegrappa,,,"LINESTRING (18.0048427 40.2883123, 18.0048149 40.2890093)",,
784242360,residential,True,False,104.093,Via Luigi Cadorna,,,"LINESTRING (18.0008657 40.2909815, 18.0004025 40.2918484)",,
"[161693411, 74228647]",residential,True,False,31.634999999999998,"['Via XX settembre', 'Borgo Perrone']",,,"LINESTRING (18.0008657 40.2909815, 18.0009616 40.2910118, 18.0010164 40.2909224, 18.0010756 40.2908258)",,
74228569,unclassified,False,False,58.309,Via fratelli Bandiera,,,"LINESTRING (18.0037445 40.290006, 18.0035936 40.2905176)",,
403874142,residential,True,False,49.178,Via U. Giordano,,,"LINESTRING (18.0037445 40.290006, 18.0031953 40.2898642)",,
74228580,tertiary,False,False,119.953,Via Leuca,,,"LINESTRING (18.0005978 40.2874307, 18.0003331 40.2884904)",,
74228580,tertiary,False,True,8.326,Via Leuca,,,"LINESTRING (18.0005978 40.2874307, 18.0006172 40.2873573)",,
74753399,residential,False,True,45.811,,,,"LINESTRING (18.0005978 40.2874307, 18.0011228 40.2875274)",,
74228659,residential,False,False,57.171,Via Tevere,,,"LINESTRING (18.0048933 40.2873965, 18.0042201 40.2874218)",,
237886910,residential,False,False,104.285,Via Arno,,,"LINESTRING (18.0048933 40.2873965, 18.0049517 40.2883333)",,
237886910,residential,False,True,73.489,Via Arno,,,"LINESTRING (18.0048933 40.2873965, 18.0048721 40.2867358)",,
74228636,residential,False,True,47.402,,,,"LINESTRING (18.0045215 40.2924591, 18.0039994 40.292307)",,
237886908,residential,False,False,9.276,,,,"LINESTRING (18.0045215 40.2924591, 18.0045007 40.292541)",,
237886908,residential,False,True,124.215,,,,"LINESTRING (18.0045215 40.2924591, 18.0048007 40.2913625)",,
74228659,residential,False,False,51.516,Via Tevere,,,"LINESTRING (18.0042201 40.2874218, 18.0036135 40.2874449)",,
74228659,residential,False,True,57.171,Via Tevere,,,"LINESTRING (18.0042201 40.2874218, 18.0048933 40.2873965)",,
74228670,residential,False,False,93.568,Via Nazario Sauro,,,"LINESTRING (18.0042201 40.2874218, 18.0041727 40.2865811)",,
74228670,residential,False,True,84.398,Via Nazario Sauro,,,"LINESTRING (18.0042201 40.2874218, 18.0042688 40.2881799)",,
404376551,residential,False,True,50.139,Via Vincenzo Monti,,,"LINESTRING (17.9935588 40.2850087, 17.9941309 40.2851221)",,
74228645,residential,False,False,126.482,Via Montegrappa,,,"LINESTRING (18.0048149 40.2890093, 18.0047599 40.290146)",,
74228645,residential,False,True,77.539,Via Montegrappa,,,"LINESTRING (18.0048149 40.2890093, 18.0048427 40.2883123)",,
286639990,tertiary,False,False,40.776,Via della Libertà,,,"LINESTRING (18.0048149 40.2890093, 18.0043614 40.289131)",,
286639990,tertiary,False,True,36.814,Via della Libertà,,,"LINESTRING (18.0048149 40.2890093, 18.0052302 40.2889131)",,
74750861,residential,False,False,40.171,,,,"LINESTRING (17.9935923 40.2869704, 17.9937227 40.2866231)",,
873564472,residential,True,False,110.404,Via Carlo Pisacane,,,"LINESTRING (17.9935923 40.2869704, 17.9948679 40.2871679)",,
237886910,residential,False,False,66.625,Via Arno,,,"LINESTRING (18.0048252 40.2861377, 18.0048721 40.2867358)",,
74228587,residential,False,True,108.77,Via Arno,,,"LINESTRING (18.0048252 40.2861377, 18.0048296 40.2859885, 18.005026 40.2851732)",,
232381717,unclassified,False,True,74.122,Via Sant'Angelo,,,"LINESTRING (18.0048252 40.2861377, 18.0047324 40.2862007, 18.0041727 40.2865811)",,
853339054,residential,False,False,59.675999999999995,Via Anna Magnani,,,"LINESTRING (18.0048252 40.2861377, 18.0046999 40.2861028, 18.0041386 40.2860265)",,
74228636,residential,False,True,53.0,,,,"LINESTRING (18.0027602 40.2909104, 18.0029438 40.2904548)",,
258643254,residential,True,False,66.863,Via Amerigo Vespucci,,,"LINESTRING (18.0027602 40.2909104, 18.0019741 40.2908652)",,
74228636,residential,False,False,180.801,,,,"LINESTRING (18.0027602 40.2909104, 18.0023577 40.2918555, 18.003133 40.2920792)",,
