osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,maxspeed,junction
150218452,Via Cercariolo,residential,False,True,91.724,,,"LINESTRING (12.1077872 45.5743822, 12.1080145 45.5751916)",,
48872817,Via Castellana,secondary,False,True,36.608,2,SR245,"LINESTRING (12.1077872 45.5743822, 12.1076666 45.5744087, 12.1073384 45.5744807)",,
686128173,Via Cercariolo,secondary,False,False,69.35300000000001,2,SR245,"LINESTRING (12.1077872 45.5743822, 12.1080471 45.5743183, 12.1082554 45.5742453, 12.108422 45.5741829, 12.1085805 45.574105)",,
850810663,Via Castellana,secondary,False,False,47.343,2,SR245,"LINESTRING (12.1067068 45.5746081, 12.1072916 45.574491)",,
682863456,Via Castellana,secondary,False,True,61.156,2,SR245,"LINESTRING (12.1067068 45.5746081, 12.1063155 45.5746752, 12.1059448 45.5747422)",,
682863456,Via Castellana,secondary,False,False,170.624,2,SR245,"LINESTRING (12.1031956 45.5751752, 12.1038715 45.5750402, 12.1045408 45.5748994, 12.1051577 45.5748304, 12.1053215 45.574813)",,
682863456,Via Castellana,secondary,False,True,94.157,2,SR245,"LINESTRING (12.1031956 45.5751752, 12.1024889 45.5753154, 12.1020318 45.5754063)",,
216954781,Via Moglianese Scorzè,secondary,False,False,48.846,,SP64,"LINESTRING (12.1133415 45.5697658, 12.1127212 45.5698322)",70,
47439421,Via Monte Bianco,residential,False,False,148.991,,,"LINESTRING (12.1133415 45.5697658, 12.1133565 45.5698174, 12.1133638 45.5698493, 12.1133749 45.5699829, 12.1133645 45.5700451, 12.1133377 45.570112, 12.1132974 45.5701587, 12.1124847 45.5709)",,
553271289,Via Moglianese Scorzè,secondary,False,True,30.052,,SP64,"LINESTRING (12.1133415 45.5697658, 12.1135977 45.5697377, 12.1137226 45.5697226)",70,
216954781,Via Moglianese Scorzè,secondary,False,True,48.846,,SP64,"LINESTRING (12.1127212 45.5698322, 12.1133415 45.5697658)",70,
216954785,Via Venezia,tertiary,False,True,30.325,,,"LINESTRING (12.1127212 45.5698322, 12.1123324 45.5698494)",,
882063966,Via Cercariolo,secondary,False,True,32.85,2,SR245,"LINESTRING (12.1127212 45.5698322, 12.1124551 45.5700615)",,
"[47439418, 882063965]",Via Venezia,secondary,False,False,38.453,2,SR245,"LINESTRING (12.1127212 45.5698322, 12.1129069 45.5696512, 12.1130111 45.5695522)",,
247156793,Via Cercariolo,secondary,False,False,106.327,2,SR245,"LINESTRING (12.109839 45.5728215, 12.109944 45.5726866, 12.1104494 45.5720371, 12.1104909 45.5719812)",,
381271676,Via Cercariolo,secondary,True,False,22.795,2,SR245,"LINESTRING (12.109839 45.5728215, 12.1098386 45.572927, 12.1098341 45.572952, 12.1098337 45.5730263)",,
48872820,Viale Kennedy,tertiary,False,False,10.023,,,"LINESTRING (12.1091273 45.5742692, 12.1091317 45.574307, 12.1091431 45.5743586)",,
64024752,,tertiary,True,False,25.782999999999998,,,"LINESTRING (12.1091273 45.5742692, 12.1090391 45.5741668, 12.1089844 45.5741174, 12.1089233 45.5740919)",,
47439418,Via Venezia,secondary,False,True,152.834,2,SR245,"LINESTRING (12.1144006 45.568059, 12.1143356 45.568135, 12.1139752 45.5685069, 12.113599 45.5689232, 12.1134672 45.569067, 12.1133337 45.5692126)",,
450074061,Via Venezia,secondary,True,False,85.511,,SR245,"LINESTRING (12.1144006 45.568059, 12.1144694 45.5679211, 12.1145126 45.5678238, 12.1145441 45.5677533, 12.1145669 45.5676891, 12.1145854 45.567605, 12.1145946 45.5674687, 12.1145835 45.5673094)",,
25915865,Via Venezia,tertiary,False,False,36.055,,,"LINESTRING (12.1118703 45.5698715, 12.1120811 45.5698628, 12.1123324 45.5698494)",,
25915865,Via Venezia,tertiary,False,True,156.392,,,"LINESTRING (12.1118703 45.5698715, 12.1113721 45.5698896, 12.1108751 45.5699075, 12.1098654 45.569961)",,
150218467,Via Liguria,residential,False,True,229.477,,,"LINESTRING (12.1118703 45.5698715, 12.1118775 45.5698254, 12.1118681 45.5696768, 12.1118553 45.569474, 12.1117892 45.5684232, 12.1118462 45.5678107)",,
25915865,Via Venezia,tertiary,False,False,94.419,,,"LINESTRING (12.1083308 45.5700414, 12.1083954 45.5700389, 12.1086381 45.5700267, 12.1091152 45.5699956, 12.1095402 45.5699774)",,
25915866,Via Roma,primary,False,True,239.049,2,SR515,"LINESTRING (12.1083308 45.5700414, 12.108296 45.5703048, 12.1082613 45.5706257, 12.1082331 45.5709496, 12.108225 45.5715775, 12.1082224 45.5716451, 12.1082221 45.5718205, 12.1082208 45.5720234, 12.1082232 45.5721885)",,
662910015,Via Padova,primary,False,False,61.629,2,SR515,"LINESTRING (12.1083308 45.5700414, 12.1083358 45.5698885, 12.108349 45.5694873)",,
30901739,Via Padova,primary,False,True,39.563,2,SR515,"LINESTRING (12.1057856 45.5680589, 12.1062872 45.5680016)",,
30901739,Via Padova,primary,False,False,49.728,2,SR515,"LINESTRING (12.1057856 45.5680589, 12.1055053 45.568088, 12.1051539 45.5681255)",,
150218505,Via Vittorio Veneto,residential,False,False,237.05200000000002,,,"LINESTRING (12.1057856 45.5680589, 12.1059252 45.5698014, 12.1064658 45.5697223)",,
662910012,Via Padova,primary,False,False,45.953,2,SR515,"LINESTRING (12.1083377 45.5690592, 12.1083216 45.5689817, 12.1083042 45.5689151, 12.108291 45.5688633, 12.1082707 45.5687926, 12.1082063 45.5686574)",,
662910015,Via Padova,primary,False,True,47.626000000000005,2,SR515,"LINESTRING (12.1083377 45.5690592, 12.1083502 45.5692411, 12.108349 45.5694873)",,
25915866,Via Roma,primary,False,False,72.185,2,SR515,"LINESTRING (12.1083609 45.5730392, 12.1082841 45.5729379, 12.1082629 45.5728954, 12.1082312 45.5726134, 12.1082218 45.5724069)",,
1037395346,Via Roma,primary,False,True,61.984,2,SR515,"LINESTRING (12.1083609 45.5730392, 12.1084521 45.5730579, 12.1086584 45.5730677, 12.108918 45.5730761, 12.1089491 45.5730771, 12.1091524 45.5730837)",,
68636008,Via Treviso,primary,False,False,4.978,2,SR515,"LINESTRING (12.1145085 45.5756149, 12.1145584 45.5756429)",,
68636008,Via Treviso,primary,False,True,16.7,2,SR515,"LINESTRING (12.1145085 45.5756149, 12.1143389 45.5755229)",,
47439422,Via Monte Bianco,residential,False,False,57.277,,,"LINESTRING (12.1116264 45.5708321, 12.1116896 45.5708679, 12.1121988 45.5711558)",,
247156793,Via Cercariolo,secondary,False,False,107.255,2,SR245,"LINESTRING (12.1116264 45.5708321, 12.1118245 45.5706442, 12.1123371 45.5701715, 12.1124551 45.5700615)",,
247156793,Via Cercariolo,secondary,False,True,145.957,2,SR245,"LINESTRING (12.1116264 45.5708321, 12.1112161 45.5712127, 12.111054 45.5713631, 12.1108188 45.5716169, 12.1105506 45.5719062)",,
47439421,Via Monte Bianco,residential,False,True,36.115,,,"LINESTRING (12.1121988 45.5711558, 12.1124847 45.5709)",,
47439421,Via Monte Bianco,residential,False,False,84.858,,,"LINESTRING (12.1121988 45.5711558, 12.1117882 45.5715683, 12.1118082 45.5718283)",,
47439422,Via Monte Bianco,residential,False,True,57.277,,,"LINESTRING (12.1121988 45.5711558, 12.1116896 45.5708679, 12.1116264 45.5708321)",,
47439417,Via Monte Cervino,residential,False,False,210.77700000000002,,,"LINESTRING (12.1137226 45.5697226, 12.1137282 45.5697669, 12.1137293 45.5697909, 12.1138101 45.5716171)",,
553271289,Via Moglianese Scorzè,secondary,False,False,30.052,,SP64,"LINESTRING (12.1137226 45.5697226, 12.1135977 45.5697377, 12.1133415 45.5697658)",70,
47439420,Via Martiri della Resistenza,residential,False,True,50.854,,,"LINESTRING (12.1131847 45.5712187, 12.1132098 45.5716757)",,
47439421,Via Monte Bianco,residential,False,False,36.115,,,"LINESTRING (12.1124847 45.5709, 12.1121988 45.5711558)",,
47439421,Via Monte Bianco,residential,False,True,148.991,,,"LINESTRING (12.1124847 45.5709, 12.1132974 45.5701587, 12.1133377 45.570112, 12.1133645 45.5700451, 12.1133749 45.5699829, 12.1133638 45.5698493, 12.1133565 45.5698174, 12.1133415 45.5697658)",,
47439423,Via Monte Bianco,residential,False,False,47.511,,,"LINESTRING (12.1124847 45.5709, 12.1126249 45.570975, 12.1130541 45.5710197)",,
47439423,Via Monte Bianco,residential,False,True,47.511,,,"LINESTRING (12.1130541 45.5710197, 12.1126249 45.570975, 12.1124847 45.5709)",,
247156951,Via Martiri della Resistenza,residential,False,False,66.635,,,"LINESTRING (12.1118082 45.5718283, 12.1126541 45.5717362)",,
247156951,Via Martiri della Resistenza,residential,False,True,89.837,,,"LINESTRING (12.1118082 45.5718283, 12.1106683 45.5719549)",,
47439421,Via Monte Bianco,residential,False,True,84.858,,,"LINESTRING (12.1118082 45.5718283, 12.1117882 45.5715683, 12.1121988 45.5711558)",,
