osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,access,maxspeed
138371897,2,SP253,Via Francesco Baracca,primary,False,False,7.19,"LINESTRING (11.8312977 44.4472888, 11.8312494 44.4473435)",,,
593108209,2,SP253,Via Piave,primary,False,True,108.24600000000001,"LINESTRING (11.8312977 44.4472888, 11.8313175 44.4472179, 11.8313116 44.4471891, 11.8313048 44.447156, 11.8312361 44.4470107, 11.8310882 44.4466979, 11.8310451 44.4466161, 11.8309131 44.4463655)",,,
924954290,,,Via Bagnarolo,unclassified,True,False,16.372999999999998,"LINESTRING (11.8312977 44.4472888, 11.8313564 44.4473245, 11.8313826 44.4473628, 11.8314102 44.4474083)",,,
138371897,2,SP253,Via Francesco Baracca,primary,False,True,7.19,"LINESTRING (11.8312494 44.4473435, 11.8312977 44.4472888)",,,
138371897,2,SP253,Via Francesco Baracca,primary,False,False,198.072,"LINESTRING (11.8312494 44.4473435, 11.8310972 44.4474218, 11.8310586 44.4474324, 11.8300034 44.4477209, 11.8291217 44.447986, 11.8289559 44.4480353)",,,
31164849,,,Piazza Andrea Costa,residential,True,False,31.024,"LINESTRING (11.8281102 44.4482961, 11.8279716 44.4480632, 11.8279574 44.4480393)",,,
138371897,2,SP253,Via Francesco Baracca,primary,False,False,18.651,"LINESTRING (11.8281102 44.4482961, 11.8280284 44.4483226, 11.8279513 44.4483433, 11.8278898 44.4483522)",,,
138371897,2,SP253,Via Francesco Baracca,primary,False,True,73.128,"LINESTRING (11.8281102 44.4482961, 11.8283521 44.4482216, 11.8289559 44.4480353)",,,
593108240,2,SP253,Via Francesco Baracca,primary,False,False,90.132,"LINESTRING (11.8276617 44.4483346, 11.8276408 44.448323, 11.827622 44.4483085, 11.8276039 44.4482916, 11.8275899 44.4482769, 11.8275723 44.4482529, 11.8275219 44.4481714, 11.8274871 44.4481162, 11.8272897 44.4478032, 11.8272498 44.4477483, 11.8271951 44.4476963, 11.8271426 44.4476658, 11.8271049 44.4476394)",,,
593108240,2,SP253,Via Francesco Baracca,primary,False,True,18.503,"LINESTRING (11.8276617 44.4483346, 11.8276896 44.4483428, 11.8277255 44.4483503, 11.8277793 44.4483576, 11.8278898 44.4483522)",,,
138371895,2,SP253,Viale della Repubblica,primary,False,False,33.407000000000004,"LINESTRING (11.8271049 44.4476394, 11.8269742 44.4476398, 11.8268732 44.4476458, 11.8267479 44.4476766, 11.8266961 44.4476923)",,,
276147660,,,Via Giuseppe Garibaldi,residential,False,True,9.251,"LINESTRING (11.8271049 44.4476394, 11.82712 44.4475943, 11.8271525 44.4475657)",,,
593108240,2,SP253,Via Francesco Baracca,primary,False,True,90.132,"LINESTRING (11.8271049 44.4476394, 11.8271426 44.4476658, 11.8271951 44.4476963, 11.8272498 44.4477483, 11.8272897 44.4478032, 11.8274871 44.4481162, 11.8275219 44.4481714, 11.8275723 44.4482529, 11.8275899 44.4482769, 11.8276039 44.4482916, 11.827622 44.4483085, 11.8276408 44.448323, 11.8276617 44.4483346)",,,
30955036,,,Piazza Andrea Costa,unclassified,True,False,71.15299999999999,"LINESTRING (11.8266961 44.4476923, 11.8267523 44.4477831, 11.8270264 44.4482254, 11.8270587 44.4482775)",,,
138371895,2,SP253,Viale della Repubblica,primary,False,False,40.041,"LINESTRING (11.8266961 44.4476923, 11.8266845 44.4476959, 11.8262328 44.4478347)",,,
138371895,2,SP253,Viale della Repubblica,primary,False,True,33.407,"LINESTRING (11.8266961 44.4476923, 11.8267479 44.4476766, 11.8268732 44.4476458, 11.8269742 44.4476398, 11.8271049 44.4476394)",,,
138371895,2,SP253,Viale della Repubblica,primary,False,True,57.33,"LINESTRING (11.8239083 44.4485413, 11.8245771 44.4483467)",,,
1113743245,2,SP253,Viale della Repubblica,primary,True,False,23.237000000000002,"LINESTRING (11.8239083 44.4485413, 11.8238158 44.4485833, 11.823752 44.4486343, 11.8237067 44.4486876)",,,
1256725420,2,SP253,Viale della Repubblica,primary,True,False,6.35,"LINESTRING (11.8235452 44.4485776, 11.8235842 44.4485713, 11.823624 44.4485742)",roundabout,,
461845360,2,SP253,Viale della Repubblica,primary,False,False,40.004999999999995,"LINESTRING (11.8233051 44.4484491, 11.8232205 44.4483126, 11.8231564 44.4482091, 11.8230925 44.4481231)",,,
1113743246,2,SP253,Viale della Repubblica,primary,True,False,23.823,"LINESTRING (11.8233051 44.4484491, 11.8233784 44.4484896, 11.8234606 44.448532, 11.8235452 44.4485776)",,,
22041850,,SP253,Via Martiri della Libertà,primary,False,False,87.312,"LINESTRING (11.8225764 44.447996, 11.822371 44.4480515, 11.8223034 44.4480708, 11.82216 44.4481139, 11.8219334 44.4481819, 11.8215562 44.4482893)",,,
22114515,,,Via Martiri della Libertà,unclassified,True,False,35.053,"LINESTRING (11.8225764 44.447996, 11.822671 44.4479627, 11.8227565 44.4479353, 11.8229776 44.4478644)",,,
461845360,2,SP253,Viale della Repubblica,primary,False,True,45.475,"LINESTRING (11.8225764 44.447996, 11.8226897 44.4479881, 11.8228187 44.4479991, 11.8229486 44.4480393, 11.8230154 44.4480671, 11.8230514 44.4480897, 11.8230925 44.4481231)",,,
22114523,,,Via Cesare Battisti,residential,False,False,41.046,"LINESTRING (11.8253966 44.4471864, 11.8253789 44.4471374, 11.8253427 44.4470585, 11.82524 44.4468347)",,,
139530230,,,Via Martiri della Libertà,residential,False,True,206.3,"LINESTRING (11.8253966 44.4471864, 11.8250148 44.4472921, 11.8249396 44.4473138, 11.8246215 44.4474055, 11.8243989 44.4474697, 11.8242521 44.4475121, 11.8238731 44.44762, 11.8232643 44.4477862, 11.8231857 44.4478077, 11.8229776 44.4478644)",,,
22114523,,,Via Cesare Battisti,residential,False,True,50.109,"LINESTRING (11.8250045 44.4464166, 11.82524 44.4468347)",,,
242925864,,,Via Borgo Pescatori,residential,False,False,64.825,"LINESTRING (11.8250045 44.4464166, 11.8254207 44.4462888, 11.8254791 44.446271, 11.8257551 44.446187)",,,
139530228,,,Via Martiri della Libertà,unclassified,True,False,30.178,"LINESTRING (11.8229776 44.4478644, 11.8230925 44.4481231)",,,
22114529,,,Via Imola,residential,False,False,84.92,"LINESTRING (11.8229776 44.4478644, 11.8229072 44.4477775, 11.8225253 44.4471728)",,,
139530230,,,Via Martiri della Libertà,residential,False,False,206.3,"LINESTRING (11.8229776 44.4478644, 11.8231857 44.4478077, 11.8232643 44.4477862, 11.8238731 44.44762, 11.8242521 44.4475121, 11.8243989 44.4474697, 11.8246215 44.4474055, 11.8249396 44.4473138, 11.8250148 44.4472921, 11.8253966 44.4471864)",,,
22114543,,,Via Giovan Battista Bassi,residential,False,True,97.534,"LINESTRING (11.8286342 44.4453346, 11.8275021 44.4456754)",,,
139530232,,,Via Fratelli Rosselli,residential,True,False,72.404,"LINESTRING (11.8286342 44.4453346, 11.8282634 44.4447397)",,,
"[22114529, 1248009596, 172642313]",,,Via Imola,residential,False,False,185.30100000000002,"LINESTRING (11.8225253 44.4471728, 11.8216921 44.4458183, 11.8216166 44.44569, 11.821583 44.4456485)",,,
22114529,,,Via Imola,residential,False,True,84.92,"LINESTRING (11.8225253 44.4471728, 11.8229072 44.4477775, 11.8229776 44.4478644)",,,
22114532,,,Via Borgo Pescatori,residential,True,False,214.014,"LINESTRING (11.8225253 44.4471728, 11.8228379 44.4470773, 11.8234457 44.4468916, 11.8250045 44.4464166)",,,
22114543,,,Via Giovan Battista Bassi,residential,False,False,97.534,"LINESTRING (11.8275021 44.4456754, 11.8286342 44.4453346)",,,
138371894,,,Via Aurelio Saffi,residential,False,True,72.54,"LINESTRING (11.8275021 44.4456754, 11.8271467 44.4450744)",,,
1248136328,,,Via Aurelio Saffi,residential,False,False,46.185,"LINESTRING (11.8275021 44.4456754, 11.8277252 44.446059)",,,
22114539,,,Via Giovan Battista Bassi,residential,False,True,41.006,"LINESTRING (11.8275021 44.4456754, 11.8273655 44.4457203, 11.8272004 44.4457698, 11.8270264 44.4458189)",,,
22114546,,,Viale Luigi Quadri,residential,False,True,48.452,"LINESTRING (11.8271467 44.4450744, 11.8268992 44.4446761)",,,
138371894,,,Via Aurelio Saffi,residential,False,False,72.54,"LINESTRING (11.8271467 44.4450744, 11.8275021 44.4456754)",,,
22114555,,,Via Carlo Pisacane,residential,True,False,114.57900000000001,"LINESTRING (11.8271467 44.4450744, 11.8263219 44.4453258, 11.8258214 44.4454825)",,,
22114552,,,Viale del Risorgimento,residential,False,True,48.317,"LINESTRING (11.8258214 44.4454825, 11.8255693 44.445087)",,,
31164816,,,Piazza Marmirolo,residential,False,False,70.178,"LINESTRING (11.8258214 44.4454825, 11.8261141 44.4459621, 11.8262088 44.4460463)",,,
22114555,,,Via Carlo Pisacane,residential,True,False,96.144,"LINESTRING (11.8282634 44.4447397, 11.8271467 44.4450744)",,,
22114523,,,Via Cesare Battisti,residential,False,False,50.109,"LINESTRING (11.82524 44.4468347, 11.8250045 44.4464166)",,,
22114523,,,Via Cesare Battisti,residential,False,True,41.046,"LINESTRING (11.82524 44.4468347, 11.8253427 44.4470585, 11.8253789 44.4471374, 11.8253966 44.4471864)",,,
30918435,,,Via della Costituzione,residential,False,False,96.439,"LINESTRING (11.8208158 44.4443766, 11.8219358 44.4440407)",,,
172642314,,,Via Imola,residential,False,False,61.994,"LINESTRING (11.8208158 44.4443766, 11.8204962 44.4438679)",,,
172642314,,,Via Imola,residential,False,True,82.53,"LINESTRING (11.8208158 44.4443766, 11.8212197 44.4450605)",,,
22041850,,SP253,Via Martiri della Libertà,primary,False,True,87.312,"LINESTRING (11.8215562 44.4482893, 11.8219334 44.4481819, 11.82216 44.4481139, 11.8223034 44.4480708, 11.822371 44.4480515, 11.8225764 44.447996)",,,
30954491,,,Via Padre Antonio Costa,residential,False,False,52.844,"LINESTRING (11.8215562 44.4482893, 11.8215189 44.4482223, 11.8214845 44.4481605, 11.8214684 44.4481312, 11.821312 44.4478472)",,,
138371895,2,SP253,Viale della Repubblica,primary,False,False,70.915,"LINESTRING (11.8258761 44.4479455, 11.825054 44.4481951)",,,
138371895,2,SP253,Viale della Repubblica,primary,False,True,30.879,"LINESTRING (11.8258761 44.4479455, 11.8262328 44.4478347)",,,
30955034,,,Via Nino Bixio,residential,False,False,137.142,"LINESTRING (11.8258761 44.4479455, 11.8259554 44.4480193, 11.8262274 44.448467, 11.8262939 44.4485003, 11.8263869 44.4484982, 11.8270587 44.4482775)",,,
139530629,,,Via 20 Settembre,residential,True,False,76.821,"LINESTRING (11.8258761 44.4479455, 11.825554 44.4474578, 11.8254634 44.4473206)",,,
30955034,,,Via Nino Bixio,residential,False,True,137.14200000000002,"LINESTRING (11.8270587 44.4482775, 11.8263869 44.4484982, 11.8262939 44.4485003, 11.8262274 44.448467, 11.8259554 44.4480193, 11.8258761 44.4479455)",,,
30955036,,,Piazza Andrea Costa,unclassified,True,False,64.09400000000001,"LINESTRING (11.8270587 44.4482775, 11.8270815 44.4483145, 11.8271558 44.4484353, 11.8272021 44.4484687, 11.82729 44.44846, 11.8273791 44.4484328, 11.8275087 44.4483926, 11.8276617 44.4483346)",,,
30928356,,,Via Castelletto,unclassified,False,True,115.215,"LINESTRING (11.8228946 44.4429989, 11.8215578 44.4434023)",,,
1078796985,,,Via Venticinque Aprile,residential,False,False,74.167,"LINESTRING (11.8228946 44.4429989, 11.8232579 44.4436134)",,,
31164842,,,Viale Dante Alighieri,residential,False,True,30.284,"LINESTRING (11.8320809 44.4442964, 11.8317307 44.4444044)",,,
30999406,,,Via Giovanni Vicini,residential,False,False,80.073,"LINESTRING (11.8270612 44.4430897, 11.8261342 44.4433735)",,,
30999406,,,Via Giovanni Vicini,residential,False,True,80.073,"LINESTRING (11.8261342 44.4433735, 11.8270612 44.4430897)",,,
22114546,,,Viale Luigi Quadri,residential,False,False,74.59100000000001,"LINESTRING (11.8261342 44.4433735, 11.8261608 44.4434197, 11.8264909 44.4439941)",,,
