osmid,oneway,name,highway,reversed,length,junction,geometry,tunnel,ref,lanes
58509331,True,Piazza Indipendenza,residential,False,17.462,,"LINESTRING (13.0442894 41.4086584, 13.0441471 41.4085432)",,,
213784485,False,Viale Italia,residential,True,42.851,,"LINESTRING (13.0442894 41.4086584, 13.044214 41.4090396)",,,
58509364,False,Via Dante Alighieri,residential,False,58.302,,"LINESTRING (13.0470469 41.4069603, 13.0463562 41.4068794)",,,
58509309,True,,residential,False,7.607,roundabout,"LINESTRING (13.0470469 41.4069603, 13.0470484 41.4069288, 13.0470681 41.406895)",,,
58509286,True,Via Migliara 48,residential,False,25.319000000000003,,"LINESTRING (13.0435249 41.404265, 13.043629 41.4043194, 13.0437676 41.4044016)",,,
1022286976,False,Via Antonio Gramsci,residential,False,80.133,,"LINESTRING (13.0477187 41.4051643, 13.0484087 41.4056658)",,,
1022286976,False,Via Antonio Gramsci,residential,True,124.824,,"LINESTRING (13.0477187 41.4051643, 13.0466439 41.4043831)",,,
442668743,True,Via Migliara 48,residential,False,22.143,,"LINESTRING (13.0436299 41.4044479, 13.0435249 41.404265)",,,
58509291,True,Largo Michelangelo Buonarroti,residential,False,12.754,roundabout,"LINESTRING (13.0436299 41.4044479, 13.0436919 41.4044169, 13.0437676 41.4044016)",,,
58509338,True,Via Aldo Moro,residential,False,10.446,roundabout,"LINESTRING (13.0486891 41.4059396, 13.0486368 41.4059487, 13.0485664 41.4059391)",,,
58509387,False,Via L'Aquila,residential,False,72.087,,"LINESTRING (13.0429908 41.4106704, 13.0421379 41.410565)",,,
185757282,False,Via Aleardo Aleardi,residential,False,56.042,,"LINESTRING (13.0429908 41.4106704, 13.0428918 41.4111689)",,,
185757282,False,Via Aleardo Aleardi,residential,True,54.996,,"LINESTRING (13.0429908 41.4106704, 13.0430879 41.4101812)",,,
185757282,False,Via Aleardo Aleardi,residential,False,54.996,,"LINESTRING (13.0430879 41.4101812, 13.0429908 41.4106704)",,,
616111526,False,Via Sardegna,residential,False,72.821,,"LINESTRING (13.0430879 41.4101812, 13.0434289 41.4102205, 13.043951 41.4102805)",,,
616111526,False,Via Sardegna,residential,True,71.705,,"LINESTRING (13.0430879 41.4101812, 13.0427163 41.4101385, 13.042238 41.4100835)",,,
1157283505,True,,tertiary,False,8.171,,"LINESTRING (13.0418185 41.4124074, 13.041836 41.4124281, 13.0418437 41.4124519, 13.0418409 41.4124763)",,,
58509281,False,Via Alessandro Manzoni,residential,False,61.748,,"LINESTRING (13.0393463 41.4127916, 13.0388167 41.4124035)",,,
58509370,True,Piazza Giosuè Carducci,tertiary_link,False,12.614999999999998,roundabout,"LINESTRING (13.0494238 41.4088968, 13.0493925 41.40894, 13.0493253 41.4089799)",,,
58509399,True,Piazza Indipendenza,residential,False,13.632,,"LINESTRING (13.0447384 41.4081068, 13.0447138 41.408228)",,,
