osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,access,width,junction,ref,bridge
60688180,2,Piazza della Resistenza,residential,50,False,False,134.399,"LINESTRING (13.4334081 46.0895157, 13.4335853 46.0896263, 13.4337241 46.0897445, 13.4338584 46.0898599, 13.4339923 46.0899698, 13.4342528 46.090199, 13.4343972 46.0903235, 13.4345088 46.0904486)",,,,,,
79853191,2,Via Europa,tertiary,50,False,True,133.864,"LINESTRING (13.4334081 46.0895157, 13.4336266 46.0894945, 13.4336912 46.0894882, 13.4351371 46.0894128)",,,,,,
320860931,2,Viale Trieste,residential,50,False,True,50.329,"LINESTRING (13.4334081 46.0895157, 13.4333384 46.0896047, 13.4330965 46.0899134)",,,,,,
"[122375604, 122375621]",,"['Via Borgo San Pietro', 'Piazza Dante Alighieri']",residential,,False,True,51.615,"LINESTRING (13.4288298 46.0936214, 13.4287682 46.0936031, 13.4284312 46.0935251, 13.4283448 46.0935069, 13.4283137 46.0935002, 13.4282528 46.0934897, 13.4281938 46.0934778)",building_passage,,,,,
"[1110335470, 200828847]",,Via Silvio Pellico,residential,,False,True,60.967000000000006,"LINESTRING (13.4288298 46.0936214, 13.4288841 46.0935154, 13.4289571 46.0934374, 13.4290821 46.0933196, 13.4292501 46.0931613)",,,,,,
"[200825505, 250536399]",2,"['Via Silvio Pellico', 'Via monsignor Valentino Liva']",residential,,False,False,89.358,"LINESTRING (13.4288298 46.0936214, 13.4288083 46.0936737, 13.4287771 46.0937735, 13.4286525 46.0941643, 13.4286287 46.0942239, 13.4285981 46.0942711, 13.42854 46.0943278, 13.4284823 46.0943774)",,,,,,
"[894554469, 147554574]",,Via Alessandro Manzoni,residential,,False,False,112.17699999999999,"LINESTRING (13.4284823 46.0943774, 13.4286495 46.0944259, 13.4289529 46.0944822, 13.4292649 46.09454, 13.4293445 46.0944966, 13.4295644 46.0943096, 13.42966 46.0941979)",,permit,,,,
200825505,2,Via monsignor Valentino Liva,residential,,False,False,32.771,"LINESTRING (13.4284823 46.0943774, 13.4282948 46.0945419, 13.4282182 46.0946083)",,,,,,
"[200825505, 250536399]",2,"['Via Silvio Pellico', 'Via monsignor Valentino Liva']",residential,,False,True,89.358,"LINESTRING (13.4284823 46.0943774, 13.42854 46.0943278, 13.4285981 46.0942711, 13.4286287 46.0942239, 13.4286525 46.0941643, 13.4287771 46.0937735, 13.4288083 46.0936737, 13.4288298 46.0936214)",,,,,,
32136249,,Via della Conciliazione,residential,,True,False,97.884,"LINESTRING (13.4292501 46.0931613, 13.4291566 46.0931331, 13.4286202 46.0929717, 13.4282249 46.0928432, 13.4281276 46.0927676)",,,,,,
"[198796033, 332516151]",2,"['Largo Beata Benvenuta Boiani', 'Foro Giulio Cesare']",residential,,False,True,46.492,"LINESTRING (13.4292501 46.0931613, 13.4292825 46.0931272, 13.4293083 46.0931002, 13.4294445 46.0929382, 13.429531 46.0928268, 13.429563 46.0928054)",,,,,,
"[1110335470, 200828847]",,Via Silvio Pellico,residential,,False,False,60.967,"LINESTRING (13.4292501 46.0931613, 13.4290821 46.0933196, 13.4289571 46.0934374, 13.4288841 46.0935154, 13.4288298 46.0936214)",,,,,,
1225484731,2,Via Fiore dei Liberi,tertiary,50,False,False,95.44999999999999,"LINESTRING (13.4255819 46.0913867, 13.4254549 46.0916036, 13.4251161 46.092182)",,,,,,
53586655,,Via Giuseppe Verdi,residential,,True,False,140.993,"LINESTRING (13.4244681 46.0939966, 13.4246736 46.0940873, 13.4259242 46.0946563, 13.4259987 46.0946902)",,,,,,
"[566159024, 147553322]","['2', '3']",Viale Duca degli Abruzzi,tertiary,50,False,False,84.096,"LINESTRING (13.4244681 46.0939966, 13.4244552 46.0941786, 13.4244168 46.0945553, 13.4244028 46.0946759, 13.4243964 46.0947512)",,,,,,
147553322,2,Viale Duca degli Abruzzi,tertiary,50,False,True,103.196,"LINESTRING (13.4244681 46.0939966, 13.4244822 46.0938095, 13.4245379 46.0930698)",,,,,,
53586656,,Via Alcide De Gasperi,residential,,True,False,120.957,"LINESTRING (13.4263776 46.0918375, 13.4265925 46.0916846, 13.4269585 46.0912745, 13.4274262 46.0914946)",,,,,,
228042353,,Via Primo Maggio,residential,,True,False,80.242,"LINESTRING (13.4263776 46.0918375, 13.426109 46.0916244, 13.4259293 46.091516, 13.4256765 46.091422, 13.4255819 46.0913867)",,,,,,
"[99466926, 217754423]",,"['Via Prepositura di Santo Stefano', 'Via Conciliazione']",residential,,True,False,85.029,"LINESTRING (13.4273059 46.0922368, 13.4272253 46.0922015, 13.4269417 46.0921264, 13.4267185 46.0920366, 13.4263776 46.0918375)",,,,,,
53586658,,Viale Guglielmo Marconi,residential,,False,False,74.709,"LINESTRING (13.4277294 46.0933542, 13.427096 46.0938626)",,,6,,,
211892023,,Via Borgo San Pietro,residential,,True,False,38.449,"LINESTRING (13.4277294 46.0933542, 13.4277709 46.093368, 13.4279199 46.093416, 13.4280292 46.093445, 13.4281765 46.0934742, 13.4281938 46.0934778)",,,,,,
53586658,,Viale Guglielmo Marconi,residential,,False,True,125.012,"LINESTRING (13.4259987 46.0946902, 13.427096 46.0938626)",,,6,,,
"[53586658, 207459612]",2,"['Viale Libertà', 'Viale Guglielmo Marconi']","['residential', 'unclassified']",,False,False,121.80000000000001,"LINESTRING (13.4259987 46.0946902, 13.4258544 46.0948111, 13.4257926 46.0948604, 13.4256077 46.0950078, 13.4255604 46.0950456, 13.4255224 46.0951225, 13.4252008 46.0950601, 13.4250563 46.0950297, 13.4248092 46.0949778, 13.4247645 46.0949759)",,,6,,,
28452620,,Via Gorizia,residential,,False,True,188.918,"LINESTRING (13.4364608 46.089571, 13.4359848 46.0896304, 13.4356322 46.0896976, 13.4353794 46.0897662, 13.4351469 46.0898653, 13.4347029 46.0902565, 13.4345088 46.0904486)",,,,,,
28452620,,Via Gorizia,residential,,False,False,188.918,"LINESTRING (13.4345088 46.0904486, 13.4347029 46.0902565, 13.4351469 46.0898653, 13.4353794 46.0897662, 13.4356322 46.0896976, 13.4359848 46.0896304, 13.4364608 46.089571)",,,,,,
60688180,2,Piazza della Resistenza,residential,50,False,True,134.399,"LINESTRING (13.4345088 46.0904486, 13.4343972 46.0903235, 13.4342528 46.090199, 13.4339923 46.0899698, 13.4338584 46.0898599, 13.4337241 46.0897445, 13.4335853 46.0896263, 13.4334081 46.0895157)",,,,,,
"[320860930, 204628726]",2,"['Piazzetta della Pesa', 'Piazza della Resistenza']",residential,50,False,False,48.442,"LINESTRING (13.4345088 46.0904486, 13.4344971 46.0906834, 13.4344772 46.0908087, 13.4344654 46.0908829)",,,,,,
144939254,,Via Santa Chiara,residential,50,False,False,105.935,"LINESTRING (13.4344654 46.0908829, 13.4344884 46.0909313, 13.4345409 46.0909715, 13.4355197 46.0914789)",,,,,,
"[320860930, 204628726]",2,"['Piazzetta della Pesa', 'Piazza della Resistenza']",residential,50,False,True,48.44199999999999,"LINESTRING (13.4344654 46.0908829, 13.4344772 46.0908087, 13.4344971 46.0906834, 13.4345088 46.0904486)",,,,,,
69165810,,Via Alboino,residential,,False,False,107.34400000000001,"LINESTRING (13.4355197 46.0914789, 13.4355478 46.0914524, 13.436344 46.090701)",,,,,,
144939254,,Via Santa Chiara,residential,50,False,True,105.935,"LINESTRING (13.4355197 46.0914789, 13.4345409 46.0909715, 13.4344884 46.0909313, 13.4344654 46.0908829)",,,,,,
1216256607,1,Rotatoria Brigata Meccanizzata Isonzo,tertiary,,True,False,8.627,"LINESTRING (13.4247577 46.0924196, 13.424776 46.0923958, 13.4248041 46.0923797, 13.4248389 46.092372)",,,,roundabout,,
147553314,1,Via Fiore dei Liberi,tertiary,,True,False,30.878,"LINESTRING (13.4251161 46.092182, 13.4250773 46.0922528, 13.4250551 46.0922835, 13.4250101 46.0923354, 13.4249871 46.0923662, 13.424947 46.092433)",,,,,,
1225484731,2,Via Fiore dei Liberi,tertiary,50,False,True,95.44999999999999,"LINESTRING (13.4251161 46.092182, 13.4254549 46.0916036, 13.4255819 46.0913867)",,,,,,
147553313,1,Viale Duca degli Abruzzi,tertiary,,True,False,69.54,"LINESTRING (13.4248968 46.0924976, 13.4248437 46.0925751, 13.424747 46.092702, 13.424601 46.0929277, 13.4245379 46.0930698)",,,4.6,,,
147553316,1,Rotatoria Brigata Meccanizzata Isonzo,tertiary,,True,False,14.452000000000002,"LINESTRING (13.4248968 46.0924976, 13.4248601 46.0925054, 13.424823 46.092503, 13.4247897 46.0924908, 13.4247655 46.0924707, 13.4247544 46.0924467)",,,,roundabout,,
69720986,2,Via San Moro,residential,,False,True,48.281,"LINESTRING (13.4265567 46.0980209, 13.4263015 46.0976244)",,,,,,
69720986,2,Via San Moro,residential,,False,False,48.281,"LINESTRING (13.4263015 46.0976244, 13.4265567 46.0980209)",,,,,,
178439774,2,Viale Gemona,tertiary,50,False,True,141.276,"LINESTRING (13.4263015 46.0976244, 13.426098 46.0976891, 13.4247748 46.0980679, 13.4246836 46.0980838, 13.4246008 46.0980838)",,,,,,
320879757,2,Viale Gemona,tertiary,50,False,False,12.628,"LINESTRING (13.4263015 46.0976244, 13.4263947 46.0975967, 13.4264459 46.097572)",,,,,,
147555713,2,Viale Libertà,primary,50,False,False,59.316,"LINESTRING (13.4327144 46.0965987, 13.4334745 46.0966808)",,,,,SS54,
"[147555713, 80573722, 147553317]",2,Viale Libertà,primary,50,False,"[False, True]",128.308,"LINESTRING (13.4327144 46.0965987, 13.4317259 46.0965129, 13.4316667 46.0965078, 13.4314737 46.096491, 13.4313409 46.0964794, 13.4311355 46.096461, 13.4310635 46.0964543)",,,,,SS54,yes
98993847,,Via delle Mura,residential,,False,True,276.812,"LINESTRING (13.4363425 46.093881, 13.436369 46.0939953, 13.4363669 46.0940986, 13.4362494 46.0942895, 13.4359794 46.0946603, 13.4359523 46.0946976, 13.4357706 46.0948908, 13.4355122 46.095088, 13.435079 46.0953271, 13.4343707 46.095727, 13.4343019 46.0958047)",,,6.5,,,
