osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,tunnel,junction
26816183,True,Via Enrico Bafile,residential,30,False,107.124,"LINESTRING (7.4727803 44.5142438, 7.472587 44.5142327, 7.4721969 44.5142104, 7.4714336 44.5141666)",,,,
133759369,False,Viale Concordia,secondary,50,False,22.288,"LINESTRING (7.4727803 44.5142438, 7.4727926 44.5143298, 7.4728006 44.5144178, 7.4727998 44.5144436)",2,SP24,,
133759369,False,Viale Concordia,secondary,50,True,25.752000000000002,"LINESTRING (7.4727803 44.5142438, 7.4727616 44.51415, 7.4727337 44.5140146)",2,SP24,,
133759384,False,Via Giotto,residential,30,False,68.029,"LINESTRING (7.4724102 44.5190374, 7.4715551 44.5189868)",,,,
133759300,False,Corso Venticinque Aprile,secondary,50,False,95.55099999999999,"LINESTRING (7.4724102 44.5190374, 7.472442 44.5191524, 7.4725261 44.5193649, 7.4725927 44.5194774, 7.4726784 44.5195789, 7.472796 44.5196973, 7.4729184 44.5198011)",,SP24,,
133759300,False,Corso Venticinque Aprile,secondary,50,True,172.373,"LINESTRING (7.4724102 44.5190374, 7.4724006 44.5188967, 7.4724085 44.5187045, 7.4725968 44.5174949)",,SP24,,
796497832,False,Corso Giuseppe Romita,secondary,50,False,41.486,"LINESTRING (7.4787432 44.5213746, 7.4785734 44.5210217)",2,,,
451777298,True,Corso Venticinque Aprile,secondary,50,False,48.812,"LINESTRING (7.4787432 44.5213746, 7.4786255 44.5212579, 7.4785938 44.5212265, 7.4784849 44.5211487, 7.4783067 44.5210755)",,SP24,,
796497832,False,Corso Giuseppe Romita,secondary,50,True,81.87100000000001,"LINESTRING (7.4787432 44.5213746, 7.4788113 44.5215201, 7.4788276 44.521555, 7.4790702 44.522073)",2,,,
796497832,False,Corso Giuseppe Romita,secondary,50,False,86.46700000000001,"LINESTRING (7.4775943 44.5187611, 7.4775833 44.5185495, 7.4776051 44.5183767, 7.4776074 44.5183589, 7.4776152 44.5182968, 7.4776731 44.5179874)",2,,,
796497832,False,Corso Giuseppe Romita,secondary,50,True,92.256,"LINESTRING (7.4775943 44.5187611, 7.4777048 44.519143, 7.4778815 44.5195643)",2,,,
301901748,False,Via Giuseppe Mazzini,residential,30,True,54.496,"LINESTRING (7.4707768 44.5164394, 7.4714641 44.5164429)",,,,
133759356,False,Via Anna Frank,residential,30,False,193.76099999999997,"LINESTRING (7.4707768 44.5164394, 7.4709862 44.515609, 7.4710107 44.5154669, 7.4711347 44.5147477, 7.47114 44.5147169)",,,,
301901748,False,Via Giuseppe Mazzini,residential,30,False,56.747,"LINESTRING (7.4707768 44.5164394, 7.4705167 44.5164409, 7.4700611 44.5164434)",,,,
301901748,False,Via Giuseppe Mazzini,residential,30,False,54.496,"LINESTRING (7.4714641 44.5164429, 7.4707768 44.5164394)",,,,
809915107,False,Via Monte Ollero,residential,30,False,108.043,"LINESTRING (7.4714641 44.5164429, 7.4713105 44.5166415, 7.4712757 44.5167202, 7.471115 44.5171405, 7.4710298 44.5173589)",,,,
857844334,False,Via Giuseppe Mazzini,residential,30,True,94.178,"LINESTRING (7.4714641 44.5164429, 7.4725296 44.5164618, 7.4726511 44.5164695)",,,,
