osmid,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,junction,access,width
155422084,Via dei Lorena,tertiary,False,True,53.693,"LINESTRING (12.1345625 43.5732156, 12.134853 43.573322, 12.1351392 43.5734563)",,,,,
551289005,Via dei Lorena,secondary,False,False,51.333,"LINESTRING (12.1345625 43.5732156, 12.1348019 43.5734029, 12.134962 43.5735736)",50,,,,
551288998,Via dei Lorena,secondary,False,False,49.295,"LINESTRING (12.134962 43.5735736, 12.1350694 43.5737603, 12.1351531 43.5739936)",50,,,,
551289005,Via dei Lorena,secondary,False,True,51.333,"LINESTRING (12.134962 43.5735736, 12.1348019 43.5734029, 12.1345625 43.5732156)",50,,,,
49245425,Via dei Lorena,secondary,True,False,36.510000000000005,"LINESTRING (12.1353472 43.5741734, 12.1354165 43.5743051, 12.1353996 43.5744921)",50,,,,
192754796,Via dei Lorena,secondary,True,False,60.976,"LINESTRING (12.1353472 43.5741734, 12.1356031 43.5742913, 12.1357189 43.5743068, 12.1360492 43.574351)",50,,,,
"[1123738603, 16287396]",Via dei Malatesta,secondary,False,False,57.46,"LINESTRING (12.1360492 43.574351, 12.1363651 43.5742946, 12.1367433 43.5742321)",50,,,,
16287396,Via dei Malatesta,secondary,False,True,54.65,"LINESTRING (12.1360492 43.574351, 12.1357093 43.5744183, 12.1353996 43.5744921)",50,,,,
155422085,Via dei Molini,tertiary,False,False,42.271,"LINESTRING (12.1454008 43.569139, 12.1454946 43.5692325, 12.1455884 43.569326, 12.1456106 43.5694741)",,,,,
155789515,Via Venti Settembre,residential,False,True,84.055,"LINESTRING (12.1454008 43.569139, 12.1451644 43.5692126, 12.1448218 43.5693193, 12.1446553 43.5693686, 12.1444395 43.5694327)",,,,,
185812669,Viale L. Barsanti,tertiary,False,False,112.10999999999999,"LINESTRING (12.1454008 43.569139, 12.1452957 43.5690892, 12.1452173 43.5690394, 12.1451228 43.5689291, 12.1450068 43.5687333, 12.1448666 43.5684256, 12.1448062 43.5682564)",,,,,
551289003,Via Niccolò Aggiunti,residential,True,False,83.657,"LINESTRING (12.1456106 43.5694741, 12.1447979 43.5699424)",,,,,
155422085,Via dei Molini,tertiary,False,True,42.271,"LINESTRING (12.1456106 43.5694741, 12.1455884 43.569326, 12.1454946 43.5692325, 12.1454008 43.569139)",,,,,
16287396,Via dei Malatesta,secondary,False,False,54.65,"LINESTRING (12.1353996 43.5744921, 12.1357093 43.5744183, 12.1360492 43.574351)",50,,,,
177595550,Via dei Lorena,secondary,True,False,36.095,"LINESTRING (12.1353996 43.5744921, 12.1352547 43.5744626, 12.1351596 43.5743983, 12.1351019 43.5742844)",50,,,,
46719316,Via del Petreto,residential,True,False,50.543,"LINESTRING (12.1367433 43.5742321, 12.136459 43.5738269)",,,,,
781159417,Via del Petreto,residential,False,True,41.219,"LINESTRING (12.1367433 43.5742321, 12.1370018 43.574552)",,,,,
155422083,Via dei Malatesta,secondary,False,False,107.97,"LINESTRING (12.1367433 43.5742321, 12.1368713 43.5742105, 12.1376824 43.5740733, 12.1380496 43.574015)",50,,,,
"[1123738603, 16287396]",Via dei Malatesta,secondary,False,True,57.46,"LINESTRING (12.1367433 43.5742321, 12.1363651 43.5742946, 12.1360492 43.574351)",50,,,,
155422083,Via dei Malatesta,secondary,False,True,34.651,"LINESTRING (12.1384725 43.5739581, 12.1380496 43.574015)",50,,,,
156324244,Via della Fontesecca,residential,True,False,35.853,"LINESTRING (12.1384725 43.5739581, 12.1381041 43.574139)",,,,,
155422083,Via dei Malatesta,secondary,False,False,19.886,"LINESTRING (12.1384725 43.5739581, 12.1385239 43.573949, 12.1387121 43.5739151)",50,,,,
49245420,Via Guglielmo Marconi,residential,False,False,102.845,"LINESTRING (12.1389795 43.5742641, 12.1390528 43.57429, 12.139144 43.5742747, 12.1394075 43.574135, 12.1399404 43.5738389, 12.1400224 43.5737933)",,,,,
49245420,Via Guglielmo Marconi,residential,False,True,44.437999999999995,"LINESTRING (12.1389795 43.5742641, 12.13881 43.5740626, 12.1387423 43.5739606, 12.1387121 43.5739151)",,,,,
49245420,Via Guglielmo Marconi,residential,False,False,12.821,"LINESTRING (12.1400224 43.5737933, 12.140132 43.5737097)",,,,,
49245420,Via Guglielmo Marconi,residential,False,True,102.845,"LINESTRING (12.1400224 43.5737933, 12.1399404 43.5738389, 12.1394075 43.574135, 12.139144 43.5742747, 12.1390528 43.57429, 12.1389795 43.5742641)",,,,,
155422083,Via dei Malatesta,secondary,False,True,37.99,"LINESTRING (12.1406833 43.5732683, 12.1402818 43.5734475)",50,,,,
49245420,Via Guglielmo Marconi,residential,False,True,66.193,"LINESTRING (12.1406833 43.5732683, 12.1402188 43.5736402, 12.140132 43.5737097)",,,,,
155422083,Via dei Malatesta,secondary,False,False,175.329,"LINESTRING (12.1406833 43.5732683, 12.1411673 43.573042, 12.1424975 43.5723974)",50,,,,
46719318,Via Luigi Fatti,residential,False,False,35.185,"LINESTRING (12.1424975 43.5723974, 12.1426948 43.5726797)",,,,,
155422086,Via dei Montefeltro,secondary,False,False,18.128,"LINESTRING (12.1424975 43.5723974, 12.1426843 43.5723065)",50,,,,
156300715,Viale Eduino Francini,residential,True,False,18.637,"LINESTRING (12.1424975 43.5723974, 12.1427258 43.5724245)",,,,,
155422083,Via dei Malatesta,secondary,False,True,175.329,"LINESTRING (12.1424975 43.5723974, 12.1411673 43.573042, 12.1406833 43.5732683)",50,,,,
46719318,Via Luigi Fatti,residential,False,True,51.128,"LINESTRING (12.1438061 43.5741905, 12.1434686 43.5738011)",,,,,
49342141,Via Alvaro Cheli,residential,False,True,112.61099999999999,"LINESTRING (12.1438061 43.5741905, 12.1444044 43.5739656, 12.1450469 43.5737241)",,,,,
303803106,Via San Gregorio,residential,True,False,7.194,"LINESTRING (12.1388199 43.5689627, 12.138741 43.5689324)",,,,,
