osmid,oneway,name,highway,reversed,length,geometry,ref,junction,lanes
18131857,True,Via Isaac Rabin,unclassified,False,98.678,"LINESTRING (14.3036526 40.9428364, 14.3042642 40.9435941)",,,
22946196,True,Via Maria Teresa di Calcutta,residential,False,255.036,"LINESTRING (14.3036526 40.9428364, 14.3037947 40.9420223, 14.3037781 40.9419343, 14.3028591 40.9407375)",,,
17934773,False,Viale Primo Maggio,tertiary,True,31.644,"LINESTRING (14.3021798 40.9409955, 14.3025228 40.9408778)",SP419,,
18131857,True,Via Isaac Rabin,unclassified,False,239.176,"LINESTRING (14.3021798 40.9409955, 14.3036526 40.9428364)",,,
22919473,False,Viale Primo Maggio,tertiary,True,42.1,"LINESTRING (14.3021798 40.9409955, 14.3017375 40.9411736)",SP419,,
988298951,True,Via Pietro Donadio,secondary,False,10.594,"LINESTRING (14.2992313 40.9411607, 14.2992587 40.9412537)",SP336,,
153089498,False,Via Pietro Donadio,secondary,False,178.674,"LINESTRING (14.2992313 40.9411607, 14.2996196 40.9399966, 14.299734 40.9397886, 14.2998259 40.9396213)",SP336,,
17934773,False,Viale Primo Maggio,tertiary,False,32.269,"LINESTRING (14.3028591 40.9407375, 14.3025228 40.9408778)",SP419,,
17934773,False,Viale Primo Maggio,tertiary,True,66.572,"LINESTRING (14.3028591 40.9407375, 14.3033032 40.9405779, 14.3035748 40.9404803)",SP419,,
153089498,False,Via Pietro Donadio,secondary,False,76.408,"LINESTRING (14.3006641 40.9382258, 14.3008813 40.9377078, 14.3009068 40.9375653)",SP336,,
153089498,False,Via Pietro Donadio,secondary,True,39.867,"LINESTRING (14.3006641 40.9382258, 14.3006329 40.938286, 14.3004909 40.9385596)",SP336,,
233789562,False,Via Piave,residential,False,62.563,"LINESTRING (14.3006641 40.9382258, 14.301027 40.9382585, 14.3014035 40.9382935)",,,
108244081,True,Corso Cesare Battisti,tertiary,False,96.593,"LINESTRING (14.2959894 40.9455982, 14.2954241 40.9463547)",,,
511822806,False,Via Roma,tertiary,True,19.424,"LINESTRING (14.2954241 40.9463547, 14.2952103 40.9462881)",,,
153089543,True,Via Sac. Biagio Mugione,unclassified,False,92.727,"LINESTRING (14.2979254 40.9442076, 14.2989929 40.9444203)",,,
1111106236,False,Via Aldo Moro,unclassified,False,124.17999999999998,"LINESTRING (14.2979254 40.9442076, 14.298199 40.9436727, 14.2981911 40.9436291, 14.2981374 40.9435906, 14.2975813 40.9434486)",,,
153089480,True,Via Pietro Donadio,secondary,False,7.242,"LINESTRING (14.29951 40.9464286, 14.2994815 40.9464258, 14.2994555 40.9464166, 14.2994343 40.9464019)",SP336,roundabout,
153089561,True,Via Biagio Castiello,unclassified,False,65.295,"LINESTRING (14.3016315 40.9437806, 14.3017649 40.9443591)",,,
153089566,False,Via Don Gaetano Capasso,unclassified,False,69.108,"LINESTRING (14.3016315 40.9437806, 14.3021382 40.9437276, 14.3024465 40.9436953)",,,
153089566,False,Via Don Gaetano Capasso,unclassified,True,64.818,"LINESTRING (14.3016315 40.9437806, 14.3013374 40.9438173, 14.3008701 40.9438756)",,,
988298932,False,Via Giuseppe Buonavolontà,unclassified,False,54.241,"LINESTRING (14.3012674 40.9459519, 14.3011789 40.9455042, 14.3011725 40.9454694)",,,
22919473,False,Viale Primo Maggio,tertiary,True,11.809,"LINESTRING (14.3009187 40.9414385, 14.3007804 40.9414576)",SP419,,
22919473,False,Viale Primo Maggio,tertiary,False,74.843,"LINESTRING (14.3009187 40.9414385, 14.3016395 40.9411991, 14.3017375 40.9411736)",SP419,,
153089561,True,Via Biagio Castiello,unclassified,False,98.291,"LINESTRING (14.3009187 40.9414385, 14.3011014 40.9416286, 14.3012668 40.9422655)",,,
667874457,False,Via della Resistenza,unclassified,False,87.795,"LINESTRING (14.3009187 40.9414385, 14.300933 40.9412925, 14.3012517 40.9406961)",,,
108244081,True,Corso Cesare Battisti,tertiary,False,170.573,"LINESTRING (14.2973383 40.943796, 14.2963163 40.9451216)",,,
