osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,bridge,junction,access
64924919,Via Luigi Zavattaro,residential,,False,True,50.58,"LINESTRING (11.1951944 44.544618, 11.1958038 44.5444828)",,,,,
64924922,Via Luigi Zavattaro,residential,,False,True,33.596,"LINESTRING (11.1952736 44.544238, 11.1956822 44.5441575)",,,,,
64924927,Via Giuseppe Reggiani,residential,50,False,True,159.708,"LINESTRING (11.1935214 44.5426496, 11.194039 44.5440377)",,,,,
64924944,Via Giuseppe Gavina,residential,,True,False,121.45299999999999,"LINESTRING (11.1935214 44.5426496, 11.1941307 44.5425213, 11.19427 44.5424919, 11.1943256 44.5424802, 11.1944083 44.5424684, 11.1944911 44.5424959, 11.1946566 44.5428459)",,50,,,
312057360,Via Emilia,secondary,50,False,True,69.046,"LINESTRING (11.1960253 44.545075, 11.1952427 44.5453479)",SS9,,,,
64924923,Via Luigi Zavattaro,residential,50,False,False,68.149,"LINESTRING (11.1960253 44.545075, 11.1960011 44.5450102, 11.1958038 44.5444828)",,,,,
312057360,Via Emilia,secondary,50,False,False,131.233,"LINESTRING (11.1960253 44.545075, 11.1972128 44.5446696, 11.1975188 44.5445652)",SS9,,,,
64924933,Via Giuseppe Gavina,residential,,False,True,104.374,"LINESTRING (11.1946566 44.5428459, 11.1948309 44.5433024, 11.1950025 44.5437516)",,50,,,
64924922,Via Luigi Zavattaro,residential,,False,False,33.596,"LINESTRING (11.1956822 44.5441575, 11.1952736 44.544238)",,,,,
64924923,Via Luigi Zavattaro,residential,50,False,True,37.433,"LINESTRING (11.1956822 44.5441575, 11.1958038 44.5444828)",,,,,
"[64924928, 64924923]","['Via Marino Schiavina', 'Via Luigi Zavattaro']","['residential', 'unclassified']",50,False,"[False, True]",95.543,"LINESTRING (11.1956822 44.5441575, 11.1955132 44.5437059, 11.1954098 44.5436629, 11.1952546 44.5436752, 11.1950025 44.5437516)",,,,,
64924927,Via Giuseppe Reggiani,residential,50,False,False,159.708,"LINESTRING (11.194039 44.5440377, 11.1935214 44.5426496)",,,,,
64924928,Via Marino Schiavina,unclassified,50,False,False,40.766,"LINESTRING (11.194039 44.5440377, 11.1945133 44.5438958)",,,,,
64924928,Via Marino Schiavina,unclassified,50,False,True,82.856,"LINESTRING (11.194039 44.5440377, 11.1930372 44.5442509)",,,,,
312057360,Via Emilia,secondary,50,False,True,20.422,"LINESTRING (11.1939199 44.5458035, 11.1936882 44.5458839)",SS9,,,,
64924929,Via Baiesi,residential,50,False,False,75.771,"LINESTRING (11.1939199 44.5458035, 11.193899 44.545777, 11.1935217 44.5451841)",,,,,
312057360,Via Emilia,secondary,50,False,False,116.429,"LINESTRING (11.1939199 44.5458035, 11.1944442 44.5456229, 11.1952427 44.5453479)",SS9,,,,
64980918,Via Venti Aprile,residential,50,False,False,32.974,"LINESTRING (11.1927396 44.549503, 11.1931433 44.5494311)",,,,,
817858076,Via Venticinque Aprile,residential,50,False,False,72.777,"LINESTRING (11.1925253 44.5482485, 11.193333 44.547937)",,,,,
64980906,Via Efrem Benati,residential,50,False,True,138.197,"LINESTRING (11.1925253 44.5482485, 11.1930867 44.5489999, 11.1933182 44.549355)",,,,,
"[64754219, 817858076, 817858077]",Via Venticinque Aprile,residential,50,False,True,72.212,"LINESTRING (11.1925253 44.5482485, 11.1920442 44.5484443, 11.1920172 44.5484558, 11.1919932 44.5484657, 11.191781 44.5485418, 11.1917277 44.5485622)",,,yes,,
64980905,Via 10 Settembre 1943,unclassified,,False,False,48.37,"LINESTRING (11.1974144 44.5443845, 11.1968369 44.5445253)",,,,,
64924924,Via 10 Settembre 1943,unclassified,50,False,True,21.744999999999997,"LINESTRING (11.1974144 44.5443845, 11.1974374 44.5444205, 11.1974728 44.5444759, 11.1975188 44.5445652)",,,,,
64980908,Via fratelli Cervi,residential,,False,False,181.44799999999998,"LINESTRING (11.1979165 44.5460061, 11.1976304 44.5457643, 11.1974933 44.5456461, 11.1973923 44.5455947, 11.197313 44.5455484, 11.1971976 44.5455484, 11.1969412 44.5456666, 11.1961155 44.5460471)",,,,,
473563719,Via Ferdinando Giovan Battista Micelli,residential,,True,False,56.75,"LINESTRING (11.1960506 44.5466537, 11.1957332 44.5461962)",,,,,
64980914,Via Ferdinando Giovan Battista Micelli,residential,50,False,False,102.022,"LINESTRING (11.1957332 44.5461962, 11.1952427 44.5453479)",,,,,
473563720,Via fratelli Cervi,residential,,True,False,34.536,"LINESTRING (11.1957332 44.5461962, 11.1961155 44.5460471)",,,,,
64980881,Via Efrem Benati,residential,50,False,True,63.009,"LINESTRING (11.1944152 44.5498023, 11.1937375 44.5500987)",,,,,
64980898,Via Quattro Novembre,unclassified,50,True,False,5.887,"LINESTRING (11.196434 44.5464946, 11.1964749 44.5465388)",,,,,
473563721,Via Umberto Zucchini,residential,,True,False,35.158,"LINESTRING (11.196434 44.5464946, 11.1960506 44.5466537)",,,,,
64980889,Via Umberto Zucchini,residential,50,True,False,23.513,"LINESTRING (11.1957946 44.5467606, 11.1960506 44.5466537)",,,,,
64980881,Via Efrem Benati,residential,50,False,False,63.009,"LINESTRING (11.1937375 44.5500987, 11.1944152 44.5498023)",,,,,
373715759,Via Efrem Benati,residential,50,False,False,87.907,"LINESTRING (11.1937375 44.5500987, 11.1931433 44.5494311)",,,,,
373715759,Via Efrem Benati,residential,50,False,True,80.845,"LINESTRING (11.1937375 44.5500987, 11.1938578 44.5502159, 11.1941391 44.5504391, 11.1941834 44.5504808, 11.1942223 44.5505262, 11.194271 44.5505836, 11.194309 44.5506283, 11.1943409 44.5506535, 11.194365 44.5506689)",,,,,
64980900,Via Quattro Novembre,residential,,True,False,55.795,"LINESTRING (11.1961155 44.5460471, 11.196434 44.5464946)",,,,,
64980908,Via fratelli Cervi,residential,,False,True,181.44799999999998,"LINESTRING (11.1961155 44.5460471, 11.1969412 44.5456666, 11.1971976 44.5455484, 11.197313 44.5455484, 11.1973923 44.5455947, 11.1974933 44.5456461, 11.1976304 44.5457643, 11.1979165 44.5460061)",,,,,
473549784,Via Venticinque Aprile,residential,50,False,False,65.702,"LINESTRING (11.193333 44.547937, 11.1940599 44.5476528)",,,,,
817858076,Via Venticinque Aprile,residential,50,False,True,72.777,"LINESTRING (11.193333 44.547937, 11.1925253 44.5482485)",,,,,
64980893,Piazza Enrico Berlinguer,residential,50,False,True,55.230000000000004,"LINESTRING (11.193333 44.547937, 11.1929866 44.5475234, 11.1929758 44.5475105)",,,,,
473549785,Via G. Pedrazzi,residential,50,False,False,136.74099999999999,"LINESTRING (11.193333 44.547937, 11.193466 44.548113, 11.1937783 44.5485005, 11.1941555 44.5490178)",,,,,
64980893,Piazza Enrico Berlinguer,residential,50,False,False,55.230000000000004,"LINESTRING (11.1929758 44.5475105, 11.1929866 44.5475234, 11.193333 44.547937)",,,,,
64980892,Via Nino Bonfiglioli,residential,50,True,False,122.843,"LINESTRING (11.196571 44.5477168, 11.1957946 44.5467606)",,,,,
64980899,Via Nino Bonfiglioli,unclassified,50,True,False,165.501,"LINESTRING (11.196571 44.5477168, 11.1963188 44.5478276, 11.19495 44.5484804, 11.1948315 44.5485402)",,,,,
64980914,Via Ferdinando Giovan Battista Micelli,residential,50,False,True,102.022,"LINESTRING (11.1952427 44.5453479, 11.1957332 44.5461962)",,,,,
312057360,Via Emilia,secondary,50,False,False,69.046,"LINESTRING (11.1952427 44.5453479, 11.1960253 44.545075)",SS9,,,,
312057360,Via Emilia,secondary,50,False,True,116.429,"LINESTRING (11.1952427 44.5453479, 11.1944442 44.5456229, 11.1939199 44.5458035)",SS9,,,,
64754209,Via Giovanni Goldoni,unclassified,50,False,True,5.759,"LINESTRING (11.1940989 44.5476965, 11.1940599 44.5476528)",,,,,
64754209,Via Giovanni Goldoni,unclassified,50,False,False,110.334,"LINESTRING (11.1940989 44.5476965, 11.1942091 44.5478317, 11.194351 44.5479897, 11.1948315 44.5485402)",,,,,
64980889,Via Umberto Zucchini,residential,50,True,False,89.126,"LINESTRING (11.1940989 44.5476965, 11.1948009 44.5473834, 11.1950169 44.5472386)",,,,,
64980905,Via 10 Settembre 1943,unclassified,,False,True,48.37,"LINESTRING (11.1968369 44.5445253, 11.1974144 44.5443845)",,,,,
"[64980898, 64980892]","['Via Nino Bonfiglioli', 'Via Quattro Novembre']","['unclassified', 'residential']",50,True,False,90.31,"LINESTRING (11.1969913 44.5471645, 11.1971262 44.5473329, 11.197159 44.5473747, 11.197172 44.5474132, 11.1971439 44.5474532, 11.1970916 44.5474798, 11.196571 44.5477168)",,,,,
65050199,Via Renato Rumpianesi,unclassified,50,False,False,185.23800000000003,"LINESTRING (11.1969913 44.5471645, 11.1974991 44.546949, 11.198336 44.5465937, 11.1988413 44.5463183, 11.1988753 44.5462993, 11.1989485 44.5462584)",,,,,
65686246,Via Emilia,secondary_link,50,True,False,40.724000000000004,"LINESTRING (11.1873288 44.5480627, 11.1874615 44.5480339, 11.1875378 44.5480157, 11.1878096 44.5479345)",SS9,,,,
479678094,Rotatoria Caduti di Nassiriya,secondary,,True,False,15.634999999999998,"LINESTRING (11.1873288 44.5480627, 11.1873661 44.5480857, 11.1873949 44.5481142, 11.1874138 44.5481467, 11.1874217 44.5481814)",,,,roundabout,
65050199,Via Renato Rumpianesi,unclassified,50,False,True,62.42999999999999,"LINESTRING (11.1995188 44.5458717, 11.1991805 44.546116, 11.1989485 44.5462584)",,,,,
202035912,Via Renato Rumpianesi,residential,,False,True,45.209,"LINESTRING (11.1995188 44.5458717, 11.1994557 44.5458199, 11.1994404 44.5457884, 11.1994297 44.5457437, 11.1993894 44.545486)",,,,,
65379067,Via delle Terremare,tertiary,50,False,True,8.172,"LINESTRING (11.1892061 44.5502076, 11.1892674 44.5502667)",,,,,
65379067,Via delle Terremare,tertiary,50,False,False,126.075,"LINESTRING (11.1892061 44.5502076, 11.1888664 44.5498843, 11.1882398 44.5493069)",,,,,
65050198,Via C. Chiarini,unclassified,50,False,True,75.22500000000001,"LINESTRING (11.1907878 44.543378, 11.1909919 44.543292, 11.191128 44.5432355, 11.1913148 44.5431583, 11.191404 44.5431197, 11.1914699 44.5430911, 11.1916088 44.5430387)",,,,,
65050193,Via Achille Grandi,residential,50,False,True,85.955,"LINESTRING (11.1926391 44.5462561, 11.1925956 44.5461933, 11.192592 44.546188, 11.1921643 44.5455611)",,,,,
312057360,Via Emilia,secondary,50,False,False,15.976,"LINESTRING (11.1926391 44.5462561, 11.192713 44.546231, 11.1928211 44.5461943)",SS9,,,,
312057360,Via Emilia,secondary,50,False,True,73.41199999999999,"LINESTRING (11.1926391 44.5462561, 11.1918302 44.5465268, 11.1918009 44.5465372)",SS9,,,,
65050183,Rotatoria Caduti di Nassiriya,secondary,,True,False,12.584999999999999,"LINESTRING (11.1874217 44.5481814, 11.1874176 44.548219, 11.1874006 44.5482547, 11.1873718 44.5482864)",,,,roundabout,
65050211,Via Sandro Pertini,residential,50,False,False,191.356,"LINESTRING (11.1918009 44.5465372, 11.1917686 44.5464877, 11.1912597 44.5456798, 11.1912147 44.5455985, 11.1912055 44.545556, 11.1918433 44.5450909)",,,,,
312057360,Via Emilia,secondary,50,False,False,73.41199999999999,"LINESTRING (11.1918009 44.5465372, 11.1918302 44.5465268, 11.1926391 44.5462561)",SS9,,,,
"[312057360, 391161185, 312057362]",Via Emilia,secondary,50,False,True,129.285,"LINESTRING (11.1918009 44.5465372, 11.1917024 44.546574, 11.191295 44.5467169, 11.1911501 44.5467647, 11.1910768 44.5467918, 11.1910591 44.5467979, 11.1903347 44.5470469)",SS9,,yes,,
65050193,Via Achille Grandi,residential,50,False,False,58.144,"LINESTRING (11.1918433 44.5450909, 11.1921643 44.5455611)",,,,,
65050211,Via Sandro Pertini,residential,50,False,False,55.844,"LINESTRING (11.1918433 44.5450909, 11.1923136 44.5447169)",,,,,
65050211,Via Sandro Pertini,residential,50,False,True,191.356,"LINESTRING (11.1918433 44.5450909, 11.1912055 44.545556, 11.1912147 44.5455985, 11.1912597 44.5456798, 11.1917686 44.5464877, 11.1918009 44.5465372)",,,,,
65379069,Via delle Terremare,tertiary,50,True,False,20.34,"LINESTRING (11.1873718 44.5482864, 11.187419 44.5484662)",,,,,
65050183,Rotatoria Caduti di Nassiriya,secondary,,True,False,15.549000000000001,"LINESTRING (11.1873718 44.5482864, 11.1873361 44.5483104, 11.1872937 44.5483279, 11.1872468 44.5483381, 11.1871978 44.5483404)",,,,roundabout,
65080240,Via Claudio Calanchi,residential,50,False,True,18.265,"LINESTRING (11.1922442 44.5504453, 11.192025 44.5504961)",,,,,
473563715,Via Claudio Calanchi,residential,50,False,True,26.307,"LINESTRING (11.1922442 44.5504453, 11.1920113 44.5502767)",,,,,
473563717,Via Claudio Calanchi,residential,50,False,False,85.319,"LINESTRING (11.1922442 44.5504453, 11.1926896 44.550779, 11.1929862 44.5510013)",,,,,
312057360,Via Emilia,secondary,50,False,False,7.273,"LINESTRING (11.1936056 44.5459124, 11.1936882 44.5458839)",SS9,,,,
312057360,Via Emilia,secondary,50,False,True,39.634,"LINESTRING (11.1936056 44.5459124, 11.1931599 44.5460741)",SS9,,,,
65080249,Via Emilia,residential,30,True,False,76.672,"LINESTRING (11.1936056 44.5459124, 11.19377 44.5461611, 11.1934446 44.5462738, 11.1934898 44.546335, 11.1933785 44.5463722)",,,,,yes
65080251,Via Venticinque Aprile,residential,,False,True,85.249,"LINESTRING (11.1911408 44.549508, 11.1909891 44.548749)",,,,,
65080215,Via Claudio Calanchi,residential,50,False,True,103.306,"LINESTRING (11.192025 44.5504961, 11.1907789 44.5507692)",,,,,
65080240,Via Claudio Calanchi,residential,50,False,False,18.265,"LINESTRING (11.192025 44.5504961, 11.1922442 44.5504453)",,,,,
473563714,Via Claudio Calanchi,residential,50,False,False,24.42,"LINESTRING (11.192025 44.5504961, 11.1920113 44.5502767)",,,,,
65080253,Via Cleto Guermandi,residential,,False,False,328.80799999999994,"LINESTRING (11.1895606 44.5453676, 11.1897171 44.5457918, 11.1903274 44.5456879, 11.1901791 44.5447291, 11.1893537 44.5448945, 11.1895606 44.5453676)",,,,,
65080253,Via Cleto Guermandi,residential,,False,True,328.808,"LINESTRING (11.1895606 44.5453676, 11.1893537 44.5448945, 11.1901791 44.5447291, 11.1903274 44.5456879, 11.1897171 44.5457918, 11.1895606 44.5453676)",,,,,
65080253,Via Cleto Guermandi,residential,,False,True,17.282,"LINESTRING (11.1895606 44.5453676, 11.189395 44.5453969, 11.1893493 44.545406)",,,,,
65080254,Via Lunga,residential,,False,True,98.29400000000001,"LINESTRING (11.1902762 44.5459711, 11.1904086 44.546317, 11.1897696 44.5464437, 11.1896983 44.5464578)",,,,,
65080253,Via Cleto Guermandi,residential,,False,False,17.282,"LINESTRING (11.1893493 44.545406, 11.189395 44.5453969, 11.1895606 44.5453676)",,,,,
183743767,Via Lunga,tertiary,50,False,False,120.18100000000001,"LINESTRING (11.1893493 44.545406, 11.1894525 44.5457169, 11.1896983 44.5464578)",,,,,
65080256,Via fratelli Aldo e Bruno Zanetti,residential,30,True,False,34.782,"LINESTRING (11.1931599 44.5460741, 11.193363 44.5463514)",,,,,yes
312057360,Via Emilia,secondary,50,False,False,39.634,"LINESTRING (11.1931599 44.5460741, 11.1936056 44.5459124)",SS9,,,,
312057360,Via Emilia,secondary,50,False,True,29.992,"LINESTRING (11.1931599 44.5460741, 11.1928211 44.5461943)",SS9,,,,
183743767,Via Lunga,tertiary,50,False,False,4.305,"LINESTRING (11.1896983 44.5464578, 11.1897118 44.5464953)",,,,,
65080254,Via Lunga,residential,,False,False,98.294,"LINESTRING (11.1896983 44.5464578, 11.1897696 44.5464437, 11.1904086 44.546317, 11.1902762 44.5459711)",,,,,
183743767,Via Lunga,tertiary,50,False,True,120.18100000000001,"LINESTRING (11.1896983 44.5464578, 11.1894525 44.5457169, 11.1893493 44.545406)",,,,,
64754219,Via Venticinque Aprile,residential,50,False,False,25.347,"LINESTRING (11.1914348 44.5486538, 11.1917277 44.5485622)",,,,,
64754219,Via Venticinque Aprile,residential,50,False,True,36.872,"LINESTRING (11.1914348 44.5486538, 11.1912727 44.5486894, 11.1909891 44.548749)",,,,,
473563737,Via fratelli Aldo e Bruno Zanetti,residential,30,True,False,83.366,"LINESTRING (11.1933785 44.5463722, 11.1938475 44.5470433)",,,,,yes
65080245,Via P. Galli,residential,,False,False,64.397,"LINESTRING (11.1950169 44.5472386, 11.1946244 44.5467315)",,,,,
64980889,Via Umberto Zucchini,residential,50,True,False,81.656,"LINESTRING (11.1950169 44.5472386, 11.1952955 44.5470434, 11.1955486 44.5468764, 11.1957946 44.5467606)",,,,,
68219401,Via Giovanni Goldoni,unclassified,50,False,False,35.153,"LINESTRING (11.1930564 44.5464623, 11.1928211 44.5461943)",,,,,
68219401,Via Giovanni Goldoni,unclassified,50,False,True,32.998999999999995,"LINESTRING (11.1930564 44.5464623, 11.1932258 44.5466596, 11.1932729 44.5467158)",,,,,
65080215,Via Claudio Calanchi,residential,50,False,False,103.306,"LINESTRING (11.1907789 44.5507692, 11.192025 44.5504961)",,,,,
65080245,Via P. Galli,residential,,False,True,72.291,"LINESTRING (11.1941898 44.5461599, 11.1946244 44.5467315)",,,,,
64980912,Via fratelli Cervi,residential,,True,False,70.67800000000001,"LINESTRING (11.1938475 44.5470433, 11.1941968 44.5469107, 11.1945935 44.5467462, 11.1946244 44.5467315)",,,,,
65080245,Via P. Galli,residential,,False,False,72.291,"LINESTRING (11.1946244 44.5467315, 11.1941898 44.5461599)",,,,,
65080245,Via P. Galli,residential,,False,True,64.397,"LINESTRING (11.1946244 44.5467315, 11.1950169 44.5472386)",,,,,
64980912,Via fratelli Cervi,residential,,True,False,106.229,"LINESTRING (11.1946244 44.5467315, 11.1947883 44.5466537, 11.1949902 44.546556, 11.1952067 44.5464326, 11.1957332 44.5461962)",,,,,
65080251,Via Venticinque Aprile,residential,,False,False,85.249,"LINESTRING (11.1909891 44.548749, 11.1911408 44.549508)",,,,,
64754219,Via Venticinque Aprile,residential,50,False,False,36.872,"LINESTRING (11.1909891 44.548749, 11.1912727 44.5486894, 11.1914348 44.5486538)",,,,,
64754219,Via Venticinque Aprile,residential,50,False,True,123.95400000000001,"LINESTRING (11.1909891 44.548749, 11.1905111 44.5488399, 11.1894771 44.5490346)",,,,,
312057360,Via Emilia,secondary,50,False,False,20.422,"LINESTRING (11.1936882 44.5458839, 11.1939199 44.5458035)",SS9,,,,
312057360,Via Emilia,secondary,50,False,True,7.273,"LINESTRING (11.1936882 44.5458839, 11.1936056 44.5459124)",SS9,,,,
64754206,Via Venticinque Aprile,residential,50,False,False,57.474,"LINESTRING (11.1886845 44.5492214, 11.1893731 44.5490591)",,,,,
65289066,Via S.Clelia Barbieri,residential,,False,False,19.164,"LINESTRING (11.1886845 44.5492214, 11.1887426 44.5493887)",,,,,
64754206,Via Venticinque Aprile,residential,50,False,True,36.509,"LINESTRING (11.1886845 44.5492214, 11.1884572 44.5492612, 11.1882398 44.5493069)",,,,,
64754206,Via Venticinque Aprile,residential,50,False,True,57.474,"LINESTRING (11.1893731 44.5490591, 11.1886845 44.5492214)",,,,,
64754206,Via Venticinque Aprile,residential,50,False,False,8.68,"LINESTRING (11.1893731 44.5490591, 11.1893921 44.5490546, 11.1894771 44.5490346)",,,,,
65289056,,residential,,False,True,8.045,"LINESTRING (11.1900855 44.550057, 11.1900099 44.5500738, 11.1899886 44.5500786)",,,,,
65289056,,residential,,False,False,8.045,"LINESTRING (11.1899886 44.5500786, 11.1900099 44.5500738, 11.1900855 44.550057)",,,,,
65289059,,residential,,True,False,123.789,"LINESTRING (11.1899886 44.5500786, 11.1897144 44.54973, 11.1893731 44.5490591)",,,,,
74141150,,residential,,False,True,61.037,"LINESTRING (11.1899886 44.5500786, 11.1897128 44.5501421, 11.1893562 44.5502283, 11.1892674 44.5502667)",,,,,
878939657,,residential,,False,False,40.517,"LINESTRING (11.1899886 44.5500786, 11.1901228 44.5501875, 11.1901657 44.5502202, 11.1902144 44.5502656, 11.1902383 44.5502959, 11.190292 44.5503693)",,,,,
65289066,Via S.Clelia Barbieri,residential,,False,True,19.164,"LINESTRING (11.1887426 44.5493887, 11.1886845 44.5492214)",,,,,
65379067,Via delle Terremare,tertiary,50,False,True,109.57,"LINESTRING (11.187419 44.5484662, 11.1875262 44.5486339, 11.187571 44.5486852, 11.187613 44.5487268, 11.1877092 44.548818, 11.1878022 44.5489037, 11.1882031 44.5492731)",,,,,
202040960,Via Terremare,tertiary,,True,False,22.508000000000003,"LINESTRING (11.187419 44.5484662, 11.18736 44.5484227, 11.1872949 44.5483884, 11.1871978 44.5483404)",,,,,
65686238,Via Emilia,secondary_link,50,True,False,41.34,"LINESTRING (11.1878096 44.5479345, 11.1875096 44.5481085, 11.1874217 44.5481814)",SS9,,,,
391161185,Via Emilia,secondary,50,False,False,90.442,"LINESTRING (11.1878096 44.5479345, 11.1882491 44.5477684, 11.1883673 44.547728, 11.1888297 44.5475701)",SS9,,,,
312057360,Via Emilia,secondary,50,False,True,119.301,"LINESTRING (11.1988562 44.5440729, 11.1985966 44.5441705, 11.1976943 44.5444956, 11.1975188 44.5445652)",SS9,,,,
65050193,Via Achille Grandi,residential,50,False,True,58.144,"LINESTRING (11.1921643 44.5455611, 11.1918433 44.5450909)",,,,,
65050193,Via Achille Grandi,residential,50,False,False,85.955,"LINESTRING (11.1921643 44.5455611, 11.192592 44.546188, 11.1925956 44.5461933, 11.1926391 44.5462561)",,,,,
68219417,Via Achille Grandi,residential,,True,False,134.516,"LINESTRING (11.1921643 44.5455611, 11.1927875 44.5453509, 11.1923136 44.5447169)",,,,,
65050211,Via Sandro Pertini,residential,50,False,True,55.844,"LINESTRING (11.1923136 44.5447169, 11.1918433 44.5450909)",,,,,
65050211,Via Sandro Pertini,residential,50,False,False,28.03,"LINESTRING (11.1923136 44.5447169, 11.1924482 44.5446152, 11.1925493 44.5445291)",,,,,
68219401,Via Giovanni Goldoni,unclassified,50,False,True,35.153,"LINESTRING (11.1928211 44.5461943, 11.1930564 44.5464623)",,,,,
312057360,Via Emilia,secondary,50,False,False,29.992,"LINESTRING (11.1928211 44.5461943, 11.1931599 44.5460741)",SS9,,,,
312057360,Via Emilia,secondary,50,False,True,15.976,"LINESTRING (11.1928211 44.5461943, 11.192713 44.546231, 11.1926391 44.5462561)",SS9,,,,
64980912,Via fratelli Cervi,residential,,True,False,20.72,"LINESTRING (11.1936246 44.5471407, 11.1938475 44.5470433)",,,,,
260034164,Via Giovanni Goldoni,unclassified,,False,False,13.934,"LINESTRING (11.1936246 44.5471407, 11.1935295 44.5470353)",,,,,
68219405,Via Giovanni Goldoni,unclassified,50,False,True,66.578,"LINESTRING (11.1936246 44.5471407, 11.1938259 44.5473812, 11.1940599 44.5476528)",,,,,
68219401,Via Giovanni Goldoni,unclassified,50,False,False,7.546,"LINESTRING (11.1933197 44.5467749, 11.1932729 44.5467158)",,,,,
68219395,Via Giovanni Goldoni,unclassified,50,True,False,41.09600000000001,"LINESTRING (11.1933197 44.5467749, 11.1933508 44.5467709, 11.193401 44.5467796, 11.1934254 44.5467898, 11.1934505 44.5468083, 11.1934814 44.5468338, 11.1935142 44.5468714, 11.1935469 44.5469158, 11.1935632 44.5469494, 11.1935704 44.5469724, 11.1935726 44.5469974, 11.1935654 44.5470164, 11.1935503 44.5470282, 11.1935295 44.5470353)",,,,,
64980918,Via Venti Aprile,residential,50,False,False,74.102,"LINESTRING (11.1941555 44.5490178, 11.1945069 44.5488141, 11.1947738 44.5486599, 11.1948792 44.5485958)",,,,,
64980918,Via Venti Aprile,residential,50,False,True,76.30699999999999,"LINESTRING (11.1941555 44.5490178, 11.1939354 44.5491179, 11.1937783 44.5491894, 11.1933182 44.549355)",,,,,
473549785,Via G. Pedrazzi,residential,50,False,True,136.741,"LINESTRING (11.1941555 44.5490178, 11.1937783 44.5485005, 11.193466 44.548113, 11.193333 44.547937)",,,,,
65379067,Via delle Terremare,tertiary,50,False,False,8.172,"LINESTRING (11.1892674 44.5502667, 11.1892061 44.5502076)",,,,,
65379067,Via delle Terremare,tertiary,50,False,True,106.273,"LINESTRING (11.1892674 44.5502667, 11.1895221 44.5505057, 11.1900627 44.5510362)",,,,,
74141150,,residential,,False,False,61.037,"LINESTRING (11.1892674 44.5502667, 11.1893562 44.5502283, 11.1897128 44.5501421, 11.1899886 44.5500786)",,,,,
74141153,Via Giovanni Goldoni,unclassified,50,False,True,7.246,"LINESTRING (11.1948792 44.5485958, 11.1948315 44.5485402)",,,,,
