osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,maxspeed,tunnel
29023417,True,Viale Giosuè Carducci,secondary,False,146.71,"LINESTRING (10.8864381 44.7809661, 10.8873183 44.7821282)",,,,
43890961,True,Via Pietro Gobetti,residential,False,38.93,"LINESTRING (10.8864381 44.7809661, 10.8863239 44.7810027, 10.8859843 44.7811032)",,,,
25069511,False,Via Francesco Petrarca,unclassified,True,81.572,"LINESTRING (10.8885468 44.7837658, 10.8890032 44.784424)",,,,
29023428,False,Corso Sandro Cabassi,secondary,True,43.781,"LINESTRING (10.8885468 44.7837658, 10.8890597 44.7836158)",,,,
"[166013704, 186171964]",False,Corso Sandro Cabassi,residential,False,36.424,"LINESTRING (10.8885468 44.7837658, 10.8883619 44.7838184, 10.8881164 44.783884)",,,,
29023428,False,Corso Sandro Cabassi,secondary,False,43.781,"LINESTRING (10.8890597 44.7836158, 10.8885468 44.7837658)",,,,
25069643,False,Via Ludovico Ariosto,secondary,False,79.85300000000001,"LINESTRING (10.8890597 44.7836158, 10.8893099 44.7838907, 10.889605 44.7842207)",,,,
29023444,True,Viale Nicolò Biondo,secondary,False,83.691,"LINESTRING (10.8890597 44.7836158, 10.8889997 44.7835456, 10.8888717 44.783396, 10.8887875 44.7832664, 10.8885794 44.782946)",,,,
43890861,False,Viale Darfo Dallai,residential,False,187.308,"LINESTRING (10.8890597 44.7836158, 10.8894606 44.7835075, 10.8912778 44.7830167)",,,,
43890857,False,Via Giuseppe Verdi,residential,False,54.167,"LINESTRING (10.8889334 44.7815263, 10.8895458 44.7813064)",,,,
43890857,False,Via Giuseppe Verdi,residential,True,93.553,"LINESTRING (10.8889334 44.7815263, 10.8878843 44.7819179)",,,,
43890860,False,Via Gioacchino Rossini,residential,True,64.155,"LINESTRING (10.8889334 44.7815263, 10.8893211 44.7820334)",,,,
145816584,False,Via Giulio e Geminiano Bisi,residential,False,146.234,"LINESTRING (10.8889334 44.7815263, 10.8881331 44.7803402)",,,,
43890857,False,Via Giuseppe Verdi,residential,False,93.553,"LINESTRING (10.8878843 44.7819179, 10.8889334 44.7815263)",,,,
29023444,True,Viale Nicolò Biondo,secondary,False,144.954,"LINESTRING (10.8878843 44.7819179, 10.8877151 44.7816924, 10.8871362 44.7809208, 10.887021 44.7807673)",,,,
43890960,True,Via Giuseppe Verdi,residential,False,50.432,"LINESTRING (10.8878843 44.7819179, 10.8877197 44.7819837, 10.8873183 44.7821282)",,,,
25069511,False,Via Francesco Petrarca,unclassified,False,117.738,"LINESTRING (10.8899108 44.7858444, 10.8897273 44.785549, 10.8893091 44.7848755)",,,,
166013710,False,Viale Edmondo De Amicis,unclassified,False,126.115,"LINESTRING (10.8899108 44.7858444, 10.8898882 44.7858501, 10.8889981 44.786075, 10.8884775 44.7862059, 10.888405 44.7862241)",,,,
25069511,False,Via Francesco Petrarca,unclassified,False,55.708,"LINESTRING (10.8893091 44.7848755, 10.8890032 44.784424)",,,,
43890954,True,Via Cesare Battisti,residential,False,59.533,"LINESTRING (10.8893091 44.7848755, 10.8900119 44.784681)",,,,
25069511,False,Via Francesco Petrarca,unclassified,True,117.738,"LINESTRING (10.8893091 44.7848755, 10.8897273 44.785549, 10.8899108 44.7858444)",,,,
25069643,False,Via Ludovico Ariosto,secondary,False,5.672,"LINESTRING (10.8908493 44.7855954, 10.8908826 44.7856406)",,,,
166013708,True,Viale Edmondo De Amicis,unclassified,False,79.073,"LINESTRING (10.8908493 44.7855954, 10.8899108 44.7858444)",,,,
25069643,False,Via Ludovico Ariosto,secondary,True,20.648000000000003,"LINESTRING (10.8908493 44.7855954, 10.8907767 44.7855263, 10.8906965 44.7854447)",,,,
31887729,True,Via San Francesco,residential,False,76.189,"LINESTRING (10.8809485 44.779784, 10.8819073 44.7797047)",,,,
108072820,False,Via Carlo Catellani,tertiary,True,59.957,"LINESTRING (10.8809485 44.779784, 10.8808021 44.7792549)",,,,
304583177,False,Via Carlo Catellani,tertiary,False,170.652,"LINESTRING (10.8809485 44.779784, 10.8814878 44.7812702)",,,,
304583177,False,Via Carlo Catellani,tertiary,False,6.302,"LINESTRING (10.8814878 44.7812702, 10.8814691 44.7813253)",,,,
304583177,False,Via Carlo Catellani,tertiary,True,170.652,"LINESTRING (10.8814878 44.7812702, 10.8809485 44.779784)",,,,
304583177,False,Via Carlo Catellani,tertiary,True,6.302,"LINESTRING (10.8814691 44.7813253, 10.8814878 44.7812702)",,,,
58643235,False,Via Carlo Catellani,residential,False,77.983,"LINESTRING (10.8814691 44.7813253, 10.8814932 44.7814169, 10.8816383 44.7819516, 10.8816949 44.7820009)",,,,
304583177,False,Via Carlo Catellani,tertiary,False,162.70299999999997,"LINESTRING (10.8814691 44.7813253, 10.8813177 44.7814574, 10.881018 44.781575, 10.8802958 44.7817475, 10.8797093 44.7818787, 10.8796122 44.7819013)",,,,
1186461814,False,Via Giovanni XXIII,tertiary,False,58.87,"LINESTRING (10.8791785 44.787475, 10.8793321 44.7874003, 10.87986 44.7872682)",,,,
200179022,False,Via Giovanni XXIII,tertiary,True,5.352,"LINESTRING (10.8799242 44.7872527, 10.87986 44.7872682)",,,,
200179022,False,Via Giovanni XXIII,tertiary,False,73.56599999999999,"LINESTRING (10.8799242 44.7872527, 10.8800321 44.7872266, 10.8808066 44.7870394)",,,,
200179022,False,Via Giovanni XXIII,tertiary,True,48.765,"LINESTRING (10.8813571 44.7868402, 10.8808066 44.7870394)",,,,
31887711,True,,tertiary,False,25.09,"LINESTRING (10.8813571 44.7868402, 10.8813233 44.7867689, 10.8813558 44.7866973, 10.8814418 44.7866534)",roundabout,,,
31887711,True,,tertiary,False,7.876,"LINESTRING (10.8814418 44.7866534, 10.8815416 44.7866529)",roundabout,,,
31887713,True,Via Giovanni XXIII,tertiary,False,20.751,"LINESTRING (10.8814418 44.7866534, 10.8815117 44.7864735)",,,,
