osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel,maxspeed
221490323,Strada Comunale del Sodo,unclassified,False,True,29.517,"LINESTRING (11.9827243 43.2757573, 11.9830477 43.27569, 11.9830731 43.275681)",,,,
1112674103,Via Luca Signorelli,secondary,False,False,334.21999999999997,"LINESTRING (11.9827243 43.2757573, 11.9828331 43.2757895, 11.9829841 43.2758286, 11.9831134 43.2759057, 11.983469 43.2762884, 11.9836041 43.2763978, 11.983732 43.2764732, 11.9842248 43.2766379, 11.9844417 43.2767063, 11.9846843 43.2767836, 11.985551 43.27693, 11.9858393 43.2769787, 11.9862154 43.2770643, 11.9862742 43.2770596)",2,SP34,,
1112674103,Via Luca Signorelli,secondary,False,True,19.452,"LINESTRING (11.9827243 43.2757573, 11.9826561 43.2757069, 11.9826312 43.2756597, 11.982608 43.2756088)",2,SP34,,
318892457,,residential,False,True,391.23499999999984,"LINESTRING (11.982608 43.2756088, 11.9824889 43.2755972, 11.9820946 43.2748484, 11.9818702 43.2748932, 11.9818009 43.2748795, 11.9811719 43.2745046, 11.9811299 43.2745007, 11.9810552 43.2745193, 11.9804933 43.2747351, 11.9804192 43.2747585, 11.9803444 43.2747585, 11.9801375 43.274694, 11.9799672 43.2746061, 11.9799471 43.274572, 11.979939 43.2744148, 11.9798988 43.2743776, 11.9796225 43.2741745, 11.9795354 43.2740252, 11.9794536 43.2739539, 11.9793972 43.2739207)",,,,
1112674103,Via Luca Signorelli,secondary,False,False,19.452,"LINESTRING (11.982608 43.2756088, 11.9826312 43.2756597, 11.9826561 43.2757069, 11.9827243 43.2757573)",2,SP34,,
1112674103,Via Luca Signorelli,secondary,False,True,193.161,"LINESTRING (11.982608 43.2756088, 11.9826459 43.2753213, 11.9829162 43.274532, 11.9830179 43.2741667, 11.9830894 43.2739098)",2,SP34,,
244590139,Via San Michelangelo,residential,False,True,72.376,"LINESTRING (11.9839604 43.2728088, 11.9839067 43.272683, 11.983847 43.2725283, 11.9837531 43.2722451, 11.9837378 43.2721789)",,,,
890999110,Viale del Mercato,secondary,False,False,122.03099999999999,"LINESTRING (11.9839604 43.2728088, 11.9837263 43.2729117, 11.9835217 43.2730209, 11.9833791 43.2731328, 11.9832986 43.2732234, 11.983251 43.2733404, 11.9831616 43.273665)",2,SP34,,
890999110,Viale del Mercato,secondary,False,True,48.334,"LINESTRING (11.9839604 43.2728088, 11.9844382 43.2726958, 11.9845315 43.2726843)",2,SP34,,
890999109,Viale del Mercato,secondary,False,False,9.488,"LINESTRING (11.9846478 43.2726738, 11.9845315 43.2726843)",2,SP34,,
123486307,Borgo San Vincenzo,residential,False,False,92.047,"LINESTRING (11.9846478 43.2726738, 11.984544 43.2726249, 11.9838122 43.2722099, 11.9837378 43.2721789)",,,,
890999109,Viale del Mercato,secondary,False,True,50.718999999999994,"LINESTRING (11.9846478 43.2726738, 11.9848543 43.2726694, 11.9849481 43.2726866, 11.9852328 43.2727979)",2,SP34,,
350399827,Via Porta Montanina,residential,False,True,56.171,"LINESTRING (11.9899373 43.2767907, 11.9899013 43.2766467, 11.9898679 43.2765874, 11.989831 43.2765319, 11.9897993 43.2763883, 11.9896909 43.2763503)",,,,
350399828,Vicolo Maria Rina Pierazzi,residential,False,False,79.748,"LINESTRING (11.9899373 43.2767907, 11.9897155 43.2766495, 11.9895195 43.276601, 11.989383 43.2765843, 11.9891977 43.2765731, 11.9890394 43.2765846)",,,,
123515816,Vicolo Maria Rina Pierazzi,residential,False,True,102.927,"LINESTRING (11.9890394 43.2765846, 11.9885757 43.2764605, 11.9884232 43.2763613, 11.9883797 43.2763189, 11.9882955 43.276206, 11.9882833 43.2761132, 11.9882949 43.275971)",,,,
