osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge,maxspeed,junction,width
47220786,True,Via Roma,unclassified,False,48.778999999999996,"LINESTRING (10.15287 45.59558, 10.1528478 45.5954668, 10.1528548 45.595338, 10.1528733 45.5951429)",,,,,,
"[46974475, 560522815]",False,Via Pinidolo,residential,True,176.745,"LINESTRING (10.1526678 45.5922587, 10.1524256 45.592266, 10.1523509 45.5922531, 10.1523033 45.59222, 10.1522931 45.5920532, 10.1522715 45.5919917, 10.1519791 45.591585, 10.1519449 45.5914982, 10.1519329 45.5911865, 10.1519094 45.5910317, 10.1518972 45.5909562)",,,,,,
560478414,False,Via Giancarlo Peracchia,residential,False,92.37799999999999,"LINESTRING (10.1526678 45.5922587, 10.1527474 45.5922435, 10.1535508 45.5922091, 10.1537774 45.5922106, 10.1538505 45.5922078)",2,,,,,
117952974,False,Via Quattro Novembre,tertiary,False,55.787,"LINESTRING (10.1563671 45.5916186, 10.1563064 45.5921185)",2,SP10,,,,
558929879,False,Via Quattro Novembre,tertiary,True,11.476,"LINESTRING (10.1563671 45.5916186, 10.1563938 45.5915171)",2,SP10,,,,
558929879,False,Via Quattro Novembre,tertiary,False,11.476,"LINESTRING (10.1563938 45.5915171, 10.1563671 45.5916186)",2,SP10,,,,
188986071,False,Via Quattro Novembre,tertiary,True,95.033,"LINESTRING (10.1563938 45.5915171, 10.1563805 45.5913419, 10.156316 45.5906642)",2,SP10,,,,
"[391593744, 391593745, 46854404]",False,Via Casaglio,residential,False,106.34100000000001,"LINESTRING (10.1563938 45.5915171, 10.1565118 45.5915246, 10.1567955 45.5915687, 10.1570724 45.5916214, 10.1571836 45.5916435, 10.1573487 45.5916718, 10.1574992 45.5916897, 10.1575923 45.5917059, 10.1577283 45.5917136)",2,,yes,,,
47220785,False,Vicolo del Canale,residential,True,100.885,"LINESTRING (10.1553502 45.5957002, 10.1540591 45.5956164)",,,,,,
240802738,False,Via Martiri della Libertà,tertiary,True,127.543,"LINESTRING (10.1553502 45.5957002, 10.1553814 45.5955112, 10.1554344 45.5952171, 10.1554733 45.5950315, 10.1555329 45.5948868, 10.1556981 45.5945861)",2,SP10,,50,,
46854401,False,Via Larga,residential,True,110.122,"LINESTRING (10.1577283 45.5917136, 10.1577643 45.5919533, 10.1577759 45.59235, 10.1578087 45.5927018)",,,,,,
"[560478416, 560478420, 46854404]",False,Via Casaglio,residential,False,95.08500000000001,"LINESTRING (10.1577283 45.5917136, 10.1580164 45.5917046, 10.1582346 45.5916837, 10.1584311 45.5916649, 10.158764 45.591635, 10.1589432 45.5916411)",2,,,,,
"[391593744, 391593745, 46854404]",False,Via Casaglio,residential,True,106.341,"LINESTRING (10.1577283 45.5917136, 10.1575923 45.5917059, 10.1574992 45.5916897, 10.1573487 45.5916718, 10.1571836 45.5916435, 10.1570724 45.5916214, 10.1567955 45.5915687, 10.1565118 45.5915246, 10.1563938 45.5915171)",2,,yes,,,
46854403,False,Via Solda,residential,False,113.239,"LINESTRING (10.1589432 45.5916411, 10.1589954 45.5915995, 10.1590346 45.5915288, 10.1590467 45.5910817, 10.1590335 45.5907954, 10.1590435 45.590642)",2,,,,,
46922688,True,Vicolo Borlino,residential,False,39.30499999999999,"LINESTRING (10.1589432 45.5916411, 10.1589824 45.591657, 10.1593189 45.5917693, 10.1594051 45.5917776)",,,,,,
"[560478416, 560478420, 46854404]",False,Via Casaglio,residential,True,95.08500000000001,"LINESTRING (10.1589432 45.5916411, 10.158764 45.591635, 10.1584311 45.5916649, 10.1582346 45.5916837, 10.1580164 45.5917046, 10.1577283 45.5917136)",2,,,,,
