osmid,oneway,name,highway,reversed,length,geometry,tunnel,lanes,ref,junction
32570439,True,Via Giovanni Scudo,tertiary,False,33.768,"LINESTRING (15.652669 38.0257146, 15.652435 38.0257152, 15.6522836 38.0257107)",,,,
235326383,False,,unclassified,False,13.919999999999998,"LINESTRING (15.652669 38.0257146, 15.6527287 38.0256507, 15.6527769 38.025625)",,,,
237497695,False,Via Nazionale,tertiary,True,396.973,"LINESTRING (15.652669 38.0257146, 15.6527844 38.0258048, 15.6528675 38.0259062, 15.6528997 38.0260266, 15.6529104 38.0262527, 15.6529426 38.0265802, 15.6529882 38.0267027, 15.6532269 38.0270936, 15.6533874 38.0273491, 15.6534534 38.0274542, 15.6536262 38.0276651, 15.6541828 38.0282221, 15.6544064 38.0285093, 15.6546455 38.0288428)",,,,
179343441,False,Via Lume,residential,True,52.131,"LINESTRING (15.6527769 38.025625, 15.6527582 38.0255069, 15.6527343 38.0251576)",,,,
235326383,False,,unclassified,False,167.776,"LINESTRING (15.6527769 38.025625, 15.6529865 38.0255183, 15.6532329 38.0253704, 15.6541347 38.0245726)",,,,
235326383,False,,unclassified,True,13.919999999999998,"LINESTRING (15.6527769 38.025625, 15.6527287 38.0256507, 15.652669 38.0257146)",,,,
179202723,False,Lungomare di Pellaro P. Latella,residential,False,505.951,"LINESTRING (15.6465419 38.0245759, 15.6469583 38.024898, 15.6474195 38.0252248, 15.6484433 38.0259032, 15.6496454 38.0266509, 15.6496653 38.0266637, 15.6503233 38.0270721, 15.6509869 38.027477)",,,,
"[235427472, 179202723, 235427479]",False,Lungomare di Pellaro P. Latella,residential,"[False, True]",119.08100000000002,"LINESTRING (15.6465419 38.0245759, 15.6464437 38.0244917, 15.6469754 38.0241417, 15.6471103 38.0240324, 15.6473288 38.0238398)",yes,,,
179202723,False,Lungomare di Pellaro P. Latella,residential,True,505.951,"LINESTRING (15.6509869 38.027477, 15.6503233 38.0270721, 15.6496653 38.0266637, 15.6496454 38.0266509, 15.6484433 38.0259032, 15.6474195 38.0252248, 15.6469583 38.024898, 15.6465419 38.0245759)",,,,
235427474,False,Via Industriale,residential,True,80.05199999999999,"LINESTRING (15.6509869 38.027477, 15.6514744 38.0271899, 15.6517357 38.0270656)",,,,
235326383,False,,unclassified,False,27.162,"LINESTRING (15.6541347 38.0245726, 15.6542434 38.0244779, 15.6542704 38.024453, 15.6543422 38.0243911)",,,,
235326383,False,,unclassified,True,167.776,"LINESTRING (15.6541347 38.0245726, 15.6532329 38.0253704, 15.6529865 38.0255183, 15.6527769 38.025625)",,,,
226253406,False,Via Sottolume,residential,True,51.384,"LINESTRING (15.6473202 38.0229432, 15.647674 38.0225746)",,,,
235326390,True,Via Nazionale,tertiary,False,75.64,"LINESTRING (15.6473202 38.0229432, 15.6480439 38.0233143)",,,,
