osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,tunnel
27341802,True,SP18,Via Dante Alighieri,secondary,False,87.37299999999999,"LINESTRING (14.2052828 40.9259142, 14.2053312 40.9253158, 14.2053463 40.9251299)",,
27341802,True,SP18,Via Dante Alighieri,secondary,False,73.348,"LINESTRING (14.2053593 40.9249762, 14.2054058 40.9243175)",,
888336143,False,,,residential,True,91.439,"LINESTRING (14.2053593 40.9249762, 14.2046861 40.9249615, 14.2042714 40.9249524)",,
106322905,True,,Corso Campano,secondary,False,44.363,"LINESTRING (14.1978116 40.9284217, 14.19734 40.9286012)",,
92268448,True,SP55,Via Licante,secondary,False,30.309,"LINESTRING (14.1978116 40.9284217, 14.1976672 40.9284018, 14.1974576 40.9283692)",,
106322911,False,,Corso Campano,secondary,False,34.161,"LINESTRING (14.1978116 40.9284217, 14.1980106 40.9284211, 14.1982182 40.9284237)",,
106322911,False,,Corso Campano,secondary,False,115.807,"LINESTRING (14.2039631 40.9284971, 14.2053414 40.9285138)",,
106322911,False,,Corso Campano,secondary,True,66.49799999999999,"LINESTRING (14.2039631 40.9284971, 14.2034828 40.9285003, 14.2031716 40.9284976)",,
92267427,True,SP238,Via Cumana,residential,False,46.643,"LINESTRING (14.2039508 40.9315636, 14.2040289 40.9311483)",,
807294868,True,,Via Camposcino,tertiary,False,28.368,"LINESTRING (14.2039508 40.9315636, 14.2036132 40.931558)",,
807294869,False,SP238,,tertiary,False,69.378,"LINESTRING (14.2039508 40.9315636, 14.203924 40.9321872)",2,
234029870,False,,Vico Fiori,residential,False,72.799,"LINESTRING (14.1961771 40.9274474, 14.1970342 40.9273511)",,
1014450549,False,SP426,Via Pozzo Nuovo,secondary,True,25.719,"LINESTRING (14.1961771 40.9274474, 14.1959158 40.9273269)",,
348738440,True,SP55,Via Aviere Mario Pirozzi,secondary,False,173.534,"LINESTRING (14.1961771 40.9274474, 14.1961881 40.9260775, 14.1961889 40.9259811, 14.1961896 40.9258868)",,
254855043,False,SP206,Via Aniello Palumbo,tertiary,False,184.195,"LINESTRING (14.1961903 40.9258008, 14.1963374 40.9258033, 14.1971249 40.925817, 14.1977164 40.9259411, 14.1983366 40.9260713)",,
348738439,False,SP55,Via Aviere Mario Pirozzi,secondary,False,144.171,"LINESTRING (14.1961903 40.9258008, 14.1961928 40.9257048, 14.196206 40.9252065, 14.1962245 40.9245045)",,
92269222,True,SP18,Via Licoda,secondary,False,57.371,"LINESTRING (14.2053519 40.9264264, 14.2052884 40.9261179, 14.2052828 40.9259142)",,
106322911,False,,Corso Campano,secondary,False,33.128,"LINESTRING (14.2053414 40.9285138, 14.2057356 40.9285213)",,
106322911,False,,Corso Campano,secondary,True,115.807,"LINESTRING (14.2053414 40.9285138, 14.2039631 40.9284971)",,
793267839,False,SP18,Via Licoda,secondary,False,20.339,"LINESTRING (14.2053414 40.9285138, 14.2053444 40.9283309)",,
92267427,True,SP238,Via Cumana,residential,False,4.895,"LINESTRING (14.2041185 40.9297227, 14.2041019 40.9296805)",,
234039501,True,,Via Sant'Anna,residential,False,46.661,"LINESTRING (14.2041185 40.9297227, 14.2042467 40.9296826, 14.2045181 40.9296682, 14.2046625 40.929674)",,
92267427,True,SP238,Via Cumana,residential,False,54.393,"LINESTRING (14.2040289 40.9311483, 14.2040861 40.9308641, 14.2041083 40.9306631)",,
1139093484,False,,Vico Rotondo,residential,False,25.706000000000003,"LINESTRING (14.2040289 40.9311483, 14.2038235 40.931092, 14.2037521 40.9310538)",,
807294870,True,,Via Metito,tertiary,False,86.07,"LINESTRING (14.2049075 40.9318365, 14.2047463 40.9317878, 14.2040455 40.9316056, 14.2039508 40.9315636)",,
887673465,False,,Via Camposcino,tertiary,False,6.344,"LINESTRING (14.1997442 40.9316139, 14.1998189 40.9316055)",,
106486607,False,,Via Guglielmo Marconi,residential,False,192.387,"LINESTRING (14.1997442 40.9316139, 14.1996588 40.9307768, 14.1996157 40.9298868)",,
887673465,False,,Via Camposcino,tertiary,True,161.224,"LINESTRING (14.1997442 40.9316139, 14.1983134 40.9318571, 14.1978617 40.9318787)",,
106322911,False,,Corso Campano,secondary,False,26.448,"LINESTRING (14.1995682 40.9284387, 14.199883 40.9284406)",,
106322911,False,,Corso Campano,secondary,True,65.567,"LINESTRING (14.1995682 40.9284387, 14.1987878 40.9284319)",,
106486607,False,,Via Guglielmo Marconi,residential,True,39.008,"LINESTRING (14.1995682 40.9284387, 14.199571 40.9287895)",,
510425718,False,,Via Fratelli Maristi,tertiary,True,87.532,"LINESTRING (14.1999956 40.9242181, 14.2010366 40.9242497)",,
790516264,True,,Via Giambattista Basile,residential,False,28.136,"LINESTRING (14.1999956 40.9242181, 14.1999904 40.9239651)",,
790516265,False,,Via Giuseppe Di Vittorio,tertiary,False,131.989,"LINESTRING (14.1999956 40.9242181, 14.198574 40.924214, 14.1984248 40.9242195)",,
234038206,False,,,residential,False,105.763,"LINESTRING (14.1999629 40.9254928, 14.2012131 40.9256042)",,
790516266,True,,Via Salvador Allende,residential,False,36.434,"LINESTRING (14.1999629 40.9254928, 14.1999713 40.9251652)",,
254855043,False,SP206,Via Aniello Palumbo,tertiary,False,55.51,"LINESTRING (14.1998958 40.9262831, 14.2005535 40.9263308)",,
790516266,True,,Via Salvador Allende,residential,False,88.058,"LINESTRING (14.1998958 40.9262831, 14.1999629 40.9254928)",,
254855043,False,SP206,Via Aniello Palumbo,tertiary,True,90.893,"LINESTRING (14.1998958 40.9262831, 14.199056 40.9262223, 14.198824 40.9261814)",,
202821496,False,,Via Fratelli Maristi,tertiary,False,121.452,"LINESTRING (14.2054058 40.9243175, 14.2039603 40.9243062)",,
348738462,False,SP55,,secondary,True,22.611,"LINESTRING (14.1962299 40.9243012, 14.1962266 40.9244259, 14.1962245 40.9245045)",,
510425712,False,SP55,,secondary,False,26.993000000000002,"LINESTRING (14.1962299 40.9243012, 14.1962336 40.9241627, 14.1962363 40.9240585)",,
790516265,False,,Via Giuseppe Di Vittorio,tertiary,True,144.39499999999998,"LINESTRING (14.1962299 40.9243012, 14.1963387 40.9242972, 14.196977 40.9242734, 14.197754 40.9242445, 14.1979464 40.9242363)",,
106322911,False,,Corso Campano,secondary,True,46.593,"LINESTRING (14.20695 40.9285517, 14.2063957 40.9285378)",,
202821465,True,,Via Milanese,residential,False,29.78,"LINESTRING (14.2068967 40.9271809, 14.206893 40.9274487)",,
202821496,False,,Via Fratelli Maristi,tertiary,True,41.33,"LINESTRING (14.2025577 40.9242951, 14.2030496 40.924299)",,
234038187,True,,Via Arturo Labriola,residential,False,115.28,"LINESTRING (14.2025577 40.9242951, 14.2025178 40.9253314)",,
510425718,False,,Via Fratelli Maristi,tertiary,False,48.665,"LINESTRING (14.2025577 40.9242951, 14.2019789 40.9242783)",,
234029868,False,,,residential,True,94.464,"LINESTRING (14.1974151 40.9275213, 14.1974667 40.928033, 14.1974627 40.9283157, 14.1974576 40.9283692)",,
450852543,False,,Via Francesco Frezza,tertiary,False,6.12,"LINESTRING (14.1958948 40.9319731, 14.1959675 40.9319695)",,
450852543,False,,Via Francesco Frezza,tertiary,True,31.338,"LINESTRING (14.1958948 40.9319731, 14.1955225 40.9319908)",,
450852543,False,,Via Francesco Frezza,tertiary,False,55.968,"LINESTRING (14.1959675 40.9319695, 14.1966324 40.9319376)",,
450852543,False,,Via Francesco Frezza,tertiary,True,6.12,"LINESTRING (14.1959675 40.9319695, 14.1958948 40.9319731)",,
234029873,False,,Via della Resistenza,residential,True,341.732,"LINESTRING (14.1959675 40.9319695, 14.1959899 40.9293486, 14.1959938 40.9288963)",,
1030746441,False,,,residential,False,53.121,"LINESTRING (14.1983585 40.9300931, 14.1983909 40.9305702)",,
1030746441,False,,,residential,True,17.363,"LINESTRING (14.1983585 40.9300931, 14.1983496 40.9299371)",,
234029857,False,,,residential,True,38.7,"LINESTRING (14.1983585 40.9300931, 14.1982198 40.9300889, 14.1978991 40.9301095)",,
234029878,False,,,residential,True,50.291,"LINESTRING (14.1960901 40.9280644, 14.196688 40.9280422)",,
92268448,True,SP55,Via Licante,secondary,False,45.429,"LINESTRING (14.196688 40.9280422, 14.1963936 40.9276995)",,
234029878,False,,,residential,False,50.291,"LINESTRING (14.196688 40.9280422, 14.1960901 40.9280644)",,
106322905,True,,Corso Campano,secondary,False,37.592,"LINESTRING (14.1959938 40.9288963, 14.1955465 40.9288869)",,
234029873,False,,Via della Resistenza,residential,False,341.732,"LINESTRING (14.1959938 40.9288963, 14.1959899 40.9293486, 14.1959675 40.9319695)",,
450852543,False,,Via Francesco Frezza,tertiary,False,10.791,"LINESTRING (14.1966324 40.9319376, 14.1967606 40.9319315)",,
450852543,False,,Via Francesco Frezza,tertiary,True,55.968,"LINESTRING (14.1966324 40.9319376, 14.1959675 40.9319695)",,
234029852,True,,Via tredici martiri,residential,False,196.33299999999997,"LINESTRING (14.1966324 40.9319376, 14.1966332 40.9318741, 14.1966332 40.9313787, 14.196644 40.9304708, 14.1966386 40.9302115, 14.1966386 40.930172)",,
234029858,False,,Via Rione De Gasperi,residential,False,57.597,"LINESTRING (14.1973879 40.9290997, 14.1974141 40.9296173)",,
234029858,False,,Via Rione De Gasperi,residential,True,55.579,"LINESTRING (14.1973879 40.9290997, 14.1973705 40.9288862, 14.1973608 40.9288003, 14.19734 40.9286012)",,
234029867,True,,Via Starza,residential,False,120.406,"LINESTRING (14.1973879 40.9290997, 14.1983141 40.9290945, 14.1988211 40.9290916)",,
92268448,True,SP55,Via Licante,secondary,False,76.57,"LINESTRING (14.1974576 40.9283692, 14.1971293 40.9282806, 14.1967933 40.9281649, 14.196688 40.9280422)",,
234029868,False,,,residential,False,94.464,"LINESTRING (14.1974576 40.9283692, 14.1974627 40.9283157, 14.1974667 40.928033, 14.1974151 40.9275213)",,
234029870,False,,Vico Fiori,residential,True,72.799,"LINESTRING (14.1970342 40.9273511, 14.1961771 40.9274474)",,
106486607,False,,Via Guglielmo Marconi,residential,False,6.322,"LINESTRING (14.1995898 40.9290858, 14.1995864 40.929029)",,
106486607,False,,Via Guglielmo Marconi,residential,True,47.303,"LINESTRING (14.1995898 40.9290858, 14.1996266 40.9295103)",,
106322905,True,,Corso Campano,secondary,False,63.364000000000004,"LINESTRING (14.1968276 40.9287667, 14.1964609 40.9289061, 14.196422 40.9289053, 14.1961173 40.9288989)",,
