osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,junction
"[37875225, 224685027, 224685022]",Viale della Repubblica,secondary,False,False,193.21799999999996,yes,"LINESTRING (16.632406 39.5977751, 16.6323344 39.5978459, 16.6322511 39.5979221, 16.6320706 39.5980197, 16.6317807 39.5981084, 16.6317333 39.5981247, 16.6315091 39.5981889, 16.6309704 39.5983203, 16.630531 39.5984361, 16.6303898 39.5984879)",,,,
295138599,Viale Regina Margherita,secondary,False,True,34.483,,"LINESTRING (16.632406 39.5977751, 16.6325721 39.5977491, 16.6328045 39.5977366)",2,,,
495497728,Via Torre Pisani,secondary,False,False,71.575,,"LINESTRING (16.632406 39.5977751, 16.6324228 39.5976776, 16.6323642 39.5972298, 16.6323797 39.5971353)",,SP250,,
119505025,Piazza Duca degli Abruzzi,residential,True,False,44.621,,"LINESTRING (16.6281216 39.5999502, 16.6285979 39.6001125)",,,,
224685022,Viale della Repubblica,secondary,False,False,35.136,,"LINESTRING (16.6281216 39.5999502, 16.6279687 39.6002434)",,,,
224685022,Viale della Repubblica,secondary,False,True,13.699,,"LINESTRING (16.6281216 39.5999502, 16.6281758 39.5998343)",,,,
119241914,Strada Statale 106,secondary,False,False,6.288,,"LINESTRING (16.6272431 39.6012127, 16.6271789 39.6012401)",2,,,
224685022,Viale della Repubblica,secondary,False,True,126.36099999999999,,"LINESTRING (16.6272431 39.6012127, 16.6274968 39.6010184, 16.6276624 39.6008387, 16.6279687 39.6002434)",,,,
119241914,Strada Statale 106,secondary,False,True,6.288,,"LINESTRING (16.6271789 39.6012401, 16.6272431 39.6012127)",2,,,
119496814,Via dei Bizantini,residential,False,False,60.743,,"LINESTRING (16.6271789 39.6012401, 16.627206 39.6013219, 16.6273543 39.6017694)",,,,
"[224685026, 224685020, 119122525]",Via dei Normanni,tertiary,False,False,125.221,yes,"LINESTRING (16.6385505 39.6030681, 16.6381186 39.6031176, 16.6377459 39.6031355, 16.6370987 39.6031933)",2,,,
1175407327,Viale Regina Margherita,secondary,True,False,123.39399999999998,,"LINESTRING (16.6385505 39.6030681, 16.6385342 39.6028859, 16.6385022 39.6026321, 16.6384574 39.6025523, 16.6383727 39.6024567, 16.6383387 39.6024265, 16.6379731 39.6021024)",2,,,
120089189,Viale Sant'Angelo,secondary,True,False,72.398,,"LINESTRING (16.6386017 39.603718, 16.6385955 39.6036382, 16.6385618 39.6032047, 16.6385505 39.6030681)",1,,,
89750166,Via Torre Pisani,secondary,True,False,23.722,,"LINESTRING (16.6315188 39.5950891, 16.6316351 39.5952827)",,SP250,30,
825166025,Via Torre Pisani,secondary,True,False,27.872,,"LINESTRING (16.6319187 39.595659, 16.6316501 39.5955176)",,SP250,,
495497728,Via Torre Pisani,secondary,False,True,106.923,,"LINESTRING (16.6319187 39.595659, 16.6319655 39.5957213, 16.6320575 39.5958745, 16.6322775 39.5964104, 16.6323448 39.5965604)",,SP250,,
