osmid,lanes,ref,highway,maxspeed,access,oneway,reversed,length,geometry,junction,name,bridge,width
33784681,,SP34B,tertiary,,,False,False,182.712,"LINESTRING (11.0126806 45.5181573, 11.0128029 45.5181459, 11.0129011 45.5181152, 11.0130014 45.5180849, 11.0130757 45.5180399, 11.01322 45.517927, 11.0132749 45.5178979, 11.0133433 45.517895, 11.013409 45.5179204, 11.0134614 45.5179993, 11.0135257 45.5181694, 11.0135861 45.5182794, 11.0137041 45.5184344, 11.013857 45.5186299, 11.0140058 45.5188639)",,Via Madonnina,,
33784681,,SP34B,tertiary,,,False,True,77.78699999999999,"LINESTRING (11.0126806 45.5181573, 11.012328 45.5181511, 11.0119546 45.5181825, 11.0116992 45.518243)",,Via Madonnina,,
310206226,,,residential,,,False,False,118.17600000000002,"LINESTRING (11.0126806 45.5181573, 11.012713 45.5186366, 11.0127286 45.5186693, 11.0129558 45.5188791, 11.0130481 45.5189636, 11.0131628 45.5191232)",,,,
"[52068552, 28289611, 37036141, 37036142, 37036143]",2,,"['residential', 'tertiary']",30,,False,"[False, True]",234.219,"LINESTRING (11.0171716 45.5175824, 11.017285 45.5175941, 11.0173804 45.517604, 11.0176381 45.5176576, 11.0177261 45.5176759, 11.0178227 45.5177031, 11.0178493 45.5177136, 11.0180204 45.5177814, 11.0180848 45.5178607, 11.0181582 45.517965, 11.0181834 45.5181245, 11.0182016 45.5184617, 11.0182038 45.5184936, 11.018214 45.5185999, 11.0182199 45.5186608, 11.019031 45.5186378)",,"['Via Enrico Fermi', 'Via Guglielmo Marconi']",yes,4
37036147,,,residential,,,False,True,43.757999999999996,"LINESTRING (11.016891 45.5175512, 11.0166343 45.5175536, 11.0163294 45.5175522)",,,,
128134789,2,,tertiary,,,False,False,130.527,"LINESTRING (11.0163294 45.5175522, 11.0162884 45.5163787)",,Via Roma,,
37036147,,,residential,,,False,False,43.757999999999996,"LINESTRING (11.0163294 45.5175522, 11.0166343 45.5175536, 11.016891 45.5175512)",,,,
128134789,2,,tertiary,,,False,True,58.998000000000005,"LINESTRING (11.0163294 45.5175522, 11.016342 45.5176226, 11.0163755 45.518053, 11.0163753 45.5180816)",,Via Roma,,
128134779,,,tertiary,,,False,True,94.393,"LINESTRING (11.0161135 45.5145236, 11.0161424 45.5147699, 11.0161553 45.5151301, 11.0161734 45.5153171, 11.0161786 45.515371)",,Via Fusina,,
329553551,,,residential,,,False,True,208.98000000000002,"LINESTRING (11.0161135 45.5145236, 11.0157741 45.5145243, 11.0156824 45.5145533, 11.0156599 45.5146154, 11.0156806 45.5150187, 11.0156848 45.5157384, 11.01567 45.516122)",,Via Generale Vittorio Emanuele Rossi,,5
46346078,,,residential,,,False,True,147.25,"LINESTRING (11.0156715 45.5173049, 11.0150051 45.5173472, 11.0150145 45.5177726, 11.0150158 45.5179872, 11.0150413 45.5182018)",,,,
329552779,,,residential,,,True,False,131.535,"LINESTRING (11.0156715 45.5173049, 11.0156738 45.5166525, 11.0156746 45.5163494, 11.01567 45.516122)",,Via Generale Vittorio Emanuele Rossi,,5
37342125,,,tertiary,,,False,False,224.65500000000003,"LINESTRING (11.0195857 45.5158771, 11.0196733 45.5159968, 11.0197616 45.517027, 11.0198134 45.5178613, 11.0198161 45.5178799)",,Via Caduti del lavoro,,
"[52068553, 52068554, 37342155]",2,,tertiary,,,False,False,131.708,"LINESTRING (11.0195857 45.5158771, 11.0194319 45.5158239, 11.0186053 45.515866, 11.0183609 45.5158787, 11.0179166 45.5158965)",,Via Lucio Anzio,yes,
"[37342155, 1088191228]",,,"['trunk_link', 'tertiary']",,,False,True,103.106,"LINESTRING (11.0195857 45.5158771, 11.0198289 45.5157863, 11.0199297 45.5157712, 11.0203602 45.5157068, 11.020487 45.5156918, 11.0208366 45.5155951)",,Via Lucio Anzio,,
162833113,2,SP6,trunk,90,no,False,False,60.02199999999999,"LINESTRING (11.0216219 45.514553, 11.0216327 45.5146519, 11.0216521 45.5148897, 11.021678 45.5150913)",,,,
1245580007,2,,trunk_link,50,,False,True,93.886,"LINESTRING (11.0216219 45.514553, 11.0215812 45.5147654, 11.0215261 45.5149414, 11.0214633 45.5150792, 11.0213753 45.5152156, 11.02129 45.5153135, 11.0212554 45.5153463)",,,,
37342140,2,,trunk_link,50,,False,True,30.27,"LINESTRING (11.0211421 45.5154274, 11.0210271 45.5154983, 11.0209845 45.5155199, 11.0208366 45.5155951)",,,,
1245594998,1,,trunk_link,40,,True,False,6.039999999999999,"LINESTRING (11.0211421 45.5154274, 11.0211604 45.515421, 11.0211732 45.5154191, 11.0211825 45.5154185, 11.0211917 45.51542, 11.021203 45.5154237, 11.0212117 45.5154302)",,,,
1245594999,2,,trunk_link,50,,False,False,12.625,"LINESTRING (11.0211421 45.5154274, 11.0211911 45.5153946, 11.0212554 45.5153463)",,,,
37342140,2,,trunk_link,50,,False,False,30.270000000000003,"LINESTRING (11.0208366 45.5155951, 11.0209845 45.5155199, 11.0210271 45.5154983, 11.0211421 45.5154274)",,,,
"[37342155, 1088191228]",,,"['trunk_link', 'tertiary']",,,False,False,103.10600000000001,"LINESTRING (11.0208366 45.5155951, 11.020487 45.5156918, 11.0203602 45.5157068, 11.0199297 45.5157712, 11.0198289 45.5157863, 11.0195857 45.5158771)",,Via Lucio Anzio,,
52068553,2,,tertiary,,,False,True,131.75400000000002,"LINESTRING (11.0162329 45.516001, 11.01638 45.5160014, 11.0166428 45.515985, 11.0170215 45.5159578, 11.0179166 45.5158965)",,Via Lucio Anzio,,
184397192,2,,tertiary,,,False,True,42.247,"LINESTRING (11.0162329 45.516001, 11.0162871 45.5163242, 11.0162884 45.5163787)",,Via Roma,,
"[128134779, 893963620]",2,,tertiary,,,False,False,70.181,"LINESTRING (11.0162329 45.516001, 11.0162219 45.5158718, 11.0161786 45.515371)",,Via Fusina,,
37342156,,,residential,,,False,False,44.98,"LINESTRING (11.0183744 45.5152509, 11.0178043 45.5153145)",,Via Nocterio,,
37342156,,,residential,,,False,True,88.612,"LINESTRING (11.0161786 45.515371, 11.0162437 45.5153672, 11.0172329 45.5153091, 11.0173119 45.5153045)",,Via Nocterio,,
128134779,,,tertiary,,,False,False,94.393,"LINESTRING (11.0161786 45.515371, 11.0161734 45.5153171, 11.0161553 45.5151301, 11.0161424 45.5147699, 11.0161135 45.5145236)",,Via Fusina,,
"[128134779, 893963620]",2,,tertiary,,,False,True,70.181,"LINESTRING (11.0161786 45.515371, 11.0162219 45.5158718, 11.0162329 45.516001)",,Via Fusina,,
37342156,,,residential,,,False,False,38.382,"LINESTRING (11.0178043 45.5153145, 11.0173119 45.5153045)",,Via Nocterio,,
37342156,,,residential,,,False,True,44.98,"LINESTRING (11.0178043 45.5153145, 11.0183744 45.5152509)",,Via Nocterio,,
37342157,,,residential,,,False,False,65.331,"LINESTRING (11.0178043 45.5153145, 11.0178648 45.5155659, 11.0179166 45.5158965)",,,,
37342157,,,residential,,,False,True,65.331,"LINESTRING (11.0179166 45.5158965, 11.0178648 45.5155659, 11.0178043 45.5153145)",,,,
52068553,2,,tertiary,,,False,False,131.75400000000002,"LINESTRING (11.0179166 45.5158965, 11.0170215 45.5159578, 11.0166428 45.515985, 11.01638 45.5160014, 11.0162329 45.516001)",,Via Lucio Anzio,,
"[52068553, 52068554, 37342155]",2,,tertiary,,,False,True,131.708,"LINESTRING (11.0179166 45.5158965, 11.0183609 45.5158787, 11.0186053 45.515866, 11.0194319 45.5158239, 11.0195857 45.5158771)",,Via Lucio Anzio,yes,
37342156,,,residential,,,False,True,38.382,"LINESTRING (11.0173119 45.5153045, 11.0178043 45.5153145)",,Via Nocterio,,
37342156,,,residential,,,False,False,88.612,"LINESTRING (11.0173119 45.5153045, 11.0172329 45.5153091, 11.0162437 45.5153672, 11.0161786 45.515371)",,Via Nocterio,,
37342407,,,unclassified,,,False,True,284.707,"LINESTRING (11.0209204 45.5161399, 11.0210373 45.5162944, 11.0210458 45.5164989, 11.0210802 45.5166973, 11.0211317 45.5168958, 11.0212003 45.5171183, 11.0212347 45.5172687, 11.0212433 45.5174732, 11.0211574 45.5176235, 11.0210802 45.5177618, 11.0210115 45.5179663, 11.0209514 45.5181708, 11.0208742 45.5183392, 11.0208871 45.5186277)",,,,
28289611,2,,tertiary,30,,False,False,45.612,"LINESTRING (11.0208871 45.5186277, 11.0203017 45.5186318)",,Via Guglielmo Marconi,,
28289611,2,,tertiary,30,,False,True,63.754000000000005,"LINESTRING (11.0208871 45.5186277, 11.0210201 45.5186246, 11.0212654 45.5186107, 11.0217005 45.5185692)",,Via Guglielmo Marconi,,
37342407,,,unclassified,,,False,False,284.70700000000005,"LINESTRING (11.0208871 45.5186277, 11.0208742 45.5183392, 11.0209514 45.5181708, 11.0210115 45.5179663, 11.0210802 45.5177618, 11.0211574 45.5176235, 11.0212433 45.5174732, 11.0212347 45.5172687, 11.0212003 45.5171183, 11.0211317 45.5168958, 11.0210802 45.5166973, 11.0210458 45.5164989, 11.0210373 45.5162944, 11.0209204 45.5161399)",,,,
37342525,,,residential,,,True,False,22.491,"LINESTRING (11.019371 45.5197295, 11.0190834 45.519712)",,Via Rita Rosani,,
70992869,,,residential,30,,False,False,93.045,"LINESTRING (11.019371 45.5197295, 11.0196434 45.5199196, 11.0199391 45.5201782, 11.0201472 45.5203638)",,Via Enrico De Nicola,,
37342525,,,residential,,,True,False,104.314,"LINESTRING (11.0202846 45.5191199, 11.0202715 45.5192298, 11.0202374 45.5192914, 11.020183 45.5193497, 11.0200959 45.5194013, 11.0195356 45.5196043, 11.019371 45.5197295)",,Via Rita Rosani,,
46346080,,,residential,,,False,True,116.15200000000002,"LINESTRING (11.0202846 45.5191199, 11.0207449 45.5191157, 11.0211889 45.5190973, 11.0217716 45.5190558)",,Via Salvo D'Acquisto,,
42319833,,,residential,,,False,False,211.952,"LINESTRING (11.0147142 45.5147098, 11.0148944 45.5148542, 11.0151262 45.5152572, 11.0152034 45.5156481, 11.0151691 45.5159247, 11.015212 45.5161713, 11.0152463 45.5162134, 11.01567 45.516122)",,Via Generale Gaetano Giardino,,
42319833,,,residential,,,False,True,211.952,"LINESTRING (11.01567 45.516122, 11.0152463 45.5162134, 11.015212 45.5161713, 11.0151691 45.5159247, 11.0152034 45.5156481, 11.0151262 45.5152572, 11.0148944 45.5148542, 11.0147142 45.5147098)",,Via Generale Gaetano Giardino,,
46346068,,,residential,,,True,False,46.055,"LINESTRING (11.01567 45.516122, 11.0159657 45.5160394, 11.0162329 45.516001)",,,,
329553551,,,residential,,,False,False,208.98,"LINESTRING (11.01567 45.516122, 11.0156848 45.5157384, 11.0156806 45.5150187, 11.0156599 45.5146154, 11.0156824 45.5145533, 11.0157741 45.5145243, 11.0161135 45.5145236)",,Via Generale Vittorio Emanuele Rossi,,5
42319870,1,,residential,,,False,False,130.649,"LINESTRING (11.011061 45.5191896, 11.0111386 45.5191486, 11.0112439 45.5191197, 11.0113826 45.5190734, 11.01151 45.5189998, 11.0117015 45.5188235, 11.0117358 45.518601, 11.0117149 45.5183886, 11.0116992 45.518243)",,Via Madonnina,,
71277038,,,residential,,,False,True,811.2689999999998,"LINESTRING (11.011061 45.5191896, 11.0112303 45.5191943, 11.0114426 45.5192012, 11.0116521 45.5191966, 11.0116629 45.5191307, 11.0116947 45.5190911, 11.0117884 45.5190885, 11.0120555 45.5191426, 11.0121934 45.5191696, 11.0123159 45.5192372, 11.0124039 45.5192911, 11.0124458 45.5193968, 11.0124332 45.5194907, 11.0123075 45.519661, 11.0119849 45.5200162, 11.0117251 45.5202423, 11.0117209 45.5203039, 11.0117922 45.5203303, 11.0118844 45.5203098, 11.0121735 45.5201689, 11.012538 45.5199957, 11.0128522 45.5198224, 11.0131503 45.5196525, 11.0132642 45.5195404, 11.0133584 45.5194137, 11.0134345 45.5192905, 11.0134922 45.5191618, 11.0135217 45.5190527, 11.0135397 45.5188507, 11.0135765 45.5188255, 11.0136142 45.5188507, 11.0136297 45.5190076, 11.0136503 45.5191889, 11.0136609 45.5193762, 11.013599 45.5195895, 11.0135472 45.5196851, 11.0134887 45.5197705, 11.0134104 45.5198674, 11.0133089 45.5199634, 11.013192 45.5200287, 11.0131375 45.5200617, 11.0131516 45.5200995, 11.0132066 45.5201112, 11.0133504 45.520089, 11.0135263 45.5200257, 11.0136825 45.519865, 11.0138477 45.5196343, 11.0139649 45.5193649, 11.0139877 45.5190503, 11.0140058 45.5188639)",,Via Monti Lessini,,
377461089,1,,residential,,,False,True,165.157,"LINESTRING (11.011061 45.5191896, 11.0110296 45.5194111, 11.0110109 45.5194726, 11.0108952 45.5198362, 11.010814 45.5200897, 11.0107755 45.5201037, 11.0106876 45.5201503, 11.0106451 45.5201783, 11.0106025 45.5202062, 11.0105759 45.5202473, 11.0105573 45.5202976, 11.0105346 45.5203498, 11.0104814 45.5203992, 11.0103637 45.5204923, 11.0103192 45.5205177)",,,,
33784681,,SP34B,tertiary,,,False,False,77.787,"LINESTRING (11.0116992 45.518243, 11.0119546 45.5181825, 11.012328 45.5181511, 11.0126806 45.5181573)",,Via Madonnina,,
42319870,1,,residential,,,False,True,130.649,"LINESTRING (11.0116992 45.518243, 11.0117149 45.5183886, 11.0117358 45.518601, 11.0117015 45.5188235, 11.01151 45.5189998, 11.0113826 45.5190734, 11.0112439 45.5191197, 11.0111386 45.5191486, 11.011061 45.5191896)",,Via Madonnina,,
"[1153416976, 46346084]",,,residential,,,False,False,146.81900000000002,"LINESTRING (11.0172232 45.5170479, 11.0172169 45.516821, 11.0172097 45.5165625, 11.0172043 45.5163695, 11.0162884 45.5163787)",,Viale Venezia,,
70992362,,,residential,,,False,True,188.16899999999998,"LINESTRING (11.0194239 45.522459, 11.02115 45.521484, 11.0213014 45.5213945)",,Via Giovanni Gronchi,,
319374290,,,residential,,,False,True,75.053,"LINESTRING (11.0194239 45.522459, 11.0197632 45.5227484, 11.0200477 45.5229732)",,Viale Europa,,
46346078,,,residential,,,False,False,147.25,"LINESTRING (11.0150413 45.5182018, 11.0150158 45.5179872, 11.0150145 45.5177726, 11.0150051 45.5173472, 11.0156715 45.5173049)",,,,
128134782,2,,residential,,,False,False,96.887,"LINESTRING (11.0168758 45.5228083, 11.0169737 45.5226027, 11.0172149 45.5219703)",,Via dell'Industria,,
128134789,2,,tertiary,,,False,True,130.527,"LINESTRING (11.0162884 45.5163787, 11.0163294 45.5175522)",,Via Roma,,
"[1153416976, 46346084]",,,residential,,,False,True,146.81900000000002,"LINESTRING (11.0162884 45.5163787, 11.0172043 45.5163695, 11.0172097 45.5165625, 11.0172169 45.516821, 11.0172232 45.5170479)",,Viale Venezia,,
184397192,2,,tertiary,,,False,False,42.247,"LINESTRING (11.0162884 45.5163787, 11.0162871 45.5163242, 11.0162329 45.516001)",,Via Roma,,
1044583868,2,,tertiary,,,False,True,62.853,"LINESTRING (11.016566 45.5195054, 11.0167008 45.5200627)",,Via Roma,,
"[128134789, 378001941, 1043576062, 1043576063]",2,,tertiary,,,False,False,160.958,"LINESTRING (11.016566 45.5195054, 11.0165595 45.5194652, 11.0165193 45.5193017, 11.0164797 45.5190338, 11.0164669 45.5189641, 11.0164538 45.5188641, 11.0164926 45.518725, 11.0164371 45.5186432, 11.0163827 45.5185456, 11.0163794 45.5184727, 11.016379 45.5184363, 11.0163753 45.5180816)",,Via Roma,,
70992718,,,residential,,,False,False,146.271,"LINESTRING (11.021876 45.5197506, 11.0203861 45.520551)",,Via Sandro Pertini,,
329113139,,,residential,30,,False,False,77.69,"LINESTRING (11.021876 45.5197506, 11.0218065 45.5193241, 11.0217716 45.5190558)",,Via Giuseppe Saragat,,
329113139,,,residential,30,,False,True,59.741,"LINESTRING (11.021876 45.5197506, 11.0219108 45.519976, 11.0219535 45.5202851)",,Via Giuseppe Saragat,,
70992869,,,residential,30,,False,False,27.923,"LINESTRING (11.0201472 45.5203638, 11.0203861 45.520551)",,Via Enrico De Nicola,,
70992604,,,residential,,,False,False,261.169,"LINESTRING (11.0201472 45.5203638, 11.0192484 45.5208559, 11.0192082 45.520894, 11.0192082 45.5209471, 11.0192295 45.5209935, 11.0196316 45.5213547, 11.0197096 45.5213796, 11.0198019 45.5213796, 11.0198941 45.5213414, 11.0207195 45.5208758)",,Via Luigi Einaudi,,
70992869,,,residential,30,,False,True,93.04499999999999,"LINESTRING (11.0201472 45.5203638, 11.0199391 45.5201782, 11.0196434 45.5199196, 11.019371 45.5197295)",,Via Enrico De Nicola,,
70992718,,,residential,,,False,True,146.271,"LINESTRING (11.0203861 45.520551, 11.021876 45.5197506)",,Via Sandro Pertini,,
70992869,,,residential,30,,False,False,44.487,"LINESTRING (11.0203861 45.520551, 11.0207195 45.5208758)",,Via Enrico De Nicola,,
70992869,,,residential,30,,False,True,27.923,"LINESTRING (11.0203861 45.520551, 11.0201472 45.5203638)",,Via Enrico De Nicola,,
70992489,,,residential,30,,False,True,187.804,"LINESTRING (11.0200477 45.5229732, 11.0210214 45.5224317, 11.0214964 45.5221627, 11.0215932 45.5221079, 11.0216302 45.5220865, 11.0218193 45.521977, 11.0219043 45.5219)",,Via Antonio Segni,,
319374290,,,residential,,,False,False,75.053,"LINESTRING (11.0200477 45.5229732, 11.0197632 45.5227484, 11.0194239 45.522459)",,Viale Europa,,
70992489,,,residential,30,,False,False,187.80399999999997,"LINESTRING (11.0219043 45.5219, 11.0218193 45.521977, 11.0216302 45.5220865, 11.0215932 45.5221079, 11.0214964 45.5221627, 11.0210214 45.5224317, 11.0200477 45.5229732)",,Via Antonio Segni,,
70992869,,,residential,30,,False,True,73.262,"LINESTRING (11.0219043 45.5219, 11.0217933 45.5218137, 11.0213014 45.5213945)",,Via Enrico De Nicola,,
329113139,,,residential,30,,False,False,117.774,"LINESTRING (11.0219043 45.5219, 11.0219993 45.5217947, 11.0220726 45.5216499, 11.0220929 45.5215004, 11.0220841 45.5213165, 11.0220719 45.5212139, 11.0220324 45.5208941, 11.022029 45.5208714)",,Via Giuseppe Saragat,,
46346080,,,residential,,,False,False,116.152,"LINESTRING (11.0217716 45.5190558, 11.0211889 45.5190973, 11.0207449 45.5191157, 11.0202846 45.5191199)",,Via Salvo D'Acquisto,,
329113139,,,residential,30,,False,False,54.405,"LINESTRING (11.0217716 45.5190558, 11.0217494 45.5189148, 11.0217133 45.5186246, 11.0217005 45.5185692)",,Via Giuseppe Saragat,,
329113139,,,residential,30,,False,True,77.69,"LINESTRING (11.0217716 45.5190558, 11.0218065 45.5193241, 11.021876 45.5197506)",,Via Giuseppe Saragat,,
