osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,junction,access,tunnel,maxspeed
383305626,Corso Sempione,secondary,False,True,10.816,"LINESTRING (8.4588875 45.7029872, 8.4588227 45.7030733)",,,,,,
158544677,Via Don Giovanni Bosco,tertiary,False,True,264.796,"LINESTRING (8.4588875 45.7029872, 8.4588421 45.7029596, 8.4585612 45.7027937, 8.4582366 45.7025451, 8.4576623 45.7021196, 8.4573543 45.7019156, 8.4572062 45.7018176, 8.4571095 45.7017642, 8.4570605 45.7017372, 8.4570354 45.7017233, 8.4562804 45.7015062)",,,,,,
"[69782996, 1231138108]",Corso Sempione,secondary,False,False,145.27700000000002,"LINESTRING (8.4588875 45.7029872, 8.4590865 45.7027467, 8.4593645 45.7024085, 8.4595408 45.7022016, 8.4595487 45.7021923, 8.4595721 45.702164, 8.4598176 45.7018537)",yes,2,,,,
73124621,Via Antonio Rosmini,residential,True,False,92.744,"LINESTRING (8.4654094 45.697032, 8.4662288 45.6973424, 8.4663379 45.6973801, 8.4663989 45.6974057, 8.4664477 45.6974399)",,,,,,
146829363,Via Sanado,residential,False,False,35.277,"LINESTRING (8.4654094 45.697032, 8.465391 45.6970551, 8.4653877 45.6970584, 8.465164 45.6972989)",,,,,,
158651266,Via Antonio Gramsci,residential,False,True,107.697,"LINESTRING (8.465623 45.6986169, 8.4659919 45.6983509, 8.466476 45.698005, 8.4665396 45.6979596, 8.4665806 45.6979174)",,,,,,
198717616,Via San Giovanni,residential,True,False,90.72000000000001,"LINESTRING (8.465623 45.6986169, 8.4657805 45.698677, 8.4665328 45.698992, 8.4666071 45.6990501)",,,,,,
718125041,Via San Giovanni,residential,False,True,64.707,"LINESTRING (8.465623 45.6986169, 8.4655943 45.6986043, 8.4655788 45.6985976, 8.4649161 45.6983089)",,,,,,
69917783,Via Edmondo De Amicis,residential,False,True,54.174,"LINESTRING (8.4665806 45.6979174, 8.4665698 45.6978437, 8.4664709 45.6975499, 8.4664624 45.6975245, 8.4664477 45.6974399)",,,,,,
158651266,Via Antonio Gramsci,residential,False,False,107.69699999999999,"LINESTRING (8.4665806 45.6979174, 8.4665396 45.6979596, 8.466476 45.698005, 8.4659919 45.6983509, 8.465623 45.6986169)",,,,,,
69917783,Via Edmondo De Amicis,residential,False,False,54.17400000000001,"LINESTRING (8.4664477 45.6974399, 8.4664624 45.6975245, 8.4664709 45.6975499, 8.4665698 45.6978437, 8.4665806 45.6979174)",,,,,,
"[73124629, 69917783]","['Via Professor Pasquale Fornari', 'Via Edmondo De Amicis']",residential,False,"[False, True]",124.30700000000002,"LINESTRING (8.4664477 45.6974399, 8.4664375 45.6973805, 8.466456 45.6973479, 8.4664826 45.6973155, 8.4669886 45.6966938, 8.4671893 45.6964624)",,,,,,
69917785,Via Arona,unclassified,False,False,132.369,"LINESTRING (8.4657477 45.7002487, 8.4657884 45.7003436, 8.4657923 45.7003503, 8.465916 45.700566, 8.4664089 45.7013451)",,2,,,,
69917785,Via Arona,unclassified,False,True,13.058,"LINESTRING (8.4657477 45.7002487, 8.4657579 45.7002215, 8.4657903 45.7001351)",,2,,,,
262986533,Viale della Libertà,residential,True,False,232.70700000000002,"LINESTRING (8.4657477 45.7002487, 8.4656856 45.7002656, 8.4656807 45.7002736, 8.4656458 45.7003312, 8.4653338 45.7012539, 8.4652564 45.701508, 8.4650344 45.7021572, 8.465083 45.7022509)",,,,,,
