osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed
312930329,2,SP28,Via Antonio Gramsci,tertiary,False,False,8.633,"LINESTRING (8.7683439 45.6480732, 8.7683715 45.647998)",,
312930329,2,SP28,Via Antonio Gramsci,tertiary,False,True,133.337,"LINESTRING (8.7683439 45.6480732, 8.7683217 45.6481334, 8.7683162 45.6481821, 8.7683174 45.6482227, 8.7683207 45.6483337, 8.7683569 45.6486827, 8.7683613 45.648725, 8.7684228 45.6492248, 8.7684222 45.6492673)",,
312930329,2,SP28,Via Antonio Gramsci,tertiary,False,True,45.669,"LINESTRING (8.7690065 45.6461108, 8.7690024 45.6465215)",,
4911017,1,SP28,Via Antonio Gramsci,tertiary,True,False,29.371000000000002,"LINESTRING (8.7690065 45.6461108, 8.7689397 45.6460071, 8.7688945 45.645927, 8.7688514 45.6458702)",,
4911012,2,SP28,,tertiary,True,False,9.864,"LINESTRING (8.7688514 45.6458702, 8.768811 45.6458568, 8.7687841 45.6458387, 8.7687631 45.645811)",roundabout,
4911012,2,SP28,,tertiary,True,False,10.275,"LINESTRING (8.768969 45.6457144, 8.7689977 45.6457384, 8.7690087 45.645756, 8.7690131 45.6457978)",roundabout,
195982705,,,Via al Parco,residential,True,False,21.962,"LINESTRING (8.768969 45.6457144, 8.7690888 45.6456994, 8.7692489 45.6456888)",,
35037909,1,,Via Pasquale Grossoni,unclassified,True,False,13.267,"LINESTRING (8.7681549 45.6422274, 8.7680487 45.6423208)",,
49580908,2,,Via Pasquale Grossoni,unclassified,False,False,40.403999999999996,"LINESTRING (8.7681549 45.6422274, 8.7681808 45.6422187, 8.768431 45.6421348, 8.768517 45.6420986, 8.7686139 45.6420578)",,
27843851,2,,Via Alessandro Volta,tertiary,False,True,27.165,"LINESTRING (8.7742198 45.6432511, 8.7743333 45.6432384, 8.7744595 45.6432244, 8.7745603 45.6431999)",,
315176798,1,,Via Alessandro Volta,tertiary,True,False,31.825000000000003,"LINESTRING (8.7742198 45.6432511, 8.7739522 45.6432788, 8.773871 45.643285, 8.7738142 45.6432896)",,
316374540,1,,Via Alessandro Volta,residential,True,False,27.381999999999998,"LINESTRING (8.7733625 45.643385, 8.7734708 45.6433206, 8.7735857 45.6432702, 8.7736338 45.6432519, 8.7736511 45.6432454)",,
316374541,2,,Via Alessandro Volta,residential,False,False,89.32300000000001,"LINESTRING (8.7733625 45.643385, 8.7730288 45.643554, 8.7725352 45.6437435, 8.7724619 45.6437875, 8.7723977 45.6438175)",,
197804628,,,Via Don Luigi Villa,residential,False,False,62.227000000000004,"LINESTRING (8.7723977 45.6438175, 8.7724438 45.6438964, 8.7725268 45.6439919, 8.7726262 45.644067, 8.7727227 45.6441289, 8.77283 45.6442152, 8.7728494 45.6442679)",,
316374541,2,,Via Alessandro Volta,residential,False,True,89.32300000000001,"LINESTRING (8.7723977 45.6438175, 8.7724619 45.6437875, 8.7725352 45.6437435, 8.7730288 45.643554, 8.7733625 45.643385)",,
33825919,2,,Via dei Chiosetti,tertiary,False,True,263.683,"LINESTRING (8.7736057 45.6430617, 8.7728745 45.6425467, 8.7727987 45.6424787, 8.7727726 45.6424468, 8.7727516 45.6424107, 8.7727302 45.6423514, 8.7727251 45.6423149, 8.7727262 45.6422701, 8.7727455 45.6421944, 8.772768 45.6421561, 8.772812 45.6421099, 8.772893 45.6420554, 8.7729465 45.6420339, 8.7730281 45.6420063, 8.7731394 45.641996, 8.7732568 45.6420028, 8.7733979 45.6420118, 8.7736811 45.6420539, 8.773827 45.6420659, 8.7740502 45.6420719, 8.774342 45.6420539, 8.7744209 45.642043)",,
315176818,1,,Via dei Chiosetti,tertiary,True,False,15.61,"LINESTRING (8.7736057 45.6430617, 8.773676 45.6431044, 8.7737343 45.6431409, 8.7737572 45.6431538)",,
33283216,2,,Via della Repubblica,tertiary,False,False,100.141,"LINESTRING (8.7783025 45.6492742, 8.7782907 45.649191, 8.7781932 45.6489849, 8.7778731 45.6484283)",,
209450330,,,Via Luigi Ferrazzi,unclassified,False,True,124.916,"LINESTRING (8.7783025 45.6492742, 8.7777951 45.6493259, 8.7774104 45.6493474, 8.7767043 45.6493869)",,
666475593,2,,Via Alessandro Volta,tertiary,False,False,28.857,"LINESTRING (8.7784171 45.6415542, 8.7786409 45.6415115, 8.7787729 45.6414806)",,
"[666475593, 311584566]",2,,"['Via Alessandro Volta', 'Via dei Chiosetti']",tertiary,False,True,199.876,"LINESTRING (8.7784171 45.6415542, 8.7774005 45.6416179, 8.7758757 45.6418139)",,
33283216,2,,Via della Repubblica,tertiary,False,False,2.899,"LINESTRING (8.7757259 45.6448268, 8.7757124 45.6448025)",,
33283216,2,,Via della Repubblica,tertiary,False,True,98.89,"LINESTRING (8.7757259 45.6448268, 8.7757815 45.6449169, 8.7762301 45.6456433)",,
197804611,2,,Via delle Roggette,residential,False,False,67.471,"LINESTRING (8.7757259 45.6448268, 8.7760378 45.6447626, 8.7761454 45.6447406, 8.7765587 45.6446559)",,
197804611,2,,Via delle Roggette,residential,False,True,14.858,"LINESTRING (8.7774423 45.6445854, 8.777252 45.644573)",,
311584585,,,Via Padova,residential,False,True,163.577,"LINESTRING (8.7774423 45.6445854, 8.7783827 45.6459014)",,
197804611,2,,Via delle Roggette,residential,False,False,92.394,"LINESTRING (8.7774423 45.6445854, 8.7780441 45.644607, 8.7783053 45.6446162, 8.7786293 45.6446277)",,
311584585,,,Via Padova,residential,False,False,163.577,"LINESTRING (8.7783827 45.6459014, 8.7774423 45.6445854)",,
33283216,2,,Via della Repubblica,tertiary,False,True,60.336,"LINESTRING (8.7745603 45.6431999, 8.7749046 45.6436862)",,
27843851,2,,Via Alessandro Volta,tertiary,False,False,27.165,"LINESTRING (8.7745603 45.6431999, 8.7744595 45.6432244, 8.7743333 45.6432384, 8.7742198 45.6432511)",,
27843851,2,,Via Alessandro Volta,tertiary,False,True,64.75200000000001,"LINESTRING (8.7745603 45.6431999, 8.775108 45.6430125, 8.775251 45.6429533, 8.7753 45.642933)",,
312930329,2,SP28,Via Antonio Gramsci,tertiary,False,True,5.27,"LINESTRING (8.7684222 45.6492673, 8.7684284 45.6493145)",,
107818275,,,Via del Montecchio,residential,False,True,85.638,"LINESTRING (8.7684222 45.6492673, 8.7683433 45.6492738, 8.7682795 45.6492795, 8.7676375 45.6494272, 8.7673865 45.6495172)",,
312930329,2,SP28,Via Antonio Gramsci,tertiary,False,False,133.33700000000002,"LINESTRING (8.7684222 45.6492673, 8.7684228 45.6492248, 8.7683613 45.648725, 8.7683569 45.6486827, 8.7683207 45.6483337, 8.7683174 45.6482227, 8.7683162 45.6481821, 8.7683217 45.6481334, 8.7683439 45.6480732)",,
28871412,,,Via Luigi Ferrazzi,unclassified,False,True,150.75300000000001,"LINESTRING (8.7767043 45.6493869, 8.7761921 45.6494268, 8.7758909 45.6494418, 8.7756235 45.6494418, 8.7754378 45.649433, 8.7752164 45.6494073, 8.7747805 45.6493478)",,
34243482,,,Via Filippo Porraneo,residential,True,False,245.91000000000003,"LINESTRING (8.7767043 45.6493869, 8.7762385 45.6485005, 8.7761876 45.6484462, 8.7761048 45.6483799, 8.7759595 45.648301, 8.7758227 45.6482089, 8.7757856 45.6481587, 8.7757503 45.6480895, 8.7757002 45.6476314, 8.775614 45.6473749)",,
209450330,,,Via Luigi Ferrazzi,unclassified,False,False,124.916,"LINESTRING (8.7767043 45.6493869, 8.7774104 45.6493474, 8.7777951 45.6493259, 8.7783025 45.6492742)",,
34243482,,,Via Filippo Porraneo,residential,True,False,20.606,"LINESTRING (8.7735313 45.6454108, 8.7734129 45.6453609, 8.773292 45.6453341)",,
205928417,,,Via Guaranguala,residential,False,False,142.77,"LINESTRING (8.7735313 45.6454108, 8.7737064 45.6453819, 8.7738907 45.6453473, 8.7742297 45.6452128, 8.7744896 45.6451619, 8.7747918 45.6451057, 8.7749191 45.6450616, 8.7752265 45.6449426)",,
35037791,2,SP28,Largo Alpini Cardanesi,tertiary,True,False,9.646,"LINESTRING (8.7681814 45.6432427, 8.7681241 45.6432226, 8.7680825 45.6431924)",roundabout,
35037791,2,SP28,Largo Alpini Cardanesi,tertiary,True,False,15.469999999999999,"LINESTRING (8.7680825 45.6431924, 8.7680558 45.6431516, 8.7680514 45.6431023, 8.7680706 45.6430595)",roundabout,
35037791,2,SP28,Largo Alpini Cardanesi,tertiary,True,False,34.080000000000005,"LINESTRING (8.7681899 45.6429937, 8.7682539 45.6429906, 8.7683155 45.643003, 8.7683674 45.6430294, 8.7683968 45.6430631, 8.7684093 45.6430774, 8.7684191 45.6431217, 8.7684067 45.6431657, 8.7683898 45.6431889)",roundabout,
49580902,2,SP28,Via Adige,tertiary,False,True,56.423,"LINESTRING (8.7681899 45.6429937, 8.7681647 45.6428394, 8.7680878 45.642651, 8.7680609 45.6425622, 8.7680389 45.6424986)",,
35037791,2,SP28,Largo Alpini Cardanesi,tertiary,True,False,18.451,"LINESTRING (8.7683898 45.6431889, 8.7683463 45.6432218, 8.7682965 45.6432407, 8.7682332 45.6432482, 8.7681814 45.6432427)",roundabout,
35037880,1,SP28,Via San Francesco d'Assisi,tertiary,True,False,23.112000000000002,"LINESTRING (8.7683898 45.6431889, 8.7683564 45.6432965, 8.7683447 45.6433939)",,
49580904,1,SP28,Via San Francesco d'Assisi,tertiary,True,False,21.116999999999997,"LINESTRING (8.7683447 45.6433939, 8.7682757 45.6433192, 8.7681814 45.6432427)",,
312930339,2,SP28,Via San Francesco d'Assisi,tertiary,False,True,73.963,"LINESTRING (8.7683447 45.6433939, 8.7684162 45.643602, 8.7684419 45.6436733, 8.7684673 45.6437422, 8.7685455 45.6439475, 8.7685717 45.6440397)",,
35037857,1,SP28,Via Adige,tertiary,True,False,14.988,"LINESTRING (8.7680389 45.6424986, 8.7679943 45.642444, 8.7679267 45.6423898)",,
49580902,2,SP28,Via Adige,tertiary,False,False,56.422999999999995,"LINESTRING (8.7680389 45.6424986, 8.7680609 45.6425622, 8.7680878 45.642651, 8.7681647 45.6428394, 8.7681899 45.6429937)",,
35107374,1,SP28,Via Adige,tertiary,True,False,14.41,"LINESTRING (8.7680184 45.6423698, 8.7680389 45.6424986)",,
35037921,2,SP28,,tertiary,True,False,7.691000000000001,"LINESTRING (8.7680184 45.6423698, 8.7679747 45.642388, 8.7679267 45.6423898)",roundabout,
35037921,2,SP28,,tertiary,True,False,7.064,"LINESTRING (8.7679267 45.6423898, 8.7678808 45.6423752, 8.7678547 45.6423536)",roundabout,
35037921,2,SP28,,tertiary,True,False,8.21,"LINESTRING (8.7678547 45.6423536, 8.7678418 45.6423178, 8.7678558 45.6422822)",roundabout,
49580909,1,,Via al Campo,tertiary,True,False,18.95,"LINESTRING (8.7678547 45.6423536, 8.7677226 45.642327, 8.767618 45.6423138)",,
35037921,2,SP28,,tertiary,True,False,3.207,"LINESTRING (8.7678558 45.6422822, 8.7678833 45.6422607)",roundabout,
35037921,2,SP28,,tertiary,True,False,7.369,"LINESTRING (8.7678833 45.6422607, 8.7679316 45.6422469, 8.7679741 45.6422491)",roundabout,
49580901,1,SP28,Via Adige,tertiary,True,False,14.985,"LINESTRING (8.7678833 45.6422607, 8.7679062 45.642194, 8.7679131 45.642128)",,
