osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,width,bridge,junction,tunnel
46694840,True,Via Paolo Braccini,tertiary,50,False,149.672,"LINESTRING (7.6034977 45.2379399, 7.6033563 45.2377974, 7.603185 45.2376169, 7.6029409 45.2373634, 7.6024327 45.2368222)",,,,,,
68429738,False,Via San Carlo,tertiary,,False,61.852000000000004,"LINESTRING (7.6034977 45.2379399, 7.6035806 45.2380124, 7.6040607 45.238329)",2,,,,,
125155195,False,Via Corio,tertiary,50,True,128.53199999999998,"LINESTRING (7.6034977 45.2379399, 7.6034214 45.2380234, 7.6032289 45.2381903, 7.6030041 45.2383459, 7.6023805 45.2387831)",2,,,,,
165975745,False,Corso Nazioni Unite,tertiary,,True,66.859,"LINESTRING (7.6034977 45.2379399, 7.6035709 45.2378581, 7.6040589 45.2374886)",2,SP22,,,,
88358652,False,Via Roma,secondary,,False,215.55499999999998,"LINESTRING (7.6015222 45.2358422, 7.6014749 45.2357155, 7.6014355 45.2355331, 7.6013514 45.2352475, 7.601334 45.2350601, 7.6013863 45.234839, 7.6015412 45.2345071, 7.6016117 45.234392, 7.6017145 45.2342679, 7.6018129 45.2341864, 7.601909 45.2341119, 7.6019886 45.2340372)",,,,,,
949810282,False,Via Lanzo,secondary,,False,94.41999999999999,"LINESTRING (7.6015222 45.2358422, 7.6014555 45.2358638, 7.6005627 45.2361293, 7.600413 45.2361752)",2,,,,,
68430960,False,Via Lanzo,secondary,,False,176.315,"LINESTRING (7.5992619 45.2365485, 7.5990233 45.2366536, 7.5983451 45.2369211, 7.5978116 45.2371504, 7.597572 45.2372534, 7.5973259 45.2373577)",2,,,,,
68430960,False,Via Lanzo,secondary,,True,75.482,"LINESTRING (7.5992619 45.2365485, 7.5992858 45.2365389, 7.5994505 45.2364725, 7.5998492 45.236322, 7.6001251 45.2362498)",2,,,,,
584935328,False,Via Battitore,tertiary,,False,186.582,"LINESTRING (7.5992619 45.2365485, 7.599162 45.2364577, 7.5987551 45.236077, 7.5980987 45.2354611, 7.5978268 45.235209)",2,,,,,
584935330,False,Via Battitore,tertiary,,False,16.554,"LINESTRING (7.5963802 45.2338742, 7.5962434 45.2337607)",2,,,,,
68429741,False,Via Vigna,residential,,False,215.169,"LINESTRING (7.5963802 45.2338742, 7.5963375 45.233892, 7.5962733 45.2339189, 7.5958871 45.2340683, 7.5955251 45.2341795, 7.5952717 45.2342696, 7.595186 45.2343001, 7.5942094 45.2347303, 7.5939864 45.234819)",,,,,,
584935330,False,Via Battitore,tertiary,,True,102.70500000000001,"LINESTRING (7.5963802 45.2338742, 7.596421 45.2339204, 7.5964549 45.2339454, 7.5971712 45.2346104)",2,,,,,
27911034,False,Corso Martiri della Libertà,tertiary,,True,89.817,"LINESTRING (7.6042775 45.2331452, 7.6038707 45.2324185, 7.6038637 45.2324049, 7.6038574 45.2323936)",,,,,,
68430956,False,Via Roma,secondary,,False,85.21,"LINESTRING (7.6042775 45.2331452, 7.6041643 45.2331723, 7.6033667 45.2333872, 7.6032665 45.2334264)",2,,,,,
68430956,False,Via Roma,secondary,,True,102.021,"LINESTRING (7.6042775 45.2331452, 7.6043803 45.2331241, 7.6055104 45.2328489)",2,,,,,
1117943298,True,Via San Ciriaco,residential,,False,79.32,"LINESTRING (7.6042775 45.2331452, 7.6043017 45.233194, 7.6044711 45.2335353, 7.6044762 45.2335455, 7.6046117 45.2338186)",,,,,,
551093557,False,Via Guido Gozzano,residential,,False,10.631,"LINESTRING (7.6063752 45.2326443, 7.6064622 45.2325709)",,,,,,
68430956,False,Via Roma,secondary,,False,71.451,"LINESTRING (7.6063752 45.2326443, 7.6060046 45.2327257, 7.6055104 45.2328489)",2,,,,,
