osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction
"[845160040, 43273618, 43273613, 885213783]","['2', '4']",Strada Torino,primary,50,False,False,148.727,yes,"LINESTRING (7.5820938 45.0213479, 7.5820216 45.0212424, 7.5816443 45.0205761, 7.5814275 45.020192, 7.5814185 45.0201766, 7.5813733 45.0201116)",
885213784,2,Strada Torino,primary,50,True,False,26.457,,"LINESTRING (7.5820938 45.0213479, 7.582132 45.0213737, 7.5821684 45.0213984, 7.5822458 45.0214507, 7.5823272 45.0215189)",
885118680,4,Strada Orbassano,primary,50,False,False,9.707,,"LINESTRING (7.5813733 45.0201116, 7.5813113 45.0200361)",
38866050,,Via Serafino,unclassified,30,False,True,391.063,,"LINESTRING (7.5813733 45.0201116, 7.5812711 45.0201415, 7.5812316 45.0201531, 7.580428 45.0203974, 7.5797914 45.02057, 7.5796879 45.0205842, 7.5795694 45.020587, 7.5794574 45.0205759, 7.5786667 45.0203643, 7.5775684 45.0200727, 7.5767573 45.0197816)",
"[845160040, 43273618, 43273613, 885213783]","['2', '4']",Strada Torino,primary,50,False,True,148.727,yes,"LINESTRING (7.5813733 45.0201116, 7.5814185 45.0201766, 7.5814275 45.020192, 7.5816443 45.0205761, 7.5820216 45.0212424, 7.5820938 45.0213479)",
39602323,,Via Quattro Novembre,residential,,True,False,180.532,,"LINESTRING (7.5738726 45.0247418, 7.5733105 45.0231676)",
39695502,,Via Rivalta,residential,,False,False,54.861000000000004,,"LINESTRING (7.5738726 45.0247418, 7.5740039 45.0247153, 7.5742719 45.0246611, 7.5745046 45.0245476)",
39602324,,Via Don Paolo Bertolino,residential,,True,False,101.197,,"LINESTRING (7.5731367 45.0227161, 7.5743825 45.0224862)",
39602324,,Via Don Paolo Bertolino,residential,,True,False,71.039,,"LINESTRING (7.5752695 45.0223245, 7.5761522 45.0221871)",
74144932,,Piazza Vittorio Alfieri,residential,,False,True,50.216,,"LINESTRING (7.5794754 45.0219109, 7.5792806 45.0214808)",
39602327,,Piazza Vittorio Alfieri,residential,,True,False,34.575,,"LINESTRING (7.5794754 45.0219109, 7.5795603 45.0221379, 7.5795879 45.0222115)",
274749232,,Via Trucchi,residential,,False,False,94.356,,"LINESTRING (7.5794754 45.0219109, 7.579548 45.0218792, 7.5795432 45.0218246, 7.5795271 45.0217696, 7.579562 45.0217449, 7.580437 45.021571)",
39602330,,Via Altiero Spinelli,unclassified,30,False,False,136.095,,"LINESTRING (7.5755555 45.0201355, 7.5762619 45.0203374, 7.576383 45.0203172, 7.5767573 45.0197816)",
39602330,,Via Altiero Spinelli,unclassified,30,False,False,147.87,,"LINESTRING (7.5767573 45.0197816, 7.5775763 45.0185844)",
38866050,,Via Serafino,unclassified,30,False,False,391.063,,"LINESTRING (7.5767573 45.0197816, 7.5775684 45.0200727, 7.5786667 45.0203643, 7.5794574 45.0205759, 7.5795694 45.020587, 7.5796879 45.0205842, 7.5797914 45.02057, 7.580428 45.0203974, 7.5812316 45.0201531, 7.5812711 45.0201415, 7.5813733 45.0201116)",
39602330,,Via Altiero Spinelli,unclassified,30,False,True,136.095,,"LINESTRING (7.5767573 45.0197816, 7.576383 45.0203172, 7.5762619 45.0203374, 7.5755555 45.0201355)",
145981987,,,residential,,True,False,6.99,,"LINESTRING (7.5795879 45.0222115, 7.579603 45.0222218, 7.5796142 45.0222382, 7.579616 45.0222547, 7.5796116 45.0222676)",roundabout
39602342,,Via Avigliana,residential,,False,True,115.92,,"LINESTRING (7.5848256 45.0241963, 7.5853826 45.0251616)",
140948350,,Via Danilo Dolci,residential,,False,False,28.976,,"LINESTRING (7.5848256 45.0241963, 7.5844632 45.0242442)",
39602342,,Via Avigliana,residential,,False,False,116.66400000000002,,"LINESTRING (7.5848256 45.0241963, 7.5847671 45.0240567, 7.5847117 45.0239249, 7.5846318 45.0237347, 7.584407 45.0231897)",
39602342,,Via Avigliana,residential,,False,True,99.571,,"LINESTRING (7.5840516 45.0223302, 7.5840757 45.0223861, 7.5840964 45.0224364, 7.5841374 45.0225357, 7.584407 45.0231897)",
110791475,2,Via Principe Amedeo,residential,30,False,False,88.29899999999999,,"LINESTRING (7.5840516 45.0223302, 7.5831957 45.0227123, 7.5831025 45.0227551)",
110791475,2,Via Principe Amedeo,residential,30,False,True,29.032,,"LINESTRING (7.5840516 45.0223302, 7.5841124 45.0223014, 7.5843563 45.0221826)",
39602340,1,Strada Torino,residential,30,True,False,111.077,,"LINESTRING (7.5843563 45.0221826, 7.5830601 45.0219205, 7.5830026 45.021899)",
110791475,2,Via Principe Amedeo,residential,30,False,False,29.032,,"LINESTRING (7.5843563 45.0221826, 7.5841124 45.0223014, 7.5840516 45.0223302)",
39653972,,Via Torino,residential,,True,False,51.918000000000006,,"LINESTRING (7.5847252 45.0217129, 7.5853006 45.0217396, 7.5853832 45.0217501)",
59126877,,Via Torino,residential,,False,False,31.172,,"LINESTRING (7.5847252 45.0217129, 7.5847234 45.021664, 7.5847276 45.0214326)",
59126876,,Via Torino,residential,,False,True,64.118,,"LINESTRING (7.5853832 45.0217501, 7.5853635 45.0217048, 7.5853425 45.0216794, 7.5852695 45.0216501, 7.5847276 45.0214326)",
39695502,,Via Rivalta,residential,,False,False,45.290000000000006,,"LINESTRING (7.5745046 45.0245476, 7.5748979 45.0243343, 7.5749725 45.0243129)",
39695502,,Via Rivalta,residential,,False,True,54.861000000000004,,"LINESTRING (7.5745046 45.0245476, 7.5742719 45.0246611, 7.5740039 45.0247153, 7.5738726 45.0247418)",
140259323,,Via Giovanni Pascoli,residential,,False,False,172.66699999999997,,"LINESTRING (7.5745046 45.0245476, 7.5744034 45.0244679, 7.5743464 45.0243915, 7.5742888 45.0242451, 7.5742754 45.0241992, 7.5742105 45.0240386, 7.5738642 45.0230757)",
39695502,,Via Rivalta,residential,,False,False,34.628,,"LINESTRING (7.5752971 45.0242196, 7.5757119 45.0241146)",
39695502,,Via Rivalta,residential,,False,True,27.54,,"LINESTRING (7.5752971 45.0242196, 7.5749725 45.0243129)",
140259325,,Via Giuseppe Garibaldi,residential,,False,False,172.569,,"LINESTRING (7.5752971 45.0242196, 7.5748901 45.0230862, 7.5746277 45.0231457, 7.5745562 45.0229648)",
39695502,,Via Rivalta,residential,,False,True,16.954,,"LINESTRING (7.5759166 45.0240665, 7.5757119 45.0241146)",
39695523,,Via della Speranza,residential,,True,False,200.267,,"LINESTRING (7.5759166 45.0240665, 7.5752695 45.0223245)",
39695502,,Via Rivalta,residential,,False,False,47.138,,"LINESTRING (7.5759166 45.0240665, 7.5760653 45.0240289, 7.5761639 45.0240051, 7.5762381 45.0239943, 7.576301 45.0239879, 7.5763719 45.0239863, 7.5764002 45.0239907, 7.5764286 45.0239993, 7.5764834 45.0240272)",
39695502,,Via Rivalta,residential,,False,True,47.138,,"LINESTRING (7.5764834 45.0240272, 7.5764286 45.0239993, 7.5764002 45.0239907, 7.5763719 45.0239863, 7.576301 45.0239879, 7.5762381 45.0239943, 7.5761639 45.0240051, 7.5760653 45.0240289, 7.5759166 45.0240665)",
39695504,,Via Cristoforo Colombo,residential,,False,False,97.00800000000001,,"LINESTRING (7.5764834 45.0240272, 7.576511 45.0240474, 7.5765285 45.0240709, 7.5765448 45.0240923, 7.5765497 45.0241423, 7.5766151 45.0248842)",
110791475,2,Via Principe Amedeo,residential,30,False,True,39.843,,"LINESTRING (7.5815557 45.0234261, 7.5819877 45.0232386)",
39602341,,Via Principe Amedeo,residential,,True,False,19.512,,"LINESTRING (7.5815557 45.0234261, 7.5814164 45.0234817, 7.5813323 45.0235007)",
39695505,,Via Rivalta,residential,,True,False,103.485,,"LINESTRING (7.5794035 45.0236215, 7.5792728 45.0236355, 7.5787606 45.0236595, 7.5780905 45.0236864)",
39695508,,Via Maria Teresa Fornasio,residential,,False,False,88.333,,"LINESTRING (7.5794035 45.0236215, 7.5793913 45.0236807, 7.5793976 45.0238206, 7.5794078 45.0240888, 7.5794279 45.0244148)",
39695522,,Via Roma,residential,,True,False,23.698,,"LINESTRING (7.5780905 45.0236864, 7.5779553 45.0234959)",
