osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction
188928834,2,SS145,Corso Italia,primary,30,False,False,43.218,"LINESTRING (14.4177355 40.6418303, 14.4177798 40.6417837, 14.4179273 40.6416782, 14.4180969 40.6415561)",,
188928834,2,SS145,Corso Italia,primary,30,False,True,124.89600000000002,"LINESTRING (14.4177355 40.6418303, 14.4176535 40.6419343, 14.4176011 40.6421263, 14.4175988 40.6422526, 14.417623 40.6423817, 14.4176353 40.6424891, 14.4176258 40.6425637, 14.4176049 40.6425983, 14.4173736 40.6428759)",,
349022458,,,Via del Lauro,residential,,True,False,148.752,"LINESTRING (14.4177355 40.6418303, 14.4176009 40.6418801, 14.4175313 40.6419574, 14.4172259 40.6424161, 14.4170153 40.6426904, 14.4168131 40.6429472)",2.2,
1054418423,2,SS145,Corso Italia,primary,30,False,True,23.528,"LINESTRING (14.4185219 40.641154, 14.4183732 40.641333)",,
170992075,2,SS145,Corso Italia,primary,50,False,False,303.13199999999995,"LINESTRING (14.4185219 40.641154, 14.418654 40.6409038, 14.4187711 40.6407249, 14.4189356 40.6404864, 14.4190091 40.6403156, 14.4189973 40.6401801, 14.4189872 40.6401656, 14.4189916 40.6401574, 14.4189469 40.6399789, 14.4189038 40.6397203, 14.4188009 40.6391151, 14.4187508 40.6387906, 14.4187269 40.6385695, 14.4187231 40.6385238)",,
54510770,,,Via Mariano Ruggiero,residential,,True,False,56.955999999999996,"LINESTRING (14.4195212 40.6372581, 14.4199653 40.6374872, 14.4200584 40.6375645)",,
1054418418,2,SS145,Corso Italia,primary,50,False,False,31.456,"LINESTRING (14.4195212 40.6372581, 14.4195839 40.6371323, 14.4196127 40.6370536, 14.4196074 40.636987)",,
"[1054418418, 170992075]",2,SS145,Corso Italia,primary,50,False,True,158.529,"LINESTRING (14.4195212 40.6372581, 14.419485 40.6373168, 14.4194539 40.63736, 14.4193394 40.6375188, 14.419034 40.6378689, 14.418793 40.6381892, 14.4187375 40.6383231, 14.4187182 40.6384642, 14.4187231 40.6385238)",,
188936342,2,SS145,Corso Italia,primary,30,False,False,75.00999999999999,"LINESTRING (14.4195799 40.636903, 14.4195631 40.63687, 14.4195013 40.6367976, 14.4191706 40.6364881, 14.4190389 40.6363703)",,
188936342,2,SS145,Corso Italia,primary,30,False,True,9.669,"LINESTRING (14.4195799 40.636903, 14.4195959 40.636935, 14.4196074 40.636987)",,
