osmid,oneway,highway,reversed,length,geometry,ref,name,bridge,maxspeed
69350101,False,unclassified,True,737.142,"LINESTRING (10.2252012 43.9967549, 10.2254314 43.9965558, 10.2256107 43.9964589, 10.2257184 43.9964117, 10.2258514 43.9963813, 10.2260075 43.9963719, 10.2260981 43.9963892, 10.226153 43.9963997, 10.2262517 43.9964626, 10.2263902 43.9965013, 10.2272071 43.9966304, 10.228077 43.9967324, 10.2282277 43.9967383, 10.2286731 43.9967223, 10.2288264 43.996735, 10.2291434 43.9968109, 10.2292939 43.9968, 10.2294534 43.9967098, 10.229588 43.9966025, 10.2297441 43.9964643, 10.2299867 43.9962965, 10.2301841 43.9961886, 10.2303626 43.9960942, 10.2305082 43.9960685, 10.2306957 43.9961004, 10.2308129 43.9961179, 10.2308861 43.9961131, 10.2309403 43.9960854, 10.2309457 43.9960426, 10.230919 43.9960159, 10.2308272 43.9959951, 10.2304714 43.9959644, 10.2301032 43.9959439, 10.2299706 43.995978, 10.2298517 43.9960463, 10.2297947 43.9960492, 10.2297421 43.9960286, 10.2297266 43.9959613, 10.2298266 43.9958569, 10.2299381 43.9958016, 10.2300694 43.9957759, 10.2304007 43.9958096, 10.2305621 43.9958112, 10.2306503 43.9957524, 10.2306774 43.9956787, 10.2307013 43.9955652)",,Via Circonvallazione,,
139099150,False,unclassified,False,166.54000000000002,"LINESTRING (10.2252012 43.9967549, 10.2250984 43.9971654, 10.225101 43.9973009, 10.2251733 43.9973929, 10.2254881 43.9975356, 10.2255487 43.9976352, 10.2255094 43.9977269, 10.2255173 43.9978835, 10.2254383 43.9980014, 10.2253854 43.9980712)",,Via Giustagnana,,
506493740,False,residential,True,238.118,"LINESTRING (10.2252012 43.9967549, 10.2250817 43.9968796, 10.2249277 43.9970903, 10.2248958 43.9971838, 10.2249114 43.9972931, 10.2249875 43.9974226, 10.225083 43.9975484, 10.2250794 43.9976042, 10.2250477 43.9976621, 10.2248481 43.9976849, 10.2245925 43.997704, 10.2244348 43.9976893, 10.2242438 43.9976353, 10.2241406 43.9976781, 10.2240653 43.9977194, 10.2239641 43.9978762, 10.2238916 43.997975, 10.2238182 43.998075)",,Via Bastia,,
69350101,False,unclassified,False,45.257000000000005,"LINESTRING (10.2306142 43.9946135, 10.2302053 43.9946685, 10.230177 43.9946917, 10.2301664 43.9947298, 10.2301892 43.9947641)",,Via Circonvallazione,,
139099159,False,unclassified,False,45.08,"LINESTRING (10.2306142 43.9946135, 10.2307542 43.9945773, 10.231014 43.9945103, 10.2311285 43.9944539)",,,,
391015416,True,residential,False,197.53500000000003,"LINESTRING (10.2306142 43.9946135, 10.2305102 43.9945903, 10.2288934 43.9946685, 10.2286077 43.9948492, 10.2282976 43.9949802)",,,,
"[69382157, 69382149]",False,residential,"[False, True]",26.037,"LINESTRING (10.2241252 43.9940023, 10.2241745 43.9940333, 10.2243862 43.9941419)",,Via Enrico Pea,yes,
139115089,False,tertiary,True,170.97899999999998,"LINESTRING (10.2241252 43.9940023, 10.224094 43.9942354, 10.2240757 43.9943857, 10.224048 43.9946066, 10.2239561 43.9949132, 10.2238754 43.9950355, 10.2238073 43.9951226, 10.2236999 43.995235, 10.2235051 43.9954365)",,Strada Comunale Lungo Fiume,,
74757433,True,secondary,False,16.152,"LINESTRING (10.2271114 43.9940263, 10.2270884 43.9940083, 10.2270343 43.9939771, 10.2269492 43.9939413)",SP9,SP di Marina,,
391015414,True,secondary,False,13.493,"LINESTRING (10.2271114 43.9940263, 10.2271078 43.9940017, 10.2271121 43.9939801, 10.2271203 43.9939618, 10.2271376 43.9939433, 10.2271738 43.9939226)",SP9,Piazza Giuseppe Mazzini,,
64748968,False,secondary,True,23.289,"LINESTRING (10.224468 43.9931595, 10.2246247 43.9932466, 10.224705 43.9932805)",,Via Guglielmo Marconi,,50
69382155,False,residential,False,172.37400000000002,"LINESTRING (10.224468 43.9931595, 10.2245445 43.9932819, 10.2246114 43.9933863, 10.2246374 43.9934448, 10.2246615 43.9935973, 10.2246771 43.9938536, 10.2246887 43.9939351, 10.2247172 43.993984, 10.224792 43.9940502, 10.2249183 43.9941403, 10.2250568 43.9942092, 10.2251227 43.9942381, 10.2252694 43.994282, 10.2253539 43.9942979, 10.2255293 43.9943166)",,Via Delatre,,
69382166,True,residential,False,6.704,"LINESTRING (10.2243862 43.9941419, 10.2244455 43.9941845)",,Via Enrico Pea,,30
"[69382149, 69382157]",False,residential,"[False, True]",26.037,"LINESTRING (10.2243862 43.9941419, 10.2241745 43.9940333, 10.2241252 43.9940023)",,Via Enrico Pea,yes,
69382155,False,residential,False,34.826,"LINESTRING (10.2255293 43.9943166, 10.2258085 43.9943162, 10.2259621 43.994296)",,Via Delatre,,
69382155,False,residential,True,172.374,"LINESTRING (10.2255293 43.9943166, 10.2253539 43.9942979, 10.2252694 43.994282, 10.2251227 43.9942381, 10.2250568 43.9942092, 10.2249183 43.9941403, 10.224792 43.9940502, 10.2247172 43.993984, 10.2246887 43.9939351, 10.2246771 43.9938536, 10.2246615 43.9935973, 10.2246374 43.9934448, 10.2246114 43.9933863, 10.2245445 43.9932819, 10.224468 43.9931595)",,Via Delatre,,
"[694365265, 139099154, 69382163]",False,"['residential', 'unclassified']",True,35.028,"LINESTRING (10.2255293 43.9943166, 10.2255222 43.9943548, 10.2254738 43.9945654, 10.2254686 43.9946283)",,,yes,
64748968,False,secondary,False,23.289,"LINESTRING (10.224705 43.9932805, 10.2246247 43.9932466, 10.224468 43.9931595)",,Via Guglielmo Marconi,,50
64748968,False,secondary,True,195.631,"LINESTRING (10.224705 43.9932805, 10.2249009 43.993364, 10.2255476 43.993628, 10.2258162 43.993717, 10.2263262 43.9938506, 10.2266869 43.9939083, 10.2269492 43.9939413)",,Via Guglielmo Marconi,,50
69382165,True,residential,False,151.38899999999998,"LINESTRING (10.224705 43.9932805, 10.2254398 43.9938772, 10.2258448 43.9942034, 10.2259004 43.9942622, 10.2259621 43.994296)",,Via Corrado del Greco,,
69382155,False,residential,True,34.826,"LINESTRING (10.2259621 43.994296, 10.2258085 43.9943162, 10.2255293 43.9943166)",,Via Delatre,,
1110583326,True,residential,False,102.51499999999999,"LINESTRING (10.2259621 43.994296, 10.2260387 43.9943048, 10.2264402 43.9942323, 10.227069 43.994117, 10.227092 43.994104, 10.2271087 43.9940789, 10.2271114 43.9940263)",,Via Vincenzo Fusco,,
40152133,True,residential,False,47.927,"LINESTRING (10.2282976 43.9949802, 10.2285942 43.9953547)",,Via 24 Maggio,,
391015416,True,residential,False,249.32399999999996,"LINESTRING (10.2282976 43.9949802, 10.228252 43.9950513, 10.2280028 43.9952977, 10.227888 43.9954056, 10.227803 43.9954407, 10.2276604 43.9954707, 10.2274892 43.9954725, 10.2273328 43.9954357, 10.2271413 43.9954192, 10.2268431 43.9954376, 10.2267934 43.9952848, 10.226731 43.9951357, 10.2266224 43.995033, 10.226274 43.9945904)",,,,
69350101,False,unclassified,False,737.142,"LINESTRING (10.2307013 43.9955652, 10.2306774 43.9956787, 10.2306503 43.9957524, 10.2305621 43.9958112, 10.2304007 43.9958096, 10.2300694 43.9957759, 10.2299381 43.9958016, 10.2298266 43.9958569, 10.2297266 43.9959613, 10.2297421 43.9960286, 10.2297947 43.9960492, 10.2298517 43.9960463, 10.2299706 43.995978, 10.2301032 43.9959439, 10.2304714 43.9959644, 10.2308272 43.9959951, 10.230919 43.9960159, 10.2309457 43.9960426, 10.2309403 43.9960854, 10.2308861 43.9961131, 10.2308129 43.9961179, 10.2306957 43.9961004, 10.2305082 43.9960685, 10.2303626 43.9960942, 10.2301841 43.9961886, 10.2299867 43.9962965, 10.2297441 43.9964643, 10.229588 43.9966025, 10.2294534 43.9967098, 10.2292939 43.9968, 10.2291434 43.9968109, 10.2288264 43.996735, 10.2286731 43.9967223, 10.2282277 43.9967383, 10.228077 43.9967324, 10.2272071 43.9966304, 10.2263902 43.9965013, 10.2262517 43.9964626, 10.226153 43.9963997, 10.2260981 43.9963892, 10.2260075 43.9963719, 10.2258514 43.9963813, 10.2257184 43.9964117, 10.2256107 43.9964589, 10.2254314 43.9965558, 10.2252012 43.9967549)",,Via Circonvallazione,,
69350101,False,unclassified,True,265.443,"LINESTRING (10.2307013 43.9955652, 10.2305334 43.9952934, 10.2304879 43.9951936, 10.2304904 43.9951371, 10.2305125 43.9950806, 10.2305656 43.9950359, 10.2306339 43.994996, 10.2308545 43.9949447, 10.2310984 43.994904, 10.2314036 43.9948987, 10.2315026 43.9948953, 10.2315403 43.9948742, 10.231559 43.9948229, 10.2315338 43.9947748, 10.2314668 43.9947626, 10.2313909 43.9947607, 10.2302431 43.9947759, 10.2301892 43.9947641)",,Via Circonvallazione,,
"[69405909, 72500270]",False,residential,True,278.128,"LINESTRING (10.2272904 43.9960119, 10.2274101 43.9959879, 10.2275666 43.9960045, 10.2277911 43.9960468, 10.2280783 43.9960671, 10.228266 43.9961162, 10.2283473 43.9961363, 10.2284283 43.996171, 10.2285127 43.9961039, 10.2286471 43.9960395, 10.228787 43.9960229, 10.2289048 43.9960156, 10.2289803 43.9960229, 10.2290152 43.9959935, 10.2290097 43.9959051, 10.2290208 43.9958296, 10.229052 43.9957744, 10.2290336 43.9957266, 10.2289766 43.9957045, 10.2289416 43.9957431, 10.2289214 43.9957763, 10.2288827 43.9958554, 10.2288459 43.9958591, 10.2288183 43.995848, 10.2288054 43.9958204, 10.2287391 43.9957652, 10.2286121 43.9956419, 10.228508 43.9955408, 10.2284525 43.9954832, 10.2284525 43.9954411, 10.2285942 43.9953547)",,,,
69409127,True,residential,False,8.938,"LINESTRING (10.226274 43.9945904, 10.2261634 43.9946018)",,,,
69409131,True,residential,False,49.92,"LINESTRING (10.2230065 43.9978034, 10.22295 43.9973563)",,,yes,
69409127,True,residential,False,55.658,"LINESTRING (10.2261634 43.9946018, 10.2254686 43.9946283)",,,,
69382166,True,residential,False,96.21300000000001,"LINESTRING (10.2244455 43.9941845, 10.2246347 43.9942985, 10.2248584 43.9944185, 10.2250255 43.9944854, 10.2252737 43.9945617, 10.2254686 43.9946283)",,Via Enrico Pea,,30
69409133,True,residential,False,27.051,"LINESTRING (10.2254686 43.9946283, 10.2256784 43.9948191)",,,,
69409132,True,residential,False,106.381,"LINESTRING (10.2254686 43.9946283, 10.2251013 43.9948899, 10.2248585 43.9950276, 10.2245363 43.9951754, 10.2244146 43.9951767)",,,,
"[694365265, 139099154, 69382163]",False,"['unclassified', 'residential']",False,35.028000000000006,"LINESTRING (10.2254686 43.9946283, 10.2254738 43.9945654, 10.2255222 43.9943548, 10.2255293 43.9943166)",,,yes,
391017023,False,residential,False,19.508,"LINESTRING (10.2244146 43.9951767, 10.2242207 43.9952831)",,,,
69409134,True,residential,False,112.339,"LINESTRING (10.2244146 43.9951767, 10.224351 43.9950531, 10.2243374 43.9948048, 10.2243429 43.9946299, 10.22439 43.9942799, 10.2244455 43.9941845)",,Via Lungo Serra,,
139099155,True,residential,False,45.706,"LINESTRING (10.2256784 43.9948191, 10.2261634 43.9946018)",,,,
391015419,True,residential,False,146.47099999999998,"LINESTRING (10.2256784 43.9948191, 10.2254665 43.9949427, 10.2252985 43.9951141, 10.2251106 43.9952867, 10.225017 43.9953189, 10.2249482 43.9953394, 10.2248936 43.9953556, 10.2247602 43.9954025, 10.2245841 43.9954016, 10.224407 43.9953556, 10.2242207 43.9952831)",,Via Campana,,
391017023,False,residential,True,19.508,"LINESTRING (10.2242207 43.9952831, 10.2244146 43.9951767)",,,,
391017023,False,residential,False,49.111000000000004,"LINESTRING (10.2242207 43.9952831, 10.224058 43.9954102, 10.2239137 43.9954672, 10.2238062 43.9955186, 10.2237288 43.9955333)",,,,
69409128,False,residential,False,20.882,"LINESTRING (10.2237288 43.9955333, 10.2235051 43.9954365)",,,yes,
139115148,True,residential,False,20.627000000000002,"LINESTRING (10.2237288 43.9955333, 10.2236287 43.9956331, 10.2235966 43.9956911)",,Via Monte Altissimo,,
391017023,False,residential,True,49.111000000000004,"LINESTRING (10.2237288 43.9955333, 10.2238062 43.9955186, 10.2239137 43.9954672, 10.224058 43.9954102, 10.2242207 43.9952831)",,,,
69405919,True,unclassified,False,346.699,"LINESTRING (10.2235966 43.9956911, 10.2236418 43.99576, 10.2236352 43.9958127, 10.2236128 43.9959548, 10.2236681 43.9960324, 10.2236891 43.9961864, 10.2237273 43.9963166, 10.2237418 43.9964232, 10.2237194 43.996489, 10.2238348 43.9965695, 10.2239084 43.9967354, 10.2240361 43.9968235, 10.2240629 43.9969698, 10.224093 43.9970664, 10.2242094 43.9972229, 10.2245944 43.9974417, 10.2246155 43.9975022, 10.224551 43.9975693, 10.2243747 43.9975825, 10.2241892 43.9975838, 10.2240641 43.9976325, 10.2239049 43.9977207, 10.2238564 43.99778, 10.2238089 43.9978417, 10.2236904 43.9979891, 10.2236286 43.9981115, 10.223637 43.9981198)",,Via Bastia,,
139115148,True,residential,False,247.47700000000003,"LINESTRING (10.2235966 43.9956911, 10.2235035 43.9958595, 10.2234722 43.9960841, 10.2234612 43.9967339, 10.2234594 43.9971333, 10.2234373 43.9973376, 10.2233452 43.9974978, 10.2232261 43.9976132, 10.2231685 43.997669, 10.2230065 43.9978034)",,Via Monte Altissimo,,
506493740,False,residential,False,238.118,"LINESTRING (10.2238182 43.998075, 10.2238916 43.997975, 10.2239641 43.9978762, 10.2240653 43.9977194, 10.2241406 43.9976781, 10.2242438 43.9976353, 10.2244348 43.9976893, 10.2245925 43.997704, 10.2248481 43.9976849, 10.2250477 43.9976621, 10.2250794 43.9976042, 10.225083 43.9975484, 10.2249875 43.9974226, 10.2249114 43.9972931, 10.2248958 43.9971838, 10.2249277 43.9970903, 10.2250817 43.9968796, 10.2252012 43.9967549)",,Via Bastia,,
69405919,True,unclassified,False,16.924999999999997,"LINESTRING (10.223637 43.9981198, 10.223647 43.9981299, 10.223751 43.9981167, 10.2238182 43.998075)",,Via Bastia,,
72501069,False,residential,False,127.398,"LINESTRING (10.223637 43.9981198, 10.2235347 43.9981831, 10.2234779 43.9982273, 10.2234768 43.9982968, 10.2235116 43.9983547, 10.2236474 43.9985179, 10.2236811 43.9985895, 10.2236663 43.9989832, 10.2238063 43.9991516)",,,,
72501069,False,residential,True,127.398,"LINESTRING (10.2238063 43.9991516, 10.2236663 43.9989832, 10.2236811 43.9985895, 10.2236474 43.9985179, 10.2235116 43.9983547, 10.2234768 43.9982968, 10.2234779 43.9982273, 10.2235347 43.9981831, 10.223637 43.9981198)",,,,
139099150,False,unclassified,True,166.54,"LINESTRING (10.2253854 43.9980712, 10.2254383 43.9980014, 10.2255173 43.9978835, 10.2255094 43.9977269, 10.2255487 43.9976352, 10.2254881 43.9975356, 10.2251733 43.9973929, 10.225101 43.9973009, 10.2250984 43.9971654, 10.2252012 43.9967549)",,Via Giustagnana,,
"[74757437, 391015415]",False,secondary,True,45.366,"LINESTRING (10.2272354 43.9941322, 10.2272866 43.994354, 10.2273014 43.9944184, 10.2273214 43.99447, 10.2273594 43.9945282)",SP9,"['Piazza Ponte Nuovo', 'SP di Marina']",yes,
391015414,True,secondary,False,15.428,"LINESTRING (10.2272354 43.9941322, 10.2271671 43.994077, 10.2271322 43.9940495, 10.2271114 43.9940263)",SP9,Piazza Giuseppe Mazzini,,
1110583325,True,secondary,False,18.087,"LINESTRING (10.2269492 43.9939413, 10.2271738 43.9939226)",SP9,SP di Marina,,50
64748968,False,secondary,False,195.631,"LINESTRING (10.2269492 43.9939413, 10.2266869 43.9939083, 10.2263262 43.9938506, 10.2258162 43.993717, 10.2255476 43.993628, 10.2249009 43.993364, 10.224705 43.9932805)",,Via Guglielmo Marconi,,50
391015414,True,secondary,False,26.092,"LINESTRING (10.2271738 43.9939226, 10.2272053 43.9939371, 10.2272245 43.9939509, 10.2272442 43.9939691, 10.2272551 43.9940003, 10.2272536 43.9940297, 10.2272429 43.9940639, 10.2272354 43.9941322)",SP9,Piazza Giuseppe Mazzini,,
