osmid,oneway,lanes,name,highway,reversed,length,access,ref,geometry,tunnel,maxspeed,junction
56674265,True,1,Via Edmondo De Amicis,unclassified,False,101.799,,,"LINESTRING (14.0101214 42.6795652, 14.0095108 42.6803631)",,,
64996973,True,,Via Goffredo Mameli,unclassified,False,45.437,,,"LINESTRING (14.0101214 42.6795652, 14.0106114 42.6797581)",,,
409830326,False,,Via Silvio Pellico,residential,False,53.384,,,"LINESTRING (14.0089802 42.6814685, 14.0095506 42.6817023)",,,
56455308,False,1,Vicolo Monte Grappa,unclassified,False,89.59,permit,,"LINESTRING (14.0083967 42.6808282, 14.0090351 42.6801733)",,,
56455354,False,2,Via Adriatica,secondary,True,99.937,,SP19,"LINESTRING (14.0083967 42.6808282, 14.0094807 42.6812438)",,,
56455354,False,2,Via Adriatica,secondary,False,340.71900000000005,,SP19,"LINESTRING (14.0083967 42.6808282, 14.0082504 42.6807716, 14.0081944 42.6807498, 14.0081356 42.6807231, 14.0081057 42.6807073, 14.0080785 42.6806914, 14.008054 42.6806736, 14.0080321 42.6806558, 14.0080127 42.6806343, 14.0079987 42.6806088, 14.0079928 42.6805853, 14.0079922 42.6805628, 14.007995 42.6805372, 14.0080014 42.6805017, 14.0080114 42.6804717, 14.008024 42.6804406, 14.0080394 42.6804103, 14.0080575 42.680379, 14.008195 42.6801712, 14.0083381 42.6799452, 14.0085602 42.6795946, 14.0086492 42.6794518, 14.0087087 42.6793506, 14.0090596 42.6787381, 14.0092129 42.6784444, 14.009254 42.6783606, 14.0092934 42.6782775, 14.0093367 42.6781794, 14.0093624 42.678124)",,,
56455298,True,,Via Gabriele D'Annunzio,unclassified,False,45.672,,,"LINESTRING (14.0100018 42.6805591, 14.0095108 42.6803631)",,,
56455342,True,1,Via Alessandro Manzoni,unclassified,False,102.06,,,"LINESTRING (14.0100018 42.6805591, 14.0106114 42.6797581)",,,
56674305,False,,Via Gabriele D'Annunzio,unclassified,False,28.649,,,"LINESTRING (14.0100018 42.6805591, 14.0103099 42.6806819)",,,
56455307,True,,Via Giacomo Leopardi,unclassified,False,45.012,,,"LINESTRING (14.0117148 42.6783082, 14.011236 42.6781083)",,,
56455342,True,1,Via Alessandro Manzoni,unclassified,False,102.684,,,"LINESTRING (14.0117148 42.6783082, 14.0120449 42.6778744, 14.0123281 42.6775023)",,,
56455307,True,,Via Giacomo Leopardi,unclassified,False,29.993,,,"LINESTRING (14.0120368 42.6784375, 14.0117148 42.6783082)",,,
1102923320,True,1,Via Cavour,unclassified,False,42.397,,,"LINESTRING (14.0120368 42.6784375, 14.011782 42.6787696)",,,
56674272,True,,Via Gabriele D'Annunzio,unclassified,False,116.643,,,"LINESTRING (14.0115629 42.6811838, 14.0106626 42.6808226, 14.0103099 42.6806819)",,,
915061196,False,2,Via Nazionale,primary,False,33.431,,SS16,"LINESTRING (14.0115629 42.6811838, 14.0116132 42.6811174, 14.0117618 42.6809211)",,,
915061196,False,2,Via Nazionale,primary,True,20.283,,SS16,"LINESTRING (14.0115629 42.6811838, 14.0114981 42.6812657, 14.0114382 42.6813415)",,,
64996970,False,,Via Goffredo Mameli,unclassified,True,29.746,,,"LINESTRING (14.0106114 42.6797581, 14.0109324 42.6798841)",,,
56455342,True,1,Via Alessandro Manzoni,unclassified,False,46.504,,,"LINESTRING (14.0106114 42.6797581, 14.0106587 42.6796959, 14.0108891 42.6793931)",,,
56455342,True,1,Via Alessandro Manzoni,unclassified,False,87.241,,,"LINESTRING (14.0094807 42.6812438, 14.0100018 42.6805591)",,,
56455354,False,2,Via Adriatica,secondary,False,99.937,,SP19,"LINESTRING (14.0094807 42.6812438, 14.0083967 42.6808282)",,,
56455354,False,2,Via Adriatica,secondary,True,29.46,,SP19,"LINESTRING (14.0094807 42.6812438, 14.0098011 42.6813651)",,,
56455307,True,,Via Giacomo Leopardi,unclassified,False,111.63,,,"LINESTRING (14.0132309 42.6789245, 14.0126141 42.6786751, 14.0120368 42.6784375)",,,
97594749,False,2,Via Nazionale,primary,False,53.782000000000004,,SS16,"LINESTRING (14.0132309 42.6789245, 14.0133418 42.6787739, 14.0134078 42.6786848, 14.0135124 42.6785497, 14.0135489 42.6785011)",,,
97594749,False,2,Via Nazionale,primary,True,41.66,,SS16,"LINESTRING (14.0132309 42.6789245, 14.0130844 42.6791206, 14.0130681 42.6791424, 14.0130412 42.6791784, 14.0129856 42.6792529)",,,
56455350,True,,Via Giosuè Carducci,residential,False,45.46,,,"LINESTRING (14.0103718 42.6815707, 14.0100955 42.6819255)",,,
56455354,False,2,Via Adriatica,secondary,False,51.952,,SP19,"LINESTRING (14.0103718 42.6815707, 14.0098011 42.6813651)",,,
56455354,False,2,Via Adriatica,secondary,True,62.527,,SP19,"LINESTRING (14.0103718 42.6815707, 14.0110569 42.6818208)",,,
56455307,True,,Via Giacomo Leopardi,unclassified,False,44.164,,,"LINESTRING (14.011236 42.6781083, 14.0107639 42.6779152)",,,
56674265,True,1,Via Edmondo De Amicis,unclassified,False,43.145,,,"LINESTRING (14.011236 42.6781083, 14.0109773 42.6784465)",,,
56455298,True,,Via Gabriele D'Annunzio,unclassified,False,44.244,,,"LINESTRING (14.0095108 42.6803631, 14.0090351 42.6801733)",,,
56455308,False,1,Vicolo Monte Grappa,unclassified,True,89.59,permit,,"LINESTRING (14.0090351 42.6801733, 14.0083967 42.6808282)",,,
56455328,True,1,Via Giuseppe Mazzini,unclassified,False,101.527,,,"LINESTRING (14.0090351 42.6801733, 14.0096452 42.679378)",,,
60826658,False,,Piazza della Repubblica,unclassified,True,5.217,,,"LINESTRING (14.0115618 42.6801316, 14.0116181 42.6801537)",,,
64996971,True,,Piazza della Repubblica,unclassified,False,58.348,,,"LINESTRING (14.0115618 42.6801316, 14.0109324 42.6798841)",,,
"[56674259, 56455332]",False,,"['Vicolo Brenta', 'Piazza della Repubblica']",unclassified,"[False, True]",70.392,,,"LINESTRING (14.0115618 42.6801316, 14.0116617 42.6800005, 14.0122399 42.6802294)",,,
123841738,True,,Via Giovanni Pascoli,residential,False,29.314,,,"LINESTRING (14.0089612 42.6819434, 14.0092738 42.6820726)",,,
56455328,True,1,Via Giuseppe Mazzini,unclassified,False,55.701,,,"LINESTRING (14.0107639 42.6779152, 14.0110977 42.6774785)",,,
"[56674259, 56455332]",False,,"['Vicolo Brenta', 'Piazza della Repubblica']",unclassified,"[False, True]",70.392,,,"LINESTRING (14.0122399 42.6802294, 14.0116617 42.6800005, 14.0115618 42.6801316)",,,
97594749,False,2,Via Nazionale,primary,False,72.221,,SS16,"LINESTRING (14.0122399 42.6802294, 14.0124624 42.679939, 14.0126735 42.6796635)",,,
97594749,False,2,Via Nazionale,primary,True,67.922,,SS16,"LINESTRING (14.0122399 42.6802294, 14.0121069 42.680407, 14.0119517 42.6806424, 14.0118622 42.6807733)",,,
56455334,False,,Via Napoleone,residential,False,46.983,,,"LINESTRING (14.0095506 42.6817023, 14.0092738 42.6820726)",,,
56455334,False,,Via Napoleone,residential,True,42.722,,,"LINESTRING (14.0095506 42.6817023, 14.0098011 42.6813651)",,,
57385233,True,,Via Silvio Pellico,residential,False,50.99,,,"LINESTRING (14.0095506 42.6817023, 14.0100955 42.6819255)",,,
409830326,False,,Via Silvio Pellico,residential,True,53.384,,,"LINESTRING (14.0095506 42.6817023, 14.0089802 42.6814685)",,,
123841738,True,,Via Giovanni Pascoli,residential,False,45.937,,,"LINESTRING (14.0084713 42.681741, 14.0089612 42.6819434)",,,
56455328,True,1,Via Giuseppe Mazzini,unclassified,False,46.014,,,"LINESTRING (14.0096452 42.679378, 14.0099211 42.6790173)",,,
64996973,True,,Via Goffredo Mameli,unclassified,False,44.143,,,"LINESTRING (14.0096452 42.679378, 14.0101214 42.6795652)",,,
56455334,False,,Via Napoleone,residential,False,42.722,,,"LINESTRING (14.0098011 42.6813651, 14.0095506 42.6817023)",,,
56455354,False,2,Via Adriatica,secondary,False,29.46,,SP19,"LINESTRING (14.0098011 42.6813651, 14.0094807 42.6812438)",,,
56455354,False,2,Via Adriatica,secondary,True,51.952,,SP19,"LINESTRING (14.0098011 42.6813651, 14.0103718 42.6815707)",,,
56455354,False,2,Via Adriatica,secondary,False,62.527,,SP19,"LINESTRING (14.0110569 42.6818208, 14.0103718 42.6815707)",,,
915061196,False,2,Via Nazionale,primary,False,33.578,,SS16,"LINESTRING (14.0110569 42.6818208, 14.0111811 42.6816646, 14.0112642 42.6815601)",,,
56674257,False,,Via Ugo Foscolo,unclassified,False,29.515,,,"LINESTRING (14.0112057 42.6795207, 14.0108891 42.6793931)",,,
56455334,False,,Via Napoleone,residential,True,46.983,,,"LINESTRING (14.0092738 42.6820726, 14.0095506 42.6817023)",,,
56455321,True,,Via Cavour,unclassified,False,102.27,,,"LINESTRING (14.0109324 42.6798841, 14.0103099 42.6806819)",,,
64996970,False,,Via Goffredo Mameli,unclassified,False,29.746,,,"LINESTRING (14.0109324 42.6798841, 14.0106114 42.6797581)",,,
56674305,False,,Via Gabriele D'Annunzio,unclassified,True,28.649,,,"LINESTRING (14.0103099 42.6806819, 14.0100018 42.6805591)",,,
56455321,True,,Via Cavour,unclassified,False,86.608,,,"LINESTRING (14.0103099 42.6806819, 14.0102428 42.680772, 14.0101836 42.6808517, 14.0100116 42.6810828, 14.0098011 42.6813651)",,,
56674260,True,,Via Napoli,unclassified,False,39.948,,,"LINESTRING (14.0160062 42.6742122, 14.0162446 42.6738986)",,,
56674262,True,1,Via Gabriele Rossetti,unclassified,False,53.965,,,"LINESTRING (14.0160062 42.6742122, 14.0154307 42.6739745)",,,
56455342,True,1,Via Alessandro Manzoni,unclassified,False,43.882,,,"LINESTRING (14.0133095 42.6762127, 14.0135716 42.6758683)",,,
56674283,True,,Via A. Di Donato,unclassified,False,30.932,,,"LINESTRING (14.0133095 42.6762127, 14.0136378 42.676351)",,,
60757797,True,,Via Milano,unclassified,False,53.985,,,"LINESTRING (14.0156664 42.6736641, 14.0162446 42.6738986)",,,
56674300,False,,Via Milano,unclassified,True,29.784,,,"LINESTRING (14.0156664 42.6736641, 14.0155507 42.6736173, 14.0153472 42.673535)",,,
56685332,True,1,Via Venezia,unclassified,False,39.53,,,"LINESTRING (14.0156664 42.6736641, 14.015566 42.6737952, 14.0154307 42.6739745)",,,
