osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel,junction
462412653,,,Via Sant'Urbano,residential,,False,True,103.913,"LINESTRING (11.9353979 45.3653357, 11.935257 45.3657941, 11.9351015 45.3661102, 11.9350318 45.3662318)",,4,,
145943805,,,Via Carlo Giorato,tertiary,,False,True,54.169,"LINESTRING (11.93999 45.3691735, 11.9394551 45.3688635)",,,,
30116065,,,Via Carlo Giorato,tertiary,,False,False,62.822,"LINESTRING (11.93999 45.3691735, 11.9401904 45.3692955, 11.9405965 45.3695445)",,,,
43311733,,,Via Vittorio Veneto,residential,,False,False,125.74499999999999,"LINESTRING (11.93865 45.3683628, 11.9385721 45.3684483, 11.9385127 45.3685595, 11.9384039 45.3688959, 11.9383544 45.3690335, 11.9382807 45.3691664, 11.9381467 45.3692893, 11.938016 45.3693759)",,,,
145943805,,,Via Carlo Giorato,tertiary,,False,False,84.0,"LINESTRING (11.93865 45.3683628, 11.9388075 45.3684636, 11.9389737 45.3685637, 11.9394551 45.3688635)",,,,
"[30101075, 145943804, 145943805]",,,Via Carlo Giorato,tertiary,50,False,True,166.227,"LINESTRING (11.93865 45.3683628, 11.9386196 45.3683455, 11.9385325 45.3682815, 11.9383569 45.368128, 11.9382832 45.3680369, 11.9382002 45.3679256, 11.9380169 45.3675846, 11.9378255 45.3671083, 11.9377913 45.3670194)",yes,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,False,46.217,"LINESTRING (11.9367484 45.3635922, 11.9367786 45.363615, 11.9368028 45.3636404, 11.9368044 45.3636569, 11.9368031 45.3636741, 11.9367719 45.3637193, 11.9366546 45.3638349, 11.9365862 45.3639535)",,,,
40872508,2,SS516,Via Roma,primary,,False,False,62.197,"LINESTRING (11.9367484 45.3635922, 11.9368533 45.3635214, 11.9370639 45.3633766, 11.9373118 45.3631971)",,,,
"[134768234, 40872508]",2,SS516,Via Roma,primary,,False,True,128.318,"LINESTRING (11.9367484 45.3635922, 11.9366093 45.3637028, 11.9362559 45.3639591, 11.9360688 45.364092, 11.9358894 45.3642067, 11.9358167 45.3642465, 11.935731 45.3642843, 11.9356266 45.3643208, 11.9355279 45.3643478)",,,,
653261840,,,Piazza Liberazione,unclassified,,False,True,11.596,"LINESTRING (11.9367484 45.3635922, 11.9367159 45.3635719, 11.9366397 45.3635212)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,False,23.503,"LINESTRING (11.9373991 45.3660295, 11.9374789 45.3662333)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,True,40.774,"LINESTRING (11.9373991 45.3660295, 11.937388 45.3660008, 11.937263 45.3656755)",,,,
431771892,1,,Via Amerigo Vespucci,residential,,True,False,62.241,"LINESTRING (11.9373991 45.3660295, 11.9372641 45.3660772, 11.9368671 45.3662436, 11.9367559 45.3662919, 11.9367043 45.366299)",,,,
"[653080240, 35481689]",,,Via Amerigo Vespucci,residential,,False,True,131.416,"LINESTRING (11.9350318 45.3662318, 11.9350876 45.3662467, 11.9353184 45.3662485, 11.9363741 45.3663182, 11.9367043 45.366299)",,,,
462412653,,,Via Sant'Urbano,residential,,False,False,103.913,"LINESTRING (11.9350318 45.3662318, 11.9351015 45.3661102, 11.935257 45.3657941, 11.9353979 45.3653357)",,4,,
"[462412653, 316693519]",1,,Via Sant'Urbano,residential,,False,"[False, True]",14.448,"LINESTRING (11.9350318 45.3662318, 11.9350075 45.3662727, 11.9349557 45.3663502)",,4,,
316693519,1,,Via Sant'Urbano,residential,,False,True,305.16200000000003,"LINESTRING (11.9321913 45.3689524, 11.9322085 45.368781, 11.932262 45.3686142, 11.9324634 45.3684385, 11.93269 45.3682625, 11.9329382 45.3680767, 11.9332503 45.3678417, 11.9338789 45.3673958, 11.9342018 45.3671603, 11.9343895 45.366993, 11.9345618 45.3668403)",,,,
"[40872535, 40872479]",,,Via Leonardo da Vinci,unclassified,30,False,True,75.241,"LINESTRING (11.9354724 45.3636729, 11.9355049 45.3638454, 11.9355116 45.3639839, 11.9355233 45.3642442, 11.9355279 45.3643478)",,3,,
40872537,1,,Via Leonardo da Vinci,unclassified,,False,False,65.83,"LINESTRING (11.9354724 45.3636729, 11.9355223 45.3637123, 11.9355625 45.3637662, 11.9355918 45.3638488, 11.9356137 45.3639262, 11.935637 45.3640953, 11.9356578 45.3642117, 11.9356652 45.3642263, 11.9356776 45.3642341)",,3.5,,
40872497,,,Via Venezia,residential,,False,False,17.739,"LINESTRING (11.9383342 45.3653386, 11.9383913 45.365493)",,,,
40872519,,,Via Venezia,residential,,False,False,91.688,"LINESTRING (11.9383342 45.3653386, 11.937263 45.3656755)",,,,
40872519,,,Via Venezia,residential,,False,True,110.92,"LINESTRING (11.9383342 45.3653386, 11.9379839 45.3645161, 11.9379395 45.3644535, 11.9378679 45.3644062)",,,,
40872497,,,Via Venezia,residential,,False,True,17.739,"LINESTRING (11.9383913 45.365493, 11.9383342 45.3653386)",,,,
"[30101075, 145943804, 145943805]",,,Via Carlo Giorato,tertiary,50,False,False,166.227,"LINESTRING (11.9377913 45.3670194, 11.9378255 45.3671083, 11.9380169 45.3675846, 11.9382002 45.3679256, 11.9382832 45.3680369, 11.9383569 45.368128, 11.9385325 45.3682815, 11.9386196 45.3683455, 11.93865 45.3683628)",yes,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,True,90.75800000000001,"LINESTRING (11.9377913 45.3670194, 11.9376729 45.3667367, 11.9374789 45.3662333)",,,,
40872499,2,,Via Magenta,residential,50,False,False,63.912000000000006,"LINESTRING (11.9377913 45.3670194, 11.9377503 45.367044, 11.9371697 45.3673931)",,,,
1149522927,2,,Via Trieste,residential,50,False,False,118.761,"LINESTRING (11.9377913 45.3670194, 11.9378253 45.366997, 11.9378428 45.3669854, 11.9380648 45.366842, 11.9382215 45.3667112, 11.9385631 45.3663333, 11.9386371 45.3662561, 11.9386969 45.3661711)",,,,
40872499,2,,Via Magenta,residential,50,False,False,44.745999999999995,"LINESTRING (11.9371697 45.3673931, 11.9369143 45.3675631, 11.9367495 45.3676665)",,,,
40872499,2,,Via Magenta,residential,50,False,True,63.912000000000006,"LINESTRING (11.9371697 45.3673931, 11.9377503 45.367044, 11.9377913 45.3670194)",,,,
40872502,2,,Via Don Orione,residential,50,False,True,129.463,"LINESTRING (11.9371697 45.3673931, 11.9371289 45.3673626, 11.9370403 45.3672963, 11.9369633 45.3672132, 11.9369499 45.3671607, 11.9368441 45.3667453, 11.9368102 45.3666271, 11.9367043 45.366299)",,,,
40872502,2,,Via Don Orione,residential,50,False,False,129.463,"LINESTRING (11.9367043 45.366299, 11.9368102 45.3666271, 11.9368441 45.3667453, 11.9369499 45.3671607, 11.9369633 45.3672132, 11.9370403 45.3672963, 11.9371289 45.3673626, 11.9371697 45.3673931)",,,,
"[653080240, 35481689]",,,Via Amerigo Vespucci,residential,,False,False,131.416,"LINESTRING (11.9367043 45.366299, 11.9363741 45.3663182, 11.9353184 45.3662485, 11.9350876 45.3662467, 11.9350318 45.3662318)",,,,
40872512,,,Via Sant'Urbano,residential,,False,True,108.177,"LINESTRING (11.9356928 45.364415, 11.9356964 45.3644402, 11.9357125 45.3645522, 11.9357121 45.3647214, 11.9356994 45.3648076, 11.9356691 45.3648931, 11.935622 45.3650341, 11.9355796 45.3651328, 11.9355277 45.3652147, 11.935466 45.3652892, 11.9354338 45.3653169, 11.9353979 45.3653357)",,3.5,,
40872534,,,Via Roma,unclassified,,False,True,88.54399999999998,"LINESTRING (11.9356928 45.364415, 11.9357376 45.3643996, 11.935779 45.3643822, 11.9361851 45.3640955, 11.9363893 45.3639882, 11.9365047 45.3639589, 11.9365862 45.3639535)",,,,
"[186205437, 146986542, 653261839]",1,,Via Roma,unclassified,,False,False,20.553,"LINESTRING (11.9356928 45.364415, 11.9356812 45.3643442, 11.9356647 45.3642659, 11.9356665 45.3642446, 11.9356776 45.3642341)",,3,yes,
30101075,,,Via Carlo Giorato,tertiary,50,False,False,90.71000000000001,"LINESTRING (11.9369314 45.3648937, 11.9371769 45.3654724, 11.937263 45.3656755)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,True,108.335,"LINESTRING (11.9369314 45.3648937, 11.9365908 45.3640694, 11.9365896 45.3640389, 11.9365862 45.3639535)",,,,
40872515,,,Via Firenze,residential,,False,False,91.327,"LINESTRING (11.9369314 45.3648937, 11.9371167 45.3648187, 11.9373833 45.364695, 11.937641 45.3645486, 11.9378679 45.3644062)",,,,
40872515,,,Via Firenze,residential,,False,False,144.757,"LINESTRING (11.9378679 45.3644062, 11.9380546 45.3642709, 11.9384932 45.363907, 11.939064 45.3634127)",,,,
40872515,,,Via Firenze,residential,,False,True,91.327,"LINESTRING (11.9378679 45.3644062, 11.937641 45.3645486, 11.9373833 45.364695, 11.9371167 45.3648187, 11.9369314 45.3648937)",,,,
40872519,,,Via Venezia,residential,,False,False,110.92,"LINESTRING (11.9378679 45.3644062, 11.9379395 45.3644535, 11.9379839 45.3645161, 11.9383342 45.3653386)",,,,
43311755,,,Via Firenze,residential,,False,False,64.774,"LINESTRING (11.9378679 45.3644062, 11.9378494 45.3643351, 11.9376508 45.3638443)",,,,
360151799,,,Via Palermo,residential,,False,False,105.48,"LINESTRING (11.9406139 45.3619079, 11.9410807 45.362798)",,,,
751406933,,,Via Palermo,residential,,False,True,26.943,"LINESTRING (11.9406139 45.3619079, 11.9404404 45.3616985)",,,,
"[360151798, 43311751]",,,"['Via Udine', 'Via Firenze']",residential,,False,False,285.642,"LINESTRING (11.9406139 45.3619079, 11.94065 45.3618753, 11.9407315 45.3617759, 11.9408271 45.3616576, 11.940866 45.3616199, 11.9410398 45.3614795, 11.9412219 45.3613757, 11.9415288 45.3612319, 11.9420738 45.3609978, 11.9421655 45.3610001, 11.9429483 45.3617724, 11.9430874 45.3618975)",,,,
360151800,,,Via Firenze,residential,,False,True,25.081,"LINESTRING (11.9406139 45.3619079, 11.9405816 45.3619478, 11.9404184 45.3620861)",,,,
40872519,,,Via Venezia,residential,,False,True,91.688,"LINESTRING (11.937263 45.3656755, 11.9383342 45.3653386)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,False,40.774,"LINESTRING (11.937263 45.3656755, 11.937388 45.3660008, 11.9373991 45.3660295)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,True,90.71000000000001,"LINESTRING (11.937263 45.3656755, 11.9371769 45.3654724, 11.9369314 45.3648937)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,True,23.503,"LINESTRING (11.9374789 45.3662333, 11.9373991 45.3660295)",,,,
40872520,,,Via Trento,residential,,False,False,70.536,"LINESTRING (11.9374789 45.3662333, 11.9382985 45.3659672)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,False,90.75800000000001,"LINESTRING (11.9374789 45.3662333, 11.9376729 45.3667367, 11.9377913 45.3670194)",,,,
40872520,,,Via Trento,residential,,False,True,70.536,"LINESTRING (11.9382985 45.3659672, 11.9374789 45.3662333)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,False,108.335,"LINESTRING (11.9365862 45.3639535, 11.9365896 45.3640389, 11.9365908 45.3640694, 11.9369314 45.3648937)",,,,
30101075,,,Via Carlo Giorato,tertiary,50,False,True,46.217,"LINESTRING (11.9365862 45.3639535, 11.9366546 45.3638349, 11.9367719 45.3637193, 11.9368031 45.3636741, 11.9368044 45.3636569, 11.9368028 45.3636404, 11.9367786 45.363615, 11.9367484 45.3635922)",,,,
40872534,,,Via Roma,unclassified,,False,False,88.544,"LINESTRING (11.9365862 45.3639535, 11.9365047 45.3639589, 11.9363893 45.3639882, 11.9361851 45.3640955, 11.935779 45.3643822, 11.9357376 45.3643996, 11.9356928 45.364415)",,,,
40872537,1,,Via Leonardo da Vinci,unclassified,,False,True,65.83,"LINESTRING (11.9356776 45.3642341, 11.9356652 45.3642263, 11.9356578 45.3642117, 11.935637 45.3640953, 11.9356137 45.3639262, 11.9355918 45.3638488, 11.9355625 45.3637662, 11.9355223 45.3637123, 11.9354724 45.3636729)",,3.5,,
"[146986544, 653261836]",1,,Via Roma,unclassified,,True,False,109.957,"LINESTRING (11.9356776 45.3642341, 11.9357436 45.3642037, 11.9358139 45.3641619, 11.9362094 45.363901, 11.9362941 45.3638051, 11.936323 45.3637815, 11.9364309 45.3636722, 11.9366397 45.3635212)",,,,
"[186205437, 146986542, 653261839]",1,,Via Roma,unclassified,,False,True,20.553,"LINESTRING (11.9356776 45.3642341, 11.9356665 45.3642446, 11.9356647 45.3642659, 11.9356812 45.3643442, 11.9356928 45.364415)",,3,yes,
"[894954377, 91804666, 653267075, 894954378]",2,,"['Piazza Liberazione', 'Via San Francesco', 'Via Martiri di Cefalonia']",residential,,False,False,300.2249999999999,"LINESTRING (11.9366397 45.3635212, 11.9364926 45.3634158, 11.936439 45.3633881, 11.9363317 45.3633495, 11.9362043 45.3632897, 11.9361064 45.3632091, 11.9360601 45.3631629, 11.9360128 45.3631059, 11.9359481 45.3630145, 11.9359228 45.362971, 11.9358911 45.3629165, 11.9357745 45.3626805, 11.9355609 45.3622119, 11.9355686 45.3621905, 11.9355968 45.3621693, 11.9358757 45.3620967, 11.9361225 45.362027, 11.9361531 45.3620005, 11.9361661 45.3619761, 11.9361708 45.3619516, 11.9360366 45.3617132, 11.9360313 45.3616915, 11.9360474 45.361667, 11.9361104 45.3616407, 11.9363223 45.3615841, 11.9363692 45.3615822, 11.9364229 45.3615926, 11.936443 45.3615973)",,,,
653261840,,,Piazza Liberazione,unclassified,,False,False,11.596,"LINESTRING (11.9366397 45.3635212, 11.9367159 45.3635719, 11.9367484 45.3635922)",,,,
40872508,2,SS516,Via Roma,primary,,False,False,56.735,"LINESTRING (11.9373118 45.3631971, 11.9377303 45.3629281, 11.9378116 45.3628758, 11.9378476 45.3628527)",,,,
40872508,2,SS516,Via Roma,primary,,False,True,62.197,"LINESTRING (11.9373118 45.3631971, 11.9370639 45.3633766, 11.9368533 45.3635214, 11.9367484 45.3635922)",,,,
43311713,,,Via Milano,residential,,False,False,191.643,"LINESTRING (11.9373118 45.3631971, 11.9371659 45.3630632, 11.9365876 45.3619072, 11.9364396 45.3616405, 11.936443 45.3615973)",,,,
43311713,,,Via Milano,residential,,False,True,191.643,"LINESTRING (11.936443 45.3615973, 11.9364396 45.3616405, 11.9365876 45.3619072, 11.9371659 45.3630632, 11.9373118 45.3631971)",,,,
235672284,2,,Via San Francesco,residential,,False,True,174.265,"LINESTRING (11.936443 45.3615973, 11.9365892 45.3615775, 11.9372048 45.3614093, 11.9372278 45.3614148, 11.9372463 45.3614192, 11.9372651 45.3614522, 11.9373643 45.3616355, 11.9374005 45.3616604, 11.9374475 45.3616623, 11.9378389 45.3615556, 11.9379209 45.3615332, 11.9382843 45.3614399, 11.9383259 45.3614145)",,,,
"[894954377, 894954378, 653267075, 91804666]",2,,"['Piazza Liberazione', 'Via San Francesco', 'Via Martiri di Cefalonia']",residential,,False,True,300.22499999999997,"LINESTRING (11.936443 45.3615973, 11.9364229 45.3615926, 11.9363692 45.3615822, 11.9363223 45.3615841, 11.9361104 45.3616407, 11.9360474 45.361667, 11.9360313 45.3616915, 11.9360366 45.3617132, 11.9361708 45.3619516, 11.9361661 45.3619761, 11.9361531 45.3620005, 11.9361225 45.362027, 11.9358757 45.3620967, 11.9355968 45.3621693, 11.9355686 45.3621905, 11.9355609 45.3622119, 11.9357745 45.3626805, 11.9358911 45.3629165, 11.9359228 45.362971, 11.9359481 45.3630145, 11.9360128 45.3631059, 11.9360601 45.3631629, 11.9361064 45.3632091, 11.9362043 45.3632897, 11.9363317 45.3633495, 11.936439 45.3633881, 11.9364926 45.3634158, 11.9366397 45.3635212)",,,,
43311721,,,Via Carlo Giorato,residential,,False,False,91.131,"LINESTRING (11.9394551 45.3688635, 11.9387264 45.3695035)",,,,
145943805,,,Via Carlo Giorato,tertiary,,False,False,54.169,"LINESTRING (11.9394551 45.3688635, 11.93999 45.3691735)",,,,
145943805,,,Via Carlo Giorato,tertiary,,False,True,84.0,"LINESTRING (11.9394551 45.3688635, 11.9389737 45.3685637, 11.9388075 45.3684636, 11.93865 45.3683628)",,,,
43311721,,,Via Carlo Giorato,residential,,False,True,91.131,"LINESTRING (11.9387264 45.3695035, 11.9394551 45.3688635)",,,,
43311722,,,Via Aosta,residential,,False,False,36.52,"LINESTRING (11.9405965 45.3695445, 11.9409225 45.3693091)",,,,
30116065,,,Via Carlo Giorato,tertiary,,False,True,62.822,"LINESTRING (11.9405965 45.3695445, 11.9401904 45.3692955, 11.93999 45.3691735)",,,,
43311722,,,Via Aosta,residential,,False,True,36.52,"LINESTRING (11.9409225 45.3693091, 11.9405965 45.3695445)",,,,
43311726,,,Via Napoli,residential,,False,False,59.141,"LINESTRING (11.9386969 45.3661711, 11.9387588 45.3661962, 11.9388603 45.3662374, 11.9391507 45.3664129, 11.9392297 45.3664462, 11.9393139 45.3664742)",,,,
1149522927,2,,Via Trieste,residential,50,False,False,249.225,"LINESTRING (11.9386969 45.3661711, 11.9387358 45.3660479, 11.9387541 45.3658684, 11.9387547 45.3655759, 11.938771 45.3653299, 11.9388181 45.3651304, 11.9388924 45.3648199, 11.9390865 45.3643572, 11.9391935 45.3642135, 11.9393008 45.3641379, 11.9393899 45.364107, 11.9394699 45.364092)",,,,
1149522927,2,,Via Trieste,residential,50,False,True,118.76100000000001,"LINESTRING (11.9386969 45.3661711, 11.9386371 45.3662561, 11.9385631 45.3663333, 11.9382215 45.3667112, 11.9380648 45.366842, 11.9378428 45.3669854, 11.9378253 45.366997, 11.9377913 45.3670194)",,,,
43311726,,,Via Napoli,residential,,False,False,277.98499999999996,"LINESTRING (11.9393139 45.3664742, 11.9394036 45.3663102, 11.9400664 45.3650813, 11.9400605 45.3650053, 11.9399947 45.3648498, 11.9397824 45.3643106, 11.9397079 45.3641497, 11.9396703 45.3641156)",,,,
43311726,,,Via Napoli,residential,,False,True,59.141,"LINESTRING (11.9393139 45.3664742, 11.9392297 45.3664462, 11.9391507 45.3664129, 11.9388603 45.3662374, 11.9387588 45.3661962, 11.9386969 45.3661711)",,,,
43311727,,,Via Napoli,residential,,False,False,87.478,"LINESTRING (11.9393139 45.3664742, 11.9392045 45.3666712, 11.9389069 45.3672071)",,,,
43311726,,,Via Napoli,residential,,False,True,277.98499999999996,"LINESTRING (11.9396703 45.3641156, 11.9397079 45.3641497, 11.9397824 45.3643106, 11.9399947 45.3648498, 11.9400605 45.3650053, 11.9400664 45.3650813, 11.9394036 45.3663102, 11.9393139 45.3664742)",,,,
43311747,2,,Via Trieste,residential,50,False,False,159.634,"LINESTRING (11.9396703 45.3641156, 11.939698 45.3640997, 11.9397523 45.3640926, 11.9399875 45.3640652, 11.9401664 45.3640303, 11.9403071 45.3639939, 11.9404935 45.3639285, 11.9406705 45.3638449, 11.941007 45.3636601, 11.9410351 45.3636423, 11.9414063 45.3634157)",,,,
1149522927,2,,Via Trieste,residential,50,False,True,16.14,"LINESTRING (11.9396703 45.3641156, 11.9395625 45.3640897, 11.9394699 45.364092)",,,,
43311727,,,Via Napoli,residential,,False,True,87.478,"LINESTRING (11.9389069 45.3672071, 11.9392045 45.3666712, 11.9393139 45.3664742)",,,,
40872499,2,,Via Magenta,residential,50,False,False,188.783,"LINESTRING (11.9367495 45.3676665, 11.9366361 45.3677294, 11.9361054 45.3680457, 11.935859 45.3681688, 11.9356452 45.3682974, 11.9354126 45.3685193, 11.9353595 45.3686541, 11.9353971 45.3689346)",,,,
40872499,2,,Via Magenta,residential,50,False,True,44.745999999999995,"LINESTRING (11.9367495 45.3676665, 11.9369143 45.3675631, 11.9371697 45.3673931)",,,,
43311728,,,Via Magenta,residential,,False,False,215.262,"LINESTRING (11.9367495 45.3676665, 11.9374466 45.3682052, 11.9361193 45.3689729)",,,,
43311728,,,Via Magenta,residential,,False,True,215.262,"LINESTRING (11.9361193 45.3689729, 11.9374466 45.3682052, 11.9367495 45.3676665)",,,,
40872499,2,,Via Magenta,residential,50,False,True,188.783,"LINESTRING (11.9353971 45.3689346, 11.9353595 45.3686541, 11.9354126 45.3685193, 11.9356452 45.3682974, 11.935859 45.3681688, 11.9361054 45.3680457, 11.9366361 45.3677294, 11.9367495 45.3676665)",,,,
43311733,,,Via Vittorio Veneto,residential,,False,True,125.74499999999999,"LINESTRING (11.938016 45.3693759, 11.9381467 45.3692893, 11.9382807 45.3691664, 11.9383544 45.3690335, 11.9384039 45.3688959, 11.9385127 45.3685595, 11.9385721 45.3684483, 11.93865 45.3683628)",,,,
40872515,,,Via Firenze,residential,,False,False,93.82900000000001,"LINESTRING (11.9397615 45.3627921, 11.9400721 45.3624799, 11.9404184 45.3620861)",,,,
40872515,,,Via Firenze,residential,,False,True,87.939,"LINESTRING (11.9397615 45.3627921, 11.9395385 45.3629817, 11.939064 45.3634127)",,,,
43311741,,,Via Firenze,residential,,False,False,86.268,"LINESTRING (11.9397615 45.3627921, 11.9398404 45.3628387, 11.9399135 45.3629326, 11.9402256 45.3634872)",,,,
43311741,,,Via Firenze,residential,,False,True,86.26799999999999,"LINESTRING (11.9402256 45.3634872, 11.9399135 45.3629326, 11.9398404 45.3628387, 11.9397615 45.3627921)",,,,
43311742,,,Via Genova,residential,,False,False,75.454,"LINESTRING (11.9386477 45.3632107, 11.938463 45.362852, 11.9381616 45.3626436)",,,,
653267053,,,Via Palermo,residential,,False,True,30.985,"LINESTRING (11.9404404 45.3616985, 11.9402255 45.3614643)",,,,
751406933,,,Via Palermo,residential,,False,False,26.943,"LINESTRING (11.9404404 45.3616985, 11.9406139 45.3619079)",,,,
40872515,,,Via Firenze,residential,,False,True,93.82900000000001,"LINESTRING (11.9404184 45.3620861, 11.9400721 45.3624799, 11.9397615 45.3627921)",,,,
"[751406932, 43311743]",1,,Via Firenze,residential,,True,False,49.80499999999999,"LINESTRING (11.9404184 45.3620861, 11.9403644 45.3620506, 11.9403309 45.3620147, 11.9402839 45.3619299, 11.9403005 45.3618679, 11.9403899 45.3617302, 11.9404404 45.3616985)",,,,
360151800,,,Via Firenze,residential,,False,False,25.081,"LINESTRING (11.9404184 45.3620861, 11.9405816 45.3619478, 11.9406139 45.3619079)",,,,
43311744,,,Via Palermo,residential,,False,False,36.143,"LINESTRING (11.9410807 45.362798, 11.9415154 45.3626868)",,,,
360151799,,,Via Palermo,residential,,False,True,105.48,"LINESTRING (11.9410807 45.362798, 11.9406139 45.3619079)",,,,
360151799,,,Via Palermo,residential,,False,False,73.30499999999999,"LINESTRING (11.9410807 45.362798, 11.9413677 45.3633644, 11.9414063 45.3634157)",,,,
43311744,,,Via Palermo,residential,,False,True,36.143,"LINESTRING (11.9415154 45.3626868, 11.9410807 45.362798)",,,,
43311744,,,Via Palermo,residential,,False,False,89.779,"LINESTRING (11.9415154 45.3626868, 11.9417427 45.3626266, 11.9415538 45.3623916, 11.9414104 45.362445, 11.9415154 45.3626868)",,,,
43311744,,,Via Palermo,residential,,False,True,89.779,"LINESTRING (11.9415154 45.3626868, 11.9414104 45.362445, 11.9415538 45.3623916, 11.9417427 45.3626266, 11.9415154 45.3626868)",,,,
43311750,,,Via Assisi,residential,,False,True,84.7,"LINESTRING (11.9394699 45.364092, 11.9394577 45.3640608, 11.9393425 45.3637666, 11.9392582 45.3635372, 11.9391656 45.3634569, 11.939064 45.3634127)",,,,
1149522927,2,,Via Trieste,residential,50,False,False,16.14,"LINESTRING (11.9394699 45.364092, 11.9395625 45.3640897, 11.9396703 45.3641156)",,,,
1149522927,2,,Via Trieste,residential,50,False,True,249.225,"LINESTRING (11.9394699 45.364092, 11.9393899 45.364107, 11.9393008 45.3641379, 11.9391935 45.3642135, 11.9390865 45.3643572, 11.9388924 45.3648199, 11.9388181 45.3651304, 11.938771 45.3653299, 11.9387547 45.3655759, 11.9387541 45.3658684, 11.9387358 45.3660479, 11.9386969 45.3661711)",,,,
43311747,2,,Via Trieste,residential,50,False,False,182.676,"LINESTRING (11.9414063 45.3634157, 11.9416331 45.3632546, 11.9418607 45.3630968, 11.9420302 45.3629659, 11.9421678 45.3628439, 11.9423129 45.3626924, 11.9424497 45.3625286, 11.9426026 45.3623635, 11.9428514 45.3621328)",,,,
43311747,2,,Via Trieste,residential,50,False,True,159.63400000000001,"LINESTRING (11.9414063 45.3634157, 11.9410351 45.3636423, 11.941007 45.3636601, 11.9406705 45.3638449, 11.9404935 45.3639285, 11.9403071 45.3639939, 11.9401664 45.3640303, 11.9399875 45.3640652, 11.9397523 45.3640926, 11.939698 45.3640997, 11.9396703 45.3641156)",,,,
