osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref,access,junction
37995963,Via Silvio Marcuzzi,residential,False,False,107.162,,,"LINESTRING (13.3383704 45.8246829, 13.3372407 45.824127)",,,,
53345672,Via Giusto Gervasutti,tertiary,False,False,84.471,2,50,"LINESTRING (13.3383704 45.8246829, 13.3383226 45.824023, 13.3383154 45.8239242)",,,,
"[301807072, 53345675, 53345676, 53345677]",Via Gorizia,tertiary,False,True,170.18299999999996,2,50,"LINESTRING (13.3383704 45.8246829, 13.3383889 45.8247787, 13.3384248 45.8248938, 13.3384736 45.8249875, 13.3385588 45.8250984, 13.338656 45.8252079, 13.3388445 45.8253668, 13.3390482 45.825488, 13.3394835 45.8257248, 13.3395176 45.8257436, 13.3395512 45.8257622, 13.3396951 45.8258351)",yes,,,
37919921,Via Roma,tertiary,False,False,36.881,2,50,"LINESTRING (13.3378917 45.8228273, 13.3383233 45.8229671)",,,,
37919921,Via Roma,tertiary,False,True,45.443,2,50,"LINESTRING (13.3378917 45.8228273, 13.3373899 45.8226158)",,,,
53345672,Via Giusto Gervasutti,tertiary,False,True,35.819,2,50,"LINESTRING (13.3378917 45.8228273, 13.3380239 45.8229571, 13.3381093 45.8231088)",,,,
37919921,Via Roma,tertiary,False,False,144.679,2,50,"LINESTRING (13.3348954 45.821803, 13.3352938 45.8219266, 13.3355486 45.8220057, 13.3364397 45.8222822, 13.336601 45.8223323)",,,,
37919921,Via Roma,tertiary,False,True,81.994,2,50,"LINESTRING (13.3348954 45.821803, 13.334059 45.8215591, 13.3339947 45.821552, 13.3339084 45.8215504)",,,,
37919932,Via Undici Febbraio,residential,True,False,83.981,,,"LINESTRING (13.3348954 45.821803, 13.334646 45.8221571, 13.3345401 45.8224433, 13.3345891 45.8224989)",,,,
"[25588673, 942941515, 1215574481]","['Piazza Libertà', 'Largo Guglielmo Oberdan']",secondary,True,False,77.839,1,50,"LINESTRING (13.3337455 45.8216251, 13.3337459 45.8216445, 13.3337456 45.8216489, 13.3337437 45.8216801, 13.3337314 45.8217011, 13.3335621 45.821925, 13.3335279 45.8219703, 13.333492 45.8220302, 13.3334493 45.8221015, 13.3334235 45.8221408, 13.3333512 45.8222635)",,,,
"[110406873, 218422462]",Via Venti Settembre,secondary,True,False,28.747,,50,"LINESTRING (13.3330977 45.8225103, 13.3329883 45.8224439, 13.3328052 45.8223517)",,,,
182547086,Via Aquileia,secondary,False,True,96.718,2,50,"LINESTRING (13.3375866 45.8183387, 13.337034 45.8187304, 13.3367145 45.8189609)",,SR352,,
1017615654,Via Torino,residential,True,False,16.834,,,"LINESTRING (13.3375866 45.8183387, 13.3377165 45.8183374, 13.3377979 45.8183594)",,,,
40285633,Via Luigi Chiozza,tertiary,False,False,17.585,2,,"LINESTRING (13.3421976 45.8206143, 13.3423983 45.8206881)",,,,
296565927,Via Terza Armata,tertiary,False,True,30.479,2,,"LINESTRING (13.3421976 45.8206143, 13.3424214 45.8203889)",,,,
308709084,Via Giuseppe Garibaldi,tertiary,False,False,31.872,2,50,"LINESTRING (13.3421976 45.8206143, 13.3419723 45.8208541)",,,,
40285625,Via Trieste,residential,True,False,85.448,,50,"LINESTRING (13.3421976 45.8206143, 13.3420172 45.8205899, 13.3411593 45.8203605)",,,,
40285629,Via Lazzaro,residential,True,False,55.861000000000004,,,"LINESTRING (13.3421976 45.8206143, 13.3421573 45.8205138, 13.3421853 45.8203988, 13.3422302 45.8202146, 13.3422529 45.8201214)",,,,
37919921,Via Roma,tertiary,False,True,5.795,2,50,"LINESTRING (13.3383911 45.8229891, 13.3383233 45.8229671)",,,,
40751271,Viale Stazione,residential,False,False,200.23600000000002,2,50,"LINESTRING (13.3383911 45.8229891, 13.3404231 45.823532, 13.3405534 45.8235638, 13.3406644 45.8235961, 13.3408053 45.8236309)",,,,
308709084,Via Giuseppe Garibaldi,tertiary,False,True,268.153,2,50,"LINESTRING (13.3383911 45.8229891, 13.338975 45.8227827, 13.3400569 45.8223273, 13.3402263 45.822256, 13.3408157 45.8220079, 13.3412042 45.8216401)",,,,
37919931,Piazza Unità d'Italia,secondary,True,False,44.715,1,50,"LINESTRING (13.3331804 45.821386, 13.3332287 45.8214007, 13.3337093 45.8215468)",,,,
37919925,Via Mercato,tertiary,False,False,78.244,2,,"LINESTRING (13.3324163 45.8207188, 13.3320385 45.8205588, 13.3316545 45.8202675)",,,,
37919925,Via Mercato,tertiary,False,True,88.456,2,,"LINESTRING (13.3324163 45.8207188, 13.3327296 45.8210962, 13.3329539 45.8212408, 13.3330382 45.8212948, 13.3331087 45.82134)",,,,
37919925,Via Mercato,tertiary,False,True,78.244,2,,"LINESTRING (13.3316545 45.8202675, 13.3320385 45.8205588, 13.3324163 45.8207188)",,,,
37919929,Via della Ciura,residential,True,False,160.168,,,"LINESTRING (13.3316545 45.8202675, 13.3319687 45.8196718, 13.3323675 45.8189155)",,,,
362823650,Via Mercato,tertiary,False,True,128.077,,50,"LINESTRING (13.3316545 45.8202675, 13.3313908 45.8201107, 13.3312827 45.8200464, 13.330868 45.8198525, 13.330603 45.8197581, 13.3302598 45.8196675)",,,,
40750850,Via Capoia,residential,False,False,88.301,,,"LINESTRING (13.3323675 45.8189155, 13.3334537 45.8191554)",,,,
40750850,Via Capoia,residential,False,True,38.921,,,"LINESTRING (13.3323675 45.8189155, 13.3318925 45.8188018)",,,,
37919926,Via del Zotto,residential,False,True,93.969,,,"LINESTRING (13.3334537 45.8191554, 13.3340013 45.8184014)",,,,
37919927,Via del Zotto,residential,True,False,88.0,,,"LINESTRING (13.3334537 45.8191554, 13.3329727 45.8198723)",,,,
40750850,Via Capoia,residential,False,True,88.301,,,"LINESTRING (13.3334537 45.8191554, 13.3323675 45.8189155)",,,,
37919926,Via del Zotto,residential,False,False,93.969,,,"LINESTRING (13.3340013 45.8184014, 13.3334537 45.8191554)",,,,
37919933,Piazza Indipendenza,unclassified,True,False,85.652,,,"LINESTRING (13.3345891 45.8224989, 13.3355037 45.8227231, 13.3356318 45.8227545)",,,,
37919933,Piazza Indipendenza,unclassified,True,False,56.327,,,"LINESTRING (13.3356318 45.8227545, 13.3356742 45.8229982, 13.3356022 45.8230824, 13.3354825 45.8232225)",,,,
37919934,Via Giuseppe Mazzini,unclassified,False,False,89.827,2,,"LINESTRING (13.3356318 45.8227545, 13.3364408 45.8224671, 13.336601 45.8223323)",,,,
37995966,,unclassified,True,False,38.058,,,"LINESTRING (13.3349555 45.8235696, 13.3348206 45.8238987)",,,,
37919933,Piazza Indipendenza,unclassified,True,False,65.186,,,"LINESTRING (13.3349555 45.8235696, 13.334847 45.8235566, 13.3347287 45.8235432, 13.334644 45.8235211, 13.3345797 45.8234741, 13.3345312 45.8234152, 13.3344213 45.8231982)",,,,
37919933,Piazza Indipendenza,unclassified,True,False,54.147999999999996,,,"LINESTRING (13.3342907 45.8229359, 13.3344181 45.8226867, 13.3345154 45.8225789, 13.3345891 45.8224989)",,,,
37919921,Via Roma,tertiary,False,False,40.532,2,50,"LINESTRING (13.336601 45.8223323, 13.3370428 45.8224708, 13.3370766 45.8224838)",,,,
