osmid,highway,oneway,reversed,length,geometry,name,lanes,width,junction,maxspeed,tunnel,access
36938067,tertiary,False,False,61.372,"LINESTRING (10.4952412 45.3872061, 10.4949653 45.3870585, 10.494693 45.3869144, 10.4946085 45.3868794)",,,,,,,
59026204,residential,False,True,39.149,"LINESTRING (10.4946085 45.3868794, 10.4948759 45.3865816)",Viale Henry Dunant,,,,,,
36938067,tertiary,False,True,61.372,"LINESTRING (10.4946085 45.3868794, 10.494693 45.3869144, 10.4949653 45.3870585, 10.4952412 45.3872061)",,,,,,,
164671376,tertiary,False,False,80.00500000000001,"LINESTRING (10.4946085 45.3868794, 10.4942876 45.3872089, 10.4941364 45.38739, 10.4940569 45.3874852)",Via Henry Dunant,,,,,,
683660899,tertiary,False,False,38.05,"LINESTRING (10.4940569 45.3874852, 10.4937594 45.3877562)",,,,,,,
164671376,tertiary,False,True,80.005,"LINESTRING (10.4940569 45.3874852, 10.4941364 45.38739, 10.4942876 45.3872089, 10.4946085 45.3868794)",Via Henry Dunant,,,,,,
164671377,tertiary,True,False,64.998,"LINESTRING (10.4940569 45.3874852, 10.4939883 45.3876313, 10.4939733 45.3878144, 10.4940315 45.3880583)",Via Henry Dunant,,,,,,
208570670,primary,False,True,39.756,"LINESTRING (10.4940315 45.3880583, 10.4938386 45.38785, 10.4937594 45.3877562)",,,,,,,
683660903,residential,True,False,33.939,"LINESTRING (10.4940315 45.3880583, 10.4938653 45.3879886, 10.4937025 45.3879505, 10.4936338 45.3879435)",Via Napoleone III,,,,,,
819451169,primary,False,False,59.858000000000004,"LINESTRING (10.4940315 45.3880583, 10.4943101 45.3883195, 10.4944983 45.3884852)",Via Napoleone III,,,,,,
32678419,secondary,True,False,22.070999999999998,"LINESTRING (10.4855755 45.3857609, 10.4855752 45.3857212, 10.4855911 45.3856831, 10.4856217 45.3856497, 10.4856646 45.3856239, 10.4857162 45.3856077)",Via Giuseppe Mazzini,1,4,roundabout,,,
683660901,primary,False,False,36.2,"LINESTRING (10.4935333 45.387472, 10.4937594 45.3877562)",Via Walter Gnutti,,,,,,
683660898,tertiary_link,True,False,43.482,"LINESTRING (10.4935333 45.387472, 10.4936834 45.3875118, 10.493786 45.3875401, 10.4938717 45.387539, 10.4940569 45.3874852)",Via Walter Gnutti,,,,,,
32678419,secondary,True,False,19.796999999999997,"LINESTRING (10.4858411 45.3856119, 10.4858956 45.3856345, 10.4859371 45.3856682, 10.4859612 45.3857094, 10.4859653 45.3857538)",Via Giuseppe Mazzini,1,4,roundabout,,,
32678439,secondary,True,False,25.215,"LINESTRING (10.4858411 45.3856119, 10.485986 45.3855729, 10.4860643 45.3855432, 10.4861336 45.385517)",Via Giuseppe Mazzini,1,,,,,
32678419,secondary,True,False,14.475999999999999,"LINESTRING (10.4859653 45.3857538, 10.4859497 45.3857958, 10.4859163 45.3858323, 10.4858684 45.3858597)",Via Giuseppe Mazzini,1,4,roundabout,,,
32678419,secondary,True,False,11.727,"LINESTRING (10.4858684 45.3858597, 10.4858223 45.3858733, 10.4857727 45.3858784, 10.485723 45.3858744)",Via Giuseppe Mazzini,1,4,roundabout,,,
1141584122,residential,False,False,101.32300000000001,"LINESTRING (10.4858684 45.3858597, 10.4858736 45.3859511, 10.4857209 45.3867638)",Viale Maifreni,,,,,,
32678419,secondary,True,False,18.054,"LINESTRING (10.485723 45.3858744, 10.4856695 45.385859, 10.4856247 45.3858334, 10.4855924 45.3857997, 10.4855755 45.3857609)",Via Giuseppe Mazzini,1,4,roundabout,,,
233169807,secondary,True,False,26.235,"LINESTRING (10.485723 45.3858744, 10.4855571 45.3858981, 10.4854035 45.3859435)",Via Giuseppe Mazzini,1,,,,,
32678419,secondary,True,False,9.896,"LINESTRING (10.4857162 45.3856077, 10.4857791 45.3856026, 10.4858411 45.3856119)",Via Giuseppe Mazzini,1,4,roundabout,,,
32678421,secondary,False,False,31.583,"LINESTRING (10.4857162 45.3856077, 10.4857697 45.3855107, 10.4857825 45.3854924, 10.4858829 45.3853492)",Via Medole,2,,,50,,
683660899,tertiary,False,True,38.05,"LINESTRING (10.4937594 45.3877562, 10.4940569 45.3874852)",,,,,,,
683660901,primary,False,True,36.2,"LINESTRING (10.4937594 45.3877562, 10.4935333 45.387472)",Via Walter Gnutti,,,,,,
35770377,residential,True,False,23.021,"LINESTRING (10.4937594 45.3877562, 10.4936736 45.387885, 10.4936338 45.3879435)",Via Giuseppe Garibaldi,,,,,,
208570670,primary,False,False,39.756,"LINESTRING (10.4937594 45.3877562, 10.4938386 45.38785, 10.4940315 45.3880583)",,,,,,,
"[683660914, 683660907]",residential,False,False,43.685,"LINESTRING (10.4937594 45.3877562, 10.4934345 45.3878762, 10.4932627 45.3879369)",Via Cesare Battisti,,,,,,
683660902,residential,False,True,63.336,"LINESTRING (10.4893459 45.3895992, 10.4900158 45.3892781)",Via Cesare Battisti,,,,,,
378640484,residential,True,False,74.479,"LINESTRING (10.4893459 45.3895992, 10.4893081 45.3895635, 10.4890293 45.3890363, 10.4889981 45.3889773)",Via Gridonia Gonzaga,,,,,,
59026164,residential,False,True,62.857,"LINESTRING (10.4872585 45.3906015, 10.4873702 45.3908011, 10.4874555 45.3910028, 10.487509 45.3911381)",Via Perati,,,,,,
"[346481185, 693782908]","['residential', 'living_street']",True,False,92.45599999999999,"LINESTRING (10.4872585 45.3906015, 10.4874104 45.3905449, 10.4878804 45.3903088, 10.4881618 45.3901899, 10.4882494 45.3901483)",Via Marta Tana,,,,,,
35770374,residential,False,False,160.024,"LINESTRING (10.4826951 45.3936343, 10.4843139 45.3927518)",Viale Boschetti,,,,,,
35770374,residential,False,True,160.024,"LINESTRING (10.4843139 45.3927518, 10.4826951 45.3936343)",Viale Boschetti,,,,,,
"[35770376, 35770375]",residential,False,False,307.647,"LINESTRING (10.4843139 45.3927518, 10.4848632 45.3924675, 10.4850474 45.392378, 10.4854256 45.3921895, 10.4856634 45.3920637, 10.4863801 45.3916845, 10.4864809 45.3916251, 10.4865634 45.3915835, 10.4869724 45.391377, 10.4872627 45.3912252, 10.487386 45.3911824, 10.487509 45.3911381)",,,,,,,
351688371,residential,True,False,202.68099999999998,"LINESTRING (10.4843139 45.3927518, 10.4843022 45.3926922, 10.4842849 45.3926043, 10.4842573 45.3924655, 10.4842116 45.3922361, 10.4841113 45.3917246, 10.4840584 45.391441, 10.4839763 45.3911881, 10.4838415 45.3909672)",Via Martini,,,,,,
59026164,residential,False,True,40.789,"LINESTRING (10.487509 45.3911381, 10.48769 45.3914822)",Via Perati,,,,,,
"[35770376, 35770375]",residential,False,True,307.647,"LINESTRING (10.487509 45.3911381, 10.487386 45.3911824, 10.4872627 45.3912252, 10.4869724 45.391377, 10.4865634 45.3915835, 10.4864809 45.3916251, 10.4863801 45.3916845, 10.4856634 45.3920637, 10.4854256 45.3921895, 10.4850474 45.392378, 10.4848632 45.3924675, 10.4843139 45.3927518)",,,,,,,
59026164,residential,False,False,62.857000000000006,"LINESTRING (10.487509 45.3911381, 10.4874555 45.3910028, 10.4873702 45.3908011, 10.4872585 45.3906015)",Via Perati,,,,,,
683660900,residential,True,False,61.02199999999999,"LINESTRING (10.4932627 45.3879369, 10.4933696 45.387868, 10.4935127 45.3877675, 10.4935542 45.3877193, 10.4935605 45.387664, 10.4935333 45.387472)",Via Cesare Battisti,,,,,,
683660902,residential,False,False,63.089,"LINESTRING (10.4932627 45.3879369, 10.492978 45.3880442, 10.4925376 45.3881865)",Via Cesare Battisti,,,,,,
"[683660914, 683660907]",residential,False,True,43.685,"LINESTRING (10.4932627 45.3879369, 10.4934345 45.3878762, 10.4937594 45.3877562)",Via Cesare Battisti,,,,,,
346481189,residential,True,False,106.784,"LINESTRING (10.4905576 45.3921568, 10.4903541 45.3924307, 10.4898591 45.3928869, 10.4897798 45.3929413)",Via Giovanni Chiassi,,,,,,
348692024,residential,False,False,100.13600000000001,"LINESTRING (10.4894242 45.393237, 10.4892143 45.3934631, 10.4890812 45.3936196, 10.4889701 45.3938148, 10.4888824 45.3939085, 10.488766 45.3940044)",Via Giovanni Chiassi,,,,,,
35770380,residential,False,False,35.116,"LINESTRING (10.4872874 45.3916229, 10.48769 45.3914822)",Piazza San Giovanni Paolo II Papa,,,,,,
348692026,residential,False,True,99.373,"LINESTRING (10.4927261 45.3920223, 10.492107 45.3926606, 10.4920797 45.3926875, 10.4920199 45.3927018, 10.4919601 45.3927149)",Via San Carlo Borromeo,,,,,,
348692024,residential,False,True,100.136,"LINESTRING (10.488766 45.3940044, 10.4888824 45.3939085, 10.4889701 45.3938148, 10.4890812 45.3936196, 10.4892143 45.3934631, 10.4894242 45.393237)",Via Giovanni Chiassi,,,,,,
59026216,residential,False,False,113.143,"LINESTRING (10.4835087 45.3904727, 10.4840526 45.3903899, 10.4844695 45.390341, 10.4849386 45.3903244)",,,,,,,
44338143,residential,False,True,91.362,"LINESTRING (10.4855188 45.3878642, 10.485658 45.3870484)",Piazzale Pio X,,,,,,
346481187,residential,True,False,13.063,"LINESTRING (10.4855188 45.3878642, 10.485567 45.3879767)",Via Zanardelli,,,,,,
1141584123,residential,True,False,2.793,"LINESTRING (10.4857478 45.3869142, 10.4857141 45.3869226)",,,,roundabout,,,
44338141,residential,True,False,110.958,"LINESTRING (10.4864134 45.3877958, 10.4857478 45.3869142)",Viale Maifreni,,,,,,
160614818,residential,True,False,45.614,"LINESTRING (10.4864134 45.3877958, 10.4869786 45.3876923)",Vicolo Ferretti,,,,,,
"[346481184, 693781570]",living_street,True,False,105.208,"LINESTRING (10.4882494 45.3901483, 10.488512 45.3900307, 10.4893459 45.3895992)","['Piazza San Luigi', 'Via Cesare Battisti']",,,,30,,
"[346481186, 693782907]","['living_street', 'residential']",True,False,109.13300000000001,"LINESTRING (10.4882494 45.3901483, 10.4882159 45.3901187, 10.4879616 45.3898301, 10.4878407 45.389659, 10.4878061 45.3896101, 10.487556 45.3892974)",Viale Maifreni,,,,,,
59026166,residential,True,False,92.946,"LINESTRING (10.4911974 45.388681, 10.4919584 45.3893237)",Via Sinigaglia,,,,,,
683660902,residential,False,False,79.858,"LINESTRING (10.4911974 45.388681, 10.4909192 45.3888295, 10.4903706 45.3891035)",Via Cesare Battisti,,,,,,
683660902,residential,False,True,118.292,"LINESTRING (10.4911974 45.388681, 10.4916438 45.3884969, 10.4925376 45.3881865)",Via Cesare Battisti,,,,,,
683660905,residential,True,False,237.89800000000002,"LINESTRING (10.4924685 45.3894823, 10.4924817 45.3895197, 10.4925294 45.3896483, 10.4925563 45.3897436, 10.4925509 45.3899195, 10.4925349 45.3899697, 10.492519 45.3900007, 10.4924449 45.390107, 10.4920647 45.3905076, 10.4915 45.3910406, 10.4912583 45.3913426)",Via Giuseppe Garibaldi,,,,,,
