osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction,width,access
65611387,2,SP116,Via Gardesana,secondary,False,True,82.608,"LINESTRING (10.3540087 45.5189662, 10.353505 45.5188547, 10.3530051 45.5187271)",,,,,
199661488,1,SP116,Via Gardesana,secondary,True,False,22.85,"LINESTRING (10.3540087 45.5189662, 10.3541857 45.5189753, 10.3542595 45.5189668, 10.3543003 45.5189638)",,,,,
200038774,,,Via Ugo Foscolo,residential,False,False,20.329,"LINESTRING (10.3557194 45.5155426, 10.3559557 45.5156201)",,,,,
1039580205,2,,Via Fratelli Kennedy,tertiary,False,False,49.36,"LINESTRING (10.3557194 45.5155426, 10.3554462 45.5159431)",50,,,,
"[1039580205, 65184591, 65184623]",2,,Via Fratelli Kennedy,tertiary,False,True,135.92700000000002,"LINESTRING (10.3557194 45.5155426, 10.3560555 45.5150582, 10.3563066 45.5147271, 10.3564347 45.5145334, 10.3564885 45.5144458)",50,yes,,,
564433200,1,,Via Fratelli Kennedy,tertiary,True,False,16.699,"LINESTRING (10.354719 45.5184439, 10.3548129 45.5185789)",,,,,
65184608,2,,Via Fratelli Kennedy,tertiary,False,True,94.27,"LINESTRING (10.354719 45.5184439, 10.3546521 45.517985, 10.354619 45.5178157, 10.3545977 45.5176006)",50,,,,
199661486,1,SP116,Via Gardesana,secondary,True,False,4.964,"LINESTRING (10.3543148 45.519143, 10.3542948 45.5191256, 10.3542791 45.5191062)",,,roundabout,,
65611387,2,SP116,Via Gardesana,secondary,False,False,156.348,"LINESTRING (10.3511136 45.5182575, 10.3530051 45.5187271)",,,,,
364233398,2,,,unclassified,False,True,17.985,"LINESTRING (10.3511136 45.5182575, 10.3510379 45.5184103)",,,,,
"[65184585, 65184611, 65184581]",2,,Via Cortine,unclassified,False,True,434.1109999999998,"LINESTRING (10.3511136 45.5182575, 10.3511369 45.51819, 10.3512311 45.5179607, 10.3513565 45.5176824, 10.3515612 45.5173088, 10.3516589 45.5171399, 10.351782 45.5169706, 10.3518851 45.5168382, 10.3519833 45.5167368, 10.3521314 45.5166093, 10.3522063 45.5165285, 10.3522661 45.5164589, 10.3523123 45.5163872, 10.3523459 45.5163148, 10.3523797 45.5162348, 10.3524105 45.51614, 10.3524247 45.5160702, 10.352426 45.5160276, 10.3524199 45.515988, 10.3523871 45.5158744, 10.3523374 45.5157578, 10.352306 45.515411, 10.3523048 45.5153141, 10.3523162 45.5152423, 10.3524438 45.5147527, 10.3524747 45.514632, 10.3524913 45.5146041, 10.3525185 45.5145909)",,yes,,,
169317426,2,,Viale Conti Emili,residential,False,False,59.765,"LINESTRING (10.3571052 45.5204221, 10.3567626 45.520903)",,,,,
199661490,2,,,residential,False,False,267.02500000000003,"LINESTRING (10.3571052 45.5204221, 10.3578505 45.520707, 10.357942 45.5207545, 10.3579977 45.5207947, 10.3584478 45.5211533, 10.3588124 45.5213981, 10.3591955 45.5216169, 10.3594864 45.5217836, 10.3597385 45.5219306)",,,,,
199661490,2,,,residential,False,True,171.337,"LINESTRING (10.3571052 45.5204221, 10.3565451 45.5202012, 10.3564487 45.5201643, 10.3563248 45.5201074, 10.3560654 45.5199813, 10.3554403 45.5196574, 10.3552742 45.5195729)",,,,,
199661487,1,SP116,Via Gardesana,secondary,True,False,25.445999999999998,"LINESTRING (10.3548476 45.5192453, 10.3546982 45.5192063, 10.3545374 45.5191743)",,,,,
"[65184585, 65184611, 65184581]",2,,Via Cortine,unclassified,False,False,434.111,"LINESTRING (10.3525185 45.5145909, 10.3524913 45.5146041, 10.3524747 45.514632, 10.3524438 45.5147527, 10.3523162 45.5152423, 10.3523048 45.5153141, 10.352306 45.515411, 10.3523374 45.5157578, 10.3523871 45.5158744, 10.3524199 45.515988, 10.352426 45.5160276, 10.3524247 45.5160702, 10.3524105 45.51614, 10.3523797 45.5162348, 10.3523459 45.5163148, 10.3523123 45.5163872, 10.3522661 45.5164589, 10.3522063 45.5165285, 10.3521314 45.5166093, 10.3519833 45.5167368, 10.3518851 45.5168382, 10.351782 45.5169706, 10.3516589 45.5171399, 10.3515612 45.5173088, 10.3513565 45.5176824, 10.3512311 45.5179607, 10.3511369 45.51819, 10.3511136 45.5182575)",,yes,,,
"[65184620, 586583389]",,,,unclassified,False,True,310.07300000000004,"LINESTRING (10.3525185 45.5145909, 10.3525663 45.5145778, 10.3526003 45.5145725, 10.3547139 45.514529, 10.3550742 45.5145204, 10.3553982 45.5145062, 10.3563198 45.5144551, 10.3564885 45.5144458)",,,,,
