osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel
34238695,True,SP161,Via Mura di Levante,secondary,50,False,53.565,"LINESTRING (11.207064 42.4365584, 11.2071204 42.4365475, 11.207224 42.4365178, 11.2074642 42.4364377, 11.20765 42.4363512)",,
229101788,True,,Piazza della Repubblica,residential,,False,70.15700000000001,"LINESTRING (11.2094879 42.4390328, 11.2096239 42.4389039, 11.2098632 42.4386771, 11.2099211 42.4386221, 11.2099712 42.4385344, 11.2099821 42.4385214)",,
241708295,True,SP161,Via Mura di Ponente,secondary,50,False,367.02700000000004,"LINESTRING (11.2094879 42.4390328, 11.2094209 42.4389824, 11.209162 42.4387834, 11.2088495 42.4385498, 11.2084042 42.438191, 11.2081636 42.4379822, 11.207563 42.4374649, 11.2070042 42.4369623, 11.2068312 42.4368316, 11.2068138 42.4368, 11.2068111 42.4367614, 11.2068459 42.4367158, 11.2069434 42.4366303, 11.207064 42.4365584)",1,
331690109,True,SP161,Via Carlo Consani,secondary,50,False,122.582,"LINESTRING (11.2124392 42.4397684, 11.2123847 42.4398157, 11.2123176 42.439882, 11.2121969 42.4400226, 11.2120516 42.4401824, 11.2120119 42.4402165, 11.2119523 42.4402311, 11.2118979 42.4402334, 11.2118416 42.4402181, 11.2116943 42.4401563, 11.2113557 42.4399942)",,
229101799,True,,Piazza Mario Cortesini,residential,,False,18.233,"LINESTRING (11.2127224 42.4397759, 11.2126802 42.4397309, 11.2126568 42.4396723, 11.2126516 42.4396406, 11.2126489 42.4396245)",,
331690109,True,SP161,Via Carlo Consani,secondary,50,False,23.899,"LINESTRING (11.2127224 42.4397759, 11.212643 42.4397578, 11.2125857 42.4397513, 11.2125176 42.4397505, 11.2124392 42.4397684)",,
331690109,True,SP161,Via Carlo Consani,secondary,50,False,42.282,"LINESTRING (11.2131748 42.4399579, 11.2129748 42.4398771, 11.2129345 42.4398609, 11.2127224 42.4397759)",,
105884962,False,SP161,Via Guglielmo Marconi,secondary,50,True,3.003,"LINESTRING (11.2142532 42.4405189, 11.2142865 42.4405301)",,
38576894,True,SP161,Via Carlo Consani,secondary,50,False,38.147,"LINESTRING (11.2142532 42.4405189, 11.2141411 42.4404859, 11.2140886 42.4404673, 11.2139642 42.4403998, 11.2138605 42.4403401)",,
105884962,False,SP161,Via Guglielmo Marconi,secondary,50,False,3.003,"LINESTRING (11.2142865 42.4405301, 11.2142532 42.4405189)",,
105884962,False,SP161,Via Guglielmo Marconi,secondary,50,True,60.858,"LINESTRING (11.2142865 42.4405301, 11.2144508 42.4405759, 11.2149827 42.4407187)",,
779746332,False,,Via Porta Medina,residential,,False,77.631,"LINESTRING (11.2142865 42.4405301, 11.2141316 42.4407803, 11.2139727 42.4410372, 11.2141481 42.4410923)",,
34238695,True,SP161,Via Mura di Levante,secondary,50,False,33.116,"LINESTRING (11.2136663 42.4373037, 11.213817 42.4373602, 11.2140146 42.4374534)",,
245292597,True,,Via Antonio Gramsci,residential,,False,80.555,"LINESTRING (11.2136663 42.4373037, 11.2134835 42.4376935, 11.2134717 42.4377186, 11.2133452 42.4379883)",,
34238695,True,SP161,Via Mura di Levante,secondary,50,False,88.465,"LINESTRING (11.2140146 42.4374534, 11.2140728 42.4375002, 11.2141597 42.437584, 11.2142041 42.4376467, 11.2142338 42.4377319, 11.2142545 42.4378361, 11.2142782 42.4379979, 11.2143019 42.4381969)",,
34238695,True,SP161,Via Mura di Levante,secondary,50,False,145.076,"LINESTRING (11.2143019 42.4381969, 11.2143009 42.438398, 11.214297 42.438484, 11.2142821 42.4385773, 11.2142565 42.4387165, 11.2142278 42.4388338, 11.2141873 42.4389526, 11.2141617 42.4390189, 11.2141261 42.4390838, 11.2140718 42.4391588, 11.2139622 42.4392885, 11.2138447 42.4394284)",,
"[1087619393, 105884958]",True,,Lungolago Marinai d'Italia,residential,,False,121.56800000000001,"LINESTRING (11.2143615 42.4417862, 11.2135131 42.4415565, 11.2133312 42.4415073, 11.2131612 42.4414418, 11.2129997 42.4413648)",,
229101794,False,,Via Brinella,residential,,False,4.108,"LINESTRING (11.20765 42.4363512, 11.2076593 42.4363875)",,
