osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,ref,bridge
96213069,Via Ugo Foscolo,residential,False,False,7.258,"LINESTRING (14.2000553 37.3689722, 14.2000977 37.3690281)",,,,,
52406718,Via Belvedere,residential,False,False,46.239999999999995,"LINESTRING (14.2000553 37.3689722, 14.2001429 37.3689816, 14.2005325 37.3691351)",,,,,
96213069,Via Ugo Foscolo,residential,False,False,19.225,"LINESTRING (14.2007589 37.3699894, 14.2008175 37.3701559)",,,,,
96213069,Via Ugo Foscolo,residential,False,True,22.157,"LINESTRING (14.2007589 37.3699894, 14.2006866 37.3697986)",,,,,
547570697,Via Amore,residential,False,False,50.02,"LINESTRING (14.2007589 37.3699894, 14.2012935 37.3698416)",,,,,
547570697,Via Amore,residential,False,True,72.96000000000001,"LINESTRING (14.2007589 37.3699894, 14.2002717 37.370089, 14.1999542 37.3701342)",,,,,
102019484,Via Brancaccio,residential,False,True,30.266,"LINESTRING (14.2011768 37.3695857, 14.2012935 37.3698416)",,,,,
52406718,Via Belvedere,residential,False,False,144.894,"LINESTRING (14.2011768 37.3695857, 14.2013938 37.3695291, 14.2014763 37.369533, 14.2015307 37.3695739, 14.2018172 37.3699773, 14.202183 37.3704242)",,,,,
52406718,Via Belvedere,residential,False,True,77.831,"LINESTRING (14.2011768 37.3695857, 14.200999 37.3693599, 14.2007798 37.3692529, 14.2005325 37.3691351)",,,,,
52406714,Via Grillo,residential,False,False,23.514,"LINESTRING (14.1994702 37.3705169, 14.1997096 37.3704246)",,,,,
481701702,Corso Vittorio Emanuele,primary,False,False,16.956,"LINESTRING (14.1994702 37.3705169, 14.1995949 37.3706328)",2,50,,,
"[481701702, 481701703]","['Via dei Giardini', 'Corso Vittorio Emanuele']",primary,False,True,250.56400000000002,"LINESTRING (14.1994702 37.3705169, 14.199245 37.3703363, 14.1991248 37.3702746, 14.1989846 37.3702257, 14.1985846 37.3701368, 14.1984731 37.3701028, 14.1983689 37.3700456, 14.1981545 37.3698539, 14.1981091 37.3698133, 14.1980732 37.369767, 14.1980479 37.3697165, 14.1980338 37.3696634, 14.1980315 37.3696091, 14.1980358 37.3695833, 14.1980402 37.3695577, 14.1980595 37.3695082, 14.1980886 37.3694619, 14.198127 37.3694201, 14.1981721 37.3693729, 14.1982633 37.3692787, 14.1982986 37.3692328, 14.1983153 37.3691773, 14.1983207 37.3691205, 14.1983144 37.3690637, 14.1982967 37.3690084, 14.1982756 37.3689691)",2,50,,,
52406714,Via Grillo,residential,False,True,23.514,"LINESTRING (14.1997096 37.3704246, 14.1994702 37.3705169)",,,,,
52406714,Via Grillo,residential,False,False,21.556,"LINESTRING (14.1997096 37.3704246, 14.1997306 37.3704175, 14.1999341 37.3703488)",,,,,
481701696,Via Collodoro,residential,False,False,30.360999999999997,"LINESTRING (14.1997096 37.3704246, 14.1997119 37.3705485, 14.199703 37.3706023, 14.1996685 37.3706255, 14.1995949 37.3706328)",,,,,
96213069,Via Ugo Foscolo,residential,False,True,26.489,"LINESTRING (14.2010791 37.3707102, 14.2009535 37.3704939)",,,,,
448578402,Via Speciale,residential,False,False,58.953,"LINESTRING (14.2010791 37.3707102, 14.2017054 37.3705276)",,,,,
96213069,Via Ugo Foscolo,residential,False,False,25.092,"LINESTRING (14.2010791 37.3707102, 14.2012062 37.3708714, 14.2012299 37.3709014)",,,,,
448578402,Via Speciale,residential,False,True,83.013,"LINESTRING (14.2010791 37.3707102, 14.2002724 37.3709427, 14.2002247 37.370995)",,,,,
52406714,Via Grillo,residential,False,False,53.148,"LINESTRING (14.2008175 37.3701559, 14.2013901 37.3700097)",,,,,
52406714,Via Grillo,residential,False,True,80.959,"LINESTRING (14.2008175 37.3701559, 14.1999341 37.3703488)",,,,,
96213069,Via Ugo Foscolo,residential,False,False,19.275,"LINESTRING (14.2008175 37.3701559, 14.2008799 37.370322)",,,,,
96213069,Via Ugo Foscolo,residential,False,True,19.225,"LINESTRING (14.2008175 37.3701559, 14.2007589 37.3699894)",,,,,
52406714,Via Grillo,residential,False,True,53.148,"LINESTRING (14.2013901 37.3700097, 14.2008175 37.3701559)",,,,,
102019484,Via Brancaccio,residential,False,False,20.549,"LINESTRING (14.2013901 37.3700097, 14.2012935 37.3698416)",,,,,
102019484,Via Brancaccio,residential,False,True,20.115,"LINESTRING (14.2013901 37.3700097, 14.2014794 37.3701761)",,,,,
52406718,Via Belvedere,residential,False,False,18.788,"LINESTRING (14.2022587 37.3705225, 14.2023695 37.3706667)",,,,,
52406718,Via Belvedere,residential,False,True,12.815,"LINESTRING (14.2022587 37.3705225, 14.202183 37.3704242)",,,,,
102019464,Via Piazza,residential,False,False,42.535,"LINESTRING (14.2022587 37.3705225, 14.2018618 37.3707389)",,,,,
481701681,Vicolo Bonfirraro,residential,False,False,22.114,"LINESTRING (14.2007882 37.3720026, 14.2005641 37.3720911)",,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,25.505,"LINESTRING (14.2007882 37.3720026, 14.2007139 37.37188, 14.2006834 37.3718454, 14.2006307 37.3718162)",2,,,,
52407219,Via Paternò Rossi,residential,False,False,116.728,"LINESTRING (14.2008855 37.3721721, 14.2021005 37.3717602)",,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,20.716,"LINESTRING (14.2008855 37.3721721, 14.2007882 37.3720026)",2,,,,
52407219,Via Paternò Rossi,residential,False,True,70.771,"LINESTRING (14.2008855 37.3721721, 14.2008418 37.3721867, 14.2005965 37.3722724, 14.2003669 37.3723453, 14.2001489 37.3724217)",,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,36.415,"LINESTRING (14.2010038 37.3724858, 14.2008855 37.3721721)",2,,,,
481701679,Via Russo,residential,False,False,133.686,"LINESTRING (14.2010038 37.3724858, 14.2014814 37.3724066, 14.2016736 37.3723171, 14.2018656 37.3722516, 14.2020955 37.3721773, 14.202269 37.3721173, 14.2024065 37.372059)",,,,,
52406718,Via Belvedere,residential,False,False,25.676,"LINESTRING (14.2028965 37.3713551, 14.2030415 37.3715552)",,,,,
52406718,Via Belvedere,residential,False,True,28.167,"LINESTRING (14.2028965 37.3713551, 14.2027374 37.3711356)",,,,,
1242204595,Via Fiume,residential,False,True,66.598,"LINESTRING (14.2028965 37.3713551, 14.2022705 37.3716886)",,,,,
"[1163842105, 1242204595]","['Via Fiume', 'Via Mintina']",residential,False,"[False, True]",42.722,"LINESTRING (14.2028965 37.3713551, 14.2030374 37.3712828, 14.2032041 37.3714959)",,,,,
52406718,Via Belvedere,residential,False,True,24.301,"LINESTRING (14.2031787 37.3717446, 14.2030415 37.3715552)",,,,,
1242204601,Via San Francesco,residential,False,True,45.86,"LINESTRING (14.2031787 37.3717446, 14.2027286 37.3719499)",,,,,
52406718,Via Belvedere,residential,False,False,27.968,"LINESTRING (14.2031787 37.3717446, 14.2032817 37.3719059, 14.2033204 37.3719695)",,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,37.788,"LINESTRING (14.2012235 37.3730823, 14.2011062 37.3727555)",2,,,,
556366450,Corso Umberto I,residential,False,True,56.633,"LINESTRING (14.2012235 37.3730823, 14.2006204 37.3732546)",,,,,
1242963499,Corso Umberto I,tertiary,False,True,154.65,"LINESTRING (14.2012235 37.3730823, 14.2028821 37.3726385)",,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,40.21,"LINESTRING (14.2018488 37.3746592, 14.2017006 37.3743173)",2,,,,
481701701,Via Fratelli Cairoli,residential,False,False,35.924,"LINESTRING (14.2018488 37.3746592, 14.2014685 37.3747734)",,,,,
481701672,Via Dante,residential,True,False,41.278,"LINESTRING (14.2015952 37.3740861, 14.2011621 37.3742252)",,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,38.615,"LINESTRING (14.2015952 37.3740861, 14.2015352 37.3739393, 14.2014651 37.3737546)",2,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,40.83,"LINESTRING (14.2014651 37.3737546, 14.2013379 37.3734016)",2,,,,
481701673,Via Fratelli Bonfirraro,residential,True,False,137.793,"LINESTRING (14.2014651 37.3737546, 14.2016963 37.3736999, 14.2017593 37.3736765, 14.2020691 37.373474, 14.2022327 37.3733407, 14.2026566 37.3730509, 14.2026647 37.3730085)",,,,,
52406719,Via Giuseppe Mazzini,residential,False,True,18.647,"LINESTRING (14.2040808 37.3746468, 14.2042912 37.3746339)",,,,,
1242905430,Via Giuseppe Mazzini,residential,True,False,27.318,"LINESTRING (14.2040808 37.3746468, 14.2037722 37.3746615)",,,,,
1242198083,Via G. L. Barberi,residential,False,False,86.726,"LINESTRING (14.2040808 37.3746468, 14.2040974 37.3747555, 14.2043687 37.3747454, 14.2044579 37.3749516, 14.204551 37.3751763)",,,,,
1163364068,Via Umbria,residential,False,False,19.781,"LINESTRING (14.2030863 37.3746979, 14.2030627 37.374521)",,,,,
1242905430,Via Giuseppe Mazzini,residential,True,False,51.908,"LINESTRING (14.2030863 37.3746979, 14.2024996 37.3747211)",,,,,
251665291,Corso Vittorio Emanuele,primary,True,False,11.35,"LINESTRING (14.2018785 37.3747585, 14.201853 37.3746731, 14.2018488 37.3746592)",2,,,,
125539692,Viale Signore Ritrovato,residential,False,False,67.115,"LINESTRING (14.2057951 37.3731903, 14.2059177 37.3732203, 14.206258 37.3732657, 14.2064489 37.3733013, 14.2065376 37.3733138)",,30,,,
125539692,Viale Signore Ritrovato,residential,False,True,96.24100000000001,"LINESTRING (14.2057951 37.3731903, 14.2054947 37.3730959, 14.2051606 37.3729907, 14.204943 37.3729151, 14.2047982 37.3728455)",,30,,,
125539692,Viale Signore Ritrovato,residential,False,False,8.752,"LINESTRING (14.2068757 37.3734025, 14.2069691 37.3734287)",,30,,,
125539692,Viale Signore Ritrovato,residential,False,True,31.463,"LINESTRING (14.2068757 37.3734025, 14.2065376 37.3733138)",,30,,,
481636123,Via Dalmazio Birago,residential,False,True,57.13,"LINESTRING (14.2068757 37.3734025, 14.2068491 37.3735189, 14.2069866 37.3738533, 14.2069955 37.3738964)",,,,,
125539692,Viale Signore Ritrovato,residential,False,True,8.752,"LINESTRING (14.2069691 37.3734287, 14.2068757 37.3734025)",,30,,,
125539692,Viale Signore Ritrovato,residential,False,False,175.264,"LINESTRING (14.2069691 37.3734287, 14.2073809 37.3735938, 14.2075049 37.373669, 14.20757 37.3737264, 14.2077901 37.3739988, 14.2079078 37.3741604, 14.2081287 37.3746264)",,30,,,
