osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,junction
378023805,True,secondary,False,17.921,"LINESTRING (14.3072523 40.96096, 14.3072006 40.9608673, 14.3071573 40.9608163)",,,,
378023806,True,tertiary,False,48.32,"LINESTRING (14.306545 40.9608241, 14.3069243 40.9607214, 14.3070755 40.9606587)",,,,
28874919,False,secondary,False,33.161,"LINESTRING (14.3048126 40.9566661, 14.3050374 40.9566389, 14.3051983 40.9566045)",SP23,Via Fratelli Rosselli,40,
248682934,False,secondary,False,122.655,"LINESTRING (14.3048126 40.9566661, 14.3044772 40.9556295, 14.3044657 40.9555946)",SP336,Corso Umberto I,30,
248682934,False,secondary,True,212.262,"LINESTRING (14.3048126 40.9566661, 14.3051405 40.9570594, 14.3057401 40.9576892, 14.30624 40.9581737, 14.3062836 40.9582168)",SP336,Corso Umberto I,30,
248682934,False,secondary,False,37.043,"LINESTRING (14.307123 40.9604725, 14.3070387 40.9601455)",SP336,Corso Umberto I,30,
378023808,True,secondary,False,19.72,"LINESTRING (14.307123 40.9604725, 14.3071926 40.9605432, 14.3072642 40.9606142)",,,,
248682938,False,tertiary,False,62.806,"LINESTRING (14.3076521 40.9608971, 14.308238 40.9612482)",SP292,Via Sant'Arcangelo,,
378023807,True,tertiary,False,31.022,"LINESTRING (14.3076521 40.9608971, 14.3073207 40.9607738)",,,,
30491844,False,residential,True,35.514,"LINESTRING (14.308238 40.9612482, 14.3086609 40.9612435)",,Via Francesco Caracciolo,,
248682938,False,tertiary,True,62.806,"LINESTRING (14.308238 40.9612482, 14.3076521 40.9608971)",SP292,Via Sant'Arcangelo,,
30491844,False,residential,False,69.715,"LINESTRING (14.3117235 40.9611518, 14.3116818 40.9611781, 14.3116079 40.9612068, 14.311472 40.9612068, 14.3109152 40.9612154)",,Via Francesco Caracciolo,,
30491844,False,residential,True,30.765,"LINESTRING (14.3117235 40.9611518, 14.3118155 40.9611478, 14.3120878 40.9611233)",,Via Francesco Caracciolo,,
193042775,False,residential,True,132.595,"LINESTRING (14.3117235 40.9611518, 14.311586 40.9608693, 14.3113795 40.9604197, 14.311299 40.9602029, 14.3113044 40.9600125)",,Via Confalonieri,,
30492144,False,residential,False,35.089,"LINESTRING (14.3137508 40.9587991, 14.3141119 40.9589579)",,Via delle Rose,,
380399877,False,residential,True,32.274,"LINESTRING (14.3137508 40.9587991, 14.313394 40.9586912)",,Via delle Rose,,
"[30492027, 30491844]",False,residential,"[False, True]",305.106,"LINESTRING (14.3137508 40.9587991, 14.313586 40.9599697, 14.3135754 40.9600805, 14.3135943 40.9602161, 14.3137094 40.9609404, 14.3129353 40.9610184)",,"['Via Nino Bixio', 'Via Francesco Caracciolo']",,
30492144,False,residential,False,43.813,"LINESTRING (14.3148827 40.9591216, 14.3151134 40.9591388, 14.3154027 40.9591532)",,Via delle Rose,,
30492144,False,residential,True,68.214,"LINESTRING (14.3148827 40.9591216, 14.314582 40.959101, 14.3144747 40.9590869, 14.3143718 40.9590576, 14.3141119 40.9589579)",,Via delle Rose,,
193044794,False,residential,True,203.488,"LINESTRING (14.3148827 40.9591216, 14.3151319 40.9577014, 14.3151748 40.9574624, 14.3152219 40.9573103)",,Via Giovanni XXIII,,
30492144,False,residential,True,35.089,"LINESTRING (14.3141119 40.9589579, 14.3137508 40.9587991)",,Via delle Rose,,
30492233,False,residential,False,192.923,"LINESTRING (14.3141119 40.9589579, 14.3143915 40.9572358)",,Via Pio IX,,
30492144,False,residential,False,68.214,"LINESTRING (14.3141119 40.9589579, 14.3143718 40.9590576, 14.3144747 40.9590869, 14.314582 40.959101, 14.3148827 40.9591216)",,Via delle Rose,,
30492233,False,residential,False,53.805,"LINESTRING (14.3143915 40.9572358, 14.3144362 40.9567531)",,Via Pio IX,,
30492233,False,residential,True,192.923,"LINESTRING (14.3143915 40.9572358, 14.3141119 40.9589579)",,Via Pio IX,,
380400955,False,residential,True,53.162,"LINESTRING (14.3143915 40.9572358, 14.3137587 40.9572216)",,Via Luigi Settembrini,,
193042782,False,residential,True,70.228,"LINESTRING (14.3143915 40.9572358, 14.3147187 40.9572613, 14.3150568 40.957294, 14.3152219 40.9573103)",,Via Luigi Settembrini,,
30492233,False,residential,True,58.006,"LINESTRING (14.3144919 40.9557362, 14.3144747 40.9562577)",,Via Pio IX,,
28874919,False,secondary,True,61.93900000000001,"LINESTRING (14.3144919 40.9557362, 14.3142606 40.9557459, 14.3140376 40.9557699, 14.3137646 40.9558191)",SP23,Via Fratelli Rosselli,40,
380400955,False,residential,False,52.725,"LINESTRING (14.3115487 40.9570887, 14.3121721 40.9571452)",,Via Luigi Settembrini,,
193042777,True,residential,False,108.066,"LINESTRING (14.3115487 40.9570887, 14.311535 40.9575009, 14.3115028 40.9580599)",,,,
380400955,False,residential,True,41.402,"LINESTRING (14.3115487 40.9570887, 14.3115243 40.9570876, 14.3112427 40.9570512, 14.3110683 40.9570096)",,Via Luigi Settembrini,,
380399877,False,residential,True,15.997,"LINESTRING (14.3115028 40.9580599, 14.3113123 40.9580599)",,Via delle Rose,,
380399877,False,residential,False,54.254000000000005,"LINESTRING (14.3115028 40.9580599, 14.3117709 40.9580718, 14.3118971 40.9580883, 14.312125 40.9581649)",,Via delle Rose,,
28874919,False,secondary,True,69.619,"LINESTRING (14.3082819 40.956192, 14.3074738 40.9560522)",SP23,Via Fratelli Rosselli,40,
28874919,False,secondary,False,48.381,"LINESTRING (14.3082819 40.956192, 14.3084486 40.9562059, 14.3088564 40.9562229)",SP23,Via Fratelli Rosselli,40,
193042763,False,residential,True,76.50200000000001,"LINESTRING (14.3082819 40.956192, 14.3082305 40.9558763, 14.3081961 40.9555073)",,,,
193043772,False,residential,True,123.103,"LINESTRING (14.3082819 40.956192, 14.3082976 40.9564982, 14.3082869 40.9568587, 14.30826 40.9572983)",,,,
193042783,False,residential,True,41.928,"LINESTRING (14.3090513 40.9572375, 14.3090325 40.9576143)",,,,
193043755,False,residential,True,56.553,"LINESTRING (14.3090513 40.9572375, 14.3083781 40.9572234)",,,,
193042783,False,residential,False,112.32499999999999,"LINESTRING (14.3090513 40.9572375, 14.3090754 40.9567595, 14.3090781 40.9564962, 14.3090684 40.9562278)",,,,
193042783,False,residential,False,41.928,"LINESTRING (14.3090325 40.9576143, 14.3090513 40.9572375)",,,,
193042783,False,residential,True,45.803,"LINESTRING (14.3090325 40.9576143, 14.3090003 40.9580255)",,,,
193043787,False,residential,False,59.713,"LINESTRING (14.3090325 40.9576143, 14.3097432 40.9576322)",,,,
193043787,False,residential,True,54.962,"LINESTRING (14.3090325 40.9576143, 14.3085336 40.9576062, 14.3083781 40.9576062)",,,,
28874919,False,secondary,True,17.811,"LINESTRING (14.3090684 40.9562278, 14.3088564 40.9562229)",SP23,Via Fratelli Rosselli,40,
28874919,False,secondary,False,40.76,"LINESTRING (14.3090684 40.9562278, 14.3093691 40.9562242, 14.3095535 40.9562171)",SP23,Via Fratelli Rosselli,40,
193042783,False,residential,True,112.325,"LINESTRING (14.3090684 40.9562278, 14.3090781 40.9564962, 14.3090754 40.9567595, 14.3090513 40.9572375)",,,,
28874919,False,secondary,True,37.734,"LINESTRING (14.3110265 40.9561777, 14.3105773 40.9561862)",SP23,Via Fratelli Rosselli,40,
28874919,False,secondary,False,235.951,"LINESTRING (14.3110265 40.9561777, 14.3121616 40.9561721, 14.3123866 40.9561531, 14.3125315 40.9561265, 14.3133976 40.9558966, 14.3137646 40.9558191)",SP23,Via Fratelli Rosselli,40,
193042751,True,residential,False,92.57,"LINESTRING (14.3110265 40.9561777, 14.3110549 40.9567575, 14.3110683 40.9570096)",,Via Massimo D'Azeglio,,
193042757,False,residential,False,68.773,"LINESTRING (14.3113044 40.9600125, 14.3116128 40.9600146, 14.3121224 40.9600386)",,Via De Carolis,,
193042775,False,residential,False,132.59499999999997,"LINESTRING (14.3113044 40.9600125, 14.311299 40.9602029, 14.3113795 40.9604197, 14.311586 40.9608693, 14.3117235 40.9611518)",,Via Confalonieri,,
