osmid,ref,highway,oneway,reversed,length,lanes,name,geometry,maxspeed,access
235905088,SP81,residential,False,True,7.174,,,"LINESTRING (15.7094042 41.3258784, 15.709427 41.3258162)",,
235905092,,residential,False,False,25.046,,,"LINESTRING (15.7094042 41.3258784, 15.7093649 41.3261017)",,
23434712,,residential,False,False,34.988,1,Via Cesare Battisti,"LINESTRING (15.7094042 41.3258784, 15.7093427 41.3258909, 15.7092877 41.3258926, 15.7092212 41.3258815, 15.7090832 41.3258461, 15.7090091 41.3258129)",,
382650644,,residential,True,False,39.579,,Via Vittorio Veneto,"LINESTRING (15.7090091 41.3258129, 15.7086146 41.3260102)",,
23434712,,residential,False,True,34.988,1,Via Cesare Battisti,"LINESTRING (15.7090091 41.3258129, 15.7090832 41.3258461, 15.7092212 41.3258815, 15.7092877 41.3258926, 15.7093427 41.3258909, 15.7094042 41.3258784)",,
235905094,,tertiary,False,False,63.279,,Corso Aldo Moro,"LINESTRING (15.7061778 41.3267747, 15.7066771 41.3272028)",,
30791796,SP80,tertiary,False,False,39.214,,Viale Ferrovia,"LINESTRING (15.7095151 41.328459, 15.7099226 41.3286343)",,
37102100,,tertiary,False,True,43.913,,,"LINESTRING (15.7095151 41.328459, 15.7090648 41.328255)",,
235905095,,residential,False,False,33.395,,Corso Vito Vittorio Lenoci,"LINESTRING (15.7095151 41.328459, 15.7092994 41.3287119)",,
443668003,,tertiary,False,True,43.575,,Corso Vito Vittorio Lenoci,"LINESTRING (15.7095151 41.328459, 15.7097812 41.3281219)",,
23434713,,residential,False,False,48.08,,Via Paolo VI,"LINESTRING (15.7068381 41.331598, 15.7064397 41.3312858)",,
604749009,,residential,False,True,45.315,,Largo Risorgimento,"LINESTRING (15.7068381 41.331598, 15.7064138 41.3318521)",,
604749011,,residential,False,False,25.252,,Via Gronchi,"LINESTRING (15.7068381 41.331598, 15.7070616 41.331751)",,
604751031,,residential,False,True,73.18,,Corso Vito Vittorio Lenoci,"LINESTRING (15.7068381 41.331598, 15.7073108 41.3310438)",,
23434713,,residential,False,True,27.447,,Via Paolo VI,"LINESTRING (15.7054902 41.330554, 15.7057244 41.3307272)",,
23434715,SP81,tertiary,False,False,66.258,,Via Alcide De Gasperi,"LINESTRING (15.7054902 41.330554, 15.7052393 41.3311193)",,
421261747,,residential,True,False,56.25,,Via Paolo VI,"LINESTRING (15.7054902 41.330554, 15.7050419 41.3301764)",,
684738431,,tertiary,False,True,130.456,,Corso Umberto I,"LINESTRING (15.7054902 41.330554, 15.705923 41.3294267)",,
26785719,,tertiary,False,False,28.116,,Via Basso,"LINESTRING (15.7099661 41.3258486, 15.7101431 41.3260637)",,
37102101,,tertiary,False,False,36.609,,,"LINESTRING (15.7099661 41.3258486, 15.7097405 41.3255663)",,
32618006,SP83,tertiary,False,True,70.352,,Via Stornara,"LINESTRING (15.7099661 41.3258486, 15.7104912 41.3256201, 15.7106985 41.325536)",,
26785719,,tertiary,False,True,46.093,,Via Basso,"LINESTRING (15.7108167 41.3269184, 15.7105355 41.3265617)",,
443668003,,tertiary,False,False,43.482,,Corso Vito Vittorio Lenoci,"LINESTRING (15.7108167 41.3269184, 15.7105367 41.3272481)",,
382640536,,residential,False,True,46.646,,Via Sardegna,"LINESTRING (15.7108167 41.3269184, 15.7108543 41.3269668, 15.7108864 41.3270081, 15.7112355 41.3271839)",,
32618222,,tertiary,True,False,42.528,,Piazza Pietro Nenni,"LINESTRING (15.7071189 41.3274379, 15.7069013 41.3277837)",,
32244708,SP83,tertiary,True,False,78.61200000000001,,Corso Umberto I,"LINESTRING (15.7071189 41.3274379, 15.7072857 41.3272652, 15.7075916 41.3269816, 15.7077223 41.3268984)",,
37102099,,tertiary,False,True,30.91,,Piazza Pietro Nenni,"LINESTRING (15.7071189 41.3274379, 15.7070626 41.3274455, 15.7068116 41.3273051)",,
37102100,,tertiary,False,False,41.144999999999996,,,"LINESTRING (15.7071189 41.3274379, 15.7072195 41.3274242, 15.7072701 41.3274269, 15.7073971 41.3274883, 15.7075606 41.3275591)",,
32618222,,tertiary,True,False,65.937,,Piazza Pietro Nenni,"LINESTRING (15.7069013 41.3277837, 15.7065424 41.3283119)",,
382873659,,residential,False,True,37.109,,,"LINESTRING (15.7069013 41.3277837, 15.7072819 41.327956)",,
32656989,,tertiary,False,False,23.53,,,"LINESTRING (15.7061246 41.3289275, 15.7062197 41.3287283)",,
235905093,,tertiary,False,False,23.158,,Corso Umberto I,"LINESTRING (15.7061246 41.3289275, 15.7060441 41.3291268)",,
382647657,,residential,False,True,95.146,,,"LINESTRING (15.7061246 41.3289275, 15.7072133 41.3291801)",,
684738430,,residential,False,False,59.939,,,"LINESTRING (15.7061246 41.3289275, 15.7054447 41.3287546)",,
32244906,,residential,False,False,96.926,,Via Kennedy,"LINESTRING (15.7080292 41.3326928, 15.7074022 41.3334264)",,
32244906,,residential,False,True,121.124,,Via Kennedy,"LINESTRING (15.7080292 41.3326928, 15.7088157 41.3317775)",,
604749011,,residential,False,False,120.113,,Via Gronchi,"LINESTRING (15.7080292 41.3326928, 15.7089572 41.3335182)",,
604749011,,residential,False,True,60.897999999999996,,Via Gronchi,"LINESTRING (15.7080292 41.3326928, 15.7076859 41.3323513, 15.7075919 41.3322545)",,
120746919,,unclassified,False,True,51.396,,Via Puglie,"LINESTRING (15.7091192 41.333724, 15.7088133 41.3341251)",,
604717379,,unclassified,False,False,14.554,,Via Puglie,"LINESTRING (15.7091192 41.333724, 15.7092067 41.3336108)",,
382643167,,unclassified,False,True,26.71,,,"LINESTRING (15.7091192 41.333724, 15.7090907 41.3336686, 15.7090481 41.3336176, 15.7090056 41.3335683, 15.7089572 41.3335182)",,
120746919,,unclassified,False,False,28.031,,Via Puglie,"LINESTRING (15.70863 41.3343363, 15.7088133 41.3341251)",,
1179635553,,unclassified,False,True,141.483,,,"LINESTRING (15.70863 41.3343363, 15.707291 41.3335565)",,
32244906,,residential,False,True,17.19,,Via Kennedy,"LINESTRING (15.707291 41.3335565, 15.7074022 41.3334264)",,
1179635553,,unclassified,False,False,141.483,,,"LINESTRING (15.707291 41.3335565, 15.70863 41.3343363)",,
751658728,,residential,False,False,130.583,,Via Tommaso Fiore,"LINESTRING (15.707291 41.3335565, 15.7064849 41.3330816, 15.7062049 41.3329356, 15.7061071 41.3328059)",,
740543062,,tertiary,False,False,17.536,,,"LINESTRING (15.7064283 41.3282854, 15.7063591 41.3284343)",,
740547759,,residential,True,False,8.418,,Via Duca degli Abruzzi,"LINESTRING (15.7064283 41.3282854, 15.7063331 41.3282605)",,
37102099,,tertiary,False,False,30.91,,Piazza Pietro Nenni,"LINESTRING (15.7068116 41.3273051, 15.7070626 41.3274455, 15.7071189 41.3274379)",,
