osmid,highway,oneway,reversed,length,name,geometry,junction,lanes,ref,maxspeed,bridge
219156466,residential,False,False,14.25,,"LINESTRING (29.9941598 -22.1951266, 29.9942898 -22.1951706)",,,,,
751065250,tertiary,False,True,16.213,Mbutshila,"LINESTRING (29.9916646 -22.2018315, 29.9915197 -22.2017744)",,,,,
751065250,tertiary,False,False,469.81,Mbutshila,"LINESTRING (29.9916646 -22.2018315, 29.9922305 -22.2020339, 29.992547 -22.2021419, 29.9929534 -22.2022673, 29.9932042 -22.2023331, 29.993514 -22.2023654, 29.9937902 -22.2023803, 29.9940491 -22.2023468, 29.9943133 -22.2023008, 29.994615 -22.202204, 29.9947561 -22.2021325, 29.9949163 -22.2020514, 29.9951396 -22.2019099, 29.9953942 -22.2016924, 29.9957671 -22.2013411)",,,,,
219156466,residential,False,False,109.426,,"LINESTRING (29.9948336 -22.1953411, 29.9958418 -22.1956526)",,,,,
27173501,residential,False,False,84.593,,"LINESTRING (29.9948336 -22.1953411, 29.9948622 -22.1952462, 29.9950543 -22.1946083)",,,,,
219156466,residential,False,True,59.13,,"LINESTRING (29.9948336 -22.1953411, 29.9947399 -22.1953172, 29.9945826 -22.1952659, 29.9942898 -22.1951706)",,,,,
27203337,tertiary,False,True,90.965,,"LINESTRING (29.9897398 -22.2017462, 29.9896647 -22.2020123, 29.9895599 -22.2025466)",,,,,
751065248,tertiary,True,False,30.683999999999997,,"LINESTRING (29.9897398 -22.2017462, 29.9897001 -22.201732, 29.9896649 -22.2017098, 29.9896358 -22.201681, 29.9896144 -22.2016469, 29.9896017 -22.2016093, 29.9895984 -22.20157, 29.9896046 -22.201531)",roundabout,,,,
27203338,residential,False,False,57.349000000000004,,"LINESTRING (29.9901996 -22.1982599, 29.9900475 -22.1982427, 29.9896437 -22.1982435)",,,,,
265415420,tertiary,False,False,450.04400000000004,Makhado,"LINESTRING (29.9901996 -22.1982599, 29.9901377 -22.1977788, 29.9901484 -22.1976099, 29.9903836 -22.1972136, 29.9911891 -22.1958566, 29.991501 -22.1953175, 29.9916083 -22.1950915, 29.9917775 -22.1945804)",,,,,
751065249,tertiary,False,True,357.9429999999999,,"LINESTRING (29.9901996 -22.1982599, 29.9902654 -22.1987566, 29.9903429 -22.1993411, 29.9903637 -22.1995783, 29.9903262 -22.1997198, 29.9902388 -22.2000443, 29.9900891 -22.2005893, 29.9900449 -22.2007325, 29.9898371 -22.2014059)",,,,,
428741882,residential,False,True,158.903,,"LINESTRING (29.9896437 -22.1982435, 29.989656 -22.1968145)",,,,,
27203338,residential,False,False,92.132,,"LINESTRING (29.9896437 -22.1982435, 29.9890815 -22.1982959, 29.9887557 -22.1983436)",,,,,
27203338,residential,False,True,57.349000000000004,,"LINESTRING (29.9896437 -22.1982435, 29.9900475 -22.1982427, 29.9901996 -22.1982599)",,,,,
27203352,tertiary,False,False,163.077,,"LINESTRING (29.9899723 -22.2016211, 29.9901553 -22.2016776, 29.9902372 -22.2016827, 29.9903986 -22.2016776, 29.9906164 -22.2016458, 29.9907641 -22.2016343, 29.9909462 -22.2016242, 29.9911196 -22.2016669, 29.9913634 -22.2017406, 29.9915197 -22.2017744)",,,,,
751065248,tertiary,True,False,30.689999999999998,,"LINESTRING (29.9899723 -22.2016211, 29.9899569 -22.2016578, 29.989933 -22.2016905, 29.9899019 -22.2017174, 29.989865 -22.2017372, 29.9898244 -22.2017489, 29.9897819 -22.201752, 29.9897398 -22.2017462)",roundabout,,,,
751065250,tertiary,False,False,16.213,Mbutshila,"LINESTRING (29.9915197 -22.2017744, 29.9916646 -22.2018315)",,,,,
27203352,tertiary,False,True,163.077,,"LINESTRING (29.9915197 -22.2017744, 29.9913634 -22.2017406, 29.9911196 -22.2016669, 29.9909462 -22.2016242, 29.9907641 -22.2016343, 29.9906164 -22.2016458, 29.9903986 -22.2016776, 29.9902372 -22.2016827, 29.9901553 -22.2016776, 29.9899723 -22.2016211)",,,,,
666579208,trunk,True,False,787.7560000000001,Harare-Beitbridge Highway,"LINESTRING (29.9915197 -22.2017744, 29.9921513 -22.2002955, 29.9924223 -22.1996635, 29.9936601 -22.1963407, 29.9941598 -22.1951266)",,2,A4,120,
131469904,residential,False,False,98.05799999999999,,"LINESTRING (29.9871341 -22.201367, 29.9872229 -22.2011642, 29.9873071 -22.2009719, 29.9873114 -22.2009213, 29.9872966 -22.2008766, 29.9872577 -22.2008381, 29.9869627 -22.2007017)",,,,,
428741888,residential,False,True,119.17,,"LINESTRING (29.987073 -22.1996637, 29.9871451 -22.2001391, 29.987133 -22.2002794, 29.9870887 -22.2004036, 29.9869627 -22.2007017)",,,,,
428741945,residential,False,True,88.94999999999999,,"LINESTRING (29.987073 -22.1996637, 29.9873972 -22.1996322, 29.987417 -22.1996194, 29.9874254 -22.1996014, 29.9874247 -22.1995763, 29.987418 -22.1994719, 29.9873812 -22.1991472)",,,,,
131469937,residential,False,True,59.205,,"LINESTRING (29.9872941 -22.1986209, 29.9873812 -22.1991472)",,,,,
"[1181008242, 1181008243, 27203338]",residential,False,True,102.86599999999999,,"LINESTRING (29.9872941 -22.1986209, 29.9873913 -22.1986014, 29.9876751 -22.198563, 29.9880586 -22.1984882, 29.9882732 -22.1984394)",,,,,yes
131469937,residential,False,False,59.205,,"LINESTRING (29.9873812 -22.1991472, 29.9872941 -22.1986209)",,,,,
428741945,residential,False,False,88.94999999999999,,"LINESTRING (29.9873812 -22.1991472, 29.987418 -22.1994719, 29.9874247 -22.1995763, 29.9874254 -22.1996014, 29.987417 -22.1996194, 29.9873972 -22.1996322, 29.987073 -22.1996637)",,,,,
131469904,residential,False,True,98.05799999999999,,"LINESTRING (29.9869627 -22.2007017, 29.9872577 -22.2008381, 29.9872966 -22.2008766, 29.9873114 -22.2009213, 29.9873071 -22.2009719, 29.9872229 -22.2011642, 29.9871341 -22.201367)",,,,,
428741888,residential,False,False,119.17,,"LINESTRING (29.9869627 -22.2007017, 29.9870887 -22.2004036, 29.987133 -22.2002794, 29.9871451 -22.2001391, 29.987073 -22.1996637)",,,,,
131472880,residential,False,False,38.08,,"LINESTRING (29.989934 -22.1956953, 29.9896292 -22.1955013)",,,,,
131472880,residential,False,True,51.76,,"LINESTRING (29.989934 -22.1956953, 29.9903471 -22.1959606)",,,,,
428741897,residential,False,False,118.59000000000002,,"LINESTRING (29.989934 -22.1956953, 29.9895631 -22.1962358, 29.9895423 -22.1962612, 29.9895161 -22.1962811, 29.9894752 -22.196296, 29.9894122 -22.1962929, 29.9891277 -22.1962791)",,,,,
131472887,residential,False,False,64.105,,"LINESTRING (29.99053 -22.1947041, 29.990184 -22.1951834)",,,,,
131472887,residential,False,True,59.365,,"LINESTRING (29.99053 -22.1947041, 29.9908572 -22.1942645)",,,,,
27203338,residential,False,False,50.827,,"LINESTRING (29.9887557 -22.1983436, 29.9885163 -22.1983842, 29.9882732 -22.1984394)",,,,,
27203338,residential,False,True,92.132,,"LINESTRING (29.9887557 -22.1983436, 29.9890815 -22.1982959, 29.9896437 -22.1982435)",,,,,
