osmid,highway,maxspeed,oneway,reversed,length,lanes,name,geometry
387749736,tertiary,60,False,True,49.132,,,"LINESTRING (30.5336612 -19.2786737, 30.5334334 -19.2790597)"
27396946,unclassified,60,False,False,143.516,2,Blinkwater,"LINESTRING (30.5336612 -19.2786737, 30.5342674 -19.2786458, 30.534533 -19.2786256, 30.5348387 -19.2786079, 30.5350263 -19.2786133)"
27396938,tertiary,,False,False,97.41,,,"LINESTRING (30.5295601 -19.2818207, 30.5290302 -19.2811015)"
387749736,tertiary,60,False,False,116.58,,,"LINESTRING (30.5295601 -19.2818207, 30.5304728 -19.2812232)"
27396947,residential,,False,False,206.265,,,"LINESTRING (30.5295601 -19.2818207, 30.529831 -19.2821422, 30.5300993 -19.2824005, 30.5303568 -19.2826258, 30.5308154 -19.282965, 30.5309764 -19.2830967)"
387749736,tertiary,60,False,True,161.108,,,"LINESTRING (30.5295601 -19.2818207, 30.5291203 -19.2821068, 30.5282965 -19.2826433)"
27396938,tertiary,,False,True,21.859,,,"LINESTRING (30.5269466 -19.2808692, 30.5271197 -19.2807599)"
323452049,residential,,False,False,91.748,,,"LINESTRING (30.5269466 -19.2808692, 30.5274688 -19.2815309)"
323452049,residential,,False,True,97.013,,,"LINESTRING (30.5282965 -19.2826433, 30.5277682 -19.2819274)"
27396953,residential,,False,True,406.455,,,"LINESTRING (30.5282965 -19.2826433, 30.5291525 -19.2837575, 30.5293027 -19.2839701, 30.5294663 -19.2840841, 30.529646 -19.2841423, 30.5297881 -19.2841144, 30.5299517 -19.2839575, 30.5301636 -19.2837651, 30.530625 -19.2833878, 30.5309764 -19.2830967)"
387749736,tertiary,60,False,False,161.108,,,"LINESTRING (30.5282965 -19.2826433, 30.5291203 -19.2821068, 30.5295601 -19.2818207)"
27396954,residential,,False,True,161.179,,,"LINESTRING (30.5277682 -19.2819274, 30.5290302 -19.2811015)"
323452049,residential,,False,False,97.013,,,"LINESTRING (30.5277682 -19.2819274, 30.5282965 -19.2826433)"
323452049,residential,,False,True,54.142,,,"LINESTRING (30.5277682 -19.2819274, 30.5274688 -19.2815309)"
27396941,residential,,False,False,161.785,,,"LINESTRING (30.5274688 -19.2815309, 30.5287365 -19.2807032)"
323452049,residential,,False,False,54.142,,,"LINESTRING (30.5274688 -19.2815309, 30.5277682 -19.2819274)"
