osmid,highway,oneway,reversed,length,geometry,bridge,name,ref
278185189,residential,False,True,42.429,"LINESTRING (22.4415549 13.4376679, 22.441947 13.4376805)",,,
761445612,residential,False,True,19.017,"LINESTRING (22.4415549 13.4376679, 22.44153 13.4378372)",,,
278185189,residential,False,False,96.614,"LINESTRING (22.4428399 13.4377072, 22.441947 13.4376805)",,,
278185189,residential,False,True,46.637,"LINESTRING (22.4428399 13.4377072, 22.4432706 13.4377279)",,,
761450156,residential,False,True,52.127,"LINESTRING (22.4428399 13.4377072, 22.4428056 13.4381748)",,,
278185189,residential,False,False,51.422,"LINESTRING (22.4443034 13.4377595, 22.4438281 13.4377474)",,,
278185189,residential,False,True,72.271,"LINESTRING (22.4443034 13.4377595, 22.4449715 13.4377729)",,,
761453844,residential,False,False,22.228,"LINESTRING (22.4443034 13.4377595, 22.4443027 13.4375596)",,,
"[761453844, 761453845, 278177983]",residential,False,True,235.706,"LINESTRING (22.4443034 13.4377595, 22.4443514 13.4393531, 22.4443309 13.4395399, 22.4443318 13.4396313, 22.444332 13.4398775)",,,
278185189,residential,False,False,60.333,"LINESTRING (22.4438281 13.4377474, 22.4432706 13.4377279)",,,
278185189,residential,False,True,51.422,"LINESTRING (22.4438281 13.4377474, 22.4443034 13.4377595)",,,
"[761450760, 761450761, 314837749]",residential,False,True,213.55,"LINESTRING (22.4438281 13.4377474, 22.4438278 13.4379664, 22.4438015 13.4381765, 22.4437581 13.4383107, 22.4438171 13.4386296, 22.4437121 13.4387043, 22.4435648 13.4388009, 22.4434946 13.438898, 22.4434295 13.4390099, 22.4433522 13.4391585, 22.4432276 13.439446)",,,
278185189,residential,False,False,72.271,"LINESTRING (22.4449715 13.4377729, 22.4443034 13.4377595)",,,
278185189,residential,False,True,56.782,"LINESTRING (22.4449715 13.4377729, 22.4454961 13.4377935)",,,
"[761454897, 761454898, 278178045]",residential,False,True,270.77199999999993,"LINESTRING (22.4449715 13.4377729, 22.4450308 13.4392971, 22.4450416 13.4395013, 22.4450476 13.4395841, 22.4450611 13.4402063)",,,
278185189,residential,False,False,56.782,"LINESTRING (22.4454961 13.4377935, 22.4449715 13.4377729)",,,
278185189,residential,False,True,53.824,"LINESTRING (22.4454961 13.4377935, 22.4459936 13.4378064)",,,
"[278185211, 761456134, 761456135]",residential,False,True,289.746,"LINESTRING (22.4454961 13.4377935, 22.4455253 13.4391896, 22.4455592 13.4392773, 22.4455627 13.4393181, 22.445582 13.4397456, 22.445583 13.4403924)",,,
761445612,residential,False,False,40.316,"LINESTRING (22.4413555 13.4387228, 22.4414176 13.4383653)",,,
"[278185185, 761449082, 761449083]",residential,False,True,157.52400000000003,"LINESTRING (22.4413555 13.4387228, 22.4425576 13.4391983, 22.4426159 13.4392223, 22.4426678 13.4392315, 22.4427022 13.4392562)",,,
278178041,residential,False,True,42.859,"LINESTRING (22.4427022 13.4392562, 22.4426731 13.4396406)",,,
278185185,residential,False,True,60.615,"LINESTRING (22.4427022 13.4392562, 22.4432276 13.439446)",,,
"[278178041, 761450156, 761450157]",residential,False,False,74.62299999999999,"LINESTRING (22.4427022 13.4392562, 22.4427015 13.4392061, 22.4427059 13.4391276, 22.4427106 13.4389318, 22.4427235 13.4385855)",,,
"[278185185, 761449082, 761449083]",residential,False,False,157.524,"LINESTRING (22.4427022 13.4392562, 22.4426678 13.4392315, 22.4426159 13.4392223, 22.4425576 13.4391983, 22.4413555 13.4387228)",,,
278178041,residential,False,False,8.607,"LINESTRING (22.442666 13.4397177, 22.4426731 13.4396406)",,,
278178041,residential,False,True,133.472,"LINESTRING (22.442666 13.4397177, 22.4426367 13.4409177)",,,
622428981,residential,False,False,68.031,"LINESTRING (22.442666 13.4397177, 22.443247 13.4399522)",,,
278177983,residential,False,True,62.3,"LINESTRING (22.444332 13.4398775, 22.4443413 13.4404377)",,,
278185185,residential,False,False,105.124,"LINESTRING (22.444332 13.4398775, 22.4434295 13.4395264)",,,
278185185,residential,False,True,86.916,"LINESTRING (22.444332 13.4398775, 22.4450611 13.4402063)",,,
"[761453844, 761453845, 278177983]",residential,False,False,235.706,"LINESTRING (22.444332 13.4398775, 22.4443318 13.4396313, 22.4443309 13.4395399, 22.4443514 13.4393531, 22.4443034 13.4377595)",,,
278185218,residential,False,False,119.491,"LINESTRING (22.443247 13.4399522, 22.4428046 13.4409369)",,,
622428981,residential,False,False,57.262,"LINESTRING (22.443247 13.4399522, 22.443724 13.4401757)",,,
622428981,residential,False,True,68.031,"LINESTRING (22.443247 13.4399522, 22.442666 13.4397177)",,,
622446119,residential,False,True,51.296,"LINESTRING (22.443247 13.4399522, 22.4434295 13.4395264)",,,
278185273,residential,False,False,101.554,"LINESTRING (22.443724 13.4401757, 22.4435918 13.4410799)",,,
622428981,residential,False,False,72.841,"LINESTRING (22.443724 13.4401757, 22.4443413 13.4404377)",,,
622428981,residential,False,True,57.262,"LINESTRING (22.443724 13.4401757, 22.443247 13.4399522)",,,
278178045,residential,False,True,58.166,"LINESTRING (22.4450611 13.4402063, 22.4450758 13.4407292)",,,
278185185,residential,False,False,86.916,"LINESTRING (22.4450611 13.4402063, 22.444332 13.4398775)",,,
278185185,residential,False,True,60.117,"LINESTRING (22.4450611 13.4402063, 22.445583 13.4403924)",,,
"[761454897, 761454898, 278178045]",residential,False,False,270.772,"LINESTRING (22.4450611 13.4402063, 22.4450476 13.4395841, 22.4450416 13.4395013, 22.4450308 13.4392971, 22.4449715 13.4377729)",,,
278185185,residential,False,False,60.117,"LINESTRING (22.445583 13.4403924, 22.4450611 13.4402063)",,,
278185185,residential,False,True,55.928,"LINESTRING (22.445583 13.4403924, 22.4460551 13.4405977)",,,
"[278185211, 761456134, 761456135]",residential,False,False,289.746,"LINESTRING (22.445583 13.4403924, 22.445582 13.4397456, 22.4455627 13.4393181, 22.4455592 13.4392773, 22.4455253 13.4391896, 22.4454961 13.4377935)",,,
278177983,residential,False,False,62.3,"LINESTRING (22.4443413 13.4404377, 22.444332 13.4398775)",,,
278177983,residential,False,True,84.416,"LINESTRING (22.4443413 13.4404377, 22.4443715 13.4411963)",,,
622428981,residential,False,False,85.794,"LINESTRING (22.4443413 13.4404377, 22.4450758 13.4407292)",,,
622428981,residential,False,True,72.841,"LINESTRING (22.4443413 13.4404377, 22.443724 13.4401757)",,,
278185185,residential,False,False,55.928,"LINESTRING (22.4460551 13.4405977, 22.445583 13.4403924)",,,
278185185,residential,False,True,98.82,"LINESTRING (22.4460551 13.4405977, 22.4468756 13.4409888)",,,
278185204,tertiary,False,False,91.114,"LINESTRING (22.4460551 13.4405977, 22.4460525 13.4414171)",,,
278185204,tertiary,False,True,53.696,"LINESTRING (22.4460551 13.4405977, 22.4460558 13.4401148)",,,
278178045,residential,False,False,58.166,"LINESTRING (22.4450758 13.4407292, 22.4450611 13.4402063)",,,
278178045,residential,False,True,62.43,"LINESTRING (22.4450758 13.4407292, 22.4450988 13.4412902)",,,
622428981,residential,False,True,85.794,"LINESTRING (22.4450758 13.4407292, 22.4443413 13.4404377)",,,
278185237,residential,False,True,45.59,"LINESTRING (22.4415988 13.4408181, 22.4420187 13.4408543)",,,
278178041,residential,False,False,133.472,"LINESTRING (22.4426367 13.4409177, 22.442666 13.4397177)",,,
278178041,residential,False,True,99.854,"LINESTRING (22.4426367 13.4409177, 22.4425393 13.4418107)",,,
278185237,residential,False,False,67.207,"LINESTRING (22.4426367 13.4409177, 22.4420187 13.4408543)",,,
278185289,residential,False,True,18.283,"LINESTRING (22.4426367 13.4409177, 22.4428046 13.4409369)",,,
278185218,residential,False,True,119.491,"LINESTRING (22.4428046 13.4409369, 22.443247 13.4399522)",,,
278185289,residential,False,False,18.283,"LINESTRING (22.4428046 13.4409369, 22.4426367 13.4409177)",,,
278185289,residential,False,True,86.607,"LINESTRING (22.4428046 13.4409369, 22.4435918 13.4410799)",,,
278185273,residential,False,False,85.617,"LINESTRING (22.4435918 13.4410799, 22.4434878 13.4418432)",,,
278185273,residential,False,True,101.554,"LINESTRING (22.4435918 13.4410799, 22.443724 13.4401757)",,,
278185289,residential,False,False,86.607,"LINESTRING (22.4435918 13.4410799, 22.4428046 13.4409369)",,,
278185289,residential,False,True,85.312,"LINESTRING (22.4435918 13.4410799, 22.4443715 13.4411963)",,,
278177983,residential,False,False,84.416,"LINESTRING (22.4443715 13.4411963, 22.4443413 13.4404377)",,,
278185289,residential,False,False,85.312,"LINESTRING (22.4443715 13.4411963, 22.4435918 13.4410799)",,,
278185289,residential,False,True,79.347,"LINESTRING (22.4443715 13.4411963, 22.4450988 13.4412902)",,,
278177983,residential,False,True,130.622,"LINESTRING (22.4443715 13.4411963, 22.444374 13.4417584, 22.4443623 13.4420627, 22.4443615 13.4423708)",,,
278178045,residential,False,False,62.43,"LINESTRING (22.4450988 13.4412902, 22.4450758 13.4407292)",,,
278178045,residential,False,True,55.524,"LINESTRING (22.4450988 13.4412902, 22.4451247 13.4417889)",,,
278185289,residential,False,False,79.347,"LINESTRING (22.4450988 13.4412902, 22.4443715 13.4411963)",,,
278185289,residential,False,True,104.103,"LINESTRING (22.4450988 13.4412902, 22.4460525 13.4414171)",,,
278185204,tertiary,False,False,54.238,"LINESTRING (22.4460525 13.4414171, 22.4460329 13.4419045)",,,
278185204,tertiary,False,True,91.114,"LINESTRING (22.4460525 13.4414171, 22.4460551 13.4405977)",,,
278185289,residential,False,False,104.103,"LINESTRING (22.4460525 13.4414171, 22.4450988 13.4412902)",,,
278185289,residential,False,True,87.598,"LINESTRING (22.4460525 13.4414171, 22.446852 13.4415434)",,,
278178045,residential,False,False,55.524,"LINESTRING (22.4451247 13.4417889, 22.4450988 13.4412902)",,,
278178045,residential,False,True,65.164,"LINESTRING (22.4451247 13.4417889, 22.4450811 13.4423734)",,,
278185224,residential,False,False,99.059,"LINESTRING (22.4451247 13.4417889, 22.4460329 13.4419045)",,,
278185217,residential,False,True,102.643,"LINESTRING (22.4434878 13.4418432, 22.4425393 13.4418107)",,,
278185273,residential,False,False,55.252,"LINESTRING (22.4434878 13.4418432, 22.443417 13.4423353)",,,
278185273,residential,False,True,85.617,"LINESTRING (22.4434878 13.4418432, 22.4435918 13.4410799)",,,
278178041,residential,False,False,99.854,"LINESTRING (22.4425393 13.4418107, 22.4426367 13.4409177)",,,
278178041,residential,False,True,56.128,"LINESTRING (22.4425393 13.4418107, 22.4425195 13.4423151)",,,
278185217,residential,False,False,102.643,"LINESTRING (22.4425393 13.4418107, 22.4434878 13.4418432)",,,
278185229,residential,False,True,77.849,"LINESTRING (22.4425393 13.4418107, 22.4418198 13.4417895)",,,
278185204,tertiary,False,False,58.48,"LINESTRING (22.4460329 13.4419045, 22.4460486 13.4424302)",,,
278185204,tertiary,False,True,54.238,"LINESTRING (22.4460329 13.4419045, 22.4460525 13.4414171)",,,
278185224,residential,False,True,99.059,"LINESTRING (22.4460329 13.4419045, 22.4451247 13.4417889)",,,
278178041,residential,False,False,56.128,"LINESTRING (22.4425195 13.4423151, 22.4425393 13.4418107)",,,
278178041,residential,False,True,66.805,"LINESTRING (22.4425195 13.4423151, 22.4425041 13.4429157)",,,
278185337,residential,False,False,72.417,"LINESTRING (22.4425195 13.4423151, 22.44185 13.4423038)",,,
278185337,residential,False,True,97.09800000000001,"LINESTRING (22.4425195 13.4423151, 22.4429575 13.4423308, 22.443417 13.4423353)",,,
278178045,residential,False,False,65.164,"LINESTRING (22.4450811 13.4423734, 22.4451247 13.4417889)",,,
278178045,residential,False,True,52.035,"LINESTRING (22.4450811 13.4423734, 22.4450623 13.442841)",,,
278185337,residential,False,False,77.824,"LINESTRING (22.4450811 13.4423734, 22.4443615 13.4423708)",,,
278185337,residential,False,True,104.824,"LINESTRING (22.4450811 13.4423734, 22.4460486 13.4424302)",,,
278185273,residential,False,True,55.252,"LINESTRING (22.443417 13.4423353, 22.4434878 13.4418432)",,,
278185337,residential,False,True,102.223,"LINESTRING (22.443417 13.4423353, 22.4443615 13.4423708)",,,
314592913,residential,False,True,32.32,"LINESTRING (22.443417 13.4423353, 22.4433927 13.442625)",,,
278185337,residential,False,False,97.09800000000001,"LINESTRING (22.443417 13.4423353, 22.4429575 13.4423308, 22.4425195 13.4423151)",,,
278177983,residential,False,True,101.529,"LINESTRING (22.4443615 13.4423708, 22.4443431 13.4432837)",,,
278185337,residential,False,False,102.223,"LINESTRING (22.4443615 13.4423708, 22.443417 13.4423353)",,,
278185337,residential,False,True,77.824,"LINESTRING (22.4443615 13.4423708, 22.4450811 13.4423734)",,,
278177983,residential,False,False,130.622,"LINESTRING (22.4443615 13.4423708, 22.4443623 13.4420627, 22.444374 13.4417584, 22.4443715 13.4411963)",,,
278178041,residential,False,False,7.417,"LINESTRING (22.4425041 13.4429824, 22.4425041 13.4429157)",,,
314592868,residential,False,False,52.025,"LINESTRING (22.4425041 13.4429824, 22.4425667 13.4430264, 22.4426019 13.4430763, 22.4427141 13.4433901)",,,
