osmid,highway,maxspeed,oneway,reversed,length,bridge,name,geometry,width,lanes,access
"[38297120, 7372610, 38297119]",residential,30,False,False,42.497,yes,"['Joes Kloppenburgbrug', 'Oude Spiegelstraat']","LINESTRING (4.8883961 52.3701725, 4.8882715 52.3701812, 4.8879185 52.370203, 4.8877742 52.3702155)",,,
7372614,residential,30,True,False,225.577,,Singel,"LINESTRING (4.8883961 52.3701725, 4.8887342 52.3719481, 4.8888022 52.3721856)",,,
"[38297123, 7372715, 38297124]",residential,30,False,False,39.116,yes,"['Heibrug', 'Wijde Heisteeg']","LINESTRING (4.8875395 52.3687476, 4.8876867 52.36875, 4.8880092 52.3687688, 4.8881138 52.3687739)",,,
"[38297123, 38297124, 7372715]",residential,30,False,True,39.116,yes,"['Heibrug', 'Wijde Heisteeg']","LINESTRING (4.8881138 52.3687739, 4.8880092 52.3687688, 4.8876867 52.36875, 4.8875395 52.3687476)",,,
562720340,residential,30,True,False,156.69400000000002,,Singel,"LINESTRING (4.8881138 52.3687739, 4.888146 52.3689337, 4.8882816 52.3696111, 4.8883752 52.3700703, 4.8883961 52.3701725)",,,
7372765,residential,30,True,False,35.694,,Wijde Heisteeg,"LINESTRING (4.8870151 52.3687705, 4.8875395 52.3687476)",,,
610234806,residential,30,True,False,165.776,,Herengracht,"LINESTRING (4.8870151 52.3687705, 4.8871154 52.3702601)",,,
"[38297121, 38297122, 7372763]",residential,30,False,False,35.538999999999994,yes,"['Vingboomsbrug', 'Huidenstraat']","LINESTRING (4.8870151 52.3687705, 4.8869302 52.3687732, 4.886575 52.3687847, 4.8864924 52.3687875)",,,
"[38297121, 38297122, 7372763]",residential,30,False,True,35.539,yes,"['Vingboomsbrug', 'Huidenstraat']","LINESTRING (4.8864924 52.3687875, 4.886575 52.3687847, 4.8869302 52.3687732, 4.8870151 52.3687705)",,,
7372587,residential,30,True,False,45.001,,Oude Spiegelstraat,"LINESTRING (4.8877742 52.3702155, 4.8871154 52.3702601)",,,
7372721,residential,30,True,False,164.15400000000002,,Singel,"LINESTRING (4.8877742 52.3702155, 4.8876009 52.3691005, 4.8875365 52.3688499, 4.8875318 52.3687976, 4.8875395 52.3687476)",,,
"[38297120, 7372610, 38297119]",residential,30,False,True,42.497,yes,"['Joes Kloppenburgbrug', 'Oude Spiegelstraat']","LINESTRING (4.8877742 52.3702155, 4.8879185 52.370203, 4.8882715 52.3701812, 4.8883961 52.3701725)",,,
"[7372579, 7372589, 38297118]",residential,30,False,"[False, True]",32.814,yes,"['Wolvenstraat', 'Rachel Ruyschbrug', 'Oude Spiegelstraat']","LINESTRING (4.8871154 52.3702601, 4.8870284 52.3702642, 4.8867515 52.3702773, 4.8866335 52.3702829)",,,
450621565,residential,30,True,False,222.07,,Herengracht,"LINESTRING (4.8871154 52.3702601, 4.8872426 52.3712602, 4.8872567 52.371512, 4.8873331 52.3722526)",,,
7372583,residential,30,True,False,166.557,,Herengracht,"LINESTRING (4.8866335 52.3702829, 4.8864924 52.3687875)",,,
"[7372579, 7372589, 38297118]",residential,30,False,"[False, True]",32.814,yes,"['Oude Spiegelstraat', 'Rachel Ruyschbrug', 'Wolvenstraat']","LINESTRING (4.8866335 52.3702829, 4.8867515 52.3702773, 4.8870284 52.3702642, 4.8871154 52.3702601)",,,
"[642514568, 1231034266, 450631731, 33440483]",residential,30,True,False,340.4469999999999,,"['Spui', 'Spuistraat']","LINESTRING (4.8893657 52.3715577, 4.8892701 52.3711061, 4.88918 52.37074, 4.8890932 52.370305, 4.8889102 52.3697033, 4.8888027 52.3693456, 4.8887542 52.3692095, 4.8887458 52.369132, 4.8887452 52.3690639, 4.8887486 52.3690047, 4.8887528 52.368977, 4.888758 52.3689477, 4.8887689 52.3689114, 4.8887851 52.3688753, 4.8888299 52.3688043, 4.8888665 52.3687627, 4.8889067 52.3687124, 4.8889245 52.3686905, 4.8889443 52.3686706, 4.8889656 52.3686522, 4.8889987 52.3686399, 4.8890468 52.3686314, 4.8890865 52.36863, 4.8891162 52.3686323)",,,
"[311980929, 1073047766, 1073047767]",residential,30,True,False,184.07099999999997,,"['Wijdesteeg', 'Nieuwezijds Voorburgwal']","LINESTRING (4.8893657 52.3715577, 4.8894842 52.3715471, 4.8902182 52.3716352, 4.8902789 52.3716339, 4.8903182 52.371613, 4.8903554 52.3715851, 4.8903261 52.3715532, 4.8903075 52.3715153, 4.890276 52.3713595, 4.8902643 52.3713072, 4.890236 52.3711815, 4.890191 52.3710393, 4.8901403 52.3709285, 4.8900803 52.3708229, 4.8900445 52.3707701, 4.8900238 52.3707291, 4.8900331 52.3706977, 4.890056 52.370672, 4.8901167 52.370644, 4.8901378 52.370638, 4.8901592 52.370632)",,,
"[7372721, 7373043]",residential,30,True,False,222.20499999999998,,Singel,"LINESTRING (4.8881819 52.3721982, 4.8880241 52.3714572, 4.8879819 52.3712074, 4.8877742 52.3702155)",,,
"[26345354, 38297133, 38297134]",residential,30,False,True,42.138999999999996,yes,,"LINESTRING (4.8881819 52.3721982, 4.8883213 52.3721933, 4.8886299 52.3721869, 4.8888022 52.3721856)",,,
