osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel,access
"[7254561, 7254551]",Keldermanslaan,unclassified,False,False,118.444,"LINESTRING (4.2910135 51.4901049, 4.2911643 51.4901132, 4.2912034 51.4901433, 4.29121 51.4902, 4.2912199 51.4904567, 4.2912304 51.4909415, 4.2911385 51.4910624)",,,,
7254601,Keldermanslaan,residential,False,False,23.055999999999997,"LINESTRING (4.2910135 51.4901049, 4.2909564 51.4901424, 4.29092 51.49015, 4.2907084 51.4901481)",,,,
7255884,Zuidsingel,tertiary,False,False,108.197,"LINESTRING (4.2871935 51.4903387, 4.2865462 51.4903941, 4.2857842 51.4905448, 4.2856804 51.4905672)",,,,
7255884,Zuidsingel,tertiary,False,True,143.78699999999998,"LINESTRING (4.2871935 51.4903387, 4.2876077 51.4903262, 4.2880147 51.4903192, 4.2885031 51.4903287, 4.2887771 51.4903445, 4.2889863 51.4903712, 4.2891706 51.4904141, 4.2892463 51.4904317)",,,,
7254354,Zuid-Oostsingel,unclassified,False,False,148.666,"LINESTRING (4.2892463 51.4904317, 4.2893265 51.4904506, 4.2894159 51.4904762, 4.2903484 51.4907947, 4.2906358 51.4908941, 4.2907016 51.4909165, 4.290778 51.4909425, 4.2908014 51.4909503, 4.2911385 51.4910624)",,,,
7254790,Antwerpsestraat,secondary,False,False,139.812,"LINESTRING (4.2892463 51.4904317, 4.2892177 51.4905408, 4.289171 51.4906485, 4.2890615 51.4908256, 4.2885238 51.4914288, 4.2884765 51.4914838, 4.2884059 51.491566)",2,50,,
7255884,Zuidsingel,tertiary,False,False,143.78699999999998,"LINESTRING (4.2892463 51.4904317, 4.2891706 51.4904141, 4.2889863 51.4903712, 4.2887771 51.4903445, 4.2885031 51.4903287, 4.2880147 51.4903192, 4.2876077 51.4903262, 4.2871935 51.4903387)",,,,
616773239,Jacob Obrechtlaan,tertiary,False,True,4.67,"LINESTRING (4.2937095 51.4904647, 4.29371 51.4904227)",,50,,
"[7254759, 616773239]",Jacob Obrechtlaan,tertiary,False,False,62.777,"LINESTRING (4.2937095 51.4904647, 4.2937051 51.4906074, 4.2937 51.49073, 4.2936722 51.4910287)",,50,,
7255744,Coehoornstraat,residential,True,False,110.435,"LINESTRING (4.2856804 51.4905672, 4.285714 51.4906193, 4.2857465 51.4906615, 4.2861926 51.4914515, 4.2862064 51.4914745, 4.2862222 51.491501)",,,,
7255884,Zuidsingel,tertiary,False,True,108.197,"LINESTRING (4.2856804 51.4905672, 4.2857842 51.4905448, 4.2865462 51.4903941, 4.2871935 51.4903387)",,,,
7255968,Zuid-Westsingel,tertiary,False,False,154.521,"LINESTRING (4.2856804 51.4905672, 4.2855929 51.4905847, 4.2854709 51.4906161, 4.28464 51.49083, 4.28429 51.49095, 4.2837269 51.4912185)",,,,
7254758,Jacob Obrechtlaan,tertiary,False,False,137.168,"LINESTRING (4.2936722 51.4910287, 4.2936433 51.491136, 4.2935438 51.4913854, 4.2933934 51.49163, 4.2933519 51.4916799, 4.2930152 51.49201, 4.2929757 51.4920482, 4.2928662 51.4921386)",,50,,
"[616773239, 7254759]",Jacob Obrechtlaan,tertiary,False,True,62.777,"LINESTRING (4.2936722 51.4910287, 4.2937 51.49073, 4.2937051 51.4906074, 4.2937095 51.4904647)",,50,,
434886138,Jacob Obrechtlaan,unclassified,True,False,18.948999999999998,"LINESTRING (4.2936722 51.4910287, 4.2935899 51.4910236, 4.2935608 51.4910227, 4.293399 51.4910254)",,,,
7254354,Zuid-Oostsingel,unclassified,False,True,148.666,"LINESTRING (4.2911385 51.4910624, 4.2908014 51.4909503, 4.290778 51.4909425, 4.2907016 51.4909165, 4.2906358 51.4908941, 4.2903484 51.4907947, 4.2894159 51.4904762, 4.2893265 51.4904506, 4.2892463 51.4904317)",,,,
"[7254561, 7254551]",Keldermanslaan,unclassified,False,True,118.44399999999999,"LINESTRING (4.2911385 51.4910624, 4.2912304 51.4909415, 4.2912199 51.4904567, 4.29121 51.4902, 4.2912034 51.4901433, 4.2911643 51.4901132, 4.2910135 51.4901049)",,,,
7254642,Zuid-Oostsingel,unclassified,False,False,170.962,"LINESTRING (4.2911385 51.4910624, 4.2915339 51.4911974, 4.2916161 51.4912337, 4.2917116 51.4912943, 4.2919182 51.4914477, 4.2923408 51.4917645, 4.2925162 51.4918819, 4.2926941 51.492013, 4.2928143 51.4921016, 4.2928662 51.4921386)",,,,
7255968,Zuid-Westsingel,tertiary,False,False,170.493,"LINESTRING (4.2837269 51.4912185, 4.2834415 51.4913616, 4.2829578 51.4916331, 4.2828303 51.491703, 4.282385 51.4919468, 4.2822082 51.4919554, 4.2817064 51.4919892)",,,,
7255968,Zuid-Westsingel,tertiary,False,True,154.52100000000002,"LINESTRING (4.2837269 51.4912185, 4.28429 51.49095, 4.28464 51.49083, 4.2854709 51.4906161, 4.2855929 51.4905847, 4.2856804 51.4905672)",,,,
1058609234,Auvergnestraat,secondary,True,False,15.272,"LINESTRING (4.2864444 51.4914852, 4.2862548 51.4915554)",,50,,
7254292,Auvergnestraat,secondary,False,False,138.55100000000002,"LINESTRING (4.2864444 51.4914852, 4.2866219 51.49146, 4.2868752 51.4914308, 4.2871305 51.49142, 4.2874786 51.4914276, 4.287841 51.491459, 4.2881537 51.4915071, 4.2882782 51.4915362, 4.2884059 51.491566)",,50,,
7254292,Auvergnestraat,secondary,False,True,138.551,"LINESTRING (4.2884059 51.491566, 4.2882782 51.4915362, 4.2881537 51.4915071, 4.287841 51.491459, 4.2874786 51.4914276, 4.2871305 51.49142, 4.2868752 51.4914308, 4.2866219 51.49146, 4.2864444 51.4914852)",,50,,
7254343,Antwerpsestraat,residential,False,False,76.547,"LINESTRING (4.2884059 51.491566, 4.2883375 51.4916398, 4.2882926 51.4916892, 4.2878599 51.4921646)",,30,,
7254782,Van Dedemstraat,tertiary,False,False,256.17199999999997,"LINESTRING (4.2884059 51.491566, 4.2885242 51.4915999, 4.2886367 51.4916321, 4.2892531 51.4918088, 4.289512 51.4918885, 4.2899891 51.4920709, 4.2900587 51.492098, 4.2901796 51.4921533, 4.2903596 51.4922394, 4.2903735 51.492246, 4.2906401 51.4923734, 4.2907095 51.4924066, 4.2908365 51.4924811, 4.2910911 51.4926588, 4.2912333 51.4927527, 4.2914078 51.492868)",,50,,
7254790,Antwerpsestraat,secondary,False,True,139.812,"LINESTRING (4.2884059 51.491566, 4.2884765 51.4914838, 4.2885238 51.4914288, 4.2890615 51.4908256, 4.289171 51.4906485, 4.2892177 51.4905408, 4.2892463 51.4904317)",2,50,,
"[702623252, 7255751]",Belvédèrestraat,residential,True,False,110.625,"LINESTRING (4.2844762 51.4920972, 4.2844333 51.492045, 4.2837269 51.4912185)",,"['50', '30']",,
7256010,Glymesstraat,secondary,False,True,119.602,"LINESTRING (4.2844762 51.4920972, 4.2850856 51.4918701, 4.2857492 51.491659, 4.2859968 51.4915887)",,50,,
7256014,Boutershemstraat,secondary,False,False,111.32,"LINESTRING (4.2844762 51.4920972, 4.283696 51.4923919, 4.2831474 51.4926204, 4.2831169 51.4926315)",,50,,
"[1208986576, 702623251]",Belvédèrestraat,residential,False,False,75.302,"LINESTRING (4.2844762 51.4920972, 4.2845189 51.4921444, 4.2849941 51.4926927)",,"['50', '30']",,
7255957,Coehoornstraat,residential,True,False,27.459,"LINESTRING (4.286589 51.4921446, 4.2866948 51.492319, 4.2867728 51.4923551)",,,,
7255960,Koepelstraat,residential,True,False,90.17399999999999,"LINESTRING (4.286589 51.4921446, 4.286952 51.4920852, 4.2872084 51.4920743, 4.287542 51.4921014, 4.2878599 51.4921646)",,30,,
7254641,Zuid-Oostsingel,unclassified,False,False,46.066,"LINESTRING (4.2928662 51.4921386, 4.2930111 51.4922449, 4.2932944 51.4924557)",,,,
7254642,Zuid-Oostsingel,unclassified,False,True,170.96200000000002,"LINESTRING (4.2928662 51.4921386, 4.2928143 51.4921016, 4.2926941 51.492013, 4.2925162 51.4918819, 4.2923408 51.4917645, 4.2919182 51.4914477, 4.2917116 51.4912943, 4.2916161 51.4912337, 4.2915339 51.4911974, 4.2911385 51.4910624)",,,,
"[7254756, 702433612]",Burgemeester Van Hasseltstraat,tertiary,False,False,129.623,"LINESTRING (4.2928662 51.4921386, 4.2927259 51.4922214, 4.2918165 51.4926783, 4.2916552 51.4927593, 4.2914875 51.4928385, 4.2914078 51.492868)",,50,,
7254758,Jacob Obrechtlaan,tertiary,False,True,137.168,"LINESTRING (4.2928662 51.4921386, 4.2929757 51.4920482, 4.2930152 51.49201, 4.2933519 51.4916799, 4.2933934 51.49163, 4.2935438 51.4913854, 4.2936433 51.491136, 4.2936722 51.4910287)",,50,,
7255875,Korte Bosstraat,residential,False,False,43.407,"LINESTRING (4.2878599 51.4921646, 4.2875727 51.4925116)",,30,,
702472598,Kloosterstraat,residential,False,False,30.324,"LINESTRING (4.2878599 51.4921646, 4.2882578 51.4922786)",,30,,
7254343,Antwerpsestraat,residential,False,True,76.547,"LINESTRING (4.2878599 51.4921646, 4.2882926 51.4916892, 4.2883375 51.4916398, 4.2884059 51.491566)",,30,,
702472598,Kloosterstraat,residential,False,True,30.324,"LINESTRING (4.2882578 51.4922786, 4.2878599 51.4921646)",,30,,
"[7254627, 7254543]",Schoolstraat,residential,False,False,181.655,"LINESTRING (4.2882578 51.4922786, 4.2884445 51.4924247, 4.2886227 51.4926055, 4.2888899 51.4928588, 4.2891495 51.4932003, 4.2895302 51.493701)",,,,
"[7254544, 7254651]",Kloosterstraat,residential,True,False,196.078,"LINESTRING (4.2882578 51.4922786, 4.2885326 51.4923626, 4.288881 51.4924673, 4.2892342 51.4926006, 4.2894856 51.4927087, 4.2897404 51.4928274, 4.2899708 51.4929537, 4.2901891 51.4930866, 4.2905268 51.4933078)",,30,,
7255860,Lindebaan,residential,True,False,59.778,"LINESTRING (4.2867728 51.4923551, 4.286888 51.4923565, 4.2869929 51.492354, 4.2870979 51.4923608, 4.2872017 51.492376, 4.2872927 51.4924011, 4.2875727 51.4925116)",,,,
"[7255963, 7255878]",Lindebaan,residential,True,False,127.61999999999999,"LINESTRING (4.2867728 51.4923551, 4.2867273 51.4924543, 4.2857722 51.4928465, 4.2853309 51.4930332)",,30,,
7254641,Zuid-Oostsingel,unclassified,False,False,79.076,"LINESTRING (4.2932944 51.4924557, 4.2934594 51.4925823, 4.2936613 51.4927372, 4.2940157 51.4930071)",,,,
