osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,tunnel,width,junction,bridge
4670594,Kloekhorststraat,residential,50,False,True,9.834,,"LINESTRING (6.5674943 52.9972538, 6.5673536 52.9972793)",,,,
4669831,Jan Fabriciusstraat,secondary,50,True,False,118.57400000000001,1,"LINESTRING (6.5674943 52.9972538, 6.567459 52.9974525, 6.5673985 52.9977444, 6.5673154 52.9981651, 6.567312 52.9981859, 6.5672973 52.9982589, 6.5672883 52.9983129)",,,,
579531351,Kloekhorststraat,residential,30,False,False,50.893,,"LINESTRING (6.5654705 52.9974544, 6.5652088 52.9974931, 6.5649966 52.9975416, 6.5648405 52.9975994, 6.5647718 52.9976249)",,,,
579531351,Kloekhorststraat,residential,30,False,True,54.193,,"LINESTRING (6.5654705 52.9974544, 6.5658709 52.9973935, 6.5662609 52.9973495)",,,,
"[4664136, 768163977, 768163978]",Kloekhorststraat,residential,30,False,False,65.90100000000001,,"LINESTRING (6.5654705 52.9974544, 6.5654965 52.9975201, 6.5655129 52.9975617, 6.5655659 52.9976874, 6.565617 52.997721, 6.565869 52.997673, 6.566115 52.997673)",building_passage,,,
4670594,Kloekhorststraat,residential,50,False,False,9.834,,"LINESTRING (6.5673536 52.9972793, 6.5674943 52.9972538)",,,,
4664584,Kloekhorststraat,residential,30,False,False,73.543,,"LINESTRING (6.5673536 52.9972793, 6.5672443 52.9972857, 6.5670965 52.9972953, 6.5665132 52.9973331, 6.566446 52.9973375, 6.5662609 52.9973495)",,,,
498530498,Jan Fabriciusstraat,secondary,50,True,False,81.131,1,"LINESTRING (6.5673536 52.9972793, 6.5673758 52.9971102, 6.5673807 52.9968721, 6.5673983 52.9965504)",,,,
4664306,Kloekhorststraat,residential,30,False,False,29.573,,"LINESTRING (6.5662609 52.9973495, 6.5662543 52.9972969, 6.5662277 52.9970843)",,,,
4664584,Kloekhorststraat,residential,30,False,True,73.543,,"LINESTRING (6.5662609 52.9973495, 6.566446 52.9973375, 6.5665132 52.9973331, 6.5670965 52.9972953, 6.5672443 52.9972857, 6.5673536 52.9972793)",,,,
579531351,Kloekhorststraat,residential,30,False,False,54.193,,"LINESTRING (6.5662609 52.9973495, 6.5658709 52.9973935, 6.5654705 52.9974544)",,,,
4664299,Groningerstraat,residential,30,False,True,17.265,,"LINESTRING (6.5646181 52.9975002, 6.5646837 52.9975534, 6.5647718 52.9976249)",,,,
"[4664707, 779150056, 779150057, 779150058, 4664777, 1219035963]",Groningerstraat,residential,30,True,False,177.368,,"LINESTRING (6.5646181 52.9975002, 6.5645698 52.9974612, 6.564458 52.9973711, 6.5642836 52.9972226, 6.5642057 52.997157, 6.5641593 52.9971162, 6.563883 52.9968853, 6.5637333 52.9967616, 6.5636523 52.9966572, 6.5636001 52.996539, 6.5635853 52.9964936, 6.5635807 52.9964794, 6.5635718 52.9964219, 6.563561 52.9962544, 6.5635627 52.9961986, 6.5635788 52.996094)",,,,
4664771,Zaagmolen,residential,30,False,False,44.634,,"LINESTRING (6.5646181 52.9975002, 6.5645393 52.9975343, 6.5640768 52.9977347)",,,,
"[4664346, 4664299, 779150060]",Groningerstraat,residential,30,False,"[False, True]",93.769,,"LINESTRING (6.5654904 52.9983473, 6.5653291 52.9981481, 6.5651694 52.9979857, 6.5650994 52.9979189, 6.5648995 52.9977374, 6.5647718 52.9976249)",,,,
4664490,Nijlandstraat,residential,30,True,False,113.777,,"LINESTRING (6.5654904 52.9983473, 6.5655875 52.9983404, 6.566015 52.99831, 6.5665036 52.9982888, 6.5665802 52.9982854, 6.5666596 52.998282, 6.5670173 52.9982981, 6.5671385 52.9983036, 6.5671837 52.998306)",,,,
"[179633252, 579531980]",Groningerstraat,residential,30,False,False,48.292,,"LINESTRING (6.5654904 52.9983473, 6.5655582 52.9984624, 6.5656012 52.9985354, 6.5656793 52.9987223, 6.5656912 52.9987637)",,,,
"[4671539, 4669772, 607902166]",Jan Fabriciusstraat,secondary,50,False,True,76.71400000000001,"['2', '3']","LINESTRING (6.5672984 52.9958632, 6.5673043 52.995905, 6.5673243 52.9960479, 6.5673275 52.9960757, 6.567352 52.9962457, 6.5673584 52.9962911, 6.5673659 52.9963445, 6.5673816 52.9964557, 6.5673812 52.9964613, 6.5673983 52.9965504)",,,,
"[607902169, 4665079]",Javastraat,secondary,50,False,False,101.726,3,"LINESTRING (6.5672984 52.9958632, 6.5672886 52.9958184, 6.5672676 52.9957234, 6.5672613 52.9956862, 6.5672091 52.9954762, 6.567197 52.9954322, 6.5671815 52.9953733, 6.5671418 52.9952522, 6.5670138 52.9950261, 6.5669831 52.9949716)",,,,
"[4671539, 4669772, 607902166]",Jan Fabriciusstraat,secondary,50,False,False,76.71400000000001,"['2', '3']","LINESTRING (6.5673983 52.9965504, 6.5673812 52.9964613, 6.5673816 52.9964557, 6.5673659 52.9963445, 6.5673584 52.9962911, 6.567352 52.9962457, 6.5673275 52.9960757, 6.5673243 52.9960479, 6.5673043 52.995905, 6.5672984 52.9958632)",,,,
4669831,Jan Fabriciusstraat,secondary,50,True,False,78.775,1,"LINESTRING (6.5673983 52.9965504, 6.5674838 52.9968485, 6.5675078 52.9971094, 6.5674943 52.9972538)",,,,
398944311,Het Kanaal,secondary,50,False,False,8.681,,"LINESTRING (6.5671567 52.998993, 6.5670274 52.9989867)",,,,
398944311,Het Kanaal,secondary,50,False,True,8.681,,"LINESTRING (6.5670274 52.9989867, 6.5671567 52.998993)",,,,
"[4671864, 498530498]",Jan Fabriciusstraat,secondary,50,True,False,76.426,1,"LINESTRING (6.5670274 52.9989867, 6.5670467 52.9989116, 6.5670701 52.9988207, 6.5671231 52.9986145, 6.5671422 52.9984962, 6.5671837 52.998306)",,,,
"[322872456, 524950297, 451868998]",Het Kanaal,secondary,50,False,"[False, True]",88.40099999999998,"['2', '3']","LINESTRING (6.5670274 52.9989867, 6.5668251 52.9989843, 6.5664267 52.9989833, 6.5659741 52.998994, 6.5658133 52.9990013, 6.5657762 52.999003, 6.5657075 52.9990055)",,,,
