osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
"[6572096, 6572111]",2,Stationsplein,tertiary,30,False,False,80.673,"LINESTRING (5.2893165 52.6995395, 5.2893496 52.6995552, 5.2893949 52.6995963, 5.2894162 52.6996455, 5.2894195 52.6996801, 5.2894152 52.6997175, 5.2893926 52.6997489, 5.2893318 52.6997958, 5.289215 52.6998626, 5.2889898 52.6999935, 5.288965 52.7000179, 5.2889349 52.7000553, 5.2889209 52.7000926, 5.2889179 52.7001313)",,
"[6571952, 6571995, 476922184]",,Harlingersteiger,unclassified,,False,False,138.078,"LINESTRING (5.2938016 52.6996306, 5.2939929 52.6997457, 5.2946754 52.7001463, 5.2948058 52.7002337, 5.2949237 52.7003033, 5.2950053 52.7003614, 5.2950839 52.7004174, 5.2951128 52.7004366, 5.2952352 52.7005168)",,
6572180,,Snouckstraat,unclassified,,False,False,34.778,"LINESTRING (5.28502 52.6997, 5.2848927 52.7000031)",,
6572345,,Cromhoutstraat,unclassified,,False,False,45.727,"LINESTRING (5.2837754 52.6998299, 5.2835761 52.700223)",,
6572266,,Oostertuinstraat,unclassified,,False,False,77.71199999999999,"LINESTRING (5.2837754 52.6998299, 5.2844328 52.699933, 5.2848927 52.7000031)",,
6572180,,Snouckstraat,unclassified,,False,True,34.778,"LINESTRING (5.2848927 52.7000031, 5.28502 52.6997)",,
6572373,,Snouckstraat,unclassified,,False,False,42.998,"LINESTRING (5.2848927 52.7000031, 5.284741 52.7003787)",,
6572266,,Oostertuinstraat,unclassified,,False,True,77.71199999999999,"LINESTRING (5.2848927 52.7000031, 5.2844328 52.699933, 5.2837754 52.6998299)",,
306157354,,Stationsplein,unclassified,,False,False,36.769,"LINESTRING (5.2879617 52.700045, 5.2885004 52.7000977)",7.5,
306157354,,Stationsplein,unclassified,,False,True,36.769,"LINESTRING (5.2885004 52.7000977, 5.2879617 52.700045)",7.5,
