osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,lanes,ref
7420558,Zuidkade,tertiary,30,False,False,62.333,"LINESTRING (4.6589007 52.0701279, 4.6589927 52.0704202, 4.6590945 52.0706755)",,,,
"[7423506, 160772579, 160772582]",Kersengaarde,residential,,False,False,109.87100000000001,"LINESTRING (4.6589007 52.0701279, 4.6588477 52.0701337, 4.658731 52.0701464, 4.6579351 52.0701917, 4.6573041 52.0702396)",yes,,,
"[160772544, 7420844, 7420895]",Appelgaarde,residential,,False,False,35.341,"LINESTRING (4.6573041 52.0702396, 4.6573209 52.0703099, 4.6573464 52.0704266, 4.6573753 52.0705544)",yes,,,
"[7423506, 160772579, 160772582]",Kersengaarde,residential,,False,True,109.87100000000001,"LINESTRING (4.6573041 52.0702396, 4.6579351 52.0701917, 4.658731 52.0701464, 4.6588477 52.0701337, 4.6589007 52.0701279)",yes,,,
7421009,Appelgaarde,residential,,False,False,57.153,"LINESTRING (4.6582046 52.0704886, 4.6573753 52.0705544)",,,,
7421009,Appelgaarde,residential,,False,False,52.32,"LINESTRING (4.6573753 52.0705544, 4.6566158 52.070613)",,,,
7421009,Appelgaarde,residential,,False,True,57.153,"LINESTRING (4.6573753 52.0705544, 4.6582046 52.0704886)",,,,
"[7420909, 426872389, 7420895]",Appelgaarde,residential,,False,False,14.687000000000001,"LINESTRING (4.6573753 52.0705544, 4.657382 52.0705886, 4.6573939 52.0706532, 4.6574002 52.0706856)",yes,,,
"[160772544, 7420844, 7420895]",Appelgaarde,residential,,False,True,35.340999999999994,"LINESTRING (4.6573753 52.0705544, 4.6573464 52.0704266, 4.6573209 52.0703099, 4.6573041 52.0702396)",yes,,,
7420909,Appelgaarde,residential,,False,False,89.565,"LINESTRING (4.6574002 52.0706856, 4.6575635 52.0714848)",,,,
7421000,Calville,residential,,False,False,34.717,"LINESTRING (4.6574002 52.0706856, 4.6568976 52.0707307)",,,,
"[426872389, 7420909, 7420895]",Appelgaarde,residential,,False,True,14.687,"LINESTRING (4.6574002 52.0706856, 4.6573939 52.0706532, 4.657382 52.0705886, 4.6573753 52.0705544)",yes,,,
7420996,Pippeling,residential,,False,False,36.698,"LINESTRING (4.6569927 52.0711968, 4.6570119 52.0712936, 4.6570536 52.0715247)",,,,
160772595,Pippeling,residential,,False,False,35.132,"LINESTRING (4.6570536 52.0715247, 4.6575635 52.0714848)",,,,
160772595,Pippeling,residential,,False,True,31.104,"LINESTRING (4.6570536 52.0715247, 4.6566016 52.0715572)",,,,
7420996,Pippeling,residential,,False,True,36.698,"LINESTRING (4.6570536 52.0715247, 4.6570119 52.0712936, 4.6569927 52.0711968)",,,,
7420909,Appelgaarde,residential,,False,True,89.565,"LINESTRING (4.6575635 52.0714848, 4.6574002 52.0706856)",,,,
160772595,Pippeling,residential,,False,True,35.132,"LINESTRING (4.6575635 52.0714848, 4.6570536 52.0715247)",,,,
"[160772546, 160772547, 160772549, 7420909, 426873232]",Appelgaarde,residential,,False,False,62.702,"LINESTRING (4.6575635 52.0714848, 4.6575716 52.0715235, 4.657592 52.0716152, 4.6576198 52.0717381, 4.6576473 52.0718601, 4.6576853 52.0720437)",yes,,,
7421116,Bellefleur,residential,,False,False,66.117,"LINESTRING (4.6576853 52.0720437, 4.6567265 52.0721226)",,,,
"[160772549, 160772550, 160772543]",Appelgaarde,residential,,False,False,68.182,"LINESTRING (4.6576853 52.0720437, 4.6577192 52.0722183, 4.6577482 52.0723651, 4.6577955 52.0726531)",yes,,,
"[160772546, 160772547, 160772549, 7420909, 426873232]",Appelgaarde,residential,,False,True,62.702,"LINESTRING (4.6576853 52.0720437, 4.6576473 52.0718601, 4.6576198 52.0717381, 4.657592 52.0716152, 4.6575716 52.0715235, 4.6575635 52.0714848)",yes,,,
7420558,Zuidkade,tertiary,30,False,True,205.67900000000003,"LINESTRING (4.6594123 52.0725939, 4.6594589 52.0725436, 4.6594788 52.0724925, 4.6594732 52.0722269, 4.659473 52.0722151, 4.6592363 52.0712933, 4.6591225 52.0707693)",,,,
"[7420642, 122778035]",Boomgaard,tertiary,30,False,False,112.00500000000001,"LINESTRING (4.6594123 52.0725939, 4.6593272 52.0726361, 4.6591907 52.0726599, 4.658731 52.0726957, 4.6584034 52.0727215, 4.6582766 52.0727313, 4.6578142 52.0727672)",,,,
7420771,Zuidkade,unclassified,30,False,False,80.98500000000001,"LINESTRING (4.6594123 52.0725939, 4.6594553 52.072646, 4.6594855 52.0727169, 4.6594865 52.0728348, 4.6594866 52.0728531, 4.6594809 52.0729084, 4.6594357 52.073011, 4.6594018 52.0730587, 4.6591874 52.0732672)",,,,
7420920,Boomgaard,tertiary,30,False,False,67.031,"LINESTRING (4.6578142 52.0727672, 4.656841 52.0728418)",,,,
374345502,Reinette,residential,,False,True,12.752,"LINESTRING (4.6578142 52.0727672, 4.6577955 52.0726531)",,,,
"[7420642, 122778035]",Boomgaard,tertiary,30,False,True,112.00500000000001,"LINESTRING (4.6578142 52.0727672, 4.6582766 52.0727313, 4.6584034 52.0727215, 4.658731 52.0726957, 4.6591907 52.0726599, 4.6593272 52.0726361, 4.6594123 52.0725939)",,,,
7420647,Hamwijck,residential,,False,False,143.702,"LINESTRING (4.6621516 52.0731611, 4.6621631 52.0732718, 4.6621878 52.0734395, 4.6621965 52.0734753, 4.6622504 52.0736978, 4.6622933 52.073712, 4.6631828 52.0736753, 4.663448 52.0736145)",,,,
7420621,Zuidstraat,living_street,15,False,False,38.751,"LINESTRING (4.6591874 52.0732672, 4.659348 52.0734456, 4.6593669 52.0734906, 4.6594266 52.0735318, 4.6594796 52.0735598)",,,,
7420771,Zuidkade,unclassified,30,False,True,80.985,"LINESTRING (4.6591874 52.0732672, 4.6594018 52.0730587, 4.6594357 52.073011, 4.6594809 52.0729084, 4.6594866 52.0728531, 4.6594865 52.0728348, 4.6594855 52.0727169, 4.6594553 52.072646, 4.6594123 52.0725939)",,,,
7420779,Koninginneweg,unclassified,30,False,False,41.356,"LINESTRING (4.6591874 52.0732672, 4.6590178 52.0734114, 4.6587693 52.073531)",,,,
7420618,Zuidstraat,living_street,15,False,True,25.009,"LINESTRING (4.6594796 52.0735598, 4.6595762 52.0735595, 4.659844 52.0735419)",,,,
7420621,Zuidstraat,living_street,15,False,True,38.751,"LINESTRING (4.6594796 52.0735598, 4.6594266 52.0735318, 4.6593669 52.0734906, 4.659348 52.0734456, 4.6591874 52.0732672)",,,,
7420655,Bootstraat,living_street,15,True,False,82.961,"LINESTRING (4.6594796 52.0735598, 4.6592367 52.0736584, 4.6592001 52.0736872, 4.6592042 52.0737227, 4.659261 52.0742165)",,,,
7420618,Zuidstraat,living_street,15,False,False,25.009,"LINESTRING (4.659844 52.0735419, 4.6595762 52.0735595, 4.6594796 52.0735598)",,,,
7420631,Barendstraat,living_street,15,False,True,22.451,"LINESTRING (4.659844 52.0735419, 4.659907 52.0735007, 4.6599712 52.0734428, 4.6600195 52.0733736)",,,,
7420995,Voorofscheweg,unclassified,,False,False,26.531,"LINESTRING (4.6572262 52.0736264, 4.6572822 52.0738625)",,,,
7421208,Voorofscheweg,unclassified,30,False,False,15.81,"LINESTRING (4.6572262 52.0736264, 4.6569972 52.0736465)",,,,
7421208,Voorofscheweg,unclassified,30,False,True,106.47099999999999,"LINESTRING (4.6572262 52.0736264, 4.6577224 52.0735707, 4.6578387 52.0735587, 4.6579423 52.0735492, 4.6584202 52.0735165, 4.6587693 52.073531)",,,,
7420647,Hamwijck,residential,,False,False,17.107,"LINESTRING (4.663448 52.0736145, 4.6636445 52.0737098)",,,,
7420647,Hamwijck,residential,,False,True,143.702,"LINESTRING (4.663448 52.0736145, 4.6631828 52.0736753, 4.6622933 52.073712, 4.6622504 52.0736978, 4.6621965 52.0734753, 4.6621878 52.0734395, 4.6621631 52.0732718, 4.6621516 52.0731611)",,,,
"[51086746, 825233540, 825233541]",Hamwijck,residential,,False,False,44.626999999999995,"LINESTRING (4.663448 52.0736145, 4.6634441 52.0735843, 4.6634012 52.0732494, 4.6633967 52.0732144)",yes,,,
7420910,Voorofscheweg,unclassified,,False,False,26.756,"LINESTRING (4.6563397 52.0736996, 4.6563864 52.0739385)",,,,
7421208,Voorofscheweg,unclassified,30,False,False,30.457,"LINESTRING (4.6563397 52.0736996, 4.655898 52.0737359)",,,,
7421208,Voorofscheweg,unclassified,30,False,True,45.324,"LINESTRING (4.6563397 52.0736996, 4.6569972 52.0736465)",,,,
7420995,Voorofscheweg,unclassified,,False,True,26.531,"LINESTRING (4.6572822 52.0738625, 4.6572262 52.0736264)",,,,
"[7420930, 121632773, 408411016, 408411018, 860422354]",Voorofscheweg,unclassified,,False,False,59.84899999999999,"LINESTRING (4.6572822 52.0738625, 4.6574152 52.0739409, 4.6574398 52.0740691, 4.6574501 52.074123, 4.6574532 52.0741415, 4.6574333 52.0741928, 4.6574346 52.0742024, 4.6574457 52.0742945, 4.6574503 52.0743345, 4.6574568 52.0743624)",,building_passage,,
7420930,Voorofscheweg,unclassified,,False,True,61.805,"LINESTRING (4.6572822 52.0738625, 4.6570481 52.0738835, 4.656846 52.0738995, 4.6563864 52.0739385)",,,,
7420647,Hamwijck,residential,,False,True,17.107,"LINESTRING (4.6636445 52.0737098, 4.663448 52.0736145)",,,,
160772587,Overslag,residential,30,True,False,204.673,"LINESTRING (4.6636445 52.0737098, 4.6637411 52.0737023, 4.6641166 52.0736913, 4.6658467 52.0736759, 4.6660116 52.0737175, 4.666158 52.0737985, 4.6662697 52.0740063, 4.666288 52.0740413)",,,,
7420910,Voorofscheweg,unclassified,,False,True,26.756,"LINESTRING (4.6563864 52.0739385, 4.6563397 52.0736996)",,,,
7420930,Voorofscheweg,unclassified,,False,False,61.80499999999999,"LINESTRING (4.6563864 52.0739385, 4.656846 52.0738995, 4.6570481 52.0738835, 4.6572822 52.0738625)",,,,
"[489531472, 471375581, 7420774]",Reijerskoop,tertiary,30,False,"[False, True]",59.505,"LINESTRING (4.6678727 52.0739976, 4.6677711 52.0739997, 4.6675441 52.0740027, 4.6670025 52.0740145)",yes,,,
"[7420792, 826330367]",Reijerskoop,tertiary,30,False,False,35.141,"LINESTRING (4.6678727 52.0739976, 4.6681619 52.0739934, 4.6683867 52.0739896)",,,,
"[7420632, 471375569, 7420705]",Valkenburgerlaan,unclassified,30,False,False,93.803,"LINESTRING (4.6683867 52.0739896, 4.6683832 52.0740526, 4.6683844 52.0740895, 4.6683886 52.0741351, 4.6685769 52.0746772, 4.6685961 52.0747366, 4.6686225 52.0748181)",movable,,,
"[7420792, 826330367]",Reijerskoop,tertiary,30,False,True,35.141,"LINESTRING (4.6683867 52.0739896, 4.6681619 52.0739934, 4.6678727 52.0739976)",,,,
1029420543,Reijerskoop,tertiary,30,False,False,48.974000000000004,"LINESTRING (4.666288 52.0740413, 4.666372 52.0740335, 4.6664266 52.0740285, 4.6666422 52.0740206, 4.6670025 52.0740145)",,,,
1191408109,Reijerskoop,tertiary,30,False,True,108.52999999999999,"LINESTRING (4.666288 52.0740413, 4.6653468 52.0742452, 4.6652453 52.0742574, 4.6650574 52.0742621, 4.6647594 52.0742732)",,,,
"[489531472, 471375581, 7420774]",Reijerskoop,tertiary,30,False,"[False, True]",59.505,"LINESTRING (4.6670025 52.0740145, 4.6675441 52.0740027, 4.6677711 52.0739997, 4.6678727 52.0739976)",yes,,,
"[7420634, 490994582]",Rozenlaan,"['unclassified', 'residential']",30,True,False,485.749,"LINESTRING (4.6670025 52.0740145, 4.6669994 52.0740848, 4.6674 52.075, 4.6678 52.0761, 4.6678044 52.0761175, 4.6679 52.0765, 4.668 52.0772, 4.6681033 52.0781575, 4.6681226 52.0783133)",,,,
1029420543,Reijerskoop,tertiary,30,False,True,48.974,"LINESTRING (4.6670025 52.0740145, 4.6666422 52.0740206, 4.6664266 52.0740285, 4.666372 52.0740335, 4.666288 52.0740413)",,,,
"[787490562, 787490563, 7420813, 429961555, 706236287]","['Zijde', 'Hefbrug']",secondary,50,False,False,112.14100000000002,"LINESTRING (4.6590771 52.0742864, 4.6591708 52.0742832, 4.6597127 52.074265, 4.6597453 52.074264, 4.6597594 52.0742635, 4.659815 52.0742618, 4.6598424 52.074261, 4.659853 52.0742608, 4.6605701 52.0742359, 4.6605856 52.0742354, 4.6607154 52.0742308)","['viaduct', 'movable']",,2,
"[121632774, 396585535]",Zijde,secondary,50,True,False,111.00099999999999,"LINESTRING (4.6590771 52.0742864, 4.6589054 52.0743132, 4.6586039 52.0743288, 4.6584708 52.0743367, 4.6581387 52.074356, 4.6578021 52.0743758, 4.6574649 52.0743971)",,,1,
7420812,Reijerskoop,secondary,50,False,False,24.896,"LINESTRING (4.6608585 52.0742263, 4.6612221 52.0742128)",,,2,
7420812,Reijerskoop,secondary,50,False,True,9.793,"LINESTRING (4.6608585 52.0742263, 4.6607154 52.0742308)",,,2,
"[112395368, 408378852]",Galerij,primary_link,50,True,False,178.023,"LINESTRING (4.6608585 52.0742263, 4.6608528 52.0741771, 4.6607961 52.0738271, 4.6607719 52.0736671, 4.6607589 52.0735814, 4.6607256 52.0734107, 4.6607843 52.0729355, 4.6608063 52.0727356, 4.66085 52.0726348)",,,1,
7420812,Reijerskoop,secondary,50,False,True,24.896,"LINESTRING (4.6612221 52.0742128, 4.6608585 52.0742263)",,,2,
471375572,Reijerskoop,secondary,50,False,False,55.567,"LINESTRING (4.6612221 52.0742128, 4.6620338 52.0741842)",,,2,
7420638,Overslag,residential,30,True,False,64.2,"LINESTRING (4.6634638 52.0742635, 4.6634763 52.0742197, 4.6634878 52.0741874, 4.6635297 52.0739435, 4.6635504 52.0738055, 4.663576 52.0737497, 4.6636445 52.0737098)",,,,
495267404,Reijerskoop,tertiary,30,False,False,41.937,"LINESTRING (4.6634638 52.0742635, 4.6636003 52.0742817, 4.6637387 52.0742851, 4.664074 52.0742909)",,,,
495267404,Reijerskoop,tertiary,30,False,True,29.874000000000002,"LINESTRING (4.6634638 52.0742635, 4.6632146 52.0742453, 4.6630291 52.0742357)",,,,
1191408109,Reijerskoop,tertiary,30,False,False,108.53,"LINESTRING (4.6647594 52.0742732, 4.6650574 52.0742621, 4.6652453 52.0742574, 4.6653468 52.0742452, 4.666288 52.0740413)",,,,
1191408110,Reijerskoop,tertiary,30,True,False,47.400999999999996,"LINESTRING (4.6647594 52.0742732, 4.6646513 52.0742953, 4.6642639 52.0743072, 4.664074 52.0742909)",,,,
7420564,A.P. van Neslaan,unclassified,30,False,False,25.642999999999997,"LINESTRING (4.664074 52.0742909, 4.6640753 52.074353, 4.6640727 52.0745215)",,,,
495267404,Reijerskoop,tertiary,30,False,True,41.937,"LINESTRING (4.664074 52.0742909, 4.6637387 52.0742851, 4.6636003 52.0742817, 4.6634638 52.0742635)",,,,
1191408111,Reijerskoop,tertiary,30,True,False,47.391999999999996,"LINESTRING (4.664074 52.0742909, 4.6642573 52.0742672, 4.6646474 52.0742557, 4.6647594 52.0742732)",,,,
361388388,Valkenburgerlaan,residential,,True,False,106.672,"LINESTRING (4.6686225 52.0748181, 4.6689682 52.0757536)",,,,
"[7420632, 7420705, 471375569]",Valkenburgerlaan,unclassified,30,False,True,93.803,"LINESTRING (4.6686225 52.0748181, 4.6685961 52.0747366, 4.6685769 52.0746772, 4.6683886 52.0741351, 4.6683844 52.0740895, 4.6683832 52.0740526, 4.6683867 52.0739896)",movable,,,
7420559,Burgemeester Colijnstraat,living_street,15,True,False,51.896,"LINESTRING (4.6587417 52.0747938, 4.6591 52.075, 4.6592949 52.0751135)",,,,
"[68919674, 7420902]",Achter de Kerk,"['living_street', 'residential']",15,False,False,26.070999999999998,"LINESTRING (4.6587417 52.0747938, 4.6585689 52.0748845, 4.6584418 52.0749382)",,,,
104128019,Burgemeester Colijnstraat,living_street,15,False,True,47.41199999999999,"LINESTRING (4.6587417 52.0747938, 4.6586095 52.0746858, 4.65855 52.0745957, 4.6585124 52.0745257, 4.6584798 52.074418, 4.6584762 52.0744075)",,,,
7420950,Achter de Kerk,residential,,False,False,19.031,"LINESTRING (4.6584418 52.0749382, 4.6586115 52.0750739)",,,,
68919674,Achter de Kerk,residential,,False,False,26.866,"LINESTRING (4.6584418 52.0749382, 4.658339 52.0749794, 4.6580739 52.0750121)",,,,
"[68919674, 7420902]",Achter de Kerk,"['residential', 'living_street']",15,False,True,26.070999999999998,"LINESTRING (4.6584418 52.0749382, 4.6585689 52.0748845, 4.6587417 52.0747938)",,,,
385335148,Galerij,living_street,15,False,True,70.255,"LINESTRING (4.6616673 52.0749938, 4.6615107 52.0749949, 4.6612813 52.0749838, 4.6611251 52.0749378, 4.6609827 52.0748641, 4.6608419 52.0747692, 4.6607922 52.0747364)",,,,
7420561,Torenpad,tertiary,30,False,True,35.458,"LINESTRING (4.6575148 52.0751277, 4.6574561 52.0751073, 4.6573634 52.0750972, 4.6570111 52.0751336)",,,,
68919674,Achter de Kerk,residential,,False,True,41.964,"LINESTRING (4.6575148 52.0751277, 4.6575718 52.0750838, 4.6576166 52.0750606, 4.6580739 52.0750121)",,,,
