osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,junction,bridge
185615926,Schepen,unclassified,False,False,37.971,,"LINESTRING (4.2033436 51.9885093, 4.2032411 51.9888449)",,,
7567697,Schepen,residential,False,False,58.049,30,"LINESTRING (4.2009583 51.9885534, 4.2017489 51.9887418)",,,
7567892,Schout,residential,False,False,32.502,30,"LINESTRING (4.2009583 51.9885534, 4.2006814 51.9887908)",,,
7567898,Serrestraat,residential,False,False,45.773,30,"LINESTRING (4.2121887 51.988526, 4.2128459 51.9886012)",,,
7567879,Frankenthalerstraat,residential,False,False,56.548,30,"LINESTRING (4.2128459 51.9886012, 4.2126755 51.9890988)",,,
7567898,Serrestraat,residential,False,True,45.773,30,"LINESTRING (4.2128459 51.9886012, 4.2121887 51.988526)",,,
7567892,Schout,residential,False,True,32.502,30,"LINESTRING (4.2006814 51.9887908, 4.2009583 51.9885534)",,,
7567892,Schout,residential,False,False,48.873000000000005,30,"LINESTRING (4.2006814 51.9887908, 4.20049 51.9889598, 4.2002665 51.9891484)",,,
7567697,Schepen,residential,False,True,58.049,30,"LINESTRING (4.2017489 51.9887418, 4.2009583 51.9885534)",,,
7567697,Schepen,residential,False,False,74.381,30,"LINESTRING (4.2017489 51.9887418, 4.2023297 51.9887348, 4.2028241 51.9887992)",,,
7567903,Baljuw,residential,False,False,131.667,30,"LINESTRING (4.2017489 51.9887418, 4.2017 51.989, 4.2015814 51.9893484, 4.2024472 51.9895448)",,,
7567697,Schepen,residential,False,False,29.003,30,"LINESTRING (4.2028241 51.9887992, 4.2032411 51.9888449)",,,
7567697,Schepen,residential,False,True,74.381,30,"LINESTRING (4.2028241 51.9887992, 4.2023297 51.9887348, 4.2017489 51.9887418)",,,
7567954,Baljuw,residential,False,False,90.80499999999998,30,"LINESTRING (4.2028241 51.9887992, 4.2027234 51.9890365, 4.2025938 51.9890838, 4.2025203 51.9892391, 4.2025502 51.9893347, 4.2024472 51.9895448)",,,
7567697,Schepen,residential,False,True,29.003,30,"LINESTRING (4.2032411 51.9888449, 4.2028241 51.9887992)",,,
185615926,Schepen,unclassified,False,True,37.971,,"LINESTRING (4.2032411 51.9888449, 4.2033436 51.9885093)",,,
7567697,Schepen,residential,False,False,42.123000000000005,30,"LINESTRING (4.2032411 51.9888449, 4.2035441 51.988965, 4.2037565 51.9890517)",,,
333168002,,secondary,True,False,7.038,50,"LINESTRING (4.2067573 51.9887139, 4.2067858 51.9887402, 4.2068013 51.9887704)",1,roundabout,
536876561,Kruisbroekweg,secondary,False,False,17.781,50,"LINESTRING (4.2078208 51.9889344, 4.2075643 51.9889095)",2,,
536876561,Kruisbroekweg,secondary,False,True,110.375,50,"LINESTRING (4.2078208 51.9889344, 4.2093959 51.9891453)",2,,
7567697,Schepen,residential,False,False,95.054,30,"LINESTRING (4.2037565 51.9890517, 4.2039558 51.9890026, 4.2040802 51.9890005, 4.2048156 51.9890831, 4.2050976 51.9891488)",,,
7567697,Schepen,residential,False,True,42.123000000000005,30,"LINESTRING (4.2037565 51.9890517, 4.2035441 51.988965, 4.2032411 51.9888449)",,,
7567938,Baljuw,residential,False,False,80.95,30,"LINESTRING (4.2037565 51.9890517, 4.2037367 51.9893682, 4.203553 51.9897636)",,,
7567697,Schepen,residential,False,True,72.114,30,"LINESTRING (4.2060113 51.9891077, 4.2056169 51.9890779, 4.2055958 51.9891731, 4.2050976 51.9891488)",,,
