osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access,tunnel
6999219,Soestdijkseweg Noord,secondary,50,False,False,229.376,"LINESTRING (5.2073479 52.1327148, 5.2071531 52.1324605, 5.2064053 52.1314845, 5.2061888 52.1312295, 5.2061559 52.1312012, 5.2061268 52.13118, 5.2060755 52.131149, 5.2060196 52.131123, 5.2059599 52.131101, 5.2058866 52.1310842, 5.2057382 52.1310554, 5.2056124 52.1310359)",,,,
"[603272393, 6998869]",Bilderdijklaan,residential,30,False,False,92.70599999999999,"LINESTRING (5.208803 52.1327126, 5.208642 52.1327562, 5.2085023 52.1327685, 5.2082933 52.132762, 5.207946 52.132799, 5.2075942 52.1328747, 5.207499 52.1329041)",,,,
603272393,Bilderdijklaan,residential,30,False,True,70.25399999999999,"LINESTRING (5.208803 52.1327126, 5.2090627 52.1326168, 5.2093515 52.132487, 5.2095339 52.1324384, 5.2097015 52.1324228)",,,,
6999219,Soestdijkseweg Noord,secondary,50,False,False,23.44,"LINESTRING (5.207499 52.1329041, 5.2073479 52.1327148)",,,,
"[603272393, 6998869]",Bilderdijklaan,residential,30,False,True,92.706,"LINESTRING (5.207499 52.1329041, 5.2075942 52.1328747, 5.207946 52.132799, 5.2082933 52.132762, 5.2085023 52.1327685, 5.208642 52.1327562, 5.208803 52.1327126)",,,,
"[6998935, 213798759]","['Van Ostadeplein', 'Van Ostadelaan']",residential,30,False,True,131.505,"LINESTRING (5.2056188 52.1332359, 5.2062273 52.1330655, 5.2073479 52.1327148)",,,,
"[213798760, 49039471]","['Van Ostadeplein', 'Rembrandtlaan']",residential,30,False,True,219.569,"LINESTRING (5.2056188 52.1332359, 5.2054889 52.1329481, 5.2053859 52.1328294, 5.20474 52.13214, 5.2045 52.13182, 5.2043578 52.131559, 5.2042785 52.1314507)",,,,
6999105,Merellaan,residential,,False,False,32.845,"LINESTRING (5.2066948 52.1271437, 5.2068273 52.1271415, 5.206925 52.1271615, 5.207022 52.1272029, 5.2071117 52.1272585)",,,,
6998880,Jan Steenlaan,tertiary,30,False,False,176.154,"LINESTRING (5.2042785 52.1314507, 5.2019082 52.1320773)",,,,
6998703,Rembrandtlaan,residential,30,False,True,283.824,"LINESTRING (5.2042785 52.1314507, 5.2042069 52.1313598, 5.20412 52.13124, 5.2037947 52.1309206, 5.2035807 52.1308103, 5.2033398 52.130738, 5.2025509 52.1305813, 5.20184 52.13044, 5.20134 52.13033, 5.2011011 52.1302489, 5.2008992 52.1301713)",,,,
"[213798760, 49039471]","['Van Ostadeplein', 'Rembrandtlaan']",residential,30,False,False,219.56900000000002,"LINESTRING (5.2042785 52.1314507, 5.2043578 52.131559, 5.2045 52.13182, 5.20474 52.13214, 5.2053859 52.1328294, 5.2054889 52.1329481, 5.2056188 52.1332359)",,,,
337435891,Jan Steenlaan,tertiary,30,False,False,80.52000000000001,"LINESTRING (5.2042785 52.1314507, 5.2051281 52.131205, 5.2052079 52.1311708, 5.2053037 52.1311055)",,,,
6999157,Julianalaan,tertiary,30,False,True,247.017,"LINESTRING (5.2065106 52.1295822, 5.206599 52.1295592, 5.2069494 52.1294468, 5.2073136 52.1293428, 5.207423 52.1293126, 5.2075396 52.1292912, 5.2077059 52.1292632, 5.2078333 52.1292475, 5.207954 52.1292483, 5.2080613 52.1292541, 5.2081767 52.1292772, 5.2082912 52.1293142, 5.2087011 52.1294928, 5.2095436 52.1298668, 5.2096714 52.129926)",,,,
"[308424072, 250943446]",Julianalaan,residential,30,False,False,80.10600000000001,"LINESTRING (5.2065106 52.1295822, 5.2063619 52.1296297, 5.2058582 52.1297862, 5.2055202 52.1298941, 5.2054598 52.1298947)",,,,
"[438272824, 1078068401, 330481720, 1078068402]","['Nachtegaallaan', 'Melchiorlaan']",tertiary,30,False,False,188.92200000000003,"LINESTRING (5.2065106 52.1295822, 5.2064373 52.1295624, 5.2063838 52.1295179, 5.2057398 52.128753, 5.2047909 52.129038, 5.2046807 52.1290895)",,,,
6999150,Prins Hendriklaan,residential,30,False,False,45.788000000000004,"LINESTRING (5.2029511 52.1290359, 5.2029953 52.1290972, 5.202468 52.1292158)",,,,
242348322,Ensahlaan,residential,,False,False,328.136,"LINESTRING (5.2069346 52.1313623, 5.2070085 52.1313534, 5.2070715 52.1313576, 5.2071317 52.131372, 5.2072004 52.1313923, 5.2072481 52.1314157, 5.2073158 52.131463, 5.2073788 52.1315266, 5.2075754 52.1318815, 5.20764 52.13195, 5.2077827 52.1320066, 5.2078795 52.1320115, 5.2079764 52.1320066, 5.2081232 52.1319622, 5.2082406 52.1318965, 5.2083629 52.1317129, 5.2084233 52.1316308, 5.2085293 52.1315668, 5.2086551 52.1315386, 5.2088849 52.1315346, 5.209128 52.1315701, 5.20928 52.13163, 5.20938 52.13168, 5.20948 52.13177, 5.2095607 52.1318968, 5.2096224 52.1320318, 5.2096224 52.132166, 5.2096948 52.1323248, 5.2097015 52.1324228)",,,,
274093708,,secondary,30,True,False,16.606,"LINESTRING (5.204466 52.1290481, 5.2045132 52.1290407, 5.2045618 52.1290416, 5.2046082 52.1290505, 5.2046489 52.1290669, 5.2046807 52.1290895)",roundabout,,,
"[50737108, 668312940]",Soestdijkseweg Zuid,secondary,"['30', '50']",False,True,221.39499999999998,"LINESTRING (5.204466 52.1290481, 5.2044034 52.1289684, 5.2041717 52.1286966, 5.203956 52.128431, 5.2031347 52.1273805, 5.2031166 52.1273574, 5.20304 52.12726)",,,,
274093708,,secondary,30,True,False,20.048000000000002,"LINESTRING (5.2046193 52.1292427, 5.2045758 52.1292534, 5.2045292 52.1292566, 5.2044828 52.1292522, 5.20444 52.1292405, 5.2044037 52.1292223, 5.2043697 52.1291925)",roundabout,,,
"[773013258, 242570478]",Emmaplein,residential,30,False,False,19.519,"LINESTRING (5.2046193 52.1292427, 5.2046849 52.1293284, 5.2047482 52.1293993)",,,,
"[242187458, 242572942, 496701334, 242184824, 496701341]",Soestdijkseweg Noord,secondary,30,False,"[False, True]",247.85,"LINESTRING (5.2043697 52.1291925, 5.204231 52.1292255, 5.2039364 52.1293093, 5.2037638 52.1293611, 5.2034753 52.1294452, 5.2033183 52.1294933, 5.2032689 52.1295095, 5.2032246 52.1295277, 5.2031853 52.1295506, 5.2031604 52.1295671, 5.2031272 52.1295946, 5.2031087 52.1296146, 5.2030899 52.1296375, 5.2030672 52.1296677, 5.2030464 52.1297139, 5.203039 52.1297516, 5.2030397 52.1297978, 5.2030493 52.1298403, 5.2030614 52.1298716, 5.203074 52.1298978, 5.2031025 52.1299329, 5.2031342 52.1299636, 5.2031691 52.1299899, 5.2032239 52.1300213, 5.203286 52.1300446, 5.2033727 52.130071, 5.2034908 52.1300941, 5.2040107 52.1301981, 5.2043476 52.1302697, 5.2045559 52.1303139, 5.204583 52.1303197)",,2,yes,yes
753433140,,secondary,30,True,False,19.21,"LINESTRING (5.2043697 52.1291925, 5.20436 52.1291706, 5.2043567 52.1291406, 5.2043669 52.1291113, 5.2043898 52.1290848, 5.2044237 52.1290632, 5.204466 52.1290481)",roundabout,,,
"[242187458, 242572942, 496701334, 242184824, 496701341]",Soestdijkseweg Noord,secondary,30,False,"[False, True]",247.85000000000008,"LINESTRING (5.204583 52.1303197, 5.2045559 52.1303139, 5.2043476 52.1302697, 5.2040107 52.1301981, 5.2034908 52.1300941, 5.2033727 52.130071, 5.203286 52.1300446, 5.2032239 52.1300213, 5.2031691 52.1299899, 5.2031342 52.1299636, 5.2031025 52.1299329, 5.203074 52.1298978, 5.2030614 52.1298716, 5.2030493 52.1298403, 5.2030397 52.1297978, 5.203039 52.1297516, 5.2030464 52.1297139, 5.2030672 52.1296677, 5.2030899 52.1296375, 5.2031087 52.1296146, 5.2031272 52.1295946, 5.2031604 52.1295671, 5.2031853 52.1295506, 5.2032246 52.1295277, 5.2032689 52.1295095, 5.2033183 52.1294933, 5.2034753 52.1294452, 5.2037638 52.1293611, 5.2039364 52.1293093, 5.204231 52.1292255, 5.2043697 52.1291925)",,2,yes,yes
"[690521058, 496700981, 274090999]",Soestdijkseweg Noord,secondary,30,True,False,88.04099999999998,"LINESTRING (5.204583 52.1303197, 5.2046743 52.1303338, 5.2047496 52.1303554, 5.204797 52.1303736, 5.2048395 52.1303959, 5.2048802 52.1304303, 5.2052091 52.1307406, 5.2052409 52.1307701, 5.2052689 52.1307963, 5.2052944 52.1308199, 5.2053288 52.130852, 5.2053421 52.1308614, 5.2053563 52.1308691, 5.2053696 52.1308751, 5.2053864 52.130881, 5.2054007 52.130885, 5.2054202 52.1308883)",,2,,
317191706,,secondary,50,True,False,23.997999999999998,"LINESTRING (5.2054202 52.1308883, 5.2054791 52.1308943, 5.2055194 52.1309051, 5.205558 52.1309231, 5.2055929 52.1309514, 5.2056108 52.1309795, 5.2056152 52.1309947, 5.2056161 52.1310107, 5.2056124 52.1310359)",roundabout,,,
317191707,,secondary,50,True,False,17.166,"LINESTRING (5.2053037 52.1311055, 5.2052805 52.1310903, 5.2052598 52.1310741, 5.2052468 52.1310598, 5.2052367 52.1310438, 5.2052282 52.1310094, 5.2052313 52.1309871, 5.2052412 52.1309657)",roundabout,,,
337435891,Jan Steenlaan,tertiary,30,False,True,80.52000000000001,"LINESTRING (5.2053037 52.1311055, 5.2052079 52.1311708, 5.2051281 52.131205, 5.2042785 52.1314507)",,,,
6999219,Soestdijkseweg Noord,secondary,50,False,True,229.37600000000003,"LINESTRING (5.2056124 52.1310359, 5.2057382 52.1310554, 5.2058866 52.1310842, 5.2059599 52.131101, 5.2060196 52.131123, 5.2060755 52.131149, 5.2061268 52.13118, 5.2061559 52.1312012, 5.2061888 52.1312295, 5.2064053 52.1314845, 5.2071531 52.1324605, 5.2073479 52.1327148)",,,,
283117807,,secondary,50,True,False,26.388,"LINESTRING (5.2056124 52.1310359, 5.2056102 52.131041, 5.2056029 52.1310529, 5.2055862 52.131073, 5.2055669 52.1310886, 5.2055296 52.1311084, 5.2054972 52.131119, 5.2054597 52.131126, 5.2054255 52.1311282, 5.2053666 52.1311232, 5.2053338 52.1311163, 5.2053037 52.1311055)",roundabout,,,
"[496700982, 274090998]",Soestdijkseweg Noord,secondary,30,True,False,86.197,"LINESTRING (5.2052412 52.1309657, 5.205249 52.1309525, 5.2052514 52.1309428, 5.205251 52.1309317, 5.2052482 52.1309179, 5.2052413 52.1309057, 5.2052322 52.1308933, 5.2051963 52.1308605, 5.2051717 52.1308377, 5.2050539 52.1307297, 5.2047784 52.1304681, 5.2046543 52.1303622, 5.2046221 52.1303422, 5.204583 52.1303197)",,2,,
496700983,,secondary,50,True,False,15.783999999999999,"LINESTRING (5.2052412 52.1309657, 5.2052713 52.1309335, 5.2052876 52.1309226, 5.2053156 52.1309088, 5.2053598 52.1308955, 5.2054202 52.1308883)",roundabout,,,
"[773013258, 242570478]",Emmaplein,residential,30,False,True,19.519,"LINESTRING (5.2047482 52.1293993, 5.2046849 52.1293284, 5.2046193 52.1292427)",,,,
"[341143862, 330481719]",Emmaplein,residential,30,True,False,82.547,"LINESTRING (5.2047482 52.1293993, 5.2048153 52.1293773, 5.2048706 52.1293677, 5.2049055 52.1293695, 5.2049521 52.1293799, 5.2051382 52.1295856, 5.205192 52.1296451, 5.2054052 52.129876, 5.205433 52.1298912, 5.2054598 52.1298947)",,,,
932029863,De Kwinkelier,residential,,True,False,32.803999999999995,"LINESTRING (5.2100246 52.1289273, 5.2100082 52.1289441, 5.2099843 52.1289571, 5.209955 52.128965, 5.2099233 52.1289671, 5.209892 52.1289632, 5.2098692 52.128956, 5.20985 52.1289455, 5.2098355 52.1289325, 5.2098249 52.1289122, 5.2098259 52.1288908, 5.2098383 52.1288708, 5.2098607 52.1288544, 5.2098907 52.1288435, 5.2099249 52.1288393, 5.2099594 52.1288422)",,,,
932029863,De Kwinkelier,residential,,True,False,11.7,"LINESTRING (5.2099594 52.1288422, 5.2099904 52.1288519, 5.2100145 52.1288674, 5.2100289 52.1288869, 5.210032 52.1289082, 5.2100246 52.1289273)",,,,
932029867,De Kwinkelier,residential,,True,False,13.995000000000001,"LINESTRING (5.2099594 52.1288422, 5.2100202 52.1288439, 5.2100926 52.128837, 5.2101601 52.1288237)",,,,
6999116,Spoorlaan,residential,30,False,True,2.992,"LINESTRING (5.202477 52.1292698, 5.202437 52.1292588)",,,,
6999153,Spoorlaan,residential,30,False,True,2.992,"LINESTRING (5.202477 52.1292698, 5.202437 52.1292588)",,,,
6999116,Spoorlaan,residential,30,False,False,82.69,"LINESTRING (5.202477 52.1292698, 5.202496 52.1292749, 5.20274 52.12934, 5.2028875 52.1293775, 5.203014 52.1294091, 5.2031135 52.129436, 5.2033021 52.1293953, 5.2035967 52.129319)",,,,
